Wavelength,Intensity,Intensity1,Intensity2,Intensity3
350.0,-2.7977717463668625,1.6236608921770141,-0.5983414437558281,-0.6181693341927996
351.0,2.4586375938027345,-0.6086961977397891,0.5725536185725844,-6.088058931861241
352.0,-1.4801610591440522,-1.2993713949189782,-0.24820718752673088,2.2816551157706044
353.0,2.548652274877867,-0.2681224005992817,2.9446666767443332,1.3656390735469017
354.0,-0.7293570631696582,0.5525291010810918,-2.670671664034302,3.058934076736449
355.0,4.230877922353727,1.6736439069932771,1.2442767681445162,5.277788604190562
356.0,-2.4123947648422757,2.5902100403756947,-3.6792158311462515,1.9906542524493887
357.0,1.7517250760945728,0.8961432949720631,-1.5291894297638464,-2.8811616429962044
358.0,2.5988492849247677,3.4463351984642827,2.1909577231386095,-0.12167843444095183
359.0,0.7511351119789538,2.6204944019853826,-3.673803746356299,-0.9407907153431836
360.0,0.7130696826865517,-4.580656560283245,-3.481088373787827,2.34397268981283
361.0,3.4348987484815154,2.7520750938332696,0.08045652035303874,2.2423258303927867
362.0,2.6254314660871785,4.569199380417416,-1.685079938030185,4.000907208122555
363.0,-0.3938424246105967,0.1569318214666282,1.7453505907507179,2.481399339966032
364.0,5.424977894620213,0.4858044805941404,1.964408211279391,2.9151847228190206
365.0,5.654689172170009,0.567484660095829,0.34810724966109774,1.992035347964844
366.0,4.605483910329468,-1.2009311511187661,0.5683348509072346,2.1222866153225937
367.0,0.9019232312070642,0.27451063341951,-0.5999696048185683,2.103774059358983
368.0,0.7764831126613956,1.7049274691867993,6.399817684860807,8.982595100094613
369.0,3.110700536379909,4.504054308137057,-2.012499465450361,1.9620021756718131
370.0,6.769506930923882,4.6747588817336805,-0.8282612710926571,4.027905200922589
371.0,3.8743781081427358,0.7730005946401661,-6.3267670409179,5.157565605640599
372.0,4.4196697679288945,0.10577648490661318,-3.774879337198655,2.635472217904919
373.0,1.421012341889707,4.135047935270478,3.7310492014627243,1.8409345856778145
374.0,1.439137982380089,1.574546973882235,0.7580727060569643,3.115808444700974
375.0,4.388291332777612,4.807736243922022,3.103941182478252,2.9568820307431736
376.0,3.3316842983430774,3.887754577988858,-1.3892696543654495,2.6918753880498514
377.0,4.620438395552128,-0.7310567680780764,-0.1309497923251115,3.455843079071286
378.0,2.7619380703380614,3.102642408252933,-0.3348524253244989,0.3387039684546096
379.0,5.183519452225596,7.668576460332446,-0.44584515960792714,1.3122166250875296
380.0,2.9748064876365277,3.7081214480214726,-0.7593216409702563,1.6270390768403047
381.0,7.24284271945308,5.505704294326762,-0.9426087944723065,1.4336948152907496
382.0,2.7918113380510476,2.908588936793876,-0.8501117481751237,-2.6552792262691014
383.0,4.8949559416595605,5.7327713652376815,-0.9030363795591256,4.536436395558894
384.0,2.7727657570042084,0.9381023617812332,0.8975865952988045,3.424796155154155
385.0,5.3915799920346785,6.413355279982568,-2.2225789508368905,-0.4008726597338068
386.0,4.990077079301585,4.250575045461829,-0.6971970677966226,6.881840166575898
387.0,1.3178226778970838,5.781347783533533,-0.29970868372242876,0.8908249650994833
388.0,0.6611799274575958,3.8584291976300165,3.73660726737603,7.421212175333608
389.0,4.53281757975725,-0.4436315636528718,4.2360565250772595,6.306134386721311
390.0,5.539440251204724,5.046121528933753,2.5189816285770235,5.9009953998202604
391.0,5.01862052317756,5.773858138226984,1.5128506904975438,6.448866651456342
392.0,2.5423345699959157,1.7753262047441467,-2.841330775615802,8.03272006422614
393.0,8.13773595307714,2.9568769711362677,-2.241510048427955,5.908177429927747
394.0,3.5122006470230644,4.790423272059144,-0.4325195656138021,5.430152099600093
395.0,7.658137598455966,7.6496200534498655,-1.6519324016340988,8.068465613192217
396.0,-2.079459149999508,4.649854263387198,1.6435543869788205,7.078513412376765
397.0,4.522659299576645,6.207309083932131,5.0356875472875515,3.3867309903984903
398.0,4.824460962699334,2.6715545329543318,0.31628303222092313,3.9708748567987016
399.0,1.8682573102144318,2.246126626290277,-1.6911129408886723,8.524288875882746
400.0,5.5958392543453215,1.1964552825444912,-2.4423515729008614,3.9617671241365997
401.0,1.8166209395749888,0.6705929116524771,-2.6775547338555157,9.95248047531308
402.0,4.870668233939483,2.5818301002790633,-1.138387311636194,3.4134622157774857
403.0,6.516311115419057,-0.9721271831685385,-2.616307160513088,8.740127202583125
404.0,5.934824925402694,-0.2080204077350345,-0.6794766902581273,7.053922140497605
405.0,5.466678509235038,1.0874255475062569,1.1869357646775143,7.616874105397983
406.0,7.392643355994494,1.1353501730682183,2.855872218040304,6.155704782899107
407.0,0.5521441181436444,6.877795633373012,-3.15117694020563,9.305783954037253
