Date,Time,Time since 1970-01-01T00:00:00Z,,Time since start of measurement,,I,
2026-03-19,15:24:41.390428,1773930281.390428,s,86.318501,s,9.59,mV
2026-03-19,15:24:41.639444,1773930281.639444,s,86.567517,s,9.59,mV
2026-03-19,15:24:41.890964,1773930281.890964,s,86.819037,s,9.59,mV
2026-03-19,15:24:42.139691,1773930282.139691,s,87.067764,s,11.27,mV
2026-03-19,15:24:42.391430,1773930282.39143,s,87.319503,s,11.27,mV
2026-03-19,15:24:42.640009,1773930282.640009,s,87.568082,s,11.26,mV
2026-03-19,15:24:42.891903,1773930282.891903,s,87.819976,s,11.26,mV
2026-03-19,15:24:43.140253,1773930283.140253,s,88.068326,s,12.7,mV
2026-03-19,15:24:43.392210,1773930283.39221,s,88.320283,s,12.7,mV
2026-03-19,15:24:43.640728,1773930283.640728,s,88.568801,s,13.47,mV
2026-03-19,15:24:43.892463,1773930283.892463,s,88.820536,s,13.47,mV
2026-03-19,15:24:44.141196,1773930284.141196,s,89.069269,s,13.47,mV
2026-03-19,15:24:44.392949,1773930284.392949,s,89.321022,s,15.77,mV
2026-03-19,15:24:44.641736,1773930284.641736,s,89.569809,s,15.77,mV
2026-03-19,15:24:44.893382,1773930284.893382,s,89.821455,s,15.68,mV
2026-03-19,15:24:45.142250,1773930285.14225,s,90.070323,s,15.68,mV
2026-03-19,15:24:45.393642,1773930285.393642,s,90.321715,s,15.68,mV
2026-03-19,15:24:45.642712,1773930285.642712,s,90.570785,s,17.27,mV
2026-03-19,15:24:45.894067,1773930285.894067,s,90.82214,s,17.27,mV
2026-03-19,15:24:46.143173,1773930286.143173,s,91.071246,s,15.0,mV
2026-03-19,15:24:46.394512,1773930286.394512,s,91.322585,s,15.0,mV
2026-03-19,15:24:46.643407,1773930286.643407,s,91.57148,s,16.57,mV
2026-03-19,15:24:46.894919,1773930286.894919,s,91.822992,s,16.57,mV
2026-03-19,15:24:47.143720,1773930287.14372,s,92.071793,s,16.57,mV
2026-03-19,15:24:47.395340,1773930287.39534,s,92.323413,s,16.35,mV
2026-03-19,15:24:47.644027,1773930287.644027,s,92.5721,s,16.35,mV
2026-03-19,15:24:47.895795,1773930287.895795,s,92.823868,s,14.08,mV
2026-03-19,15:24:48.144525,1773930288.144525,s,93.072598,s,14.08,mV
2026-03-19,15:24:48.396201,1773930288.396201,s,93.324274,s,12.09,mV
2026-03-19,15:24:48.644895,1773930288.644895,s,93.572968,s,12.09,mV
2026-03-19,15:24:48.896521,1773930288.896521,s,93.824594,s,12.09,mV
2026-03-19,15:24:49.145378,1773930289.145378,s,94.073451,s,12.09,mV
2026-03-19,15:24:49.396924,1773930289.396924,s,94.324997,s,12.09,mV
2026-03-19,15:24:49.645738,1773930289.645738,s,94.573811,s,11.5,mV
2026-03-19,15:24:49.897343,1773930289.897343,s,94.825416,s,11.5,mV
2026-03-19,15:24:50.146217,1773930290.146217,s,95.07429,s,9.87,mV
2026-03-19,15:24:50.397692,1773930290.397692,s,95.325765,s,9.87,mV
2026-03-19,15:24:50.646549,1773930290.646549,s,95.574622,s,9.87,mV
2026-03-19,15:24:50.898037,1773930290.898037,s,95.82611,s,9.87,mV
2026-03-19,15:24:51.147035,1773930291.147035,s,96.075108,s,9.87,mV
2026-03-19,15:24:51.398305,1773930291.398305,s,96.326378,s,11.88,mV
2026-03-19,15:24:51.647562,1773930291.647562,s,96.575635,s,11.88,mV
2026-03-19,15:24:51.898646,1773930291.898646,s,96.826719,s,11.81,mV
2026-03-19,15:24:52.147927,1773930292.147927,s,97.076,s,11.81,mV
2026-03-19,15:24:52.399074,1773930292.399074,s,97.327147,s,13.95,mV
2026-03-19,15:24:52.648393,1773930292.648393,s,97.576466,s,13.95,mV
2026-03-19,15:24:52.899349,1773930292.899349,s,97.827422,s,13.95,mV
2026-03-19,15:24:53.148848,1773930293.148848,s,98.076921,s,14.55,mV
2026-03-19,15:24:53.399588,1773930293.399588,s,98.327661,s,14.55,mV
2026-03-19,15:24:53.649165,1773930293.649165,s,98.577238,s,16.69,mV
2026-03-19,15:24:53.900014,1773930293.900014,s,98.828087,s,16.69,mV
2026-03-19,15:24:54.149556,1773930294.149556,s,99.077629,s,16.69,mV
2026-03-19,15:24:54.400413,1773930294.400413,s,99.328486,s,15.19,mV
2026-03-19,15:24:54.649897,1773930294.649897,s,99.57797,s,15.19,mV
2026-03-19,15:24:54.900966,1773930294.900966,s,99.829039,s,17.48,mV
2026-03-19,15:24:55.150213,1773930295.150213,s,100.078286,s,17.48,mV
2026-03-19,15:24:55.401483,1773930295.401483,s,100.329556,s,16.35,mV
2026-03-19,15:24:55.650442,1773930295.650442,s,100.578515,s,16.35,mV
2026-03-19,15:24:55.901812,1773930295.901812,s,100.829885,s,16.35,mV
2026-03-19,15:24:56.150913,1773930296.150913,s,101.078986,s,13.92,mV
2026-03-19,15:24:56.402178,1773930296.402178,s,101.330251,s,13.92,mV
2026-03-19,15:24:56.651361,1773930296.651361,s,101.579434,s,13.92,mV
2026-03-19,15:24:56.902646,1773930296.902646,s,101.830719,s,13.92,mV
2026-03-19,15:24:57.151805,1773930297.151805,s,102.079878,s,12.46,mV
2026-03-19,15:24:57.402988,1773930297.402988,s,102.331061,s,12.46,mV
2026-03-19,15:24:57.652143,1773930297.652143,s,102.580216,s,12.46,mV
2026-03-19,15:24:57.903454,1773930297.903454,s,102.831527,s,12.22,mV
2026-03-19,15:24:58.152686,1773930298.152686,s,103.080759,s,12.22,mV
2026-03-19,15:24:58.403887,1773930298.403887,s,103.33196,s,12.22,mV
2026-03-19,15:24:58.653126,1773930298.653126,s,103.581199,s,12.22,mV
2026-03-19,15:24:58.904355,1773930298.904355,s,103.832428,s,12.04,mV
2026-03-19,15:24:59.153355,1773930299.153355,s,104.081428,s,12.04,mV
2026-03-19,15:24:59.404586,1773930299.404586,s,104.332659,s,12.04,mV
2026-03-19,15:24:59.653621,1773930299.653621,s,104.581694,s,14.3,mV
2026-03-19,15:24:59.905039,1773930299.905039,s,104.833112,s,14.3,mV
2026-03-19,15:25:00.153943,1773930300.153943,s,105.082016,s,11.32,mV
2026-03-19,15:25:00.405532,1773930300.405532,s,105.333605,s,11.32,mV
2026-03-19,15:25:00.654342,1773930300.654342,s,105.582415,s,12.63,mV
2026-03-19,15:25:00.905965,1773930300.905965,s,105.834038,s,12.63,mV
2026-03-19,15:25:01.154838,1773930301.154838,s,106.082911,s,13.78,mV
2026-03-19,15:25:01.406359,1773930301.406359,s,106.334432,s,13.78,mV
2026-03-19,15:25:01.655166,1773930301.655166,s,106.583239,s,13.78,mV
2026-03-19,15:25:01.906759,1773930301.906759,s,106.834832,s,15.0,mV
2026-03-19,15:25:02.155621,1773930302.155621,s,107.083694,s,15.0,mV
2026-03-19,15:25:02.407149,1773930302.407149,s,107.335222,s,13.55,mV
2026-03-19,15:25:02.656065,1773930302.656065,s,107.584138,s,13.55,mV
2026-03-19,15:25:02.907530,1773930302.90753,s,107.835603,s,17.5,mV
2026-03-19,15:25:03.156507,1773930303.156507,s,108.08458,s,17.5,mV
2026-03-19,15:25:03.407892,1773930303.407892,s,108.335965,s,17.5,mV
2026-03-19,15:25:03.656965,1773930303.656965,s,108.585038,s,17.51,mV
2026-03-19,15:25:03.908153,1773930303.908153,s,108.836226,s,17.51,mV
2026-03-19,15:25:04.157488,1773930304.157488,s,109.085561,s,16.18,mV
2026-03-19,15:25:04.408487,1773930304.408487,s,109.33656,s,16.18,mV
2026-03-19,15:25:04.657955,1773930304.657955,s,109.586028,s,15.07,mV
2026-03-19,15:25:04.908770,1773930304.90877,s,109.836843,s,15.07,mV
2026-03-19,15:25:05.158436,1773930305.158436,s,110.086509,s,13.75,mV
2026-03-19,15:25:05.409065,1773930305.409065,s,110.337138,s,13.75,mV
2026-03-19,15:25:05.658860,1773930305.65886,s,110.586933,s,13.75,mV
2026-03-19,15:25:05.909365,1773930305.909365,s,110.837438,s,12.65,mV
2026-03-19,15:25:06.159344,1773930306.159344,s,111.087417,s,12.65,mV
2026-03-19,15:25:06.409714,1773930306.409714,s,111.337787,s,12.06,mV
2026-03-19,15:25:06.659785,1773930306.659785,s,111.587858,s,12.06,mV
2026-03-19,15:25:06.910033,1773930306.910033,s,111.838106,s,9.54,mV
2026-03-19,15:25:07.160237,1773930307.160237,s,112.08831,s,9.54,mV
2026-03-19,15:25:07.410251,1773930307.410251,s,112.338324,s,9.54,mV
2026-03-19,15:25:07.660668,1773930307.660668,s,112.588741,s,12.61,mV
2026-03-19,15:25:07.910463,1773930307.910463,s,112.838536,s,12.61,mV
2026-03-19,15:25:08.161087,1773930308.161087,s,113.08916,s,9.21,mV
2026-03-19,15:25:08.410806,1773930308.410806,s,113.338879,s,9.21,mV
2026-03-19,15:25:08.661538,1773930308.661538,s,113.589611,s,13.0,mV
2026-03-19,15:25:08.911144,1773930308.911144,s,113.839217,s,13.0,mV
2026-03-19,15:25:09.161935,1773930309.161935,s,114.090008,s,13.0,mV
2026-03-19,15:25:09.411416,1773930309.411416,s,114.339489,s,11.24,mV
2026-03-19,15:25:09.662386,1773930309.662386,s,114.590459,s,11.24,mV
2026-03-19,15:25:09.911785,1773930309.911785,s,114.839858,s,12.84,mV
2026-03-19,15:25:10.162857,1773930310.162857,s,115.09093,s,12.84,mV
2026-03-19,15:25:10.412285,1773930310.412285,s,115.340358,s,14.01,mV
2026-03-19,15:25:10.663206,1773930310.663206,s,115.591279,s,14.01,mV
2026-03-19,15:25:10.912537,1773930310.912537,s,115.84061,s,14.01,mV
2026-03-19,15:25:11.163704,1773930311.163704,s,116.091777,s,16.0,mV
2026-03-19,15:25:11.413012,1773930311.413012,s,116.341085,s,16.0,mV
2026-03-19,15:25:11.664139,1773930311.664139,s,116.592212,s,16.43,mV
2026-03-19,15:25:11.913286,1773930311.913286,s,116.841359,s,16.43,mV
2026-03-19,15:25:12.164573,1773930312.164573,s,117.092646,s,15.84,mV
2026-03-19,15:25:12.413769,1773930312.413769,s,117.341842,s,15.84,mV
2026-03-19,15:25:12.665024,1773930312.665024,s,117.593097,s,15.84,mV
2026-03-19,15:25:12.914254,1773930312.914254,s,117.842327,s,16.55,mV
2026-03-19,15:25:13.165288,1773930313.165288,s,118.093361,s,16.55,mV
2026-03-19,15:25:13.414688,1773930313.414688,s,118.342761,s,14.77,mV
2026-03-19,15:25:13.665586,1773930313.665586,s,118.593659,s,14.77,mV
2026-03-19,15:25:13.915142,1773930313.915142,s,118.843215,s,13.89,mV
2026-03-19,15:25:14.165877,1773930314.165877,s,119.09395,s,13.89,mV
2026-03-19,15:25:14.415586,1773930314.415586,s,119.343659,s,13.06,mV
2026-03-19,15:25:14.666310,1773930314.66631,s,119.594383,s,13.06,mV
2026-03-19,15:25:14.915948,1773930314.915948,s,119.844021,s,13.06,mV
2026-03-19,15:25:15.166912,1773930315.166912,s,120.094985,s,11.81,mV
2026-03-19,15:25:15.416222,1773930315.416222,s,120.344295,s,11.81,mV
2026-03-19,15:25:15.667231,1773930315.667231,s,120.595304,s,13.4,mV
2026-03-19,15:25:15.916722,1773930315.916722,s,120.844795,s,13.4,mV
2026-03-19,15:25:16.167748,1773930316.167748,s,121.095821,s,8.91,mV
2026-03-19,15:25:16.417051,1773930316.417051,s,121.345124,s,8.91,mV
2026-03-19,15:25:16.668102,1773930316.668102,s,121.596175,s,8.91,mV
2026-03-19,15:25:16.917281,1773930316.917281,s,121.845354,s,8.91,mV
2026-03-19,15:25:17.168376,1773930317.168376,s,122.096449,s,8.91,mV
2026-03-19,15:25:17.417670,1773930317.41767,s,122.345743,s,9.53,mV
2026-03-19,15:25:17.668845,1773930317.668845,s,122.596918,s,9.53,mV
2026-03-19,15:25:17.918117,1773930317.918117,s,122.84619,s,13.13,mV
2026-03-19,15:25:18.169304,1773930318.169304,s,123.097377,s,13.13,mV
2026-03-19,15:25:18.418415,1773930318.418415,s,123.346488,s,13.13,mV
2026-03-19,15:25:18.669762,1773930318.669762,s,123.597835,s,13.04,mV
2026-03-19,15:25:18.918863,1773930318.918863,s,123.846936,s,13.04,mV
2026-03-19,15:25:19.170185,1773930319.170185,s,124.098258,s,14.02,mV
2026-03-19,15:25:19.419343,1773930319.419343,s,124.347416,s,14.02,mV
2026-03-19,15:25:19.670425,1773930319.670425,s,124.598498,s,16.68,mV
2026-03-19,15:25:19.919797,1773930319.919797,s,124.84787,s,16.68,mV
2026-03-19,15:25:20.170765,1773930320.170765,s,125.098838,s,16.68,mV
2026-03-19,15:25:20.420226,1773930320.420226,s,125.348299,s,15.04,mV
2026-03-19,15:25:20.671211,1773930320.671211,s,125.599284,s,15.04,mV
2026-03-19,15:25:20.920667,1773930320.920667,s,125.84874,s,15.77,mV
2026-03-19,15:25:21.171596,1773930321.171596,s,126.099669,s,15.77,mV
2026-03-19,15:25:21.421276,1773930321.421276,s,126.349349,s,16.89,mV
2026-03-19,15:25:21.671944,1773930321.671944,s,126.600017,s,16.89,mV
2026-03-19,15:25:21.921684,1773930321.921684,s,126.849757,s,16.89,mV
2026-03-19,15:25:22.172234,1773930322.172234,s,127.100307,s,15.19,mV
2026-03-19,15:25:22.422159,1773930322.422159,s,127.350232,s,15.19,mV
2026-03-19,15:25:22.672576,1773930322.672576,s,127.600649,s,14.47,mV
2026-03-19,15:25:22.922633,1773930322.922633,s,127.850706,s,14.47,mV
2026-03-19,15:25:23.172962,1773930323.172962,s,128.101035,s,13.28,mV
2026-03-19,15:25:23.423107,1773930323.423107,s,128.35118,s,13.28,mV
2026-03-19,15:25:23.673201,1773930323.673201,s,128.601274,s,12.4,mV
2026-03-19,15:25:23.923559,1773930323.923559,s,128.851632,s,12.4,mV
2026-03-19,15:25:24.173499,1773930324.173499,s,129.101572,s,12.4,mV
2026-03-19,15:25:24.424000,1773930324.424,s,129.352073,s,11.68,mV
2026-03-19,15:25:24.673731,1773930324.673731,s,129.601804,s,11.68,mV
2026-03-19,15:25:24.924473,1773930324.924473,s,129.852546,s,12.87,mV
2026-03-19,15:25:25.174144,1773930325.174144,s,130.102217,s,12.87,mV
2026-03-19,15:25:25.424749,1773930325.424749,s,130.352822,s,12.87,mV
2026-03-19,15:25:25.674602,1773930325.674602,s,130.602675,s,12.46,mV
2026-03-19,15:25:25.925225,1773930325.925225,s,130.853298,s,12.46,mV
2026-03-19,15:25:26.175174,1773930326.175174,s,131.103247,s,12.46,mV
2026-03-19,15:25:26.425564,1773930326.425564,s,131.353637,s,12.46,mV
2026-03-19,15:25:26.675638,1773930326.675638,s,131.603711,s,12.67,mV
2026-03-19,15:25:26.926010,1773930326.92601,s,131.854083,s,12.67,mV
2026-03-19,15:25:27.176107,1773930327.176107,s,132.10418,s,12.34,mV
2026-03-19,15:25:27.426264,1773930327.426264,s,132.354337,s,12.34,mV
2026-03-19,15:25:27.676545,1773930327.676545,s,132.604618,s,12.34,mV
2026-03-19,15:25:27.926688,1773930327.926688,s,132.854761,s,13.29,mV
2026-03-19,15:25:28.176775,1773930328.176775,s,133.104848,s,13.29,mV
2026-03-19,15:25:28.427137,1773930328.427137,s,133.35521,s,13.79,mV
2026-03-19,15:25:28.677211,1773930328.677211,s,133.605284,s,13.79,mV
2026-03-19,15:25:28.927625,1773930328.927625,s,133.855698,s,16.8,mV
2026-03-19,15:25:29.177680,1773930329.17768,s,134.105753,s,16.8,mV
2026-03-19,15:25:29.427954,1773930329.427954,s,134.356027,s,16.8,mV
2026-03-19,15:25:29.678180,1773930329.67818,s,134.606253,s,17.02,mV
2026-03-19,15:25:29.928212,1773930329.928212,s,134.856285,s,17.02,mV
2026-03-19,15:25:30.178630,1773930330.17863,s,135.106703,s,17.93,mV
2026-03-19,15:25:30.428536,1773930330.428536,s,135.356609,s,17.93,mV
2026-03-19,15:25:30.679050,1773930330.67905,s,135.607123,s,15.69,mV
2026-03-19,15:25:30.928865,1773930330.928865,s,135.856938,s,15.69,mV
2026-03-19,15:25:31.179315,1773930331.179315,s,136.107388,s,15.69,mV
2026-03-19,15:25:31.429122,1773930331.429122,s,136.357195,s,16.14,mV
2026-03-19,15:25:31.679685,1773930331.679685,s,136.607758,s,16.14,mV
2026-03-19,15:25:31.929686,1773930331.929686,s,136.857759,s,13.48,mV
2026-03-19,15:25:32.180069,1773930332.180069,s,137.108142,s,13.48,mV
2026-03-19,15:25:32.430127,1773930332.430127,s,137.3582,s,11.95,mV
2026-03-19,15:25:32.680292,1773930332.680292,s,137.608365,s,11.95,mV
2026-03-19,15:25:32.930552,1773930332.930552,s,137.858625,s,12.65,mV
2026-03-19,15:25:33.180733,1773930333.180733,s,138.108806,s,12.65,mV
2026-03-19,15:25:33.431010,1773930333.43101,s,138.359083,s,12.65,mV
2026-03-19,15:25:33.681142,1773930333.681142,s,138.609215,s,9.94,mV
2026-03-19,15:25:33.931471,1773930333.931471,s,138.859544,s,9.94,mV
2026-03-19,15:25:34.181592,1773930334.181592,s,139.109665,s,13.08,mV
2026-03-19,15:25:34.431884,1773930334.431884,s,139.359957,s,13.08,mV
2026-03-19,15:25:34.681991,1773930334.681991,s,139.610064,s,13.08,mV
2026-03-19,15:25:34.932345,1773930334.932345,s,139.860418,s,13.08,mV
2026-03-19,15:25:35.182498,1773930335.182498,s,140.110571,s,13.08,mV
2026-03-19,15:25:35.432815,1773930335.432815,s,140.360888,s,13.08,mV
2026-03-19,15:25:35.682922,1773930335.682922,s,140.610995,s,13.08,mV
2026-03-19,15:25:35.933150,1773930335.93315,s,140.861223,s,13.08,mV
2026-03-19,15:25:36.183408,1773930336.183408,s,141.111481,s,13.08,mV
2026-03-19,15:25:36.433359,1773930336.433359,s,141.361432,s,13.08,mV
2026-03-19,15:25:36.683809,1773930336.683809,s,141.611882,s,11.86,mV
2026-03-19,15:25:36.933680,1773930336.93368,s,141.861753,s,11.86,mV
2026-03-19,15:25:37.184140,1773930337.18414,s,142.112213,s,13.89,mV
2026-03-19,15:25:37.434120,1773930337.43412,s,142.362193,s,13.89,mV
2026-03-19,15:25:37.684359,1773930337.684359,s,142.612432,s,14.52,mV
2026-03-19,15:25:37.934567,1773930337.934567,s,142.86264,s,14.52,mV
2026-03-19,15:25:38.184737,1773930338.184737,s,143.11281,s,14.52,mV
2026-03-19,15:25:38.435005,1773930338.435005,s,143.363078,s,15.16,mV
2026-03-19,15:25:38.685082,1773930338.685082,s,143.613155,s,15.16,mV
2026-03-19,15:25:38.935417,1773930338.935417,s,143.86349,s,16.58,mV
2026-03-19,15:25:39.185569,1773930339.185569,s,144.113642,s,16.58,mV
2026-03-19,15:25:39.435870,1773930339.43587,s,144.363943,s,16.58,mV
2026-03-19,15:25:39.685947,1773930339.685947,s,144.61402,s,17.62,mV
2026-03-19,15:25:39.936290,1773930339.93629,s,144.864363,s,17.62,mV
2026-03-19,15:25:40.186505,1773930340.186505,s,145.114578,s,16.76,mV
2026-03-19,15:25:40.436740,1773930340.43674,s,145.364813,s,16.76,mV
2026-03-19,15:25:40.686860,1773930340.68686,s,145.614933,s,16.72,mV
2026-03-19,15:25:40.937179,1773930340.937179,s,145.865252,s,16.72,mV
2026-03-19,15:25:41.187285,1773930341.187285,s,146.115358,s,16.72,mV
2026-03-19,15:25:41.437615,1773930341.437615,s,146.365688,s,14.66,mV
2026-03-19,15:25:41.687617,1773930341.687617,s,146.61569,s,14.66,mV
2026-03-19,15:25:41.938053,1773930341.938053,s,146.866126,s,13.57,mV
2026-03-19,15:25:42.188064,1773930342.188064,s,147.116137,s,13.57,mV
2026-03-19,15:25:42.438277,1773930342.438277,s,147.36635,s,11.34,mV
2026-03-19,15:25:42.688310,1773930342.68831,s,147.616383,s,11.34,mV
2026-03-19,15:25:42.938618,1773930342.938618,s,147.866691,s,11.34,mV
2026-03-19,15:25:43.188794,1773930343.188794,s,148.116867,s,11.51,mV
2026-03-19,15:25:43.438948,1773930343.438948,s,148.367021,s,11.51,mV
2026-03-19,15:25:43.689137,1773930343.689137,s,148.61721,s,11.51,mV
2026-03-19,15:25:43.939266,1773930343.939266,s,148.867339,s,11.51,mV
2026-03-19,15:25:44.189577,1773930344.189577,s,149.11765,s,9.74,mV
2026-03-19,15:25:44.439720,1773930344.43972,s,149.367793,s,9.74,mV
2026-03-19,15:25:44.689885,1773930344.689885,s,149.617958,s,11.13,mV
2026-03-19,15:25:44.940150,1773930344.94015,s,149.868223,s,11.13,mV
2026-03-19,15:25:45.190300,1773930345.1903,s,150.118373,s,11.13,mV
2026-03-19,15:25:45.440692,1773930345.440692,s,150.368765,s,11.13,mV
2026-03-19,15:25:45.690759,1773930345.690759,s,150.618832,s,11.13,mV
2026-03-19,15:25:45.941037,1773930345.941037,s,150.86911,s,11.73,mV
2026-03-19,15:25:46.191229,1773930346.191229,s,151.119302,s,11.73,mV
2026-03-19,15:25:46.441395,1773930346.441395,s,151.369468,s,13.31,mV
2026-03-19,15:25:46.691616,1773930346.691616,s,151.619689,s,13.31,mV
2026-03-19,15:25:46.941718,1773930346.941718,s,151.869791,s,13.31,mV
2026-03-19,15:25:47.192086,1773930347.192086,s,152.120159,s,14.79,mV
2026-03-19,15:25:47.442145,1773930347.442145,s,152.370218,s,14.79,mV
2026-03-19,15:25:47.692423,1773930347.692423,s,152.620496,s,16.01,mV
2026-03-19,15:25:47.942370,1773930347.94237,s,152.870443,s,16.01,mV
2026-03-19,15:25:48.192895,1773930348.192895,s,153.120968,s,13.52,mV
2026-03-19,15:25:48.442751,1773930348.442751,s,153.370824,s,13.52,mV
2026-03-19,15:25:48.693227,1773930348.693227,s,153.6213,s,17.44,mV
2026-03-19,15:25:48.943162,1773930348.943162,s,153.871235,s,17.44,mV
2026-03-19,15:25:49.193559,1773930349.193559,s,154.121632,s,17.44,mV
2026-03-19,15:25:49.443535,1773930349.443535,s,154.371608,s,16.68,mV
2026-03-19,15:25:49.693876,1773930349.693876,s,154.621949,s,16.68,mV
2026-03-19,15:25:49.943996,1773930349.943996,s,154.872069,s,13.06,mV
2026-03-19,15:25:50.194202,1773930350.194202,s,155.122275,s,13.06,mV
2026-03-19,15:25:50.444462,1773930350.444462,s,155.372535,s,13.39,mV
2026-03-19,15:25:50.694505,1773930350.694505,s,155.622578,s,13.39,mV
2026-03-19,15:25:50.944785,1773930350.944785,s,155.872858,s,13.39,mV
2026-03-19,15:25:51.194862,1773930351.194862,s,156.122935,s,13.1,mV
2026-03-19,15:25:51.445305,1773930351.445305,s,156.373378,s,13.1,mV
2026-03-19,15:25:51.695198,1773930351.695198,s,156.623271,s,11.92,mV
2026-03-19,15:25:51.945631,1773930351.945631,s,156.873704,s,11.92,mV
2026-03-19,15:25:52.195537,1773930352.195537,s,157.12361,s,11.92,mV
2026-03-19,15:25:52.446173,1773930352.446173,s,157.374246,s,11.92,mV
2026-03-19,15:25:52.695885,1773930352.695885,s,157.623958,s,11.92,mV
2026-03-19,15:25:52.946702,1773930352.946702,s,157.874775,s,11.23,mV
2026-03-19,15:25:53.196314,1773930353.196314,s,158.124387,s,11.23,mV
2026-03-19,15:25:53.447121,1773930353.447121,s,158.375194,s,9.5,mV
2026-03-19,15:25:53.696837,1773930353.696837,s,158.62491,s,9.5,mV
2026-03-19,15:25:53.947541,1773930353.947541,s,158.875614,s,9.5,mV
2026-03-19,15:25:54.197335,1773930354.197335,s,159.125408,s,9.5,mV
2026-03-19,15:25:54.447962,1773930354.447962,s,159.376035,s,9.5,mV
2026-03-19,15:25:54.697793,1773930354.697793,s,159.625866,s,11.8,mV
2026-03-19,15:25:54.948434,1773930354.948434,s,159.876507,s,11.8,mV
2026-03-19,15:25:55.198237,1773930355.198237,s,160.12631,s,12.01,mV
2026-03-19,15:25:55.448842,1773930355.448842,s,160.376915,s,12.01,mV
2026-03-19,15:25:55.698564,1773930355.698564,s,160.626637,s,12.01,mV
2026-03-19,15:25:55.949293,1773930355.949293,s,160.877366,s,13.27,mV
2026-03-19,15:25:56.198892,1773930356.198892,s,161.126965,s,13.27,mV
2026-03-19,15:25:56.449615,1773930356.449615,s,161.377688,s,13.8,mV
2026-03-19,15:25:56.699208,1773930356.699208,s,161.627281,s,13.8,mV
2026-03-19,15:25:56.949941,1773930356.949941,s,161.878014,s,15.12,mV
2026-03-19,15:25:57.199656,1773930357.199656,s,162.127729,s,15.12,mV
2026-03-19,15:25:57.450269,1773930357.450269,s,162.378342,s,15.12,mV
2026-03-19,15:25:57.699972,1773930357.699972,s,162.628045,s,14.17,mV
2026-03-19,15:25:57.950513,1773930357.950513,s,162.878586,s,14.17,mV
2026-03-19,15:25:58.200430,1773930358.20043,s,163.128503,s,14.48,mV
2026-03-19,15:25:58.450971,1773930358.450971,s,163.379044,s,14.48,mV
2026-03-19,15:25:58.700840,1773930358.70084,s,163.628913,s,15.05,mV
2026-03-19,15:25:58.951371,1773930358.951371,s,163.879444,s,15.05,mV
2026-03-19,15:25:59.201057,1773930359.201057,s,164.12913,s,15.05,mV
2026-03-19,15:25:59.451795,1773930359.451795,s,164.379868,s,16.65,mV
2026-03-19,15:25:59.701474,1773930359.701474,s,164.629547,s,16.65,mV
2026-03-19,15:25:59.952206,1773930359.952206,s,164.880279,s,13.98,mV
2026-03-19,15:26:00.201913,1773930360.201913,s,165.129986,s,13.98,mV
2026-03-19,15:26:00.452436,1773930360.452436,s,165.380509,s,15.04,mV
2026-03-19,15:26:00.702271,1773930360.702271,s,165.630344,s,15.04,mV
2026-03-19,15:26:00.952896,1773930360.952896,s,165.880969,s,15.04,mV
2026-03-19,15:26:01.202680,1773930361.20268,s,166.130753,s,13.06,mV
2026-03-19,15:26:01.453361,1773930361.453361,s,166.381434,s,13.06,mV
2026-03-19,15:26:01.703045,1773930361.703045,s,166.631118,s,11.84,mV
2026-03-19,15:26:01.953862,1773930361.953862,s,166.881935,s,11.84,mV
2026-03-19,15:26:02.203456,1773930362.203456,s,167.131529,s,11.84,mV
2026-03-19,15:26:02.454326,1773930362.454326,s,167.382399,s,11.28,mV
2026-03-19,15:26:02.703879,1773930362.703879,s,167.631952,s,11.28,mV
2026-03-19,15:26:02.954763,1773930362.954763,s,167.882836,s,9.91,mV
2026-03-19,15:26:03.204284,1773930363.204284,s,168.132357,s,9.91,mV
2026-03-19,15:26:03.455145,1773930363.455145,s,168.383218,s,9.91,mV
2026-03-19,15:26:03.704520,1773930363.70452,s,168.632593,s,9.91,mV
2026-03-19,15:26:03.955560,1773930363.95556,s,168.883633,s,9.91,mV
2026-03-19,15:26:04.204833,1773930364.204833,s,169.132906,s,11.27,mV
2026-03-19,15:26:04.456004,1773930364.456004,s,169.384077,s,11.27,mV
2026-03-19,15:26:04.705261,1773930364.705261,s,169.633334,s,11.27,mV
2026-03-19,15:26:04.956501,1773930364.956501,s,169.884574,s,11.27,mV
2026-03-19,15:26:05.205715,1773930365.205715,s,170.133788,s,12.5,mV
2026-03-19,15:26:05.456875,1773930365.456875,s,170.384948,s,12.5,mV
2026-03-19,15:26:05.706153,1773930365.706153,s,170.634226,s,13.0,mV
2026-03-19,15:26:05.957323,1773930365.957323,s,170.885396,s,13.0,mV
2026-03-19,15:26:06.206431,1773930366.206431,s,171.134504,s,13.0,mV
2026-03-19,15:26:06.457757,1773930366.457757,s,171.38583,s,14.26,mV
2026-03-19,15:26:06.706897,1773930366.706897,s,171.63497,s,14.26,mV
2026-03-19,15:26:06.958217,1773930366.958217,s,171.88629,s,14.3,mV
2026-03-19,15:26:07.207334,1773930367.207334,s,172.135407,s,14.3,mV
2026-03-19,15:26:07.458690,1773930367.45869,s,172.386763,s,16.49,mV
2026-03-19,15:26:07.707831,1773930367.707831,s,172.635904,s,16.49,mV
2026-03-19,15:26:07.959006,1773930367.959006,s,172.887079,s,16.49,mV
2026-03-19,15:26:08.208275,1773930368.208275,s,173.136348,s,17.01,mV
2026-03-19,15:26:08.459457,1773930368.459457,s,173.38753,s,17.01,mV
