Date,Time,Time since 1970-01-01T00:00:00Z,,Time since start of measurement,,I,
2026-03-19,15:26:08.708714,1773930368.708714,s,173.636787,s,14.22,mV
2026-03-19,15:26:08.959834,1773930368.959834,s,173.887907,s,14.22,mV
2026-03-19,15:26:09.209143,1773930369.209143,s,174.137216,s,14.46,mV
2026-03-19,15:26:09.460196,1773930369.460196,s,174.388269,s,14.46,mV
2026-03-19,15:26:09.709516,1773930369.709516,s,174.637589,s,15.02,mV
2026-03-19,15:26:09.960500,1773930369.9605,s,174.888573,s,15.02,mV
2026-03-19,15:26:10.209934,1773930370.209934,s,175.138007,s,15.02,mV
2026-03-19,15:26:10.460776,1773930370.460776,s,175.388849,s,13.9,mV
2026-03-19,15:26:10.710350,1773930370.71035,s,175.638423,s,13.9,mV
2026-03-19,15:26:10.961225,1773930370.961225,s,175.889298,s,13.07,mV
2026-03-19,15:26:11.210774,1773930371.210774,s,176.138847,s,13.07,mV
2026-03-19,15:26:11.461644,1773930371.461644,s,176.389717,s,11.88,mV
2026-03-19,15:26:11.711194,1773930371.711194,s,176.639267,s,11.88,mV
2026-03-19,15:26:11.962042,1773930371.962042,s,176.890115,s,11.88,mV
2026-03-19,15:26:12.211616,1773930372.211616,s,177.139689,s,11.48,mV
2026-03-19,15:26:12.462559,1773930372.462559,s,177.390632,s,11.48,mV
2026-03-19,15:26:12.712037,1773930372.712037,s,177.64011,s,11.03,mV
2026-03-19,15:26:12.963001,1773930372.963001,s,177.891074,s,11.03,mV
2026-03-19,15:26:13.212480,1773930373.21248,s,178.140553,s,11.03,mV
2026-03-19,15:26:13.463546,1773930373.463546,s,178.391619,s,11.03,mV
2026-03-19,15:26:13.712820,1773930373.71282,s,178.640893,s,11.03,mV
2026-03-19,15:26:13.964040,1773930373.96404,s,178.892113,s,13.32,mV
2026-03-19,15:26:14.213256,1773930374.213256,s,179.141329,s,13.32,mV
2026-03-19,15:26:14.464296,1773930374.464296,s,179.392369,s,13.32,mV
2026-03-19,15:26:14.713663,1773930374.713663,s,179.641736,s,13.32,mV
2026-03-19,15:26:14.964745,1773930374.964745,s,179.892818,s,11.59,mV
2026-03-19,15:26:15.214009,1773930375.214009,s,180.142082,s,11.59,mV
2026-03-19,15:26:15.465062,1773930375.465062,s,180.393135,s,11.59,mV
2026-03-19,15:26:15.714289,1773930375.714289,s,180.642362,s,12.97,mV
2026-03-19,15:26:15.965537,1773930375.965537,s,180.89361,s,12.97,mV
2026-03-19,15:26:16.214591,1773930376.214591,s,181.142664,s,13.91,mV
2026-03-19,15:26:16.465881,1773930376.465881,s,181.393954,s,13.91,mV
2026-03-19,15:26:16.714901,1773930376.714901,s,181.642974,s,13.91,mV
2026-03-19,15:26:16.966317,1773930376.966317,s,181.89439,s,14.59,mV
2026-03-19,15:26:17.215339,1773930377.215339,s,182.143412,s,14.59,mV
2026-03-19,15:26:17.466741,1773930377.466741,s,182.394814,s,13.85,mV
2026-03-19,15:26:17.715807,1773930377.715807,s,182.64388,s,13.85,mV
2026-03-19,15:26:17.967101,1773930377.967101,s,182.895174,s,15.81,mV
2026-03-19,15:26:18.216185,1773930378.216185,s,183.144258,s,15.81,mV
2026-03-19,15:26:18.467343,1773930378.467343,s,183.395416,s,15.81,mV
2026-03-19,15:26:18.716595,1773930378.716595,s,183.644668,s,16.77,mV
2026-03-19,15:26:18.967798,1773930378.967798,s,183.895871,s,16.77,mV
2026-03-19,15:26:19.217116,1773930379.217116,s,184.145189,s,16.3,mV
2026-03-19,15:26:19.468264,1773930379.468264,s,184.396337,s,16.3,mV
2026-03-19,15:26:19.717523,1773930379.717523,s,184.645596,s,16.54,mV
2026-03-19,15:26:19.968606,1773930379.968606,s,184.896679,s,16.54,mV
2026-03-19,15:26:20.217879,1773930380.217879,s,185.145952,s,16.54,mV
2026-03-19,15:26:20.468932,1773930380.468932,s,185.397005,s,16.1,mV
2026-03-19,15:26:20.718231,1773930380.718231,s,185.646304,s,16.1,mV
2026-03-19,15:26:20.969212,1773930380.969212,s,185.897285,s,13.35,mV
2026-03-19,15:26:21.218610,1773930381.21861,s,186.146683,s,13.35,mV
2026-03-19,15:26:21.469594,1773930381.469594,s,186.397667,s,13.77,mV
2026-03-19,15:26:21.718971,1773930381.718971,s,186.647044,s,13.77,mV
2026-03-19,15:26:21.969896,1773930381.969896,s,186.897969,s,13.77,mV
2026-03-19,15:26:22.219340,1773930382.21934,s,187.147413,s,12.45,mV
2026-03-19,15:26:22.470208,1773930382.470208,s,187.398281,s,12.45,mV
2026-03-19,15:26:22.719696,1773930382.719696,s,187.647769,s,12.45,mV
2026-03-19,15:26:22.970438,1773930382.970438,s,187.898511,s,12.45,mV
2026-03-19,15:26:23.220128,1773930383.220128,s,188.148201,s,12.45,mV
2026-03-19,15:26:23.470766,1773930383.470766,s,188.398839,s,11.25,mV
2026-03-19,15:26:23.720549,1773930383.720549,s,188.648622,s,11.25,mV
2026-03-19,15:26:23.970999,1773930383.970999,s,188.899072,s,11.81,mV
2026-03-19,15:26:24.220835,1773930384.220835,s,189.148908,s,11.81,mV
2026-03-19,15:26:24.471556,1773930384.471556,s,189.399629,s,14.15,mV
2026-03-19,15:26:24.721202,1773930384.721202,s,189.649275,s,14.15,mV
2026-03-19,15:26:24.971897,1773930384.971897,s,189.89997,s,11.1,mV
2026-03-19,15:26:25.221490,1773930385.22149,s,190.149563,s,11.1,mV
2026-03-19,15:26:25.472241,1773930385.472241,s,190.400314,s,11.1,mV
2026-03-19,15:26:25.721794,1773930385.721794,s,190.649867,s,11.84,mV
2026-03-19,15:26:25.972725,1773930385.972725,s,190.900798,s,11.84,mV
2026-03-19,15:26:26.222210,1773930386.22221,s,191.150283,s,13.54,mV
2026-03-19,15:26:26.473243,1773930386.473243,s,191.401316,s,13.54,mV
2026-03-19,15:26:26.722549,1773930386.722549,s,191.650622,s,13.54,mV
2026-03-19,15:26:26.973585,1773930386.973585,s,191.901658,s,13.35,mV
2026-03-19,15:26:27.222950,1773930387.22295,s,192.151023,s,13.35,mV
2026-03-19,15:26:27.474066,1773930387.474066,s,192.402139,s,15.16,mV
2026-03-19,15:26:27.723275,1773930387.723275,s,192.651348,s,15.16,mV
2026-03-19,15:26:27.974555,1773930387.974555,s,192.902628,s,14.81,mV
2026-03-19,15:26:28.223616,1773930388.223616,s,193.151689,s,14.81,mV
2026-03-19,15:26:28.474889,1773930388.474889,s,193.402962,s,13.53,mV
2026-03-19,15:26:28.723963,1773930388.723963,s,193.652036,s,13.53,mV
2026-03-19,15:26:28.975201,1773930388.975201,s,193.903274,s,13.53,mV
2026-03-19,15:26:29.224215,1773930389.224215,s,194.152288,s,13.55,mV
2026-03-19,15:26:29.475673,1773930389.475673,s,194.403746,s,13.55,mV
2026-03-19,15:26:29.724561,1773930389.724561,s,194.652634,s,15.54,mV
2026-03-19,15:26:29.976139,1773930389.976139,s,194.904212,s,15.54,mV
2026-03-19,15:26:30.224904,1773930390.224904,s,195.152977,s,13.08,mV
2026-03-19,15:26:30.476600,1773930390.4766,s,195.404673,s,13.08,mV
2026-03-19,15:26:30.725171,1773930390.725171,s,195.653244,s,14.16,mV
2026-03-19,15:26:30.976957,1773930390.976957,s,195.90503,s,14.16,mV
2026-03-19,15:26:31.225664,1773930391.225664,s,196.153737,s,14.16,mV
2026-03-19,15:26:31.477401,1773930391.477401,s,196.405474,s,13.02,mV
2026-03-19,15:26:31.726107,1773930391.726107,s,196.65418,s,13.02,mV
2026-03-19,15:26:31.977723,1773930391.977723,s,196.905796,s,12.22,mV
2026-03-19,15:26:32.226595,1773930392.226595,s,197.154668,s,12.22,mV
2026-03-19,15:26:32.478159,1773930392.478159,s,197.406232,s,11.01,mV
2026-03-19,15:26:32.727074,1773930392.727074,s,197.655147,s,11.01,mV
2026-03-19,15:26:32.978474,1773930392.978474,s,197.906547,s,11.01,mV
2026-03-19,15:26:33.227513,1773930393.227513,s,198.155586,s,11.01,mV
2026-03-19,15:26:33.478886,1773930393.478886,s,198.406959,s,11.01,mV
2026-03-19,15:26:33.727824,1773930393.727824,s,198.655897,s,11.68,mV
2026-03-19,15:26:33.979312,1773930393.979312,s,198.907385,s,11.68,mV
2026-03-19,15:26:34.228162,1773930394.228162,s,199.156235,s,9.01,mV
2026-03-19,15:26:34.479634,1773930394.479634,s,199.407707,s,9.01,mV
2026-03-19,15:26:34.728397,1773930394.728397,s,199.65647,s,9.01,mV
2026-03-19,15:26:34.979989,1773930394.979989,s,199.908062,s,11.27,mV
2026-03-19,15:26:35.228739,1773930395.228739,s,200.156812,s,11.27,mV
2026-03-19,15:26:35.480415,1773930395.480415,s,200.408488,s,12.14,mV
2026-03-19,15:26:35.729156,1773930395.729156,s,200.657229,s,12.14,mV
2026-03-19,15:26:35.980759,1773930395.980759,s,200.908832,s,12.14,mV
2026-03-19,15:26:36.229586,1773930396.229586,s,201.157659,s,12.45,mV
2026-03-19,15:26:36.481057,1773930396.481057,s,201.40913,s,12.45,mV
2026-03-19,15:26:36.729999,1773930396.729999,s,201.658072,s,13.67,mV
2026-03-19,15:26:36.981223,1773930396.981223,s,201.909296,s,13.67,mV
2026-03-19,15:26:37.230266,1773930397.230266,s,202.158339,s,15.47,mV
2026-03-19,15:26:37.481699,1773930397.481699,s,202.409772,s,15.47,mV
2026-03-19,15:26:37.730793,1773930397.730793,s,202.658866,s,15.25,mV
2026-03-19,15:26:37.982217,1773930397.982217,s,202.91029,s,15.25,mV
2026-03-19,15:26:38.231127,1773930398.231127,s,203.1592,s,15.25,mV
2026-03-19,15:26:38.482720,1773930398.48272,s,203.410793,s,16.66,mV
2026-03-19,15:26:38.731615,1773930398.731615,s,203.659688,s,16.66,mV
2026-03-19,15:26:38.983180,1773930398.98318,s,203.911253,s,17.41,mV
2026-03-19,15:26:39.231963,1773930399.231963,s,204.160036,s,17.41,mV
2026-03-19,15:26:39.483561,1773930399.483561,s,204.411634,s,17.41,mV
2026-03-19,15:26:39.732424,1773930399.732424,s,204.660497,s,16.07,mV
2026-03-19,15:26:39.983945,1773930399.983945,s,204.912018,s,16.07,mV
2026-03-19,15:26:40.232876,1773930400.232876,s,205.160949,s,16.2,mV
2026-03-19,15:26:40.484216,1773930400.484216,s,205.412289,s,16.2,mV
2026-03-19,15:26:40.733400,1773930400.7334,s,205.661473,s,15.45,mV
2026-03-19,15:26:40.984620,1773930400.98462,s,205.912693,s,15.45,mV
2026-03-19,15:26:41.233869,1773930401.233869,s,206.161942,s,15.45,mV
2026-03-19,15:26:41.484950,1773930401.48495,s,206.413023,s,13.81,mV
2026-03-19,15:26:41.734201,1773930401.734201,s,206.662274,s,13.81,mV
2026-03-19,15:26:41.985215,1773930401.985215,s,206.913288,s,12.9,mV
2026-03-19,15:26:42.234495,1773930402.234495,s,207.162568,s,12.9,mV
2026-03-19,15:26:42.485649,1773930402.485649,s,207.413722,s,11.3,mV
2026-03-19,15:26:42.734687,1773930402.734687,s,207.66276,s,11.3,mV
2026-03-19,15:26:42.986028,1773930402.986028,s,207.914101,s,11.3,mV
2026-03-19,15:26:43.234983,1773930403.234983,s,208.163056,s,13.06,mV
2026-03-19,15:26:43.486524,1773930403.486524,s,208.414597,s,13.06,mV
2026-03-19,15:26:43.735202,1773930403.735202,s,208.663275,s,9.84,mV
2026-03-19,15:26:43.986972,1773930403.986972,s,208.915045,s,9.84,mV
2026-03-19,15:26:44.235439,1773930404.235439,s,209.163512,s,8.9,mV
2026-03-19,15:26:44.487276,1773930404.487276,s,209.415349,s,8.9,mV
2026-03-19,15:26:44.735921,1773930404.735921,s,209.663994,s,8.9,mV
2026-03-19,15:26:44.987495,1773930404.987495,s,209.915568,s,11.46,mV
2026-03-19,15:26:45.236324,1773930405.236324,s,210.164397,s,11.46,mV
2026-03-19,15:26:45.487852,1773930405.487852,s,210.415925,s,12.0,mV
2026-03-19,15:26:45.736677,1773930405.736677,s,210.66475,s,12.0,mV
2026-03-19,15:26:45.988257,1773930405.988257,s,210.91633,s,12.0,mV
2026-03-19,15:26:46.237164,1773930406.237164,s,211.165237,s,11.84,mV
2026-03-19,15:26:46.488576,1773930406.488576,s,211.416649,s,11.84,mV
2026-03-19,15:26:46.737675,1773930406.737675,s,211.665748,s,13.03,mV
2026-03-19,15:26:46.988896,1773930406.988896,s,211.916969,s,13.03,mV
2026-03-19,15:26:47.238018,1773930407.238018,s,212.166091,s,14.6,mV
2026-03-19,15:26:47.489354,1773930407.489354,s,212.417427,s,14.6,mV
2026-03-19,15:26:47.738502,1773930407.738502,s,212.666575,s,14.44,mV
2026-03-19,15:26:47.989776,1773930407.989776,s,212.917849,s,14.44,mV
2026-03-19,15:26:48.238990,1773930408.23899,s,213.167063,s,14.44,mV
2026-03-19,15:26:48.490099,1773930408.490099,s,213.418172,s,16.77,mV
2026-03-19,15:26:48.739281,1773930408.739281,s,213.667354,s,16.77,mV
2026-03-19,15:26:48.990320,1773930408.99032,s,213.918393,s,12.95,mV
2026-03-19,15:26:49.239748,1773930409.239748,s,214.167821,s,12.95,mV
2026-03-19,15:26:49.490650,1773930409.49065,s,214.418723,s,16.57,mV
2026-03-19,15:26:49.740096,1773930409.740096,s,214.668169,s,16.57,mV
2026-03-19,15:26:49.990962,1773930409.990962,s,214.919035,s,16.57,mV
2026-03-19,15:26:50.240533,1773930410.240533,s,215.168606,s,15.2,mV
2026-03-19,15:26:50.491268,1773930410.491268,s,215.419341,s,15.2,mV
2026-03-19,15:26:50.741032,1773930410.741032,s,215.669105,s,14.86,mV
2026-03-19,15:26:50.991517,1773930410.991517,s,215.91959,s,14.86,mV
2026-03-19,15:26:51.241506,1773930411.241506,s,216.169579,s,12.97,mV
2026-03-19,15:26:51.491939,1773930411.491939,s,216.420012,s,12.97,mV
2026-03-19,15:26:51.741836,1773930411.741836,s,216.669909,s,12.97,mV
2026-03-19,15:26:51.992445,1773930411.992445,s,216.920518,s,13.17,mV
2026-03-19,15:26:52.242253,1773930412.242253,s,217.170326,s,13.17,mV
2026-03-19,15:26:52.492990,1773930412.49299,s,217.421063,s,12.75,mV
2026-03-19,15:26:52.742585,1773930412.742585,s,217.670658,s,12.75,mV
2026-03-19,15:26:52.993493,1773930412.993493,s,217.921566,s,13.1,mV
2026-03-19,15:26:53.242993,1773930413.242993,s,218.171066,s,13.1,mV
2026-03-19,15:26:53.493955,1773930413.493955,s,218.422028,s,13.1,mV
2026-03-19,15:26:53.743442,1773930413.743442,s,218.671515,s,13.1,mV
2026-03-19,15:26:53.994386,1773930413.994386,s,218.922459,s,13.1,mV
2026-03-19,15:26:54.243872,1773930414.243872,s,219.171945,s,11.39,mV
2026-03-19,15:26:54.494820,1773930414.49482,s,219.422893,s,11.39,mV
2026-03-19,15:26:54.744212,1773930414.744212,s,219.672285,s,11.51,mV
2026-03-19,15:26:54.995253,1773930414.995253,s,219.923326,s,11.51,mV
2026-03-19,15:26:55.244437,1773930415.244437,s,220.17251,s,11.48,mV
2026-03-19,15:26:55.495707,1773930415.495707,s,220.42378,s,11.48,mV
2026-03-19,15:26:55.744748,1773930415.744748,s,220.672821,s,11.48,mV
2026-03-19,15:26:55.996201,1773930415.996201,s,220.924274,s,11.48,mV
2026-03-19,15:26:56.245046,1773930416.245046,s,221.173119,s,11.48,mV
2026-03-19,15:26:56.496634,1773930416.496634,s,221.424707,s,12.59,mV
2026-03-19,15:26:56.745267,1773930416.745267,s,221.67334,s,12.59,mV
2026-03-19,15:26:56.996980,1773930416.99698,s,221.925053,s,12.65,mV
2026-03-19,15:26:57.245514,1773930417.245514,s,222.173587,s,12.65,mV
2026-03-19,15:26:57.497473,1773930417.497473,s,222.425546,s,12.65,mV
2026-03-19,15:26:57.745765,1773930417.745765,s,222.673838,s,13.37,mV
2026-03-19,15:26:57.997837,1773930417.997837,s,222.92591,s,13.37,mV
2026-03-19,15:26:58.246198,1773930418.246198,s,223.174271,s,12.91,mV
2026-03-19,15:26:58.498268,1773930418.498268,s,223.426341,s,12.91,mV
2026-03-19,15:26:58.746637,1773930418.746637,s,223.67471,s,14.65,mV
2026-03-19,15:26:58.998598,1773930418.998598,s,223.926671,s,14.65,mV
2026-03-19,15:26:59.247070,1773930419.24707,s,224.175143,s,14.65,mV
2026-03-19,15:26:59.499047,1773930419.499047,s,224.42712,s,14.9,mV
2026-03-19,15:26:59.747477,1773930419.747477,s,224.67555,s,14.9,mV
2026-03-19,15:26:59.999510,1773930419.99951,s,224.927583,s,16.15,mV
2026-03-19,15:27:00.247943,1773930420.247943,s,225.176016,s,16.15,mV
2026-03-19,15:27:00.499993,1773930420.499993,s,225.428066,s,16.39,mV
2026-03-19,15:27:00.748450,1773930420.74845,s,225.676523,s,16.39,mV
2026-03-19,15:27:01.000315,1773930421.000315,s,225.928388,s,16.21,mV
2026-03-19,15:27:01.248923,1773930421.248923,s,226.176996,s,16.21,mV
2026-03-19,15:27:01.500781,1773930421.500781,s,226.428854,s,16.21,mV
2026-03-19,15:27:01.749396,1773930421.749396,s,226.677469,s,15.19,mV
2026-03-19,15:27:02.001235,1773930422.001235,s,226.929308,s,15.19,mV
2026-03-19,15:27:02.249846,1773930422.249846,s,227.177919,s,14.71,mV
2026-03-19,15:27:02.501553,1773930422.501553,s,227.429626,s,14.71,mV
2026-03-19,15:27:02.750177,1773930422.750177,s,227.67825,s,14.71,mV
2026-03-19,15:27:03.001849,1773930423.001849,s,227.929922,s,13.46,mV
2026-03-19,15:27:03.250416,1773930423.250416,s,228.178489,s,13.46,mV
2026-03-19,15:27:03.502145,1773930423.502145,s,228.430218,s,12.39,mV
2026-03-19,15:27:03.750866,1773930423.750866,s,228.678939,s,12.39,mV
2026-03-19,15:27:04.002350,1773930424.00235,s,228.930423,s,11.78,mV
2026-03-19,15:27:04.251214,1773930424.251214,s,229.179287,s,11.78,mV
2026-03-19,15:27:04.502676,1773930424.502676,s,229.430749,s,11.78,mV
2026-03-19,15:27:04.751672,1773930424.751672,s,229.679745,s,11.06,mV
2026-03-19,15:27:05.002918,1773930425.002918,s,229.930991,s,11.06,mV
2026-03-19,15:27:05.252109,1773930425.252109,s,230.180182,s,9.6,mV
2026-03-19,15:27:05.503337,1773930425.503337,s,230.43141,s,9.6,mV
2026-03-19,15:27:05.752584,1773930425.752584,s,230.680657,s,9.43,mV
2026-03-19,15:27:06.003784,1773930426.003784,s,230.931857,s,9.43,mV
2026-03-19,15:27:06.253041,1773930426.253041,s,231.181114,s,11.35,mV
2026-03-19,15:27:06.504037,1773930426.504037,s,231.43211,s,11.35,mV
2026-03-19,15:27:06.753299,1773930426.753299,s,231.681372,s,11.35,mV
2026-03-19,15:27:07.004520,1773930427.00452,s,231.932593,s,11.68,mV
2026-03-19,15:27:07.253660,1773930427.25366,s,232.181733,s,11.68,mV
2026-03-19,15:27:07.504989,1773930427.504989,s,232.433062,s,11.11,mV
2026-03-19,15:27:07.754058,1773930427.754058,s,232.682131,s,11.11,mV
2026-03-19,15:27:08.005309,1773930428.005309,s,232.933382,s,13.17,mV
2026-03-19,15:27:08.254552,1773930428.254552,s,233.182625,s,13.17,mV
2026-03-19,15:27:08.505693,1773930428.505693,s,233.433766,s,13.17,mV
2026-03-19,15:27:08.755124,1773930428.755124,s,233.683197,s,12.8,mV
2026-03-19,15:27:09.006249,1773930429.006249,s,233.934322,s,12.8,mV
2026-03-19,15:27:09.255466,1773930429.255466,s,234.183539,s,13.33,mV
2026-03-19,15:27:09.506717,1773930429.506717,s,234.43479,s,13.33,mV
2026-03-19,15:27:09.755761,1773930429.755761,s,234.683834,s,13.81,mV
2026-03-19,15:27:10.007215,1773930430.007215,s,234.935288,s,13.81,mV
2026-03-19,15:27:10.256095,1773930430.256095,s,235.184168,s,13.81,mV
2026-03-19,15:27:10.507711,1773930430.507711,s,235.435784,s,13.93,mV
2026-03-19,15:27:10.756326,1773930430.756326,s,235.684399,s,13.93,mV
2026-03-19,15:27:11.008182,1773930431.008182,s,235.936255,s,16.28,mV
2026-03-19,15:27:11.256618,1773930431.256618,s,236.184691,s,16.28,mV
2026-03-19,15:27:11.508431,1773930431.508431,s,236.436504,s,16.28,mV
2026-03-19,15:27:11.757031,1773930431.757031,s,236.685104,s,14.91,mV
2026-03-19,15:27:12.008781,1773930432.008781,s,236.936854,s,14.91,mV
2026-03-19,15:27:12.257322,1773930432.257322,s,237.185395,s,13.84,mV
2026-03-19,15:27:12.509239,1773930432.509239,s,237.437312,s,13.84,mV
2026-03-19,15:27:12.757826,1773930432.757826,s,237.685899,s,15.29,mV
2026-03-19,15:27:13.009582,1773930433.009582,s,237.937655,s,15.29,mV
2026-03-19,15:27:13.258213,1773930433.258213,s,238.186286,s,15.29,mV
2026-03-19,15:27:13.510034,1773930433.510034,s,238.438107,s,15.34,mV
2026-03-19,15:27:13.758739,1773930433.758739,s,238.686812,s,15.34,mV
2026-03-19,15:27:14.010523,1773930434.010523,s,238.938596,s,13.71,mV
2026-03-19,15:27:14.259099,1773930434.259099,s,239.187172,s,13.71,mV
2026-03-19,15:27:14.510874,1773930434.510874,s,239.438947,s,13.71,mV
2026-03-19,15:27:14.759561,1773930434.759561,s,239.687634,s,12.95,mV
2026-03-19,15:27:15.011325,1773930435.011325,s,239.939398,s,12.95,mV
2026-03-19,15:27:15.260026,1773930435.260026,s,240.188099,s,12.66,mV
2026-03-19,15:27:15.511787,1773930435.511787,s,240.43986,s,12.66,mV
2026-03-19,15:27:15.760561,1773930435.760561,s,240.688634,s,11.87,mV
2026-03-19,15:27:16.012309,1773930436.012309,s,240.940382,s,11.87,mV
2026-03-19,15:27:16.260932,1773930436.260932,s,241.189005,s,11.87,mV
2026-03-19,15:27:16.512666,1773930436.512666,s,241.440739,s,9.59,mV
2026-03-19,15:27:16.761415,1773930436.761415,s,241.689488,s,9.59,mV
2026-03-19,15:27:17.012985,1773930437.012985,s,241.941058,s,11.99,mV
2026-03-19,15:27:17.261841,1773930437.261841,s,242.189914,s,11.99,mV
2026-03-19,15:27:17.513187,1773930437.513187,s,242.44126,s,11.99,mV
2026-03-19,15:27:17.762228,1773930437.762228,s,242.690301,s,8.58,mV
2026-03-19,15:27:18.013440,1773930438.01344,s,242.941513,s,8.58,mV
2026-03-19,15:27:18.262586,1773930438.262586,s,243.190659,s,8.58,mV
2026-03-19,15:27:18.513705,1773930438.513705,s,243.441778,s,8.58,mV
2026-03-19,15:27:18.763032,1773930438.763032,s,243.691105,s,11.26,mV
2026-03-19,15:27:19.014165,1773930439.014165,s,243.942238,s,11.26,mV
2026-03-19,15:27:19.263455,1773930439.263455,s,244.191528,s,11.26,mV
2026-03-19,15:27:19.514724,1773930439.514724,s,244.442797,s,12.28,mV
2026-03-19,15:27:19.763927,1773930439.763927,s,244.692,s,12.28,mV
2026-03-19,15:27:20.015272,1773930440.015272,s,244.943345,s,13.04,mV
2026-03-19,15:27:20.264438,1773930440.264438,s,245.192511,s,13.04,mV
2026-03-19,15:27:20.515763,1773930440.515763,s,245.443836,s,13.44,mV
2026-03-19,15:27:20.764698,1773930440.764698,s,245.692771,s,13.44,mV
2026-03-19,15:27:21.016206,1773930441.016206,s,245.944279,s,13.44,mV
2026-03-19,15:27:21.265034,1773930441.265034,s,246.193107,s,14.8,mV
2026-03-19,15:27:21.516619,1773930441.516619,s,246.444692,s,14.8,mV
2026-03-19,15:27:21.765288,1773930441.765288,s,246.693361,s,14.11,mV
2026-03-19,15:27:22.017231,1773930442.017231,s,246.945304,s,14.11,mV
2026-03-19,15:27:22.265657,1773930442.265657,s,247.19373,s,14.82,mV
2026-03-19,15:27:22.517714,1773930442.517714,s,247.445787,s,14.82,mV
2026-03-19,15:27:22.766027,1773930442.766027,s,247.6941,s,14.82,mV
2026-03-19,15:27:23.018209,1773930443.018209,s,247.946282,s,15.31,mV
2026-03-19,15:27:23.266284,1773930443.266284,s,248.194357,s,15.31,mV
2026-03-19,15:27:23.518689,1773930443.518689,s,248.446762,s,15.06,mV
2026-03-19,15:27:23.766522,1773930443.766522,s,248.694595,s,15.06,mV
2026-03-19,15:27:24.019153,1773930444.019153,s,248.947226,s,15.71,mV
2026-03-19,15:27:24.266803,1773930444.266803,s,249.194876,s,15.71,mV
2026-03-19,15:27:24.519604,1773930444.519604,s,249.447677,s,15.71,mV
2026-03-19,15:27:24.767119,1773930444.767119,s,249.695192,s,12.71,mV
2026-03-19,15:27:25.020033,1773930445.020033,s,249.948106,s,12.71,mV
2026-03-19,15:27:25.267312,1773930445.267312,s,250.195385,s,14.04,mV
2026-03-19,15:27:25.520504,1773930445.520504,s,250.448577,s,14.04,mV
2026-03-19,15:27:25.767717,1773930445.767717,s,250.69579,s,13.31,mV
2026-03-19,15:27:26.020817,1773930446.020817,s,250.94889,s,13.31,mV
2026-03-19,15:27:26.268060,1773930446.26806,s,251.196133,s,13.31,mV
2026-03-19,15:27:26.521303,1773930446.521303,s,251.449376,s,12.13,mV
2026-03-19,15:27:26.768528,1773930446.768528,s,251.696601,s,12.13,mV
2026-03-19,15:27:27.021754,1773930447.021754,s,251.949827,s,11.7,mV
2026-03-19,15:27:27.268869,1773930447.268869,s,252.196942,s,11.7,mV
2026-03-19,15:27:27.522113,1773930447.522113,s,252.450186,s,11.7,mV
2026-03-19,15:27:27.769370,1773930447.76937,s,252.697443,s,11.53,mV
2026-03-19,15:27:28.022350,1773930448.02235,s,252.950423,s,11.53,mV
2026-03-19,15:27:28.269851,1773930448.269851,s,253.197924,s,11.8,mV
2026-03-19,15:27:28.522681,1773930448.522681,s,253.450754,s,11.8,mV
2026-03-19,15:27:28.770305,1773930448.770305,s,253.698378,s,9.22,mV
2026-03-19,15:27:29.023010,1773930449.02301,s,253.951083,s,9.22,mV
2026-03-19,15:27:29.270632,1773930449.270632,s,254.198705,s,9.22,mV
2026-03-19,15:27:29.523263,1773930449.523263,s,254.451336,s,12.49,mV
2026-03-19,15:27:29.771095,1773930449.771095,s,254.699168,s,12.49,mV
2026-03-19,15:27:30.023605,1773930450.023605,s,254.951678,s,11.5,mV
2026-03-19,15:27:30.271327,1773930450.271327,s,255.1994,s,11.5,mV
2026-03-19,15:27:30.523904,1773930450.523904,s,255.451977,s,12.57,mV
2026-03-19,15:27:30.771840,1773930450.77184,s,255.699913,s,12.57,mV
2026-03-19,15:27:31.024178,1773930451.024178,s,255.952251,s,12.57,mV
2026-03-19,15:27:31.272164,1773930451.272164,s,256.200237,s,13.11,mV
2026-03-19,15:27:31.524448,1773930451.524448,s,256.452521,s,13.11,mV
2026-03-19,15:27:31.772594,1773930451.772594,s,256.700667,s,13.71,mV
2026-03-19,15:27:32.024763,1773930452.024763,s,256.952836,s,13.71,mV
2026-03-19,15:27:32.272932,1773930452.272932,s,257.201005,s,14.56,mV
2026-03-19,15:27:32.524996,1773930452.524996,s,257.453069,s,14.56,mV
2026-03-19,15:27:32.773370,1773930452.77337,s,257.701443,s,14.03,mV
2026-03-19,15:27:33.025534,1773930453.025534,s,257.953607,s,14.03,mV
2026-03-19,15:27:33.273723,1773930453.273723,s,258.201796,s,14.03,mV
2026-03-19,15:27:33.525997,1773930453.525997,s,258.45407,s,16.51,mV
2026-03-19,15:27:33.774070,1773930453.77407,s,258.702143,s,16.51,mV
2026-03-19,15:27:34.026506,1773930454.026506,s,258.954579,s,16.14,mV
2026-03-19,15:27:34.274502,1773930454.274502,s,259.202575,s,16.14,mV
2026-03-19,15:27:34.526972,1773930454.526972,s,259.455045,s,15.85,mV
2026-03-19,15:27:34.774840,1773930454.77484,s,259.702913,s,15.85,mV
2026-03-19,15:27:35.027314,1773930455.027314,s,259.955387,s,15.85,mV
2026-03-19,15:27:35.275179,1773930455.275179,s,260.203252,s,16.75,mV
2026-03-19,15:27:35.527692,1773930455.527692,s,260.455765,s,16.75,mV
2026-03-19,15:27:35.775501,1773930455.775501,s,260.703574,s,15.36,mV
