Date,Time,Time since 1970-01-01T00:00:00Z,,t,,I,
2026-03-17,15:19:12.636814,1773757152.636814,s,86.315694,s,9.71,mV
2026-03-17,15:19:12.886510,1773757152.88651,s,86.56539,s,9.71,mV
2026-03-17,15:19:13.137257,1773757153.137257,s,86.816137,s,12.17,mV
2026-03-17,15:19:13.386953,1773757153.386953,s,87.065833,s,12.17,mV
2026-03-17,15:19:13.637725,1773757153.637725,s,87.316605,s,13.68,mV
2026-03-17,15:19:13.887367,1773757153.887367,s,87.566247,s,13.68,mV
2026-03-17,15:19:14.138041,1773757154.138041,s,87.816921,s,13.68,mV
2026-03-17,15:19:14.387686,1773757154.387686,s,88.066566,s,13.7,mV
2026-03-17,15:19:14.638637,1773757154.638637,s,88.317517,s,13.7,mV
2026-03-17,15:19:14.888179,1773757154.888179,s,88.567059,s,13.68,mV
2026-03-17,15:19:15.138978,1773757155.138978,s,88.817858,s,13.68,mV
2026-03-17,15:19:15.388594,1773757155.388594,s,89.067474,s,13.68,mV
2026-03-17,15:19:15.639499,1773757155.639499,s,89.318379,s,14.77,mV
2026-03-17,15:19:15.889000,1773757155.889,s,89.56788,s,14.77,mV
2026-03-17,15:19:16.139961,1773757156.139961,s,89.818841,s,14.44,mV
2026-03-17,15:19:16.389428,1773757156.389428,s,90.068308,s,14.44,mV
2026-03-17,15:19:16.640439,1773757156.640439,s,90.319319,s,12.7,mV
2026-03-17,15:19:16.889757,1773757156.889757,s,90.568637,s,12.7,mV
2026-03-17,15:19:17.140768,1773757157.140768,s,90.819648,s,11.55,mV
2026-03-17,15:19:17.390085,1773757157.390085,s,91.068965,s,11.55,mV
2026-03-17,15:19:17.641222,1773757157.641222,s,91.320102,s,11.55,mV
2026-03-17,15:19:17.890555,1773757157.890555,s,91.569435,s,11.25,mV
2026-03-17,15:19:18.141652,1773757158.141652,s,91.820532,s,11.25,mV
2026-03-17,15:19:18.390871,1773757158.390871,s,92.069751,s,11.25,mV
2026-03-17,15:19:18.642099,1773757158.642099,s,92.320979,s,11.25,mV
2026-03-17,15:19:18.891138,1773757158.891138,s,92.570018,s,11.25,mV
2026-03-17,15:19:19.142547,1773757159.142547,s,92.821427,s,11.25,mV
2026-03-17,15:19:19.391420,1773757159.39142,s,93.0703,s,11.25,mV
2026-03-17,15:19:19.642974,1773757159.642974,s,93.321854,s,9.99,mV
2026-03-17,15:19:19.891617,1773757159.891617,s,93.570497,s,9.99,mV
2026-03-17,15:19:20.143425,1773757160.143425,s,93.822305,s,9.88,mV
2026-03-17,15:19:20.391977,1773757160.391977,s,94.070857,s,9.88,mV
2026-03-17,15:19:20.643819,1773757160.643819,s,94.322699,s,9.88,mV
2026-03-17,15:19:20.892299,1773757160.892299,s,94.571179,s,9.88,mV
2026-03-17,15:19:21.144214,1773757161.144214,s,94.823094,s,9.88,mV
2026-03-17,15:19:21.392733,1773757161.392733,s,95.071613,s,11.52,mV
2026-03-17,15:19:21.644675,1773757161.644675,s,95.323555,s,11.52,mV
2026-03-17,15:19:21.893095,1773757161.893095,s,95.571975,s,13.17,mV
2026-03-17,15:19:22.145131,1773757162.145131,s,95.824011,s,13.17,mV
2026-03-17,15:19:22.393564,1773757162.393564,s,96.072444,s,14.49,mV
2026-03-17,15:19:22.645379,1773757162.645379,s,96.324259,s,14.49,mV
2026-03-17,15:19:22.894021,1773757162.894021,s,96.572901,s,14.49,mV
2026-03-17,15:19:23.145707,1773757163.145707,s,96.824587,s,14.13,mV
2026-03-17,15:19:23.394499,1773757163.394499,s,97.073379,s,14.13,mV
2026-03-17,15:19:23.646027,1773757163.646027,s,97.324907,s,13.74,mV
2026-03-17,15:19:23.894899,1773757163.894899,s,97.573779,s,13.74,mV
2026-03-17,15:19:24.146256,1773757164.146256,s,97.825136,s,13.74,mV
2026-03-17,15:19:24.395344,1773757164.395344,s,98.074224,s,13.69,mV
2026-03-17,15:19:24.646746,1773757164.646746,s,98.325626,s,13.69,mV
2026-03-17,15:19:24.895788,1773757164.895788,s,98.574668,s,13.02,mV
2026-03-17,15:19:25.147069,1773757165.147069,s,98.825949,s,13.02,mV
2026-03-17,15:19:25.396221,1773757165.396221,s,99.075101,s,11.78,mV
2026-03-17,15:19:25.647284,1773757165.647284,s,99.326164,s,11.78,mV
2026-03-17,15:19:25.896618,1773757165.896618,s,99.575498,s,11.78,mV
2026-03-17,15:19:26.147721,1773757166.147721,s,99.826601,s,11.78,mV
2026-03-17,15:19:26.397022,1773757166.397022,s,100.075902,s,11.78,mV
2026-03-17,15:19:26.648176,1773757166.648176,s,100.327056,s,11.78,mV
2026-03-17,15:19:26.897435,1773757166.897435,s,100.576315,s,11.78,mV
2026-03-17,15:19:27.148656,1773757167.148656,s,100.827536,s,8.67,mV
2026-03-17,15:19:27.397753,1773757167.397753,s,101.076633,s,8.67,mV
2026-03-17,15:19:27.649151,1773757167.649151,s,101.328031,s,9.09,mV
2026-03-17,15:19:27.898078,1773757167.898078,s,101.576958,s,9.09,mV
2026-03-17,15:19:28.149399,1773757168.149399,s,101.828279,s,9.98,mV
2026-03-17,15:19:28.398295,1773757168.398295,s,102.077175,s,9.98,mV
2026-03-17,15:19:28.649733,1773757168.649733,s,102.328613,s,9.98,mV
2026-03-17,15:19:28.898617,1773757168.898617,s,102.577497,s,9.98,mV
2026-03-17,15:19:29.150088,1773757169.150088,s,102.828968,s,9.98,mV
2026-03-17,15:19:29.398935,1773757169.398935,s,103.077815,s,12.13,mV
2026-03-17,15:19:29.650402,1773757169.650402,s,103.329282,s,12.13,mV
2026-03-17,15:19:29.899147,1773757169.899147,s,103.578027,s,12.79,mV
2026-03-17,15:19:30.150846,1773757170.150846,s,103.829726,s,12.79,mV
2026-03-17,15:19:30.399496,1773757170.399496,s,104.078376,s,12.79,mV
2026-03-17,15:19:30.651285,1773757170.651285,s,104.330165,s,14.11,mV
2026-03-17,15:19:30.899910,1773757170.89991,s,104.57879,s,14.11,mV
2026-03-17,15:19:31.151720,1773757171.15172,s,104.8306,s,13.96,mV
2026-03-17,15:19:31.400390,1773757171.40039,s,105.07927,s,13.96,mV
2026-03-17,15:19:31.652160,1773757171.65216,s,105.33104,s,13.74,mV
2026-03-17,15:19:31.900834,1773757171.900834,s,105.579714,s,13.74,mV
2026-03-17,15:19:32.152378,1773757172.152378,s,105.831258,s,13.74,mV
2026-03-17,15:19:32.401255,1773757172.401255,s,106.080135,s,14.33,mV
2026-03-17,15:19:32.652715,1773757172.652715,s,106.331595,s,14.33,mV
2026-03-17,15:19:32.901701,1773757172.901701,s,106.580581,s,12.69,mV
2026-03-17,15:19:33.153103,1773757173.153103,s,106.831983,s,12.69,mV
2026-03-17,15:19:33.402137,1773757173.402137,s,107.081017,s,12.07,mV
2026-03-17,15:19:33.653532,1773757173.653532,s,107.332412,s,12.07,mV
2026-03-17,15:19:33.902471,1773757173.902471,s,107.581351,s,12.07,mV
2026-03-17,15:19:34.153851,1773757174.153851,s,107.832731,s,12.07,mV
2026-03-17,15:19:34.403040,1773757174.40304,s,108.08192,s,12.07,mV
2026-03-17,15:19:34.654203,1773757174.654203,s,108.333083,s,9.6,mV
2026-03-17,15:19:34.903291,1773757174.903291,s,108.582171,s,9.6,mV
2026-03-17,15:19:35.154628,1773757175.154628,s,108.833508,s,8.85,mV
2026-03-17,15:19:35.403602,1773757175.403602,s,109.082482,s,8.85,mV
2026-03-17,15:19:35.655052,1773757175.655052,s,109.333932,s,8.85,mV
2026-03-17,15:19:35.904026,1773757175.904026,s,109.582906,s,8.6,mV
2026-03-17,15:19:36.155266,1773757176.155266,s,109.834146,s,8.6,mV
2026-03-17,15:19:36.404449,1773757176.404449,s,110.083329,s,8.6,mV
2026-03-17,15:19:36.655561,1773757176.655561,s,110.334441,s,8.6,mV
2026-03-17,15:19:36.904881,1773757176.904881,s,110.583761,s,8.6,mV
2026-03-17,15:19:37.155805,1773757177.155805,s,110.834685,s,8.6,mV
2026-03-17,15:19:37.405202,1773757177.405202,s,111.084082,s,8.6,mV
2026-03-17,15:19:37.656307,1773757177.656307,s,111.335187,s,12.29,mV
2026-03-17,15:19:37.905617,1773757177.905617,s,111.584497,s,12.29,mV
2026-03-17,15:19:38.156817,1773757178.156817,s,111.835697,s,13.93,mV
2026-03-17,15:19:38.406075,1773757178.406075,s,112.084955,s,13.93,mV
2026-03-17,15:19:38.657248,1773757178.657248,s,112.336128,s,13.23,mV
2026-03-17,15:19:38.906486,1773757178.906486,s,112.585366,s,13.23,mV
2026-03-17,15:19:39.157695,1773757179.157695,s,112.836575,s,13.23,mV
2026-03-17,15:19:39.406720,1773757179.40672,s,113.0856,s,13.78,mV
2026-03-17,15:19:39.658206,1773757179.658206,s,113.337086,s,13.78,mV
2026-03-17,15:19:39.907166,1773757179.907166,s,113.586046,s,15.38,mV
2026-03-17,15:19:40.158671,1773757180.158671,s,113.837551,s,15.38,mV
2026-03-17,15:19:40.407489,1773757180.407489,s,114.086369,s,15.38,mV
2026-03-17,15:19:40.659166,1773757180.659166,s,114.338046,s,13.88,mV
2026-03-17,15:19:40.907809,1773757180.907809,s,114.586689,s,13.88,mV
2026-03-17,15:19:41.159396,1773757181.159396,s,114.838276,s,13.03,mV
2026-03-17,15:19:41.408128,1773757181.408128,s,115.087008,s,13.03,mV
2026-03-17,15:19:41.659749,1773757181.659749,s,115.338629,s,11.18,mV
2026-03-17,15:19:41.908568,1773757181.908568,s,115.587448,s,11.18,mV
2026-03-17,15:19:42.160184,1773757182.160184,s,115.839064,s,11.18,mV
2026-03-17,15:19:42.408968,1773757182.408968,s,116.087848,s,11.18,mV
2026-03-17,15:19:42.660604,1773757182.660604,s,116.339484,s,11.18,mV
2026-03-17,15:19:42.909205,1773757182.909205,s,116.588085,s,8.55,mV
2026-03-17,15:19:43.161029,1773757183.161029,s,116.839909,s,8.55,mV
2026-03-17,15:19:43.409502,1773757183.409502,s,117.088382,s,7.76,mV
2026-03-17,15:19:43.661429,1773757183.661429,s,117.340309,s,7.76,mV
2026-03-17,15:19:43.909814,1773757183.909814,s,117.588694,s,7.76,mV
2026-03-17,15:19:44.161751,1773757184.161751,s,117.840631,s,8.07,mV
2026-03-17,15:19:44.410134,1773757184.410134,s,118.089014,s,8.07,mV
2026-03-17,15:19:44.662251,1773757184.662251,s,118.341131,s,8.72,mV
2026-03-17,15:19:44.910362,1773757184.910362,s,118.589242,s,8.72,mV
2026-03-17,15:19:45.162562,1773757185.162562,s,118.841442,s,8.72,mV
2026-03-17,15:19:45.410685,1773757185.410685,s,119.089565,s,8.72,mV
2026-03-17,15:19:45.662983,1773757185.662983,s,119.341863,s,12.24,mV
2026-03-17,15:19:45.911147,1773757185.911147,s,119.590027,s,12.24,mV
2026-03-17,15:19:46.163376,1773757186.163376,s,119.842256,s,12.24,mV
2026-03-17,15:19:46.411575,1773757186.411575,s,120.090455,s,13.26,mV
2026-03-17,15:19:46.663831,1773757186.663831,s,120.342711,s,13.26,mV
2026-03-17,15:19:46.911968,1773757186.911968,s,120.590848,s,14.76,mV
2026-03-17,15:19:47.164287,1773757187.164287,s,120.843167,s,14.76,mV
2026-03-17,15:19:47.412385,1773757187.412385,s,121.091265,s,15.01,mV
2026-03-17,15:19:47.664717,1773757187.664717,s,121.343597,s,15.01,mV
2026-03-17,15:19:47.912783,1773757187.912783,s,121.591663,s,15.01,mV
2026-03-17,15:19:48.165128,1773757188.165128,s,121.844008,s,15.44,mV
2026-03-17,15:19:48.413212,1773757188.413212,s,122.092092,s,15.44,mV
2026-03-17,15:19:48.665355,1773757188.665355,s,122.344235,s,14.77,mV
2026-03-17,15:19:48.913536,1773757188.913536,s,122.592416,s,14.77,mV
2026-03-17,15:19:49.165681,1773757189.165681,s,122.844561,s,13.21,mV
2026-03-17,15:19:49.413882,1773757189.413882,s,123.092762,s,13.21,mV
2026-03-17,15:19:49.665991,1773757189.665991,s,123.344871,s,13.21,mV
2026-03-17,15:19:49.914321,1773757189.914321,s,123.593201,s,12.17,mV
2026-03-17,15:19:50.166193,1773757190.166193,s,123.845073,s,12.17,mV
2026-03-17,15:19:50.414633,1773757190.414633,s,124.093513,s,12.17,mV
2026-03-17,15:19:50.666629,1773757190.666629,s,124.345509,s,12.17,mV
2026-03-17,15:19:50.914923,1773757190.914923,s,124.593803,s,12.17,mV
2026-03-17,15:19:51.166972,1773757191.166972,s,124.845852,s,9.18,mV
2026-03-17,15:19:51.415484,1773757191.415484,s,125.094364,s,9.18,mV
2026-03-17,15:19:51.667434,1773757191.667434,s,125.346314,s,9.14,mV
2026-03-17,15:19:51.915924,1773757191.915924,s,125.594804,s,9.14,mV
2026-03-17,15:19:52.167755,1773757192.167755,s,125.846635,s,7.99,mV
2026-03-17,15:19:52.416348,1773757192.416348,s,126.095228,s,7.99,mV
2026-03-17,15:19:52.668152,1773757192.668152,s,126.347032,s,7.99,mV
2026-03-17,15:19:52.916668,1773757192.916668,s,126.595548,s,9.09,mV
2026-03-17,15:19:53.168608,1773757193.168608,s,126.847488,s,9.09,mV
2026-03-17,15:19:53.417030,1773757193.41703,s,127.09591,s,9.77,mV
2026-03-17,15:19:53.669060,1773757193.66906,s,127.34794,s,9.77,mV
2026-03-17,15:19:53.917486,1773757193.917486,s,127.596366,s,11.67,mV
2026-03-17,15:19:54.169512,1773757194.169512,s,127.848392,s,11.67,mV
2026-03-17,15:19:54.417791,1773757194.417791,s,128.096671,s,11.67,mV
2026-03-17,15:19:54.669965,1773757194.669965,s,128.348845,s,13.24,mV
2026-03-17,15:19:54.918104,1773757194.918104,s,128.596984,s,13.24,mV
2026-03-17,15:19:55.170428,1773757195.170428,s,128.849308,s,13.97,mV
2026-03-17,15:19:55.418418,1773757195.418418,s,129.097298,s,13.97,mV
2026-03-17,15:19:55.670876,1773757195.670876,s,129.349756,s,15.1,mV
2026-03-17,15:19:55.918734,1773757195.918734,s,129.597614,s,15.1,mV
2026-03-17,15:19:56.171097,1773757196.171097,s,129.849977,s,15.1,mV
2026-03-17,15:19:56.418948,1773757196.418948,s,130.097828,s,15.75,mV
2026-03-17,15:19:56.671547,1773757196.671547,s,130.350427,s,15.75,mV
2026-03-17,15:19:56.919301,1773757196.919301,s,130.598181,s,14.3,mV
2026-03-17,15:19:57.172042,1773757197.172042,s,130.850922,s,14.3,mV
2026-03-17,15:19:57.419634,1773757197.419634,s,131.098514,s,14.0,mV
2026-03-17,15:19:57.672465,1773757197.672465,s,131.351345,s,14.0,mV
2026-03-17,15:19:57.920069,1773757197.920069,s,131.598949,s,14.0,mV
2026-03-17,15:19:58.172854,1773757198.172854,s,131.851734,s,13.1,mV
2026-03-17,15:19:58.420551,1773757198.420551,s,132.099431,s,13.1,mV
2026-03-17,15:19:58.673314,1773757198.673314,s,132.352194,s,11.15,mV
2026-03-17,15:19:58.920994,1773757198.920994,s,132.599874,s,11.15,mV
2026-03-17,15:19:59.173720,1773757199.17372,s,132.8526,s,11.15,mV
2026-03-17,15:19:59.421516,1773757199.421516,s,133.100396,s,11.15,mV
2026-03-17,15:19:59.674141,1773757199.674141,s,133.353021,s,11.15,mV
2026-03-17,15:19:59.921983,1773757199.921983,s,133.600863,s,8.91,mV
2026-03-17,15:20:00.174587,1773757200.174587,s,133.853467,s,8.91,mV
2026-03-17,15:20:00.422424,1773757200.422424,s,134.101304,s,8.04,mV
2026-03-17,15:20:00.675039,1773757200.675039,s,134.353919,s,8.04,mV
2026-03-17,15:20:00.922927,1773757200.922927,s,134.601807,s,8.69,mV
2026-03-17,15:20:01.175446,1773757201.175446,s,134.854326,s,8.69,mV
2026-03-17,15:20:01.423208,1773757201.423208,s,135.102088,s,9.06,mV
2026-03-17,15:20:01.675763,1773757201.675763,s,135.354643,s,9.06,mV
2026-03-17,15:20:01.923634,1773757201.923634,s,135.602514,s,9.06,mV
2026-03-17,15:20:02.176163,1773757202.176163,s,135.855043,s,9.06,mV
2026-03-17,15:20:02.424064,1773757202.424064,s,136.102944,s,9.06,mV
2026-03-17,15:20:02.676496,1773757202.676496,s,136.355376,s,11.7,mV
2026-03-17,15:20:02.924492,1773757202.924492,s,136.603372,s,11.7,mV
2026-03-17,15:20:03.176784,1773757203.176784,s,136.855664,s,12.34,mV
2026-03-17,15:20:03.424969,1773757203.424969,s,137.103849,s,12.34,mV
2026-03-17,15:20:03.677058,1773757203.677058,s,137.355938,s,12.34,mV
2026-03-17,15:20:03.925208,1773757203.925208,s,137.604088,s,13.29,mV
2026-03-17,15:20:04.177502,1773757204.177502,s,137.856382,s,13.29,mV
2026-03-17,15:20:04.425518,1773757204.425518,s,138.104398,s,15.11,mV
2026-03-17,15:20:04.677970,1773757204.67797,s,138.35685,s,15.11,mV
2026-03-17,15:20:04.925847,1773757204.925847,s,138.604727,s,13.58,mV
2026-03-17,15:20:05.178491,1773757205.178491,s,138.857371,s,13.58,mV
2026-03-17,15:20:05.426162,1773757205.426162,s,139.105042,s,13.58,mV
2026-03-17,15:20:05.678958,1773757205.678958,s,139.357838,s,14.08,mV
2026-03-17,15:20:05.926656,1773757205.926656,s,139.605536,s,14.08,mV
2026-03-17,15:20:06.179565,1773757206.179565,s,139.858445,s,13.75,mV
2026-03-17,15:20:06.426975,1773757206.426975,s,140.105855,s,13.75,mV
2026-03-17,15:20:06.680041,1773757206.680041,s,140.358921,s,12.47,mV
2026-03-17,15:20:06.927231,1773757206.927231,s,140.606111,s,12.47,mV
2026-03-17,15:20:07.180435,1773757207.180435,s,140.859315,s,12.47,mV
2026-03-17,15:20:07.427536,1773757207.427536,s,141.106416,s,11.19,mV
2026-03-17,15:20:07.680889,1773757207.680889,s,141.359769,s,11.19,mV
2026-03-17,15:20:07.927829,1773757207.927829,s,141.606709,s,11.19,mV
2026-03-17,15:20:08.181354,1773757208.181354,s,141.860234,s,11.19,mV
2026-03-17,15:20:08.428118,1773757208.428118,s,142.106998,s,9.77,mV
2026-03-17,15:20:08.681826,1773757208.681826,s,142.360706,s,9.77,mV
2026-03-17,15:20:08.928326,1773757208.928326,s,142.607206,s,9.77,mV
2026-03-17,15:20:09.182289,1773757209.182289,s,142.861169,s,9.39,mV
2026-03-17,15:20:09.428628,1773757209.428628,s,143.107508,s,9.39,mV
2026-03-17,15:20:09.682721,1773757209.682721,s,143.361601,s,9.73,mV
2026-03-17,15:20:09.928836,1773757209.928836,s,143.607716,s,9.73,mV
2026-03-17,15:20:10.183146,1773757210.183146,s,143.862026,s,9.75,mV
2026-03-17,15:20:10.429327,1773757210.429327,s,144.108207,s,9.75,mV
2026-03-17,15:20:10.683560,1773757210.68356,s,144.36244,s,9.75,mV
2026-03-17,15:20:10.929722,1773757210.929722,s,144.608602,s,9.75,mV
2026-03-17,15:20:11.184019,1773757211.184019,s,144.862899,s,9.75,mV
2026-03-17,15:20:11.430179,1773757211.430179,s,145.109059,s,11.82,mV
2026-03-17,15:20:11.684467,1773757211.684467,s,145.363347,s,11.82,mV
2026-03-17,15:20:11.930587,1773757211.930587,s,145.609467,s,12.38,mV
2026-03-17,15:20:12.184912,1773757212.184912,s,145.863792,s,12.38,mV
2026-03-17,15:20:12.431026,1773757212.431026,s,146.109906,s,12.38,mV
2026-03-17,15:20:12.685444,1773757212.685444,s,146.364324,s,14.03,mV
2026-03-17,15:20:12.931490,1773757212.93149,s,146.61037,s,14.03,mV
2026-03-17,15:20:13.185875,1773757213.185875,s,146.864755,s,13.48,mV
2026-03-17,15:20:13.431911,1773757213.431911,s,147.110791,s,13.48,mV
2026-03-17,15:20:13.686335,1773757213.686335,s,147.365215,s,13.47,mV
2026-03-17,15:20:13.932375,1773757213.932375,s,147.611255,s,13.47,mV
2026-03-17,15:20:14.186644,1773757214.186644,s,147.865524,s,13.47,mV
2026-03-17,15:20:14.432704,1773757214.432704,s,148.111584,s,14.41,mV
2026-03-17,15:20:14.686966,1773757214.686966,s,148.365846,s,14.41,mV
2026-03-17,15:20:14.933161,1773757214.933161,s,148.612041,s,13.53,mV
2026-03-17,15:20:15.187190,1773757215.18719,s,148.86607,s,13.53,mV
2026-03-17,15:20:15.433607,1773757215.433607,s,149.112487,s,13.15,mV
2026-03-17,15:20:15.687398,1773757215.687398,s,149.366278,s,13.15,mV
2026-03-17,15:20:15.934094,1773757215.934094,s,149.612974,s,13.15,mV
2026-03-17,15:20:16.187687,1773757216.187687,s,149.866567,s,11.97,mV
2026-03-17,15:20:16.434506,1773757216.434506,s,150.113386,s,11.97,mV
2026-03-17,15:20:16.688048,1773757216.688048,s,150.366928,s,11.42,mV
2026-03-17,15:20:16.934927,1773757216.934927,s,150.613807,s,11.42,mV
2026-03-17,15:20:17.188510,1773757217.18851,s,150.86739,s,11.42,mV
2026-03-17,15:20:17.435250,1773757217.43525,s,151.11413,s,11.42,mV
2026-03-17,15:20:17.688916,1773757217.688916,s,151.367796,s,11.42,mV
2026-03-17,15:20:17.935753,1773757217.935753,s,151.614633,s,9.14,mV
2026-03-17,15:20:18.189351,1773757218.189351,s,151.868231,s,9.14,mV
2026-03-17,15:20:18.436064,1773757218.436064,s,152.114944,s,9.51,mV
2026-03-17,15:20:18.689814,1773757218.689814,s,152.368694,s,9.51,mV
2026-03-17,15:20:18.936577,1773757218.936577,s,152.615457,s,9.3,mV
2026-03-17,15:20:19.190276,1773757219.190276,s,152.869156,s,9.3,mV
2026-03-17,15:20:19.436904,1773757219.436904,s,153.115784,s,9.3,mV
2026-03-17,15:20:19.690777,1773757219.690777,s,153.369657,s,12.15,mV
2026-03-17,15:20:19.937116,1773757219.937116,s,153.615996,s,12.15,mV
2026-03-17,15:20:20.191227,1773757220.191227,s,153.870107,s,12.15,mV
2026-03-17,15:20:20.437379,1773757220.437379,s,154.116259,s,12.15,mV
2026-03-17,15:20:20.691615,1773757220.691615,s,154.370495,s,11.61,mV
2026-03-17,15:20:20.937652,1773757220.937652,s,154.616532,s,11.61,mV
2026-03-17,15:20:21.192063,1773757221.192063,s,154.870943,s,12.32,mV
2026-03-17,15:20:21.437952,1773757221.437952,s,155.116832,s,12.32,mV
2026-03-17,15:20:21.692507,1773757221.692507,s,155.371387,s,12.32,mV
2026-03-17,15:20:21.938197,1773757221.938197,s,155.617077,s,12.17,mV
2026-03-17,15:20:22.192958,1773757222.192958,s,155.871838,s,12.17,mV
2026-03-17,15:20:22.438592,1773757222.438592,s,156.117472,s,14.73,mV
2026-03-17,15:20:22.693383,1773757222.693383,s,156.372263,s,14.73,mV
2026-03-17,15:20:22.938996,1773757222.938996,s,156.617876,s,14.73,mV
2026-03-17,15:20:23.193806,1773757223.193806,s,156.872686,s,14.19,mV
2026-03-17,15:20:23.439241,1773757223.439241,s,157.118121,s,14.19,mV
2026-03-17,15:20:23.694132,1773757223.694132,s,157.373012,s,13.62,mV
2026-03-17,15:20:23.939557,1773757223.939557,s,157.618437,s,13.62,mV
2026-03-17,15:20:24.194587,1773757224.194587,s,157.873467,s,13.28,mV
2026-03-17,15:20:24.440153,1773757224.440153,s,158.119033,s,13.28,mV
2026-03-17,15:20:24.695071,1773757224.695071,s,158.373951,s,13.28,mV
2026-03-17,15:20:24.940601,1773757224.940601,s,158.619481,s,13.22,mV
2026-03-17,15:20:25.195517,1773757225.195517,s,158.874397,s,13.22,mV
2026-03-17,15:20:25.441061,1773757225.441061,s,159.119941,s,11.31,mV
2026-03-17,15:20:25.695927,1773757225.695927,s,159.374807,s,11.31,mV
2026-03-17,15:20:25.941496,1773757225.941496,s,159.620376,s,11.31,mV
2026-03-17,15:20:26.196313,1773757226.196313,s,159.875193,s,11.31,mV
2026-03-17,15:20:26.441898,1773757226.441898,s,160.120778,s,11.31,mV
2026-03-17,15:20:26.696643,1773757226.696643,s,160.375523,s,9.87,mV
2026-03-17,15:20:26.942329,1773757226.942329,s,160.621209,s,9.87,mV
2026-03-17,15:20:27.197040,1773757227.19704,s,160.87592,s,9.87,mV
2026-03-17,15:20:27.442829,1773757227.442829,s,161.121709,s,9.87,mV
2026-03-17,15:20:27.697508,1773757227.697508,s,161.376388,s,11.78,mV
2026-03-17,15:20:27.943265,1773757227.943265,s,161.622145,s,11.78,mV
2026-03-17,15:20:28.197920,1773757228.19792,s,161.8768,s,11.78,mV
2026-03-17,15:20:28.443716,1773757228.443716,s,162.122596,s,8.65,mV
2026-03-17,15:20:28.698122,1773757228.698122,s,162.377002,s,8.65,mV
2026-03-17,15:20:28.944132,1773757228.944132,s,162.623012,s,8.65,mV
2026-03-17,15:20:29.198414,1773757229.198414,s,162.877294,s,8.65,mV
2026-03-17,15:20:29.444535,1773757229.444535,s,163.123415,s,11.57,mV
2026-03-17,15:20:29.698889,1773757229.698889,s,163.377769,s,11.57,mV
2026-03-17,15:20:29.944916,1773757229.944916,s,163.623796,s,12.43,mV
2026-03-17,15:20:30.199432,1773757230.199432,s,163.878312,s,12.43,mV
2026-03-17,15:20:30.445328,1773757230.445328,s,164.124208,s,12.43,mV
2026-03-17,15:20:30.699864,1773757230.699864,s,164.378744,s,13.51,mV
2026-03-17,15:20:30.945746,1773757230.945746,s,164.624626,s,13.51,mV
2026-03-17,15:20:31.200271,1773757231.200271,s,164.879151,s,13.91,mV
2026-03-17,15:20:31.446163,1773757231.446163,s,165.125043,s,13.91,mV
2026-03-17,15:20:31.700689,1773757231.700689,s,165.379569,s,14.67,mV
2026-03-17,15:20:31.946572,1773757231.946572,s,165.625452,s,14.67,mV
2026-03-17,15:20:32.201083,1773757232.201083,s,165.879963,s,14.67,mV
2026-03-17,15:20:32.446916,1773757232.446916,s,166.125796,s,14.05,mV
2026-03-17,15:20:32.701512,1773757232.701512,s,166.380392,s,14.05,mV
2026-03-17,15:20:32.947144,1773757232.947144,s,166.626024,s,13.35,mV
2026-03-17,15:20:33.201969,1773757233.201969,s,166.880849,s,13.35,mV
2026-03-17,15:20:33.447445,1773757233.447445,s,167.126325,s,13.68,mV
2026-03-17,15:20:33.702242,1773757233.702242,s,167.381122,s,13.68,mV
2026-03-17,15:20:33.947649,1773757233.947649,s,167.626529,s,13.68,mV
2026-03-17,15:20:34.202678,1773757234.202678,s,167.881558,s,12.27,mV
2026-03-17,15:20:34.448003,1773757234.448003,s,168.126883,s,12.27,mV
2026-03-17,15:20:34.702972,1773757234.702972,s,168.381852,s,11.81,mV
2026-03-17,15:20:34.948197,1773757234.948197,s,168.627077,s,11.81,mV
2026-03-17,15:20:35.203437,1773757235.203437,s,168.882317,s,11.81,mV
2026-03-17,15:20:35.448428,1773757235.448428,s,169.127308,s,11.81,mV
2026-03-17,15:20:35.703899,1773757235.703899,s,169.382779,s,11.81,mV
2026-03-17,15:20:35.948994,1773757235.948994,s,169.627874,s,11.81,mV
2026-03-17,15:20:36.204283,1773757236.204283,s,169.883163,s,11.81,mV
2026-03-17,15:20:36.449469,1773757236.449469,s,170.128349,s,9.52,mV
2026-03-17,15:20:36.704662,1773757236.704662,s,170.383542,s,9.52,mV
2026-03-17,15:20:36.949943,1773757236.949943,s,170.628823,s,9.52,mV
2026-03-17,15:20:37.205103,1773757237.205103,s,170.883983,s,9.52,mV
2026-03-17,15:20:37.450281,1773757237.450281,s,171.129161,s,9.52,mV
2026-03-17,15:20:37.705509,1773757237.705509,s,171.384389,s,11.34,mV
2026-03-17,15:20:37.950693,1773757237.950693,s,171.629573,s,11.34,mV
2026-03-17,15:20:38.205850,1773757238.20585,s,171.88473,s,11.34,mV
2026-03-17,15:20:38.451158,1773757238.451158,s,172.130038,s,11.34,mV
2026-03-17,15:20:38.706385,1773757238.706385,s,172.385265,s,11.36,mV
2026-03-17,15:20:38.951668,1773757238.951668,s,172.630548,s,11.36,mV
2026-03-17,15:20:39.206702,1773757239.206702,s,172.885582,s,11.96,mV
2026-03-17,15:20:39.452060,1773757239.45206,s,173.13094,s,11.96,mV
2026-03-17,15:20:39.707003,1773757239.707003,s,173.385883,s,11.96,mV
