Date,Time,Time since 1970-01-01T00:00:00Z,,t,,I,
2026-04-16,13:55:29.871886,1776340529.871886,s,86.565398,s,257.7,mV
2026-04-16,13:55:30.133944,1776340530.133944,s,86.827456,s,257.7,mV
2026-04-16,13:55:30.372191,1776340530.372191,s,87.065703,s,191.4,mV
2026-04-16,13:55:30.634270,1776340530.63427,s,87.327782,s,191.4,mV
2026-04-16,13:55:30.872483,1776340530.872483,s,87.565995,s,191.4,mV
2026-04-16,13:55:31.134579,1776340531.134579,s,87.828091,s,78.2,mV
2026-04-16,13:55:31.372777,1776340531.372777,s,88.066289,s,78.2,mV
2026-04-16,13:55:31.634898,1776340531.634898,s,88.32841,s,47.5,mV
2026-04-16,13:55:31.873022,1776340531.873022,s,88.566534,s,47.5,mV
2026-04-16,13:55:32.135218,1776340532.135218,s,88.82873,s,47.5,mV
2026-04-16,13:55:32.373299,1776340532.373299,s,89.066811,s,82.0,mV
2026-04-16,13:55:32.635663,1776340532.635663,s,89.329175,s,82.0,mV
2026-04-16,13:55:32.873644,1776340532.873644,s,89.567156,s,194.1,mV
2026-04-16,13:55:33.136174,1776340533.136174,s,89.829686,s,194.1,mV
2026-04-16,13:55:33.374098,1776340533.374098,s,90.06761,s,194.1,mV
2026-04-16,13:55:33.636685,1776340533.636685,s,90.330197,s,251.2,mV
2026-04-16,13:55:33.874627,1776340533.874627,s,90.568139,s,251.2,mV
2026-04-16,13:55:34.137127,1776340534.137127,s,90.830639,s,263.4,mV
2026-04-16,13:55:34.375049,1776340534.375049,s,91.068561,s,263.4,mV
2026-04-16,13:55:34.637336,1776340534.637336,s,91.330848,s,263.4,mV
2026-04-16,13:55:34.875473,1776340534.875473,s,91.568985,s,162.2,mV
2026-04-16,13:55:35.137697,1776340535.137697,s,91.831209,s,162.2,mV
2026-04-16,13:55:35.375915,1776340535.375915,s,92.069427,s,60.9,mV
2026-04-16,13:55:35.638161,1776340535.638161,s,92.331673,s,60.9,mV
2026-04-16,13:55:35.876165,1776340535.876165,s,92.569677,s,43.7,mV
2026-04-16,13:55:36.138533,1776340536.138533,s,92.832045,s,43.7,mV
2026-04-16,13:55:36.376628,1776340536.376628,s,93.07014,s,43.7,mV
2026-04-16,13:55:36.638978,1776340536.638978,s,93.33249,s,100.9,mV
2026-04-16,13:55:36.877090,1776340536.87709,s,93.570602,s,100.9,mV
2026-04-16,13:55:37.139415,1776340537.139415,s,93.832927,s,170.3,mV
2026-04-16,13:55:37.377511,1776340537.377511,s,94.071023,s,170.3,mV
2026-04-16,13:55:37.639859,1776340537.639859,s,94.333371,s,170.3,mV
2026-04-16,13:55:37.877959,1776340537.877959,s,94.571471,s,267.4,mV
2026-04-16,13:55:38.140226,1776340538.140226,s,94.833738,s,267.4,mV
2026-04-16,13:55:38.378427,1776340538.378427,s,95.071939,s,253.0,mV
2026-04-16,13:55:38.640698,1776340538.640698,s,95.33421,s,253.0,mV
2026-04-16,13:55:38.878927,1776340538.878927,s,95.572439,s,208.4,mV
2026-04-16,13:55:39.140946,1776340539.140946,s,95.834458,s,208.4,mV
2026-04-16,13:55:39.379372,1776340539.379372,s,96.072884,s,208.4,mV
2026-04-16,13:55:39.641242,1776340539.641242,s,96.334754,s,80.5,mV
2026-04-16,13:55:39.879852,1776340539.879852,s,96.573364,s,80.5,mV
2026-04-16,13:55:40.141511,1776340540.141511,s,96.835023,s,47.3,mV
2026-04-16,13:55:40.380250,1776340540.38025,s,97.073762,s,47.3,mV
2026-04-16,13:55:40.641807,1776340540.641807,s,97.335319,s,47.3,mV
2026-04-16,13:55:40.880551,1776340540.880551,s,97.574063,s,127.0,mV
2026-04-16,13:55:41.142276,1776340541.142276,s,97.835788,s,127.0,mV
2026-04-16,13:55:41.380796,1776340541.380796,s,98.074308,s,186.7,mV
2026-04-16,13:55:41.642600,1776340541.6426,s,98.336112,s,186.7,mV
2026-04-16,13:55:41.881244,1776340541.881244,s,98.574756,s,266.5,mV
2026-04-16,13:55:42.143109,1776340542.143109,s,98.836621,s,266.5,mV
2026-04-16,13:55:42.381651,1776340542.381651,s,99.075163,s,266.5,mV
2026-04-16,13:55:42.643621,1776340542.643621,s,99.337133,s,244.1,mV
2026-04-16,13:55:42.882111,1776340542.882111,s,99.575623,s,244.1,mV
2026-04-16,13:55:43.144152,1776340543.144152,s,99.837664,s,191.2,mV
2026-04-16,13:55:43.382396,1776340543.382396,s,100.075908,s,191.2,mV
2026-04-16,13:55:43.644855,1776340543.644855,s,100.338367,s,81.3,mV
2026-04-16,13:55:43.882757,1776340543.882757,s,100.576269,s,81.3,mV
2026-04-16,13:55:44.145309,1776340544.145309,s,100.838821,s,42.8,mV
2026-04-16,13:55:44.383223,1776340544.383223,s,101.076735,s,42.8,mV
2026-04-16,13:55:44.645527,1776340544.645527,s,101.339039,s,42.8,mV
2026-04-16,13:55:44.883720,1776340544.88372,s,101.577232,s,60.9,mV
2026-04-16,13:55:45.146058,1776340545.146058,s,101.83957,s,60.9,mV
2026-04-16,13:55:45.384160,1776340545.38416,s,102.077672,s,164.1,mV
2026-04-16,13:55:45.646593,1776340545.646593,s,102.340105,s,164.1,mV
2026-04-16,13:55:45.884403,1776340545.884403,s,102.577915,s,249.5,mV
2026-04-16,13:55:46.147048,1776340546.147048,s,102.84056,s,249.5,mV
2026-04-16,13:55:46.384694,1776340546.384694,s,103.078206,s,249.5,mV
2026-04-16,13:55:46.647496,1776340546.647496,s,103.341008,s,247.6,mV
2026-04-16,13:55:46.885011,1776340546.885011,s,103.578523,s,247.6,mV
2026-04-16,13:55:47.148020,1776340547.14802,s,103.841532,s,207.9,mV
2026-04-16,13:55:47.385473,1776340547.385473,s,104.078985,s,207.9,mV
2026-04-16,13:55:47.648372,1776340547.648372,s,104.341884,s,207.9,mV
2026-04-16,13:55:47.885742,1776340547.885742,s,104.579254,s,92.1,mV
2026-04-16,13:55:48.148833,1776340548.148833,s,104.842345,s,92.1,mV
2026-04-16,13:55:48.386242,1776340548.386242,s,105.079754,s,50.3,mV
2026-04-16,13:55:48.649255,1776340548.649255,s,105.342767,s,50.3,mV
2026-04-16,13:55:48.886698,1776340548.886698,s,105.58021,s,62.2,mV
2026-04-16,13:55:49.149737,1776340549.149737,s,105.843249,s,62.2,mV
2026-04-16,13:55:49.387160,1776340549.38716,s,106.080672,s,62.2,mV
2026-04-16,13:55:49.650096,1776340549.650096,s,106.343608,s,153.9,mV
2026-04-16,13:55:49.887515,1776340549.887515,s,106.581027,s,153.9,mV
2026-04-16,13:55:50.150536,1776340550.150536,s,106.844048,s,202.6,mV
2026-04-16,13:55:50.388044,1776340550.388044,s,107.081556,s,202.6,mV
2026-04-16,13:55:50.650977,1776340550.650977,s,107.344489,s,264.0,mV
2026-04-16,13:55:50.888615,1776340550.888615,s,107.582127,s,264.0,mV
2026-04-16,13:55:51.151404,1776340551.151404,s,107.844916,s,264.0,mV
2026-04-16,13:55:51.389075,1776340551.389075,s,108.082587,s,208.8,mV
2026-04-16,13:55:51.651739,1776340551.651739,s,108.345251,s,208.8,mV
2026-04-16,13:55:51.889372,1776340551.889372,s,108.582884,s,95.4,mV
2026-04-16,13:55:52.152202,1776340552.152202,s,108.845714,s,95.4,mV
2026-04-16,13:55:52.389605,1776340552.389605,s,109.083117,s,95.4,mV
2026-04-16,13:55:52.652617,1776340552.652617,s,109.346129,s,58.1,mV
2026-04-16,13:55:52.889885,1776340552.889885,s,109.583397,s,58.1,mV
2026-04-16,13:55:53.153019,1776340553.153019,s,109.846531,s,61.0,mV
2026-04-16,13:55:53.390351,1776340553.390351,s,110.083863,s,61.0,mV
2026-04-16,13:55:53.653334,1776340553.653334,s,110.346846,s,98.5,mV
2026-04-16,13:55:53.890838,1776340553.890838,s,110.58435,s,98.5,mV
2026-04-16,13:55:54.153540,1776340554.15354,s,110.847052,s,98.5,mV
2026-04-16,13:55:54.391291,1776340554.391291,s,111.084803,s,214.9,mV
2026-04-16,13:55:54.653840,1776340554.65384,s,111.347352,s,214.9,mV
2026-04-16,13:55:54.891717,1776340554.891717,s,111.585229,s,268.0,mV
2026-04-16,13:55:55.154115,1776340555.154115,s,111.847627,s,268.0,mV
2026-04-16,13:55:55.392215,1776340555.392215,s,112.085727,s,249.8,mV
2026-04-16,13:55:55.654605,1776340555.654605,s,112.348117,s,249.8,mV
2026-04-16,13:55:55.892699,1776340555.892699,s,112.586211,s,249.8,mV
2026-04-16,13:55:56.154949,1776340556.154949,s,112.848461,s,154.4,mV
2026-04-16,13:55:56.392981,1776340556.392981,s,113.086493,s,154.4,mV
2026-04-16,13:55:56.655394,1776340556.655394,s,113.348906,s,58.8,mV
2026-04-16,13:55:56.893455,1776340556.893455,s,113.586967,s,58.8,mV
2026-04-16,13:55:57.155791,1776340557.155791,s,113.849303,s,58.8,mV
2026-04-16,13:55:57.393976,1776340557.393976,s,114.087488,s,43.9,mV
2026-04-16,13:55:57.656299,1776340557.656299,s,114.349811,s,43.9,mV
2026-04-16,13:55:57.894444,1776340557.894444,s,114.587956,s,107.0,mV
2026-04-16,13:55:58.156772,1776340558.156772,s,114.850284,s,107.0,mV
2026-04-16,13:55:58.394826,1776340558.394826,s,115.088338,s,107.0,mV
2026-04-16,13:55:58.657293,1776340558.657293,s,115.350805,s,219.2,mV
2026-04-16,13:55:58.895288,1776340558.895288,s,115.5888,s,219.2,mV
2026-04-16,13:55:59.157740,1776340559.15774,s,115.851252,s,253.0,mV
2026-04-16,13:55:59.395793,1776340559.395793,s,116.089305,s,253.0,mV
2026-04-16,13:55:59.658205,1776340559.658205,s,116.351717,s,235.2,mV
2026-04-16,13:55:59.896278,1776340559.896278,s,116.58979,s,235.2,mV
2026-04-16,13:56:00.158717,1776340560.158717,s,116.852229,s,235.2,mV
2026-04-16,13:56:00.396700,1776340560.3967,s,117.090212,s,235.2,mV
2026-04-16,13:56:00.659224,1776340560.659224,s,117.352736,s,235.2,mV
2026-04-16,13:56:00.896932,1776340560.896932,s,117.590444,s,79.6,mV
2026-04-16,13:56:01.159737,1776340561.159737,s,117.853249,s,79.6,mV
2026-04-16,13:56:01.397151,1776340561.397151,s,118.090663,s,44.4,mV
2026-04-16,13:56:01.660252,1776340561.660252,s,118.353764,s,44.4,mV
2026-04-16,13:56:01.897598,1776340561.897598,s,118.59111,s,44.4,mV
2026-04-16,13:56:02.160698,1776340562.160698,s,118.85421,s,122.6,mV
2026-04-16,13:56:02.398044,1776340562.398044,s,119.091556,s,122.6,mV
2026-04-16,13:56:02.661175,1776340562.661175,s,119.354687,s,191.9,mV
2026-04-16,13:56:02.898487,1776340562.898487,s,119.591999,s,191.9,mV
2026-04-16,13:56:03.161648,1776340563.161648,s,119.85516,s,259.3,mV
2026-04-16,13:56:03.398950,1776340563.39895,s,120.092462,s,259.3,mV
2026-04-16,13:56:03.662102,1776340563.662102,s,120.355614,s,259.3,mV
2026-04-16,13:56:03.899431,1776340563.899431,s,120.592943,s,225.0,mV
2026-04-16,13:56:04.162538,1776340564.162538,s,120.85605,s,225.0,mV
2026-04-16,13:56:04.399790,1776340564.39979,s,121.093302,s,225.0,mV
2026-04-16,13:56:04.662913,1776340564.662913,s,121.356425,s,225.0,mV
2026-04-16,13:56:04.900269,1776340564.900269,s,121.593781,s,225.0,mV
2026-04-16,13:56:05.163375,1776340565.163375,s,121.856887,s,64.3,mV
2026-04-16,13:56:05.400857,1776340565.400857,s,122.094369,s,64.3,mV
2026-04-16,13:56:05.663824,1776340565.663824,s,122.357336,s,64.3,mV
2026-04-16,13:56:05.901372,1776340565.901372,s,122.594884,s,49.0,mV
2026-04-16,13:56:06.164038,1776340566.164038,s,122.85755,s,49.0,mV
2026-04-16,13:56:06.401970,1776340566.40197,s,123.095482,s,85.0,mV
2026-04-16,13:56:06.664477,1776340566.664477,s,123.357989,s,85.0,mV
2026-04-16,13:56:06.902437,1776340566.902437,s,123.595949,s,195.6,mV
2026-04-16,13:56:07.164887,1776340567.164887,s,123.858399,s,195.6,mV
2026-04-16,13:56:07.402895,1776340567.402895,s,124.096407,s,195.6,mV
2026-04-16,13:56:07.665344,1776340567.665344,s,124.358856,s,267.1,mV
2026-04-16,13:56:07.903355,1776340567.903355,s,124.596867,s,267.1,mV
2026-04-16,13:56:08.165612,1776340568.165612,s,124.859124,s,267.1,mV
2026-04-16,13:56:08.403826,1776340568.403826,s,125.097338,s,234.4,mV
2026-04-16,13:56:08.666031,1776340568.666031,s,125.359543,s,234.4,mV
2026-04-16,13:56:08.904050,1776340568.90405,s,125.597562,s,176.4,mV
2026-04-16,13:56:09.166430,1776340569.16643,s,125.859942,s,176.4,mV
2026-04-16,13:56:09.404504,1776340569.404504,s,126.098016,s,80.1,mV
2026-04-16,13:56:09.666858,1776340569.666858,s,126.36037,s,80.1,mV
2026-04-16,13:56:09.904968,1776340569.904968,s,126.59848,s,38.4,mV
2026-04-16,13:56:10.167149,1776340570.167149,s,126.860661,s,38.4,mV
2026-04-16,13:56:10.405508,1776340570.405508,s,127.09902,s,38.4,mV
2026-04-16,13:56:10.667517,1776340570.667517,s,127.361029,s,38.4,mV
2026-04-16,13:56:10.905797,1776340570.905797,s,127.599309,s,38.4,mV
2026-04-16,13:56:11.167780,1776340571.16778,s,127.861292,s,144.0,mV
2026-04-16,13:56:11.406136,1776340571.406136,s,128.099648,s,144.0,mV
2026-04-16,13:56:11.668348,1776340571.668348,s,128.36186,s,144.0,mV
2026-04-16,13:56:11.906529,1776340571.906529,s,128.600041,s,249.6,mV
2026-04-16,13:56:12.168847,1776340572.168847,s,128.862359,s,249.6,mV
2026-04-16,13:56:12.406949,1776340572.406949,s,129.100461,s,265.4,mV
2026-04-16,13:56:12.669314,1776340572.669314,s,129.362826,s,265.4,mV
2026-04-16,13:56:12.907322,1776340572.907322,s,129.600834,s,265.4,mV
2026-04-16,13:56:13.169794,1776340573.169794,s,129.863306,s,226.8,mV
2026-04-16,13:56:13.407776,1776340573.407776,s,130.101288,s,226.8,mV
2026-04-16,13:56:13.670242,1776340573.670242,s,130.363754,s,118.8,mV
2026-04-16,13:56:13.908185,1776340573.908185,s,130.601697,s,118.8,mV
2026-04-16,13:56:14.170678,1776340574.170678,s,130.86419,s,44.0,mV
2026-04-16,13:56:14.408598,1776340574.408598,s,131.10211,s,44.0,mV
2026-04-16,13:56:14.670964,1776340574.670964,s,131.364476,s,44.0,mV
2026-04-16,13:56:14.909015,1776340574.909015,s,131.602527,s,49.0,mV
2026-04-16,13:56:15.171463,1776340575.171463,s,131.864975,s,49.0,mV
2026-04-16,13:56:15.409375,1776340575.409375,s,132.102887,s,144.2,mV
2026-04-16,13:56:15.671836,1776340575.671836,s,132.365348,s,144.2,mV
2026-04-16,13:56:15.909678,1776340575.909678,s,132.60319,s,144.2,mV
2026-04-16,13:56:16.172327,1776340576.172327,s,132.865839,s,206.2,mV
2026-04-16,13:56:16.409878,1776340576.409878,s,133.10339,s,206.2,mV
2026-04-16,13:56:16.672609,1776340576.672609,s,133.366121,s,266.6,mV
2026-04-16,13:56:16.910349,1776340576.910349,s,133.603861,s,266.6,mV
2026-04-16,13:56:17.173032,1776340577.173032,s,133.866544,s,231.5,mV
2026-04-16,13:56:17.410934,1776340577.410934,s,134.104446,s,231.5,mV
2026-04-16,13:56:17.673365,1776340577.673365,s,134.366877,s,231.5,mV
2026-04-16,13:56:17.911384,1776340577.911384,s,134.604896,s,231.5,mV
2026-04-16,13:56:18.173781,1776340578.173781,s,134.867293,s,231.5,mV
2026-04-16,13:56:18.411834,1776340578.411834,s,135.105346,s,76.2,mV
2026-04-16,13:56:18.674023,1776340578.674023,s,135.367535,s,76.2,mV
2026-04-16,13:56:18.912230,1776340578.91223,s,135.605742,s,76.2,mV
2026-04-16,13:56:19.174474,1776340579.174474,s,135.867986,s,39.4,mV
2026-04-16,13:56:19.412692,1776340579.412692,s,136.106204,s,39.4,mV
2026-04-16,13:56:19.674903,1776340579.674903,s,136.368415,s,62.4,mV
2026-04-16,13:56:19.913218,1776340579.913218,s,136.60673,s,62.4,mV
2026-04-16,13:56:20.175343,1776340580.175343,s,136.868855,s,164.9,mV
2026-04-16,13:56:20.413734,1776340580.413734,s,137.107246,s,164.9,mV
2026-04-16,13:56:20.675658,1776340580.675658,s,137.36917,s,164.9,mV
2026-04-16,13:56:20.914183,1776340580.914183,s,137.607695,s,251.0,mV
2026-04-16,13:56:21.175948,1776340581.175948,s,137.86946,s,251.0,mV
2026-04-16,13:56:21.414614,1776340581.414614,s,138.108126,s,260.4,mV
2026-04-16,13:56:21.676256,1776340581.676256,s,138.369768,s,260.4,mV
2026-04-16,13:56:21.915005,1776340581.915005,s,138.608517,s,260.4,mV
2026-04-16,13:56:22.176710,1776340582.17671,s,138.870222,s,194.4,mV
2026-04-16,13:56:22.415504,1776340582.415504,s,139.109016,s,194.4,mV
2026-04-16,13:56:22.676948,1776340582.676948,s,139.37046,s,90.1,mV
2026-04-16,13:56:22.915854,1776340582.915854,s,139.609366,s,90.1,mV
2026-04-16,13:56:23.177253,1776340583.177253,s,139.870765,s,49.4,mV
2026-04-16,13:56:23.416312,1776340583.416312,s,140.109824,s,49.4,mV
2026-04-16,13:56:23.677561,1776340583.677561,s,140.371073,s,49.4,mV
2026-04-16,13:56:23.916630,1776340583.91663,s,140.610142,s,42.9,mV
2026-04-16,13:56:24.178006,1776340584.178006,s,140.871518,s,42.9,mV
2026-04-16,13:56:24.417088,1776340584.417088,s,141.1106,s,73.5,mV
2026-04-16,13:56:24.678307,1776340584.678307,s,141.371819,s,73.5,mV
2026-04-16,13:56:24.917514,1776340584.917514,s,141.611026,s,180.9,mV
2026-04-16,13:56:25.178553,1776340585.178553,s,141.872065,s,180.9,mV
2026-04-16,13:56:25.417869,1776340585.417869,s,142.111381,s,180.9,mV
2026-04-16,13:56:25.678910,1776340585.67891,s,142.372422,s,257.1,mV
2026-04-16,13:56:25.918114,1776340585.918114,s,142.611626,s,257.1,mV
2026-04-16,13:56:26.179454,1776340586.179454,s,142.872966,s,248.1,mV
2026-04-16,13:56:26.418589,1776340586.418589,s,143.112101,s,248.1,mV
2026-04-16,13:56:26.679822,1776340586.679822,s,143.373334,s,209.7,mV
2026-04-16,13:56:26.919028,1776340586.919028,s,143.61254,s,209.7,mV
2026-04-16,13:56:27.180204,1776340587.180204,s,143.873716,s,209.7,mV
2026-04-16,13:56:27.419470,1776340587.41947,s,144.112982,s,105.2,mV
2026-04-16,13:56:27.680540,1776340587.68054,s,144.374052,s,105.2,mV
2026-04-16,13:56:27.919915,1776340587.919915,s,144.613427,s,58.3,mV
2026-04-16,13:56:28.181040,1776340588.18104,s,144.874552,s,58.3,mV
2026-04-16,13:56:28.420417,1776340588.420417,s,145.113929,s,42.4,mV
2026-04-16,13:56:28.681390,1776340588.68139,s,145.374902,s,42.4,mV
2026-04-16,13:56:28.920760,1776340588.92076,s,145.614272,s,42.4,mV
2026-04-16,13:56:29.181861,1776340589.181861,s,145.875373,s,118.4,mV
2026-04-16,13:56:29.421304,1776340589.421304,s,146.114816,s,118.4,mV
2026-04-16,13:56:29.682192,1776340589.682192,s,146.375704,s,180.1,mV
2026-04-16,13:56:29.921559,1776340589.921559,s,146.615071,s,180.1,mV
2026-04-16,13:56:30.182726,1776340590.182726,s,146.876238,s,258.0,mV
2026-04-16,13:56:30.422017,1776340590.422017,s,147.115529,s,258.0,mV
2026-04-16,13:56:30.682951,1776340590.682951,s,147.376463,s,258.0,mV
2026-04-16,13:56:30.922439,1776340590.922439,s,147.615951,s,261.6,mV
2026-04-16,13:56:31.183401,1776340591.183401,s,147.876913,s,261.6,mV
2026-04-16,13:56:31.422743,1776340591.422743,s,148.116255,s,196.2,mV
2026-04-16,13:56:31.683761,1776340591.683761,s,148.377273,s,196.2,mV
2026-04-16,13:56:31.922950,1776340591.92295,s,148.616462,s,196.2,mV
2026-04-16,13:56:32.184257,1776340592.184257,s,148.877769,s,100.5,mV
2026-04-16,13:56:32.423251,1776340592.423251,s,149.116763,s,100.5,mV
2026-04-16,13:56:32.684614,1776340592.684614,s,149.378126,s,38.8,mV
2026-04-16,13:56:32.923745,1776340592.923745,s,149.617257,s,38.8,mV
2026-04-16,13:56:33.184883,1776340593.184883,s,149.878395,s,38.8,mV
2026-04-16,13:56:33.424003,1776340593.424003,s,150.117515,s,38.8,mV
2026-04-16,13:56:33.685215,1776340593.685215,s,150.378727,s,38.8,mV
2026-04-16,13:56:33.924522,1776340593.924522,s,150.618034,s,141.4,mV
2026-04-16,13:56:34.185541,1776340594.185541,s,150.879053,s,141.4,mV
2026-04-16,13:56:34.424968,1776340594.424968,s,151.11848,s,232.2,mV
2026-04-16,13:56:34.685846,1776340594.685846,s,151.379358,s,232.2,mV
2026-04-16,13:56:34.925468,1776340594.925468,s,151.61898,s,256.0,mV
2026-04-16,13:56:35.186059,1776340595.186059,s,151.879571,s,256.0,mV
2026-04-16,13:56:35.425810,1776340595.42581,s,152.119322,s,256.0,mV
2026-04-16,13:56:35.686466,1776340595.686466,s,152.379978,s,230.5,mV
2026-04-16,13:56:35.926304,1776340595.926304,s,152.619816,s,230.5,mV
2026-04-16,13:56:36.186949,1776340596.186949,s,152.880461,s,230.5,mV
2026-04-16,13:56:36.426793,1776340596.426793,s,153.120305,s,230.5,mV
2026-04-16,13:56:36.687375,1776340596.687375,s,153.380887,s,230.5,mV
2026-04-16,13:56:36.927240,1776340596.92724,s,153.620752,s,80.1,mV
2026-04-16,13:56:37.187808,1776340597.187808,s,153.88132,s,80.1,mV
2026-04-16,13:56:37.427703,1776340597.427703,s,154.121215,s,36.2,mV
2026-04-16,13:56:37.688025,1776340597.688025,s,154.381537,s,36.2,mV
2026-04-16,13:56:37.928175,1776340597.928175,s,154.621687,s,36.2,mV
2026-04-16,13:56:38.188452,1776340598.188452,s,154.881964,s,36.2,mV
2026-04-16,13:56:38.428674,1776340598.428674,s,155.122186,s,36.2,mV
2026-04-16,13:56:38.688761,1776340598.688761,s,155.382273,s,164.7,mV
2026-04-16,13:56:38.929142,1776340598.929142,s,155.622654,s,164.7,mV
2026-04-16,13:56:39.188939,1776340599.188939,s,155.882451,s,164.7,mV
2026-04-16,13:56:39.429570,1776340599.42957,s,156.123082,s,216.9,mV
2026-04-16,13:56:39.689247,1776340599.689247,s,156.382759,s,216.9,mV
2026-04-16,13:56:39.930034,1776340599.930034,s,156.623546,s,260.1,mV
2026-04-16,13:56:40.189555,1776340600.189555,s,156.883067,s,260.1,mV
2026-04-16,13:56:40.430458,1776340600.430458,s,157.12397,s,203.7,mV
2026-04-16,13:56:40.689858,1776340600.689858,s,157.38337,s,203.7,mV
2026-04-16,13:56:40.930851,1776340600.930851,s,157.624363,s,150.5,mV
2026-04-16,13:56:41.190347,1776340601.190347,s,157.883859,s,150.5,mV
2026-04-16,13:56:41.431283,1776340601.431283,s,158.124795,s,150.5,mV
2026-04-16,13:56:41.690829,1776340601.690829,s,158.384341,s,58.4,mV
2026-04-16,13:56:41.931742,1776340601.931742,s,158.625254,s,58.4,mV
2026-04-16,13:56:42.191314,1776340602.191314,s,158.884826,s,43.9,mV
2026-04-16,13:56:42.432149,1776340602.432149,s,159.125661,s,43.9,mV
2026-04-16,13:56:42.691782,1776340602.691782,s,159.385294,s,43.9,mV
2026-04-16,13:56:42.932521,1776340602.932521,s,159.626033,s,71.9,mV
2026-04-16,13:56:43.192292,1776340603.192292,s,159.885804,s,71.9,mV
2026-04-16,13:56:43.432978,1776340603.432978,s,160.12649,s,168.0,mV
2026-04-16,13:56:43.692804,1776340603.692804,s,160.386316,s,168.0,mV
2026-04-16,13:56:43.933423,1776340603.933423,s,160.626935,s,168.0,mV
2026-04-16,13:56:44.193301,1776340604.193301,s,160.886813,s,258.2,mV
2026-04-16,13:56:44.433885,1776340604.433885,s,161.127397,s,258.2,mV
2026-04-16,13:56:44.693821,1776340604.693821,s,161.387333,s,272.7,mV
2026-04-16,13:56:44.934158,1776340604.934158,s,161.62767,s,272.7,mV
2026-04-16,13:56:45.194314,1776340605.194314,s,161.887826,s,228.8,mV
2026-04-16,13:56:45.434652,1776340605.434652,s,162.128164,s,228.8,mV
2026-04-16,13:56:45.694854,1776340605.694854,s,162.388366,s,228.8,mV
2026-04-16,13:56:45.935126,1776340605.935126,s,162.628638,s,122.2,mV
2026-04-16,13:56:46.195301,1776340606.195301,s,162.888813,s,122.2,mV
2026-04-16,13:56:46.435528,1776340606.435528,s,163.12904,s,67.7,mV
2026-04-16,13:56:46.695820,1776340606.69582,s,163.389332,s,67.7,mV
2026-04-16,13:56:46.935879,1776340606.935879,s,163.629391,s,35.2,mV
2026-04-16,13:56:47.196242,1776340607.196242,s,163.889754,s,35.2,mV
2026-04-16,13:56:47.436102,1776340607.436102,s,164.129614,s,35.2,mV
2026-04-16,13:56:47.696726,1776340607.696726,s,164.390238,s,91.0,mV
2026-04-16,13:56:47.936366,1776340607.936366,s,164.629878,s,91.0,mV
2026-04-16,13:56:48.197208,1776340608.197208,s,164.89072,s,148.6,mV
2026-04-16,13:56:48.436692,1776340608.436692,s,165.130204,s,148.6,mV
2026-04-16,13:56:48.697653,1776340608.697653,s,165.391165,s,148.6,mV
2026-04-16,13:56:48.937243,1776340608.937243,s,165.630755,s,247.6,mV
2026-04-16,13:56:49.198209,1776340609.198209,s,165.891721,s,247.6,mV
2026-04-16,13:56:49.437691,1776340609.437691,s,166.131203,s,254.9,mV
2026-04-16,13:56:49.698708,1776340609.698708,s,166.39222,s,254.9,mV
2026-04-16,13:56:49.938134,1776340609.938134,s,166.631646,s,224.4,mV
2026-04-16,13:56:50.199215,1776340610.199215,s,166.892727,s,224.4,mV
2026-04-16,13:56:50.438785,1776340610.438785,s,167.132297,s,224.4,mV
2026-04-16,13:56:50.699644,1776340610.699644,s,167.393156,s,119.7,mV
2026-04-16,13:56:50.939221,1776340610.939221,s,167.632733,s,119.7,mV
2026-04-16,13:56:51.200099,1776340611.200099,s,167.893611,s,44.6,mV
2026-04-16,13:56:51.439720,1776340611.43972,s,168.133232,s,44.6,mV
2026-04-16,13:56:51.700486,1776340611.700486,s,168.393998,s,44.6,mV
2026-04-16,13:56:51.939995,1776340611.939995,s,168.633507,s,35.0,mV
2026-04-16,13:56:52.200900,1776340612.2009,s,168.894412,s,35.0,mV
2026-04-16,13:56:52.440421,1776340612.440421,s,169.133933,s,35.0,mV
2026-04-16,13:56:52.701400,1776340612.7014,s,169.394912,s,88.3,mV
2026-04-16,13:56:52.940913,1776340612.940913,s,169.634425,s,88.3,mV
2026-04-16,13:56:53.201855,1776340613.201855,s,169.895367,s,189.4,mV
2026-04-16,13:56:53.441391,1776340613.441391,s,170.134903,s,189.4,mV
2026-04-16,13:56:53.702245,1776340613.702245,s,170.395757,s,256.6,mV
2026-04-16,13:56:53.941908,1776340613.941908,s,170.63542,s,256.6,mV
2026-04-16,13:56:54.202654,1776340614.202654,s,170.896166,s,260.8,mV
2026-04-16,13:56:54.442358,1776340614.442358,s,171.13587,s,260.8,mV
2026-04-16,13:56:54.702947,1776340614.702947,s,171.396459,s,203.6,mV
2026-04-16,13:56:54.942873,1776340614.942873,s,171.636385,s,203.6,mV
2026-04-16,13:56:55.203262,1776340615.203262,s,171.896774,s,203.6,mV
2026-04-16,13:56:55.443321,1776340615.443321,s,172.136833,s,107.9,mV
2026-04-16,13:56:55.703579,1776340615.703579,s,172.397091,s,107.9,mV
2026-04-16,13:56:55.943779,1776340615.943779,s,172.637291,s,68.5,mV
2026-04-16,13:56:56.203865,1776340616.203865,s,172.897377,s,68.5,mV
2026-04-16,13:56:56.444237,1776340616.444237,s,173.137749,s,33.8,mV
2026-04-16,13:56:56.704099,1776340616.704099,s,173.397611,s,33.8,mV
2026-04-16,13:56:56.944641,1776340616.944641,s,173.638153,s,33.8,mV
