Date,Time,Time since 1970-01-01T00:00:00Z,,Time since start of measurement,,F,
2026-05-12,15:25:15.975962,1778592315.975962,s,91.324261,s,13201,
2026-05-12,15:25:16.226985,1778592316.226985,s,91.575284,s,13211,
2026-05-12,15:25:16.476485,1778592316.476485,s,91.824784,s,13232,
2026-05-12,15:25:16.727399,1778592316.727399,s,92.075698,s,13239,
2026-05-12,15:25:16.976853,1778592316.976853,s,92.325152,s,13267,
2026-05-12,15:25:17.227786,1778592317.227786,s,92.576085,s,13270,
2026-05-12,15:25:17.477312,1778592317.477312,s,92.825611,s,13288,
2026-05-12,15:25:17.728203,1778592317.728203,s,93.076502,s,13305,
2026-05-12,15:25:17.977837,1778592317.977837,s,93.326136,s,13315,
2026-05-12,15:25:18.228474,1778592318.228474,s,93.576773,s,13335,
2026-05-12,15:25:18.478361,1778592318.478361,s,93.82666,s,13357,
2026-05-12,15:25:18.728794,1778592318.728794,s,94.077093,s,13377,
2026-05-12,15:25:18.978835,1778592318.978835,s,94.327134,s,13376,
2026-05-12,15:25:19.229123,1778592319.229123,s,94.577422,s,13400,
2026-05-12,15:25:19.479386,1778592319.479386,s,94.827685,s,13416,
2026-05-12,15:25:19.729452,1778592319.729452,s,95.077751,s,13428,
2026-05-12,15:25:19.979817,1778592319.979817,s,95.328116,s,13436,
2026-05-12,15:25:20.229674,1778592320.229674,s,95.577973,s,13449,
2026-05-12,15:25:20.480269,1778592320.480269,s,95.828568,s,13466,
2026-05-12,15:25:20.730001,1778592320.730001,s,96.0783,s,13478,
2026-05-12,15:25:20.980681,1778592320.980681,s,96.32898,s,13494,
2026-05-12,15:25:21.230391,1778592321.230391,s,96.57869,s,13513,
2026-05-12,15:25:21.481166,1778592321.481166,s,96.829465,s,13519,
2026-05-12,15:25:21.730629,1778592321.730629,s,97.078928,s,13536,
2026-05-12,15:25:21.981467,1778592321.981467,s,97.329766,s,13547,
2026-05-12,15:25:22.231118,1778592322.231118,s,97.579417,s,13578,
2026-05-12,15:25:22.481955,1778592322.481955,s,97.830254,s,13568,
2026-05-12,15:25:22.731658,1778592322.731658,s,98.079957,s,13594,
2026-05-12,15:25:22.982457,1778592322.982457,s,98.330756,s,13588,
2026-05-12,15:25:23.232195,1778592323.232195,s,98.580494,s,13620,
2026-05-12,15:25:23.482892,1778592323.482892,s,98.831191,s,13630,
2026-05-12,15:25:23.732706,1778592323.732706,s,99.081005,s,13649,
2026-05-12,15:25:23.983244,1778592323.983244,s,99.331543,s,13656,
2026-05-12,15:25:24.233170,1778592324.23317,s,99.581469,s,13678,
2026-05-12,15:25:24.483534,1778592324.483534,s,99.831833,s,13684,
2026-05-12,15:25:24.733646,1778592324.733646,s,100.081945,s,13702,
2026-05-12,15:25:24.984139,1778592324.984139,s,100.332438,s,13712,
2026-05-12,15:25:25.234131,1778592325.234131,s,100.58243,s,13725,
2026-05-12,15:25:25.484463,1778592325.484463,s,100.832762,s,13735,
2026-05-12,15:25:25.734385,1778592325.734385,s,101.082684,s,13754,
2026-05-12,15:25:25.984701,1778592325.984701,s,101.333,s,13775,
2026-05-12,15:25:26.234895,1778592326.234895,s,101.583194,s,13793,
2026-05-12,15:25:26.485041,1778592326.485041,s,101.83334,s,13795,
2026-05-12,15:25:26.735439,1778592326.735439,s,102.083738,s,13811,
2026-05-12,15:25:26.985384,1778592326.985384,s,102.333683,s,13838,
2026-05-12,15:25:27.235944,1778592327.235944,s,102.584243,s,13842,
2026-05-12,15:25:27.485633,1778592327.485633,s,102.833932,s,13852,
2026-05-12,15:25:27.736475,1778592327.736475,s,103.084774,s,13862,
2026-05-12,15:25:27.985963,1778592327.985963,s,103.334262,s,13878,
2026-05-12,15:25:28.236930,1778592328.23693,s,103.585229,s,13882,
2026-05-12,15:25:28.486331,1778592328.486331,s,103.83463,s,13903,
2026-05-12,15:25:28.737409,1778592328.737409,s,104.085708,s,13919,
2026-05-12,15:25:28.986622,1778592328.986622,s,104.334921,s,13926,
2026-05-12,15:25:29.237866,1778592329.237866,s,104.586165,s,13943,
2026-05-12,15:25:29.486926,1778592329.486926,s,104.835225,s,13960,
2026-05-12,15:25:29.738373,1778592329.738373,s,105.086672,s,13972,
2026-05-12,15:25:29.987458,1778592329.987458,s,105.335757,s,13980,
2026-05-12,15:25:30.238829,1778592330.238829,s,105.587128,s,13999,
2026-05-12,15:25:30.487958,1778592330.487958,s,105.836257,s,14014,
2026-05-12,15:25:30.739254,1778592330.739254,s,106.087553,s,14023,
2026-05-12,15:25:30.988449,1778592330.988449,s,106.336748,s,14034,
2026-05-12,15:25:31.239705,1778592331.239705,s,106.588004,s,14052,
2026-05-12,15:25:31.488963,1778592331.488963,s,106.837262,s,14050,
2026-05-12,15:25:31.740113,1778592331.740113,s,107.088412,s,14075,
2026-05-12,15:25:31.989485,1778592331.989485,s,107.337784,s,14083,
2026-05-12,15:25:32.240534,1778592332.240534,s,107.588833,s,14103,
2026-05-12,15:25:32.489972,1778592332.489972,s,107.838271,s,14107,
2026-05-12,15:25:32.740855,1778592332.740855,s,108.089154,s,14123,
2026-05-12,15:25:32.990482,1778592332.990482,s,108.338781,s,14129,
2026-05-12,15:25:33.241184,1778592333.241184,s,108.589483,s,14155,
2026-05-12,15:25:33.490979,1778592333.490979,s,108.839278,s,14152,
2026-05-12,15:25:33.741506,1778592333.741506,s,109.089805,s,14169,
2026-05-12,15:25:33.991493,1778592333.991493,s,109.339792,s,14176,
2026-05-12,15:25:34.241831,1778592334.241831,s,109.59013,s,14200,
2026-05-12,15:25:34.491992,1778592334.491992,s,109.840291,s,14215,
2026-05-12,15:25:34.742160,1778592334.74216,s,110.090459,s,14232,
2026-05-12,15:25:34.992465,1778592334.992465,s,110.340764,s,14228,
2026-05-12,15:25:35.242486,1778592335.242486,s,110.590785,s,14244,
2026-05-12,15:25:35.492910,1778592335.49291,s,110.841209,s,14253,
2026-05-12,15:25:35.742751,1778592335.742751,s,111.09105,s,14271,
2026-05-12,15:25:35.993397,1778592335.993397,s,111.341696,s,14277,
2026-05-12,15:25:36.243017,1778592336.243017,s,111.591316,s,14301,
2026-05-12,15:25:36.493880,1778592336.49388,s,111.842179,s,14297,
2026-05-12,15:25:36.743533,1778592336.743533,s,112.091832,s,14314,
2026-05-12,15:25:36.994361,1778592336.994361,s,112.34266,s,14329,
2026-05-12,15:25:37.244015,1778592337.244015,s,112.592314,s,14351,
2026-05-12,15:25:37.494869,1778592337.494869,s,112.843168,s,14351,
2026-05-12,15:25:37.744569,1778592337.744569,s,113.092868,s,14370,
2026-05-12,15:25:37.995325,1778592337.995325,s,113.343624,s,14384,
2026-05-12,15:25:38.244864,1778592338.244864,s,113.593163,s,14394,
2026-05-12,15:25:38.495772,1778592338.495772,s,113.844071,s,14406,
2026-05-12,15:25:38.745379,1778592338.745379,s,114.093678,s,14411,
2026-05-12,15:25:38.996196,1778592338.996196,s,114.344495,s,14430,
2026-05-12,15:25:39.245826,1778592339.245826,s,114.594125,s,14437,
2026-05-12,15:25:39.496614,1778592339.496614,s,114.844913,s,14454,
2026-05-12,15:25:39.746366,1778592339.746366,s,115.094665,s,14461,
2026-05-12,15:25:39.996948,1778592339.996948,s,115.345247,s,14474,
2026-05-12,15:25:40.246904,1778592340.246904,s,115.595203,s,14486,
2026-05-12,15:25:40.497275,1778592340.497275,s,115.845574,s,14508,
2026-05-12,15:25:40.747435,1778592340.747435,s,116.095734,s,14517,
2026-05-12,15:25:40.997604,1778592340.997604,s,116.345903,s,14526,
2026-05-12,15:25:41.247933,1778592341.247933,s,116.596232,s,14539,
2026-05-12,15:25:41.497984,1778592341.497984,s,116.846283,s,14557,
2026-05-12,15:25:41.748431,1778592341.748431,s,117.09673,s,14566,
2026-05-12,15:25:41.998319,1778592341.998319,s,117.346618,s,14575,
2026-05-12,15:25:42.248946,1778592342.248946,s,117.597245,s,14590,
2026-05-12,15:25:42.498548,1778592342.498548,s,117.846847,s,14599,
2026-05-12,15:25:42.749462,1778592342.749462,s,118.097761,s,14608,
2026-05-12,15:25:42.998785,1778592342.998785,s,118.347084,s,14618,
2026-05-12,15:25:43.249948,1778592343.249948,s,118.598247,s,14646,
2026-05-12,15:25:43.499059,1778592343.499059,s,118.847358,s,14642,
2026-05-12,15:25:43.750416,1778592343.750416,s,119.098715,s,14657,
2026-05-12,15:25:43.999293,1778592343.999293,s,119.347592,s,14674,
2026-05-12,15:25:44.250914,1778592344.250914,s,119.599213,s,14680,
2026-05-12,15:25:44.499828,1778592344.499828,s,119.848127,s,14688,
2026-05-12,15:25:44.751414,1778592344.751414,s,120.099713,s,14708,
2026-05-12,15:25:45.000337,1778592345.000337,s,120.348636,s,14709,
2026-05-12,15:25:45.251873,1778592345.251873,s,120.600172,s,14727,
2026-05-12,15:25:45.500809,1778592345.500809,s,120.849108,s,14737,
2026-05-12,15:25:45.752311,1778592345.752311,s,121.10061,s,14758,
2026-05-12,15:25:46.001155,1778592346.001155,s,121.349454,s,14748,
2026-05-12,15:25:46.252771,1778592346.252771,s,121.60107,s,14775,
2026-05-12,15:25:46.501615,1778592346.501615,s,121.849914,s,14782,
2026-05-12,15:25:46.753152,1778592346.753152,s,122.101451,s,14795,
2026-05-12,15:25:47.002062,1778592347.002062,s,122.350361,s,14796,
2026-05-12,15:25:47.253470,1778592347.25347,s,122.601769,s,14822,
2026-05-12,15:25:47.502563,1778592347.502563,s,122.850862,s,14814,
2026-05-12,15:25:47.753702,1778592347.753702,s,123.102001,s,14845,
2026-05-12,15:25:48.003036,1778592348.003036,s,123.351335,s,14850,
2026-05-12,15:25:48.254047,1778592348.254047,s,123.602346,s,14866,
2026-05-12,15:25:48.503612,1778592348.503612,s,123.851911,s,14876,
2026-05-12,15:25:48.754382,1778592348.754382,s,124.102681,s,14883,
2026-05-12,15:25:49.004091,1778592349.004091,s,124.35239,s,14902,
2026-05-12,15:25:49.254632,1778592349.254632,s,124.602931,s,14901,
2026-05-12,15:25:49.504600,1778592349.5046,s,124.852899,s,14922,
2026-05-12,15:25:49.754954,1778592349.754954,s,125.103253,s,14931,
2026-05-12,15:25:50.005106,1778592350.005106,s,125.353405,s,14935,
2026-05-12,15:25:50.255196,1778592350.255196,s,125.603495,s,14944,
2026-05-12,15:25:50.505601,1778592350.505601,s,125.8539,s,14966,
2026-05-12,15:25:50.755503,1778592350.755503,s,126.103802,s,14977,
2026-05-12,15:25:51.006075,1778592351.006075,s,126.354374,s,14983,
2026-05-12,15:25:51.255780,1778592351.25578,s,126.604079,s,14994,
2026-05-12,15:25:51.506615,1778592351.506615,s,126.854914,s,15014,
2026-05-12,15:25:51.756285,1778592351.756285,s,127.104584,s,15010,
2026-05-12,15:25:52.007061,1778592352.007061,s,127.35536,s,15026,
2026-05-12,15:25:52.256880,1778592352.25688,s,127.605179,s,15039,
2026-05-12,15:25:52.507465,1778592352.507465,s,127.855764,s,15055,
2026-05-12,15:25:52.757423,1778592352.757423,s,128.105722,s,15051,
2026-05-12,15:25:53.007883,1778592353.007883,s,128.356182,s,15074,
2026-05-12,15:25:53.257941,1778592353.257941,s,128.60624,s,15081,
2026-05-12,15:25:53.508279,1778592353.508279,s,128.856578,s,15085,
2026-05-12,15:25:53.758467,1778592353.758467,s,129.106766,s,15106,
2026-05-12,15:25:54.008702,1778592354.008702,s,129.357001,s,15116,
2026-05-12,15:25:54.258997,1778592354.258997,s,129.607296,s,15129,
2026-05-12,15:25:54.509114,1778592354.509114,s,129.857413,s,15135,
2026-05-12,15:25:54.759532,1778592354.759532,s,130.107831,s,15153,
2026-05-12,15:25:55.009532,1778592355.009532,s,130.357831,s,15159,
2026-05-12,15:25:55.260062,1778592355.260062,s,130.608361,s,15174,
2026-05-12,15:25:55.509861,1778592355.509861,s,130.85816,s,15178,
2026-05-12,15:25:55.760574,1778592355.760574,s,131.108873,s,15194,
2026-05-12,15:25:56.010221,1778592356.010221,s,131.35852,s,15196,
2026-05-12,15:25:56.261115,1778592356.261115,s,131.609414,s,15208,
2026-05-12,15:25:56.510478,1778592356.510478,s,131.858777,s,15214,
2026-05-12,15:25:56.761644,1778592356.761644,s,132.109943,s,15241,
2026-05-12,15:25:57.010733,1778592357.010733,s,132.359032,s,15237,
2026-05-12,15:25:57.262142,1778592357.262142,s,132.610441,s,15265,
2026-05-12,15:25:57.511052,1778592357.511052,s,132.859351,s,15266,
2026-05-12,15:25:57.762495,1778592357.762495,s,133.110794,s,15269,
2026-05-12,15:25:58.011376,1778592358.011376,s,133.359675,s,15284,
2026-05-12,15:25:58.262964,1778592358.262964,s,133.611263,s,15296,
2026-05-12,15:25:58.511599,1778592358.511599,s,133.859898,s,15294,
2026-05-12,15:25:58.763509,1778592358.763509,s,134.111808,s,15317,
2026-05-12,15:25:59.011983,1778592359.011983,s,134.360282,s,15322,
2026-05-12,15:25:59.264018,1778592359.264018,s,134.612317,s,15340,
2026-05-12,15:25:59.512458,1778592359.512458,s,134.860757,s,15335,
2026-05-12,15:25:59.764448,1778592359.764448,s,135.112747,s,15354,
2026-05-12,15:26:00.012690,1778592360.01269,s,135.360989,s,15364,
2026-05-12,15:26:00.264874,1778592360.264874,s,135.613173,s,15373,
2026-05-12,15:26:00.513154,1778592360.513154,s,135.861453,s,15382,
2026-05-12,15:26:00.765291,1778592360.765291,s,136.11359,s,15397,
2026-05-12,15:26:01.013599,1778592361.013599,s,136.361898,s,15401,
2026-05-12,15:26:01.265721,1778592361.265721,s,136.61402,s,15413,
2026-05-12,15:26:01.514142,1778592361.514142,s,136.862441,s,15428,
2026-05-12,15:26:01.766149,1778592361.766149,s,137.114448,s,15442,
2026-05-12,15:26:02.014658,1778592362.014658,s,137.362957,s,15443,
2026-05-12,15:26:02.266569,1778592362.266569,s,137.614868,s,15457,
2026-05-12,15:26:02.515176,1778592362.515176,s,137.863475,s,15466,
2026-05-12,15:26:02.767004,1778592362.767004,s,138.115303,s,15481,
2026-05-12,15:26:03.015677,1778592363.015677,s,138.363976,s,15495,
2026-05-12,15:26:03.267428,1778592363.267428,s,138.615727,s,15495,
2026-05-12,15:26:03.516150,1778592363.51615,s,138.864449,s,15503,
2026-05-12,15:26:03.767682,1778592363.767682,s,139.115981,s,15508,
2026-05-12,15:26:04.016650,1778592364.01665,s,139.364949,s,15528,
2026-05-12,15:26:04.268014,1778592364.268014,s,139.616313,s,15536,
2026-05-12,15:26:04.517096,1778592364.517096,s,139.865395,s,15540,
2026-05-12,15:26:04.768354,1778592364.768354,s,140.116653,s,15557,
2026-05-12,15:26:05.017594,1778592365.017594,s,140.365893,s,15559,
2026-05-12,15:26:05.268783,1778592365.268783,s,140.617082,s,15575,
2026-05-12,15:26:05.518084,1778592365.518084,s,140.866383,s,15584,
2026-05-12,15:26:05.769091,1778592365.769091,s,141.11739,s,15601,
2026-05-12,15:26:06.018602,1778592366.018602,s,141.366901,s,15609,
2026-05-12,15:26:06.269421,1778592366.269421,s,141.61772,s,15620,
2026-05-12,15:26:06.519013,1778592366.519013,s,141.867312,s,15626,
2026-05-12,15:26:06.769625,1778592366.769625,s,142.117924,s,15637,
2026-05-12,15:26:07.019486,1778592367.019486,s,142.367785,s,15639,
2026-05-12,15:26:07.270054,1778592367.270054,s,142.618353,s,15651,
2026-05-12,15:26:07.519981,1778592367.519981,s,142.86828,s,15663,
2026-05-12,15:26:07.770527,1778592367.770527,s,143.118826,s,15684,
2026-05-12,15:26:08.020415,1778592368.020415,s,143.368714,s,15680,
2026-05-12,15:26:08.270895,1778592368.270895,s,143.619194,s,15693,
2026-05-12,15:26:08.520840,1778592368.52084,s,143.869139,s,15704,
2026-05-12,15:26:08.771238,1778592368.771238,s,144.119537,s,15717,
2026-05-12,15:26:09.021264,1778592369.021264,s,144.369563,s,15715,
2026-05-12,15:26:09.271496,1778592369.271496,s,144.619795,s,15735,
2026-05-12,15:26:09.521694,1778592369.521694,s,144.869993,s,15735,
2026-05-12,15:26:09.771747,1778592369.771747,s,145.120046,s,15742,
2026-05-12,15:26:10.022117,1778592370.022117,s,145.370416,s,15754,
2026-05-12,15:26:10.272292,1778592370.272292,s,145.620591,s,15776,
2026-05-12,15:26:10.522358,1778592370.522358,s,145.870657,s,15770,
2026-05-12,15:26:10.772864,1778592370.772864,s,146.121163,s,15788,
2026-05-12,15:26:11.022589,1778592371.022589,s,146.370888,s,15799,
2026-05-12,15:26:11.273325,1778592371.273325,s,146.621624,s,15809,
2026-05-12,15:26:11.522908,1778592371.522908,s,146.871207,s,15812,
2026-05-12,15:26:11.773819,1778592371.773819,s,147.122118,s,15824,
2026-05-12,15:26:12.023236,1778592372.023236,s,147.371535,s,15832,
2026-05-12,15:26:12.274366,1778592372.274366,s,147.622665,s,15848,
2026-05-12,15:26:12.523543,1778592372.523543,s,147.871842,s,15850,
2026-05-12,15:26:12.774848,1778592372.774848,s,148.123147,s,15863,
2026-05-12,15:26:13.023882,1778592373.023882,s,148.372181,s,15867,
2026-05-12,15:26:13.275396,1778592373.275396,s,148.623695,s,15881,
2026-05-12,15:26:13.524209,1778592373.524209,s,148.872508,s,15891,
2026-05-12,15:26:13.775956,1778592373.775956,s,149.124255,s,15904,
2026-05-12,15:26:14.024468,1778592374.024468,s,149.372767,s,15906,
2026-05-12,15:26:14.276448,1778592374.276448,s,149.624747,s,15920,
2026-05-12,15:26:14.524905,1778592374.524905,s,149.873204,s,15940,
2026-05-12,15:26:14.776919,1778592374.776919,s,150.125218,s,15933,
2026-05-12,15:26:15.025376,1778592375.025376,s,150.373675,s,15944,
2026-05-12,15:26:15.277375,1778592375.277375,s,150.625674,s,15954,
2026-05-12,15:26:15.525887,1778592375.525887,s,150.874186,s,15965,
2026-05-12,15:26:15.777821,1778592375.777821,s,151.12612,s,15968,
2026-05-12,15:26:16.026421,1778592376.026421,s,151.37472,s,15987,
2026-05-12,15:26:16.278268,1778592376.278268,s,151.626567,s,15993,
2026-05-12,15:26:16.526674,1778592376.526674,s,151.874973,s,16001,
2026-05-12,15:26:16.778722,1778592376.778722,s,152.127021,s,16008,
2026-05-12,15:26:17.027205,1778592377.027205,s,152.375504,s,16028,
2026-05-12,15:26:17.279142,1778592377.279142,s,152.627441,s,16038,
2026-05-12,15:26:17.527735,1778592377.527735,s,152.876034,s,16038,
2026-05-12,15:26:17.779568,1778592377.779568,s,153.127867,s,16041,
2026-05-12,15:26:18.028278,1778592378.028278,s,153.376577,s,16061,
2026-05-12,15:26:18.279914,1778592378.279914,s,153.628213,s,16059,
2026-05-12,15:26:18.528841,1778592378.528841,s,153.87714,s,16077,
2026-05-12,15:26:18.780235,1778592378.780235,s,154.128534,s,16084,
2026-05-12,15:26:19.029386,1778592379.029386,s,154.377685,s,16083,
2026-05-12,15:26:19.280536,1778592379.280536,s,154.628835,s,16100,
2026-05-12,15:26:19.529922,1778592379.529922,s,154.878221,s,16118,
2026-05-12,15:26:19.780864,1778592379.780864,s,155.129163,s,16124,
2026-05-12,15:26:20.030425,1778592380.030425,s,155.378724,s,16118,
2026-05-12,15:26:20.281204,1778592380.281204,s,155.629503,s,16143,
2026-05-12,15:26:20.530930,1778592380.53093,s,155.879229,s,16148,
2026-05-12,15:26:20.781534,1778592380.781534,s,156.129833,s,16155,
2026-05-12,15:26:21.031456,1778592381.031456,s,156.379755,s,16153,
2026-05-12,15:26:21.281812,1778592381.281812,s,156.630111,s,16169,
2026-05-12,15:26:21.531899,1778592381.531899,s,156.880198,s,16176,
2026-05-12,15:26:21.782063,1778592381.782063,s,157.130362,s,16186,
2026-05-12,15:26:22.032441,1778592382.032441,s,157.38074,s,16194,
2026-05-12,15:26:22.282366,1778592382.282366,s,157.630665,s,16210,
2026-05-12,15:26:22.532703,1778592382.532703,s,157.881002,s,16220,
2026-05-12,15:26:22.782888,1778592382.782888,s,158.131187,s,16226,
2026-05-12,15:26:23.033087,1778592383.033087,s,158.381386,s,16227,
2026-05-12,15:26:23.283266,1778592383.283266,s,158.631565,s,16236,
2026-05-12,15:26:23.533488,1778592383.533488,s,158.881787,s,16249,
2026-05-12,15:26:23.783690,1778592383.78369,s,159.131989,s,16257,
2026-05-12,15:26:24.033900,1778592384.0339,s,159.382199,s,16264,
2026-05-12,15:26:24.284221,1778592384.284221,s,159.63252,s,16266,
2026-05-12,15:26:24.534365,1778592384.534365,s,159.882664,s,16280,
2026-05-12,15:26:24.784728,1778592384.784728,s,160.133027,s,16292,
2026-05-12,15:26:25.034611,1778592385.034611,s,160.38291,s,16298,
2026-05-12,15:26:25.285257,1778592385.285257,s,160.633556,s,16305,
2026-05-12,15:26:25.534997,1778592385.534997,s,160.883296,s,16313,
2026-05-12,15:26:25.785762,1778592385.785762,s,161.134061,s,16325,
2026-05-12,15:26:26.035321,1778592386.035321,s,161.38362,s,16329,
2026-05-12,15:26:26.286185,1778592386.286185,s,161.634484,s,16334,
2026-05-12,15:26:26.535584,1778592386.535584,s,161.883883,s,16341,
2026-05-12,15:26:26.786678,1778592386.786678,s,162.134977,s,16345,
2026-05-12,15:26:27.035922,1778592387.035922,s,162.384221,s,16357,
2026-05-12,15:26:27.287201,1778592387.287201,s,162.6355,s,16362,
2026-05-12,15:26:27.536268,1778592387.536268,s,162.884567,s,16383,
2026-05-12,15:26:27.787737,1778592387.787737,s,163.136036,s,16379,
2026-05-12,15:26:28.036538,1778592388.036538,s,163.384837,s,16389,
2026-05-12,15:26:28.288253,1778592388.288253,s,163.636552,s,16394,
2026-05-12,15:26:28.536876,1778592388.536876,s,163.885175,s,16401,
2026-05-12,15:26:28.788821,1778592388.788821,s,164.13712,s,16405,
2026-05-12,15:26:29.037231,1778592389.037231,s,164.38553,s,16422,
2026-05-12,15:26:29.289360,1778592389.28936,s,164.637659,s,16430,
2026-05-12,15:26:29.537462,1778592389.537462,s,164.885761,s,16434,
2026-05-12,15:26:29.789882,1778592389.789882,s,165.138181,s,16451,
2026-05-12,15:26:30.037808,1778592390.037808,s,165.386107,s,16477,
2026-05-12,15:26:30.290370,1778592390.29037,s,165.638669,s,16477,
2026-05-12,15:26:30.538308,1778592390.538308,s,165.886607,s,16470,
2026-05-12,15:26:30.790879,1778592390.790879,s,166.139178,s,16483,
2026-05-12,15:26:31.038789,1778592391.038789,s,166.387088,s,16486,
2026-05-12,15:26:31.291335,1778592391.291335,s,166.639634,s,16490,
2026-05-12,15:26:31.539305,1778592391.539305,s,166.887604,s,16498,
2026-05-12,15:26:31.791810,1778592391.79181,s,167.140109,s,16514,
2026-05-12,15:26:32.039798,1778592392.039798,s,167.388097,s,16515,
2026-05-12,15:26:32.292299,1778592392.292299,s,167.640598,s,16526,
2026-05-12,15:26:32.540280,1778592392.54028,s,167.888579,s,16532,
2026-05-12,15:26:32.792749,1778592392.792749,s,168.141048,s,16533,
2026-05-12,15:26:33.040785,1778592393.040785,s,168.389084,s,16537,
2026-05-12,15:26:33.293184,1778592393.293184,s,168.641483,s,16559,
2026-05-12,15:26:33.541310,1778592393.54131,s,168.889609,s,16565,
2026-05-12,15:26:33.793482,1778592393.793482,s,169.141781,s,16565,
2026-05-12,15:26:34.041846,1778592394.041846,s,169.390145,s,16578,
2026-05-12,15:26:34.293741,1778592394.293741,s,169.64204,s,16582,
2026-05-12,15:26:34.542318,1778592394.542318,s,169.890617,s,16582,
2026-05-12,15:26:34.794067,1778592394.794067,s,170.142366,s,16604,
2026-05-12,15:26:35.042667,1778592395.042667,s,170.390966,s,16613,
2026-05-12,15:26:35.294404,1778592395.294404,s,170.642703,s,16609,
2026-05-12,15:26:35.543193,1778592395.543193,s,170.891492,s,16623,
2026-05-12,15:26:35.794671,1778592395.794671,s,171.14297,s,16634,
2026-05-12,15:26:36.043651,1778592396.043651,s,171.39195,s,16644,
2026-05-12,15:26:36.294872,1778592396.294872,s,171.643171,s,16643,
2026-05-12,15:26:36.544228,1778592396.544228,s,171.892527,s,16650,
2026-05-12,15:26:36.795066,1778592396.795066,s,172.143365,s,16665,
2026-05-12,15:26:37.044736,1778592397.044736,s,172.393035,s,16667,
2026-05-12,15:26:37.295490,1778592397.29549,s,172.643789,s,16673,
2026-05-12,15:26:37.545288,1778592397.545288,s,172.893587,s,16685,
2026-05-12,15:26:37.796040,1778592397.79604,s,173.144339,s,16689,
2026-05-12,15:26:38.045748,1778592398.045748,s,173.394047,s,16696,
2026-05-12,15:26:38.296588,1778592398.296588,s,173.644887,s,16698,
2026-05-12,15:26:38.546176,1778592398.546176,s,173.894475,s,16717,
2026-05-12,15:26:38.797139,1778592398.797139,s,174.145438,s,16707,
2026-05-12,15:26:39.046606,1778592399.046606,s,174.394905,s,16723,
2026-05-12,15:26:39.297647,1778592399.297647,s,174.645946,s,16733,
2026-05-12,15:26:39.547049,1778592399.547049,s,174.895348,s,16740,
2026-05-12,15:26:39.798169,1778592399.798169,s,175.146468,s,16743,
2026-05-12,15:26:40.047403,1778592400.047403,s,175.395702,s,16757,
2026-05-12,15:26:40.298598,1778592400.298598,s,175.646897,s,16764,
2026-05-12,15:26:40.547645,1778592400.547645,s,175.895944,s,16766,
2026-05-12,15:26:40.799069,1778592400.799069,s,176.147368,s,16775,
2026-05-12,15:26:41.047988,1778592401.047988,s,176.396287,s,16788,
2026-05-12,15:26:41.299606,1778592401.299606,s,176.647905,s,16781,
2026-05-12,15:26:41.548332,1778592401.548332,s,176.896631,s,16798,
2026-05-12,15:26:41.800098,1778592401.800098,s,177.148397,s,16809,
2026-05-12,15:26:42.048600,1778592402.0486,s,177.396899,s,16808,
2026-05-12,15:26:42.300612,1778592402.300612,s,177.648911,s,16820,
2026-05-12,15:26:42.548944,1778592402.548944,s,177.897243,s,16827,
2026-05-12,15:26:42.800897,1778592402.800897,s,178.149196,s,16845,
2026-05-12,15:26:43.049318,1778592403.049318,s,178.397617,s,16832,
2026-05-12,15:26:43.301406,1778592403.301406,s,178.649705,s,16849,
2026-05-12,15:26:43.549604,1778592403.549604,s,178.897903,s,16855,
2026-05-12,15:26:43.801924,1778592403.801924,s,179.150223,s,16860,
2026-05-12,15:26:44.050069,1778592404.050069,s,179.398368,s,16860,
2026-05-12,15:26:44.302393,1778592404.302393,s,179.650692,s,16880,
2026-05-12,15:26:44.550561,1778592404.550561,s,179.89886,s,16889,
2026-05-12,15:26:44.802899,1778592404.802899,s,180.151198,s,16891,
2026-05-12,15:26:45.051053,1778592405.051053,s,180.399352,s,16906,
2026-05-12,15:26:45.303373,1778592405.303373,s,180.651672,s,16913,
2026-05-12,15:26:45.551574,1778592405.551574,s,180.899873,s,16903,
2026-05-12,15:26:45.803839,1778592405.803839,s,181.152138,s,16917,
2026-05-12,15:26:46.052090,1778592406.05209,s,181.400389,s,16921,
2026-05-12,15:26:46.304230,1778592406.30423,s,181.652529,s,16928,
2026-05-12,15:26:46.552635,1778592406.552635,s,181.900934,s,16934,
2026-05-12,15:26:46.804499,1778592406.804499,s,182.152798,s,16944,
2026-05-12,15:26:47.053127,1778592407.053127,s,182.401426,s,16959,
2026-05-12,15:26:47.304841,1778592407.304841,s,182.65314,s,16955,
2026-05-12,15:26:47.553661,1778592407.553661,s,182.90196,s,16966,
2026-05-12,15:26:47.805282,1778592407.805282,s,183.153581,s,16981,
2026-05-12,15:26:48.054176,1778592408.054176,s,183.402475,s,16980,
2026-05-12,15:26:48.305579,1778592408.305579,s,183.653878,s,16990,
2026-05-12,15:26:48.554686,1778592408.554686,s,183.902985,s,17005,
2026-05-12,15:26:48.805926,1778592408.805926,s,184.154225,s,16996,
2026-05-12,15:26:49.055229,1778592409.055229,s,184.403528,s,17005,
2026-05-12,15:26:49.306380,1778592409.30638,s,184.654679,s,17027,
2026-05-12,15:26:49.555566,1778592409.555566,s,184.903865,s,17028,
2026-05-12,15:26:49.806674,1778592409.806674,s,185.154973,s,17029,
2026-05-12,15:26:50.056084,1778592410.056084,s,185.404383,s,17046,
