Zeit t / s;Weg s_A1 / cm;p;V
0,0894;4,03694655986288;1692;220,75441235588
0,0896;4,02909257822891;1697;220,976680036122
0,0898;4,04480054149686;1701;220,532144675639
0,09;4,06050850476481;1705;220,087609315156
0,0902;4,06836248639878;1709;219,865341634914
0,0904;4,06836248639878;1713;219,865341634914
0,0906;4,07621646803276;1717;219,643073954673
0,0908;4,09977841293468;1721;218,976270913949
0,091;4,09977841293468;1724;218,976270913949
0,0912;4,09977841293468;1728;218,976270913949
0,0914;4,11548637620263;1731;218,531735553466
0,0916;4,13119433947058;1735;218,087200192983
0,0918;4,13119433947058;1738;218,087200192983
0,092;4,13119433947058;1742;218,087200192983
0,0922;4,14690230273853;1745;217,6426648325
0,0924;4,1547562843725;1748;217,420397152258
0,0926;4,16261026600648;1751;217,198129472017
0,0928;4,16261026600648;1755;217,198129472017
0,093;4,17831822927443;1758;216,753594111534
0,0932;4,1861722109084;1761;216,531326431292
0,0934;4,1861722109084;1765;216,531326431292
0,0936;4,19402619254237;1768;216,309058751051
0,0938;4,20188017417635;1772;216,086791070809
0,094;4,2175881374443;1776;215,642255710326
0,0942;4,2175881374443;1779;215,642255710326
0,0944;4,2175881374443;1783;215,642255710326
0,0946;4,23329610071225;1787;215,197720349843
0,0948;4,23329610071225;1791;215,197720349843
0,095;4,24115008234622;1795;214,975452669602
0,0952;4,2490040639802;1799;214,75318498936
0,0954;4,25685804561417;1802;214,530917309119
0,0956;4,25685804561417;1807;214,530917309119
0,0958;4,26471202724814;1811;214,308649628878
0,096;4,27256600888212;1815;214,086381948636
0,0962;4,28041999051609;1818;213,864114268395
0,0964;4,28041999051609;1822;213,864114268395
0,0966;4,28827397215007;1826;213,641846588153
0,0968;4,28827397215007;1830;213,641846588153
0,097;4,29612795378404;1834;213,419578907912
0,0972;4,30398193541802;1838;213,19731122767
0,0974;4,31183591705199;1841;212,975043547429
0,0976;4,32754388031994;1845;212,530508186946
0,0978;4,31968989868597;1848;212,752775867187
0,098;4,32754388031994;1852;212,530508186946
0,0982;4,33539786195391;1855;212,308240506704
0,0984;4,32754388031994;1858;212,530508186946
0,0986;4,33539786195391;1862;212,308240506704
0,0988;4,35110582522186;1865;211,863705146221
0,099;4,35110582522186;1868;211,863705146221
0,0992;4,34325184358789;1870;212,085972826463
0,0994;4,35895980685584;1873;211,64143746598
0,0996;4,35895980685584;1876;211,64143746598
0,0998;4,35895980685584;1879;211,64143746598
0,1;4,36681378848981;1881;211,419169785738
0,1002;4,37466777012379;1884;211,196902105497
0,1004;4,37466777012379;1886;211,196902105497
0,1006;4,38252175175776;1889;210,974634425255
0,1008;4,39037573339174;1891;210,752366745014
0,101;4,39037573339174;1894;210,752366745014
0,1012;4,39037573339174;1896;210,752366745014
0,1014;4,39037573339174;1898;210,752366745014
0,1016;4,39822971502571;1900;210,530099064772
0,1018;4,39037573339174;1902;210,752366745014
0,102;4,39822971502571;1905;210,530099064772
0,1022;4,40608369665968;1907;210,307831384531
0,1024;4,40608369665968;1910;210,307831384531
0,1026;4,40608369665968;1912;210,307831384531
0,1028;4,42179165992763;1914;209,863296024048
0,103;4,41393767829366;1916;210,085563704289
0,1032;4,41393767829366;1918;210,085563704289
0,1034;4,42179165992763;1921;209,863296024048
0,1036;4,42179165992763;1923;209,863296024048
0,1038;4,42179165992763;1926;209,863296024048
0,104;4,42964564156161;1927;209,641028343806
0,1042;4,42964564156161;1930;209,641028343806
0,1044;4,42179165992763;1932;209,863296024048
0,1046;4,42964564156161;1934;209,641028343806
0,1048;4,42964564156161;1937;209,641028343806
0,105;4,42964564156161;1938;209,641028343806
0,1052;4,43749962319558;1941;209,418760663565
0,1054;4,44535360482956;1942;209,196492983324
0,1056;4,43749962319558;1945;209,418760663565
0,1058;4,44535360482956;1946;209,196492983324
0,106;4,44535360482956;1948;209,196492983324
0,1062;4,43749962319558;1950;209,418760663565
0,1064;4,44535360482956;1952;209,196492983324
0,1066;4,43749962319558;1953;209,418760663565
0,1068;4,43749962319558;1955;209,418760663565
0,107;4,44535360482956;1957;209,196492983324
0,1072;4,44535360482956;1958;209,196492983324
0,1074;4,43749962319558;1960;209,418760663565
0,1076;4,44535360482956;1961;209,196492983324
0,1078;4,43749962319558;1963;209,418760663565
0,108;4,43749962319558;1963;209,418760663565
0,1082;4,44535360482956;1965;209,196492983324
0,1084;4,43749962319558;1966;209,418760663565
0,1086;4,43749962319558;1967;209,418760663565
0,1088;4,44535360482956;1968;209,196492983324
0,109;4,43749962319558;1969;209,418760663565
0,1092;4,43749962319558;1970;209,418760663565
0,1094;4,44535360482956;1971;209,196492983324
0,1096;4,43749962319558;1972;209,418760663565
0,1098;4,43749962319558;1973;209,418760663565
0,11;4,44535360482956;1974;209,196492983324
0,1102;4,42964564156161;1974;209,641028343806
0,1104;4,42964564156161;1975;209,641028343806
0,1106;4,42964564156161;1976;209,641028343806
0,1108;4,42964564156161;1976;209,641028343806
0,111;4,42964564156161;1977;209,641028343806
0,1112;4,43749962319558;1978;209,418760663565
0,1114;4,42179165992763;1978;209,863296024048
0,1116;4,42964564156161;1978;209,641028343806
0,1118;4,42179165992763;1978;209,863296024048
0,112;4,42179165992763;1979;209,863296024048
0,1122;4,42179165992763;1980;209,863296024048
0,1124;4,42179165992763;1980;209,863296024048
0,1126;4,41393767829366;1980;210,085563704289
0,1128;4,41393767829366;1980;210,085563704289
0,113;4,40608369665968;1980;210,307831384531
0,1132;4,40608369665968;1980;210,307831384531
0,1134;4,40608369665968;1980;210,307831384531
0,1136;4,39822971502571;1980;210,530099064772
0,1138;4,39822971502571;1980;210,530099064772
0,114;4,39822971502571;1980;210,530099064772
0,1142;4,39037573339174;1980;210,752366745014
0,1144;4,39037573339174;1979;210,752366745014
0,1146;4,39037573339174;1979;210,752366745014
0,1148;4,37466777012379;1979;211,196902105497
0,115;4,37466777012379;1978;211,196902105497
0,1152;4,37466777012379;1978;211,196902105497
0,1154;4,35895980685584;1977;211,64143746598
0,1156;4,36681378848981;1977;211,419169785738
0,1158;4,35895980685584;1977;211,64143746598
0,116;4,35895980685584;1977;211,64143746598
0,1162;4,35895980685584;1976;211,64143746598
0,1164;4,35110582522186;1975;211,863705146221
0,1166;4,34325184358789;1974;212,085972826463
0,1168;4,34325184358789;1974;212,085972826463
0,117;4,33539786195391;1974;212,308240506704
0,1172;4,32754388031994;1972;212,530508186946
0,1174;4,33539786195391;1972;212,308240506704
0,1176;4,32754388031994;1971;212,530508186946
0,1178;4,31183591705199;1970;212,975043547429
0,118;4,31183591705199;1970;212,975043547429
0,1182;4,30398193541802;1969;213,19731122767
0,1184;4,30398193541802;1968;213,19731122767
0,1186;4,30398193541802;1967;213,19731122767
0,1188;4,28827397215007;1966;213,641846588153
0,119;4,28827397215007;1965;213,641846588153
0,1192;4,28041999051609;1965;213,864114268395
0,1194;4,27256600888212;1963;214,086381948636
0,1196;4,26471202724814;1962;214,308649628878
0,1198;4,27256600888212;1961;214,086381948636
0,12;4,25685804561417;1959;214,530917309119
0,1202;4,25685804561417;1958;214,530917309119
0,1204;4,24115008234622;1957;214,975452669602
0,1206;4,23329610071225;1955;215,197720349843
0,1208;4,24115008234622;1954;214,975452669602
0,121;4,22544211907827;1952;215,419988030085
0,1212;4,2175881374443;1951;215,642255710326
0,1214;4,20973415581032;1949;215,864523390568
0,1216;4,20188017417635;1948;216,086791070809
0,1218;4,20188017417635;1946;216,086791070809
0,122;4,19402619254237;1944;216,309058751051
0,1222;4,17831822927443;1942;216,753594111534
0,1224;4,17831822927443;1941;216,753594111534
0,1226;4,17831822927443;1939;216,753594111534
0,1228;4,16261026600648;1937;217,198129472017
0,123;4,1547562843725;1935;217,420397152258
0,1232;4,14690230273853;1933;217,6426648325
0,1234;4,14690230273853;1932;217,6426648325
0,1236;4,13904832110455;1930;217,864932512741
0,1238;4,1233403578366;1928;218,309467873224
0,124;4,11548637620263;1926;218,531735553466
0,1242;4,11548637620263;1924;218,531735553466
0,1244;4,09977841293468;1922;218,976270913949
0,1246;4,09192443130071;1920;219,19853859419
0,1248;4,08407044966673;1918;219,420806274432
0,125;4,07621646803276;1916;219,643073954673
0,1252;4,06836248639878;1913;219,865341634914
0,1254;4,06050850476481;1911;220,087609315156
0,1256;4,05265452313083;1909;220,309876995397
0,1258;4,05265452313083;1907;220,309876995397
0,126;4,03694655986288;1905;220,75441235588
0,1262;4,02123859659494;1903;221,198947716363
0,1264;4,02123859659494;1900;221,198947716363
0,1266;4,01338461496096;1899;221,421215396605
0,1268;3,99767665169301;1896;221,865750757088
0,127;3,99767665169301;1894;221,865750757088
0,1272;3,98982267005904;1892;222,088018437329
0,1274;3,96626072515711;1889;222,754821478054
0,1276;3,96626072515711;1887;222,754821478054
0,1278;3,96626072515711;1885;222,754821478054
0,128;3,94269878025519;1882;223,421624518778
0,1282;3,93484479862122;1879;223,64389219902
0,1284;3,92699081698724;1876;223,866159879261
0,1286;3,91128285371929;1874;224,310695239744
0,1288;3,90342887208532;1871;224,532962919985
0,129;3,89557489045134;1869;224,755230600227
0,1292;3,88772090881737;1866;224,977498280468
0,1294;3,87201294554942;1863;225,422033640951
0,1296;3,86415896391545;1861;225,644301321193
0,1298;3,8484510006475;1858;226,088836681676
0,13;3,84059701901352;1855;226,311104361917
0,1302;3,83274303737955;1852;226,533372042159
0,1304;3,82488905574557;1849;226,7556397224
0,1306;3,80918109247762;1846;227,200175082883
0,1308;3,80132711084365;1843;227,422442763125
0,131;3,7856191475757;1841;227,866978123608
0,1312;3,77776516594173;1837;228,089245803849
0,1314;3,76991118430775;1834;228,311513484091
0,1316;3,7542032210398;1831;228,756048844574
0,1318;3,73849525777185;1828;229,200584205057
0,132;3,73064127613788;1824;229,422851885298
0,1322;3,71493331286993;1820;229,867387245781
0,1324;3,70707933123596;1817;230,089654926022
0,1326;3,69922534960198;1814;230,311922606264
0,1328;3,68351738633403;1811;230,756457966747
0,133;3,67566340470006;1807;230,978725646988
0,1332;3,65995544143211;1804;231,423261007471
0,1334;3,65210145979813;1800;231,645528687713
0,1336;3,63639349653019;1797;232,090064048196
0,1338;3,62068553326224;1793;232,534599408679
0,134;3,62068553326224;1790;232,534599408679
0,1342;3,59712358836031;1787;233,201402449403
0,1344;3,58926960672634;1783;233,423670129645
0,1346;3,57356164345839;1780;233,868205490128
0,1348;3,55785368019044;1776;234,312740850611
0,135;3,55785368019044;1773;234,312740850611
0,1352;3,54214571692249;1770;234,757276211093
0,1354;3,53429173528852;1767;234,979543891335
0,1356;3,52643775365454;1763;235,201811571576
0,1358;3,50287580875262;1760;235,868614612301
0,136;3,50287580875262;1756;235,868614612301
0,1362;3,48716784548467;1753;236,313149972784
0,1364;3,46360590058275;1750;236,979953013508
0,1366;3,46360590058275;1746;236,979953013508
0,1368;3,44004395568082;1743;237,646756054233
0,137;3,44004395568082;1740;237,646756054233
0,1372;3,42433599241287;1737;238,091291414716
0,1374;3,40862802914493;1733;238,535826775199
0,1376;3,39292006587698;1730;238,980362135682
0,1378;3,385066084243;1727;239,202629815923
0,138;3,36935812097505;1723;239,647165176406
0,1382;3,3536501577071;1720;240,091700536889
0,1384;3,34579617607313;1716;240,31396821713
0,1386;3,32223423117121;1713;240,980771257855
0,1388;3,31438024953723;1709;241,203038938096
0,139;3,30652626790326;1706;241,425306618338
0,1392;3,28296432300133;1702;242,092109659062
0,1394;3,27511034136736;1699;242,314377339304
0,1396;3,25154839646544;1695;242,981180380028
0,1398;3,24369441483146;1691;243,20344806027
0,14;3,22798645156351;1688;243,647983420753
0,1402;3,22013246992954;1684;243,870251100994
0,1404;3,19657052502761;1681;244,537054141719
0,1406;3,18871654339364;1677;244,75932182196
0,1408;3,17300858012569;1673;245,203857182443
0,141;3,15730061685774;1669;245,648392542926
0,1412;3,14944663522377;1665;245,870660223167
0,1414;3,12588469032184;1661;246,537463263892
0,1416;3,11803070868787;1657;246,759730944133
0,1418;3,10232274541992;1654;247,204266304616
0,142;3,08661478215197;1650;247,648801665099
0,1422;3,07090681888402;1646;248,093337025582
0,1424;3,06305283725005;1642;248,315604705824
0,1426;3,03949089234813;1638;248,982407746548
0,1428;3,03949089234813;1634;248,982407746548
0,143;3,00807496581223;1630;249,871478467514
0,1432;3,00807496581223;1626;249,871478467514
0,1434;2,9845130209103;1622;250,538281508238
0,1436;2,96880505764235;1619;250,982816868721
0,1438;2,95309709437441;1614;251,427352229204
0,144;2,94524311274043;1611;251,649619909446
0,1442;2,91382718620453;1606;252,538690630412
0,1444;2,91382718620453;1602;252,538690630412
0,1446;2,89026524130261;1599;253,205493671136
0,1448;2,88241125966864;1595;253,427761351378
0,145;2,85884931476671;1591;254,094564392102
0,1452;2,84314135149876;1587;254,539099752585
0,1454;2,82743338823081;1583;254,983635113068
0,1456;2,81957940659684;1579;255,205902793309
0,1458;2,78816348006094;1575;256,094973514275
0,146;2,78030949842697;1571;256,317241194517
0,1462;2,76460153515902;1567;256,761776555
0,1464;2,74889357189107;1563;257,206311915483
0,1466;2,73318560862312;1560;257,650847275966
0,1468;2,71747764535517;1556;258,095382636449
0,147;2,69391570045325;1552;258,762185677173
0,1472;2,69391570045325;1549;258,762185677173
0,1474;2,66249977391735;1544;259,651256398139
0,1476;2,6467918106494;1540;260,095791758622
0,1478;2,63108384738145;1537;260,540327119105
0,148;2,6153758841135;1533;260,984862479588
0,1482;2,59966792084555;1529;261,429397840071
0,1484;2,59181393921158;1526;261,651665520312
0,1486;2,56825199430966;1522;262,318468561037
0,1488;2,55254403104171;1519;262,76300392152
0,149;2,53683606777376;1515;263,207539282003
0,1492;2,52112810450581;1511;263,652074642486
0,1494;2,51327412287183;1508;263,874342322727
0,1496;2,48185819633594;1504;264,763413043693
0,1498;2,47400421470196;1501;264,985680723934
0,15;2,45829625143401;1497;265,430216084417
0,1502;2,43473430653209;1493;266,097019125142
0,1504;2,42688032489812;1490;266,319286805383
0,1506;2,41117236163017;1487;266,763822165866
0,1508;2,38761041672824;1483;267,430625206591
0,151;2,37975643509427;1479;267,652892886832
0,1512;2,35619449019234;1476;268,319695927557
0,1514;2,3404865269244;1472;268,76423128804
0,1516;2,31692458202247;1468;269,431034328764
0,1518;2,3090706003885;1465;269,653302009006
0,152;2,28550865548657;1461;270,32010504973
0,1522;2,2776546738526;1458;270,542372729971
0,1524;2,2462387473167;1453;271,431443450937
0,1526;2,2462387473167;1450;271,431443450937
0,1528;2,23053078404875;1446;271,87597881142
0,153;2,19911485751285;1442;272,765049532386
0,1532;2,19126087587888;1438;272,987317212628
0,1534;2,16769893097696;1434;273,654120253352
0,1536;2,15199096770901;1430;274,098655613835
0,1538;2,13628300444106;1426;274,543190974318
0,154;2,12057504117311;1422;274,987726334801
0,1542;2,09701309627119;1418;275,654529375525
0,1544;2,08915911463721;1414;275,876797055767
0,1546;2,06559716973529;1409;276,543600096491
0,1548;2,04988920646734;1405;276,988135456974
0,155;2,03418124319939;1401;277,432670817457
0,1552;2,01847327993144;1397;277,87720617794
0,1554;1,99491133502952;1393;278,544009218665
0,1556;1,98705735339554;1389;278,766276898906
0,1558;1,96349540849362;1385;279,433079939631
0,156;1,94778744522567;1381;279,877615300113
0,1562;1,9399334635917;1377;280,099882980355
0,1564;1,9085175370558;1373;280,988953701321
0,1566;1,90066355542182;1369;281,211221381562
0,1568;1,8771016105199;1366;281,878024422287
0,157;1,86924762888593;1362;282,100292102528
0,1572;1,845685683984;1358;282,767095143253
0,1574;1,82997772071605;1354;283,211630503736
0,1576;1,80641577581413;1350;283,87843354446
0,1578;1,79856179418016;1347;284,100701224702
0,158;1,77499984927823;1343;284,767504265426
0,1582;1,75929188601028;1340;285,212039625909
0,1584;1,74358392274234;1335;285,656574986392
0,1586;1,72002197784041;1332;286,323378027116
0,1588;1,71216799620644;1329;286,545645707358
0,159;1,69646003293849;1325;286,990181067841
0,1592;1,67289808803656;1321;287,656984108565
0,1594;1,65719012476862;1317;288,101519469048
0,1596;1,64148216150067;1314;288,546054829531
0,1598;1,61792021659874;1310;289,212857870256
0,16;1,61792021659874;1306;289,212857870256
0,1602;1,57865030842887;1303;290,324196271463
0,1604;1,57865030842887;1299;290,324196271463
0,1606;1,55508836352695;1296;290,990999312187
0,1608;1,539380400259;1292;291,43553467267
0,161;1,52367243699105;1288;291,880070033153
0,1612;1,51581845535708;1285;292,102337713395
0,1614;1,48440252882118;1281;292,991408434361
0,1616;1,4765485471872;1277;293,213676114602
0,1618;1,45298660228528;1273;293,880479155327
0,162;1,4451326206513;1270;294,102746835568
0,1622;1,42942465738336;1267;294,547282196051
0,1624;1,41371669411541;1263;294,991817556534
0,1626;1,39015474921348;1260;295,658620597258
0,1628;1,38230076757951;1256;295,8808882775
0,163;1,35873882267759;1253;296,547691318224
0,1632;1,35873882267759;1249;296,547691318224
0,1634;1,33517687777566;1246;297,214494358949
0,1636;1,31946891450771;1242;297,659029719432
0,1638;1,30376095123976;1239;298,103565079915
0,164;1,28805298797182;1235;298,548100440398
0,1642;1,26449104306989;1232;299,214903481122
0,1644;1,26449104306989;1229;299,214903481122
0,1646;1,23307511653399;1226;300,103974202088
0,1648;1,22522113490002;1222;300,326241882329
0,165;1,20951317163207;1219;300,770777242812
0,1652;1,19380520836412;1215;301,215312603295
0,1654;1,1702432634622;1212;301,88211564402
0,1656;1,16238928182822;1209;302,104383324261
0,1658;1,1388273369263;1206;302,771186364986
0,166;1,1388273369263;1203;302,771186364986
0,1662;1,1074114103904;1200;303,660257085952
0,1664;1,09955742875643;1197;303,882524766193
0,1666;1,0759954838545;1194;304,549327806918
0,1668;1,06814150222053;1191;304,771595487159
0,167;1,04457955731861;1188;305,438398527883
0,1672;1,04457955731861;1185;305,438398527883
0,1674;1,02101761241668;1182;306,105201568608
0,1676;1,00530964914873;1179;306,549736929091
0,1678;0,989601685880785;1176;306,994272289574
0,168;0,973893722612836;1174;307,438807650057
0,1682;0,966039740978861;1171;307,661075330298
0,1684;0,950331777710912;1168;308,105610690781
0,1686;0,926769832808989;1166;308,772413731506
0,1688;0,918915851175014;1163;308,994681411747
0,169;0,895353906273091;1160;309,661484452472
0,1692;0,879645943005142;1157;310,106019812954
0,1694;0,863937979737193;1155;310,550555173437
0,1696;0,848230016469244;1152;310,99509053392
0,1698;0,832522053201295;1149;311,439625894403
0,17;0,816814089933346;1147;311,884161254886
0,1702;0,801106126665397;1144;312,328696615369
0,1704;0,785398163397448;1141;312,773231975852
0,1706;0,777544181763474;1139;312,995499656094
0,1708;0,746128255227576;1136;313,88457037706
0,171;0,746128255227576;1133;313,88457037706
0,1712;0,730420291959627;1131;314,329105737543
0,1714;0,706858347057703;1128;314,995908778267
0,1716;0,699004365423729;1125;315,218176458508
0,1718;0,68329640215578;1122;315,662711818991
0,172;0,667588438887831;1120;316,107247179474
0,1722;0,651880475619882;1117;316,551782539957
0,1724;0,636172512351933;1115;316,99631790044
0,1726;0,620464549083984;1112;317,440853260923
0,1728;0,61261056745001;1109;317,663120941165
