Zeit t / s;Weg s_A1 / cm;p;V
0,1228;4,1547562843725;1718;217,420397152258
0,123;4,17831822927443;1723;216,753594111534
0,1232;4,17831822927443;1729;216,753594111534
0,1234;4,1861722109084;1735;216,531326431292
0,1236;4,20188017417635;1740;216,086791070809
0,1238;4,20973415581032;1746;215,864523390568
0,124;4,2175881374443;1751;215,642255710326
0,1242;4,22544211907827;1757;215,419988030085
0,1244;4,24115008234622;1763;214,975452669602
0,1246;4,2490040639802;1768;214,75318498936
0,1248;4,25685804561417;1773;214,530917309119
0,125;4,26471202724814;1779;214,308649628878
0,1252;4,27256600888212;1784;214,086381948636
0,1254;4,28827397215007;1789;213,641846588153
0,1256;4,28827397215007;1793;213,641846588153
0,1258;4,29612795378404;1798;213,419578907912
0,126;4,31183591705199;1803;212,975043547429
0,1262;4,31183591705199;1807;212,975043547429
0,1264;4,31968989868597;1811;212,752775867187
0,1266;4,32754388031994;1815;212,530508186946
0,1268;4,33539786195391;1819;212,308240506704
0,127;4,34325184358789;1822;212,085972826463
0,1272;4,34325184358789;1825;212,085972826463
0,1274;4,34325184358789;1829;212,085972826463
0,1276;4,35895980685584;1832;211,64143746598
0,1278;4,36681378848981;1835;211,419169785738
0,128;4,36681378848981;1838;211,419169785738
0,1282;4,37466777012379;1841;211,196902105497
0,1284;4,37466777012379;1843;211,196902105497
0,1286;4,38252175175776;1846;210,974634425255
0,1288;4,38252175175776;1848;210,974634425255
0,129;4,39037573339174;1851;210,752366745014
0,1292;4,39037573339174;1853;210,752366745014
0,1294;4,39037573339174;1855;210,752366745014
0,1296;4,40608369665968;1858;210,307831384531
0,1298;4,40608369665968;1860;210,307831384531
0,13;4,40608369665968;1863;210,307831384531
0,1302;4,41393767829366;1865;210,085563704289
0,1304;4,41393767829366;1867;210,085563704289
0,1306;4,41393767829366;1870;210,085563704289
0,1308;4,42179165992763;1872;209,863296024048
0,131;4,42179165992763;1875;209,863296024048
0,1312;4,42179165992763;1877;209,863296024048
0,1314;4,42179165992763;1879;209,863296024048
0,1316;4,42964564156161;1882;209,641028343806
0,1318;4,42964564156161;1884;209,641028343806
0,132;4,42964564156161;1887;209,641028343806
0,1322;4,43749962319558;1889;209,418760663565
0,1324;4,43749962319558;1891;209,418760663565
0,1326;4,43749962319558;1893;209,418760663565
0,1328;4,44535360482956;1895;209,196492983324
0,133;4,43749962319558;1897;209,418760663565
0,1332;4,43749962319558;1899;209,418760663565
0,1334;4,44535360482956;1901;209,196492983324
0,1336;4,43749962319558;1902;209,418760663565
0,1338;4,43749962319558;1904;209,418760663565
0,134;4,44535360482956;1905;209,196492983324
0,1342;4,43749962319558;1906;209,418760663565
0,1344;4,43749962319558;1907;209,418760663565
0,1346;4,44535360482956;1908;209,196492983324
0,1348;4,43749962319558;1909;209,418760663565
0,135;4,44535360482956;1910;209,196492983324
0,1352;4,44535360482956;1910;209,196492983324
0,1354;4,42964564156161;1911;209,641028343806
0,1356;4,42964564156161;1911;209,641028343806
0,1358;4,42964564156161;1912;209,641028343806
0,136;4,42179165992763;1912;209,863296024048
0,1362;4,42179165992763;1912;209,863296024048
0,1364;4,42179165992763;1912;209,863296024048
0,1366;4,42179165992763;1912;209,863296024048
0,1368;4,42179165992763;1912;209,863296024048
0,137;4,42179165992763;1912;209,863296024048
0,1372;4,41393767829366;1912;210,085563704289
0,1374;4,41393767829366;1911;210,085563704289
0,1376;4,40608369665968;1911;210,307831384531
0,1378;4,39822971502571;1910;210,530099064772
0,138;4,39822971502571;1910;210,530099064772
0,1382;4,39037573339174;1909;210,752366745014
0,1384;4,38252175175776;1908;210,974634425255
0,1386;4,39037573339174;1907;210,752366745014
0,1388;4,37466777012379;1907;211,196902105497
0,139;4,37466777012379;1906;211,196902105497
0,1392;4,36681378848981;1904;211,419169785738
0,1394;4,35895980685584;1904;211,64143746598
0,1396;4,35895980685584;1902;211,64143746598
0,1398;4,35110582522186;1901;211,863705146221
0,14;4,33539786195391;1899;212,308240506704
0,1402;4,33539786195391;1898;212,308240506704
0,1404;4,32754388031994;1896;212,530508186946
0,1406;4,31968989868597;1894;212,752775867187
0,1408;4,31183591705199;1893;212,975043547429
0,141;4,30398193541802;1891;213,19731122767
0,1412;4,29612795378404;1889;213,419578907912
0,1414;4,29612795378404;1887;213,419578907912
0,1416;4,28041999051609;1885;213,864114268395
0,1418;4,26471202724814;1883;214,308649628878
0,142;4,26471202724814;1881;214,308649628878
0,1422;4,25685804561417;1878;214,530917309119
0,1424;4,2490040639802;1876;214,75318498936
0,1426;4,23329610071225;1874;215,197720349843
0,1428;4,23329610071225;1872;215,197720349843
0,143;4,2175881374443;1870;215,642255710326
0,1432;4,20973415581032;1867;215,864523390568
0,1434;4,19402619254237;1865;216,309058751051
0,1436;4,19402619254237;1862;216,309058751051
0,1438;4,17831822927443;1860;216,753594111534
0,144;4,16261026600648;1857;217,198129472017
0,1442;4,16261026600648;1854;217,198129472017
0,1444;4,14690230273853;1852;217,6426648325
0,1446;4,13904832110455;1849;217,864932512741
0,1448;4,13119433947058;1847;218,087200192983
0,145;4,11548637620263;1844;218,531735553466
0,1452;4,10763239456865;1841;218,754003233707
0,1454;4,09977841293468;1839;218,976270913949
0,1456;4,07621646803276;1835;219,643073954673
0,1458;4,07621646803276;1832;219,643073954673
0,146;4,06050850476481;1830;220,087609315156
0,1462;4,04480054149686;1827;220,532144675639
0,1464;4,04480054149686;1824;220,532144675639
0,1466;4,02909257822891;1821;220,976680036122
0,1468;4,01338461496096;1818;221,421215396605
0,147;4,00553063332699;1815;221,643483076846
0,1472;3,98982267005904;1811;222,088018437329
0,1474;3,98196868842506;1808;222,310286117571
0,1476;3,96626072515711;1805;222,754821478054
0,1478;3,95055276188916;1801;223,199356838537
0,148;3,94269878025519;1798;223,421624518778
0,1482;3,93484479862122;1795;223,64389219902
0,1484;3,91128285371929;1791;224,310695239744
0,1486;3,89557489045134;1788;224,755230600227
0,1488;3,88772090881737;1784;224,977498280468
0,149;3,86415896391545;1781;225,644301321193
0,1492;3,86415896391545;1777;225,644301321193
0,1494;3,84059701901352;1773;226,311104361917
0,1496;3,82488905574557;1769;226,7556397224
0,1498;3,8170350741116;1766;226,977907402642
0,15;3,80132711084365;1762;227,422442763125
0,1502;3,77776516594173;1758;228,089245803849
0,1504;3,76991118430775;1754;228,311513484091
0,1506;3,74634923940583;1750;228,978316524815
0,1508;3,73849525777185;1747;229,200584205057
0,151;3,7227872945039;1743;229,645119565539
0,1512;3,70707933123596;1739;230,089654926022
0,1514;3,68351738633403;1735;230,756457966747
0,1516;3,67566340470006;1730;230,978725646988
0,1518;3,65210145979813;1726;231,645528687713
0,152;3,64424747816416;1721;231,867796367954
0,1522;3,62068553326224;1717;232,534599408679
0,1524;3,60497756999429;1712;232,979134769162
0,1526;3,58926960672634;1708;233,423670129645
0,1528;3,57356164345839;1703;233,868205490128
0,153;3,54999969855647;1699;234,535008530852
0,1532;3,53429173528852;1694;234,979543891335
0,1534;3,52643775365454;1690;235,201811571576
0,1536;3,50287580875262;1685;235,868614612301
0,1538;3,48716784548467;1680;236,313149972784
0,154;3,46360590058275;1676;236,979953013508
0,1542;3,4478979373148;1671;237,424488373991
0,1544;3,43218997404685;1666;237,869023734474
0,1546;3,40862802914493;1662;238,535826775199
0,1548;3,40862802914493;1658;238,535826775199
0,155;3,37721210260903;1653;239,424897496165
0,1552;3,36150413934108;1649;239,869432856647
0,1554;3,34579617607313;1644;240,31396821713
0,1556;3,32223423117121;1639;240,980771257855
0,1558;3,30652626790326;1635;241,425306618338
0,156;3,28296432300133;1629;242,092109659062
0,1562;3,26725635973338;1625;242,536645019545
0,1564;3,25154839646544;1620;242,981180380028
0,1566;3,22798645156351;1616;243,647983420753
0,1568;3,21227848829556;1612;244,092518781236
0,157;3,18871654339364;1607;244,75932182196
0,1572;3,17300858012569;1602;245,203857182443
0,1574;3,15730061685774;1598;245,648392542926
0,1576;3,13373867195582;1593;246,31519558365
0,1578;3,1101767270539;1588;246,981998624375
0,158;3,09446876378595;1583;247,426533984858
0,1582;3,078760800518;1579;247,871069345341
0,1584;3,05519885561607;1574;248,537872386065
0,1586;3,03949089234813;1570;248,982407746548
0,1588;3,0159289474462;1565;249,649210787272
0,159;3,00022098417825;1560;250,093746147755
0,1592;2,97665903927633;1555;250,76054918848
0,1594;2,96095107600838;1551;251,205084548963
0,1596;2,93738913110646;1546;251,871887589687
0,1598;2,92168116783851;1541;252,31642295017
0,16;2,89811922293658;1536;252,983225990895
0,1602;2,88241125966864;1531;253,427761351378
0,1604;2,85099533313274;1526;254,316832072344
0,1606;2,83528736986479;1521;254,761367432826
0,1608;2,81957940659684;1517;255,205902793309
0,161;2,78816348006094;1512;256,094973514275
0,1612;2,77245551679299;1507;256,539508874758
0,1614;2,75674755352504;1502;256,984044235241
0,1616;2,72533162698915;1497;257,873114956207
0,1618;2,7096236637212;1493;258,31765031669
0,162;2,69391570045325;1488;258,762185677173
0,1622;2,66249977391735;1483;259,651256398139
0,1624;2,6467918106494;1478;260,095791758622
0,1626;2,62322986574748;1474;260,762594799346
0,1628;2,59181393921158;1469;261,651665520312
0,163;2,57610597594363;1464;262,096200880795
0,1632;2,56039801267568;1460;262,540736241278
0,1634;2,52898208613978;1455;263,429806962244
0,1636;2,51327412287183;1450;263,874342322727
0,1638;2,48971217796991;1446;264,541145363452
0,164;2,46615023306799;1442;265,207948404176
0,1642;2,44258828816606;1437;265,8747514449
0,1644;2,41902634326414;1433;266,541554485625
0,1646;2,40331837999619;1428;266,986089846108
0,1648;2,37975643509427;1424;267,652892886832
0,165;2,34834050855837;1420;268,541963607798
0,1652;2,33263254529042;1416;268,986498968281
0,1654;2,3090706003885;1411;269,653302009006
0,1656;2,2776546738526;1406;270,542372729971
0,1658;2,26980069221863;1402;270,764640410213
0,166;2,23838476568273;1397;271,653711131179
0,1662;2,2148228207808;1393;272,320514171903
0,1664;2,19126087587888;1388;272,987317212628
0,1666;2,16769893097696;1383;273,654120253352
0,1668;2,15199096770901;1379;274,098655613835
0,167;2,12057504117311;1374;274,987726334801
0,1672;2,09701309627119;1369;275,654529375525
0,1674;2,08130513300324;1365;276,099064736008
0,1676;2,04988920646734;1360;276,988135456974
0,1678;2,02632726156542;1355;277,654938497699
0,168;2,01061929829747;1351;278,099473858182
0,1682;1,98705735339554;1346;278,766276898906
0,1684;1,96349540849362;1341;279,433079939631
0,1686;1,9399334635917;1337;280,099882980355
0,1688;1,91637151868977;1332;280,766686021079
0,169;1,89280957378785;1327;281,433489061804
0,1692;1,86924762888593;1323;282,100292102528
0,1694;1,845685683984;1319;282,767095143253
0,1696;1,82997772071605;1314;283,211630503736
0,1698;1,79856179418016;1309;284,100701224702
0,17;1,78285383091221;1305;284,545236585185
0,1702;1,76714586764426;1300;284,989771945667
0,1704;1,73572994110836;1295;285,878842666633
0,1706;1,72002197784041;1291;286,323378027116
0,1708;1,70431401457246;1287;286,767913387599
0,171;1,67289808803656;1282;287,656984108565
0,1712;1,64933614313464;1278;288,32378714929
0,1714;1,63362817986669;1273;288,768322509773
0,1716;1,61006623496477;1269;289,435125550497
0,1718;1,58650429006285;1264;290,101928591221
0,172;1,56294234516092;1260;290,768731631946
0,1722;1,54723438189297;1256;291,213266992429
0,1724;1,52367243699105;1251;291,880070033153
0,1726;1,50011049208913;1247;292,546873073878
0,1728;1,48440252882118;1242;292,991408434361
0,173;1,45298660228528;1238;293,880479155327
0,1732;1,43727863901733;1234;294,32501451581
0,1734;1,42157067574938;1229;294,769549876293
0,1736;1,39015474921348;1225;295,658620597258
0,1738;1,36659280431156;1220;296,325423637983
0,174;1,35873882267759;1216;296,547691318224
0,1742;1,31946891450771;1212;297,659029719432
0,1744;1,31161493287374;1208;297,881297399673
0,1746;1,28805298797182;1204;298,548100440398
0,1748;1,25663706143592;1200;299,437171161364
0,175;1,24878307980194;1195;299,659438841605
0,1752;1,22522113490002;1191;300,326241882329
0,1754;1,19380520836412;1187;301,215312603295
0,1756;1,18595122673015;1183;301,437580283537
0,1758;1,16238928182822;1179;302,104383324261
0,176;1,1388273369263;1175;302,771186364986
0,1762;1,13097335529233;1171;302,993454045227
0,1764;1,09955742875643;1168;303,882524766193
0,1766;1,08384946548848;1164;304,327060126676
0,1768;1,06028752058655;1160;304,9938631674
0,177;1,03672557568463;1157;305,660666208125
0,1772;1,02101761241668;1153;306,105201568608
0,1774;1,00530964914873;1149;306,549736929091
0,1776;0,973893722612836;1145;307,438807650057
0,1778;0,966039740978861;1142;307,661075330298
0,178;0,934623814442964;1139;308,550146051264
0,1782;0,918915851175015;1135;308,994681411747
0,1784;0,903207887907066;1132;309,43921677223
0,1786;0,879645943005142;1129;310,106019812954
0,1788;0,856083998103219;1125;310,772822853679
0,179;0,84037603483527;1122;311,217358214162
0,1792;0,808960108299372;1119;312,106428935128
0,1794;0,801106126665397;1116;312,328696615369
0,1796;0,777544181763474;1112;312,995499656094
0,1798;0,75398223686155;1109;313,662302696818
0,18;0,746128255227576;1106;313,88457037706
0,1802;0,706858347057704;1103;314,995908778267
0,1804;0,699004365423729;1100;315,218176458508
0,1806;0,68329640215578;1097;315,662711818991
0,1808;0,651880475619882;1093;316,551782539957
0,181;0,644026493985908;1090;316,774050220199
0,1812;0,620464549083984;1087;317,440853260923
0,1814;0,604756585816035;1084;317,885388621406
0,1816;0,581194640914112;1080;318,552191662131
0,1818;0,565486677646163;1077;318,996727022614
0,182;0,541924732744239;1074;319,663530063338
0,1822;0,534070751110265;1071;319,885797743579
0,1824;0,510508806208341;1068;320,552600784304
0,1826;0,486946861306418;1065;321,219403825028
0,1828;0,486946861306418;1062;321,219403825028
0,183;0,45553093477052;1059;322,108474545994
0,1832;0,447676953136546;1056;322,330742226236
0,1834;0,431968989868597;1053;322,775277586719
0,1836;0,408407044966673;1050;323,442080627443
0,1838;0,392699081698724;1047;323,886615987926
0,184;0,376991118430775;1044;324,331151348409
0,1842;0,361283155162826;1042;324,775686708892
0,1844;0,345575191894877;1039;325,220222069375
0,1846;0,329867228626928;1036;325,664757429858
0,1848;0,306305283725005;1033;326,331560470582
0,185;0,29845130209103;1031;326,553828150824
0,1852;0,274889357189107;1028;327,220631191548
0,1854;0,259181393921158;1025;327,665166552031
0,1856;0,251327412287183;1023;327,887434232273
0,1858;0,22776546738526;1020;328,554237272997
0,186;0,219911485751285;1018;328,776504953239
0,1862;0,204203522483337;1016;329,221040313722
0,1864;0,188495559215388;1013;329,665575674205
0,1866;0,172787595947439;1011;330,110111034687
0,1868;0,15707963267949;1009;330,55464639517
0,187;0,133517687777566;1006;331,221449435895
0,1872;0,133517687777566;1004;331,221449435895
0,1874;0,109955742875643;1002;331,888252476619
0,1876;0,102101761241668;999;332,110520156861
0,1878;0,0785398163397448;998;332,777323197585
0,188;0,0706858347057703;995;332,999590877827
0,1882;0,0549778714378214;993;333,44412623831
0,1884;0,0392699081698724;990;333,888661598793
0,1886;0,0235619449019235;989;334,333196959276
0,1888;0,015707963267949;987;334,555464639517
0,189;0,00785398163397449;985;334,777732319759
0,1892;-0,015707963267949;983;335,444535360483
0,1894;-0,0235619449019234;981;335,666803040724
0,1896;-0,0392699081698724;979;336,111338401207
0,1898;-0,0471238898038469;978;336,333606081449
0,19;-0,0549778714378214;976;336,55587376169
0,1902;-0,0785398163397448;974;337,222676802415
0,1904;-0,0863937979737193;972;337,444944482656
0,1906;-0,0942477796076938;970;337,667212162898
0,1908;-0,117809724509617;969;338,334015203622
0,191;-0,117809724509617;967;338,334015203622
0,1912;-0,133517687777566;965;338,778550564105
0,1914;-0,149225651045515;964;339,223085924588
0,1916;-0,149225651045515;962;339,223085924588
0,1918;-0,164933614313464;960;339,667621285071
0,192;-0,180641577581413;958;340,112156645554
0,1922;-0,180641577581413;957;340,112156645554
0,1924;-0,204203522483337;955;340,778959686278
0,1926;-0,212057504117311;953;341,00122736652
0,1928;-0,212057504117311;951;341,00122736652
0,193;-0,22776546738526;950;341,445762727003
0,1932;-0,243473430653209;948;341,890298087486
0,1934;-0,243473430653209;947;341,890298087486
0,1936;-0,259181393921158;945;342,334833447969
0,1938;-0,267035375555132;943;342,55710112821
0,194;-0,274889357189107;942;342,779368808452
0,1942;-0,282743338823081;940;343,001636488693
0,1944;-0,282743338823081;939;343,001636488693
0,1946;-0,29845130209103;937;343,446171849176
0,1948;-0,306305283725005;935;343,668439529418
0,195;-0,306305283725005;934;343,668439529418
0,1952;-0,314159265358979;932;343,890707209659
0,1954;-0,329867228626928;931;344,335242570142
0,1956;-0,337721210260903;929;344,557510250384
0,1958;-0,337721210260903;928;344,557510250384
0,196;-0,337721210260903;927;344,557510250384
0,1962;-0,345575191894877;925;344,779777930625
0,1964;-0,361283155162826;924;345,224313291108
0,1966;-0,369137136796801;923;345,446580971349
0,1968;-0,369137136796801;921;345,446580971349
0,197;-0,376991118430775;920;345,668848651591
0,1972;-0,376991118430775;919;345,668848651591
0,1974;-0,38484510006475;918;345,891116331832
0,1976;-0,392699081698724;917;346,113384012074
0,1978;-0,400553063332699;915;346,335651692315
0,198;-0,400553063332699;914;346,335651692315
0,1982;-0,408407044966673;913;346,557919372557
0,1984;-0,400553063332699;912;346,335651692315
0,1986;-0,408407044966673;911;346,557919372557
0,1988;-0,424115008234622;910;347,00245473304
0,199;-0,416261026600648;909;346,780187052798
0,1992;-0,431968989868597;908;347,224722413281
0,1994;-0,431968989868597;908;347,224722413281
0,1996;-0,431968989868597;907;347,224722413281
0,1998;-0,439822971502571;906;347,446990093523
0,2;-0,439822971502571;905;347,446990093523
