Date,Time,Time since 1970-01-01T00:00:00Z,,Time since start of measurement,,U_H,,U,,T,
2026-05-07,16:19:22.021496,1778163562.021496,s,1095.078824,s,46.9375,mV,1.587249994277954,V,40.51250076293945,°C
2026-05-07,16:19:27.026197,1778163567.026197,s,1100.083525,s,46.9375,mV,1.5870000123977661,V,40.48749923706055,°C
2026-05-07,16:19:32.022090,1778163572.02209,s,1105.079418,s,46.9375,mV,1.5867500305175781,V,40.462501525878906,°C
2026-05-07,16:19:37.026563,1778163577.026563,s,1110.083891,s,46.9375,mV,1.5865000486373901,V,40.4375,°C
2026-05-07,16:19:42.023321,1778163582.023321,s,1115.080649,s,46.9375,mV,1.5861250162124634,V,40.412498474121094,°C
2026-05-07,16:19:47.026873,1778163587.026873,s,1120.084201,s,46.9453125,mV,1.5858750343322754,V,40.38750076293945,°C
2026-05-07,16:19:52.024820,1778163592.02482,s,1125.082148,s,46.9453125,mV,1.5856250524520874,V,40.36249923706055,°C
2026-05-07,16:19:57.027413,1778163597.027413,s,1130.084741,s,46.9453125,mV,1.5853749513626099,V,40.337501525878906,°C
2026-05-07,16:20:02.025353,1778163602.025353,s,1135.082681,s,46.9453125,mV,1.5851249694824219,V,40.3125,°C
2026-05-07,16:20:07.027987,1778163607.027987,s,1140.085315,s,46.953125,mV,1.5848749876022339,V,40.287498474121094,°C
2026-05-07,16:20:12.025853,1778163612.025853,s,1145.083181,s,46.9453125,mV,1.584625005722046,V,40.26250076293945,°C
2026-05-07,16:20:17.028528,1778163617.028528,s,1150.085856,s,46.953125,mV,1.584375023841858,V,40.23749923706055,°C
2026-05-07,16:20:22.026924,1778163622.026924,s,1155.084252,s,46.953125,mV,1.58412504196167,V,40.212501525878906,°C
2026-05-07,16:20:27.029089,1778163627.029089,s,1160.086417,s,46.953125,mV,1.5839999914169312,V,40.1875,°C
2026-05-07,16:20:32.027304,1778163632.027304,s,1165.084632,s,46.953125,mV,1.5837500095367432,V,40.162498474121094,°C
2026-05-07,16:20:37.030567,1778163637.030567,s,1170.087895,s,46.953125,mV,1.5835000276565552,V,40.13750076293945,°C
2026-05-07,16:20:42.027565,1778163642.027565,s,1175.084893,s,46.9609375,mV,1.5832500457763672,V,40.11249923706055,°C
2026-05-07,16:20:47.031138,1778163647.031138,s,1180.088466,s,46.953125,mV,1.5829999446868896,V,40.087501525878906,°C
2026-05-07,16:20:52.027805,1778163652.027805,s,1185.085133,s,46.9609375,mV,1.5828750133514404,V,40.0625,°C
2026-05-07,16:20:57.031650,1778163657.03165,s,1190.088978,s,46.9609375,mV,1.5826250314712524,V,40.04999923706055,°C
2026-05-07,16:21:02.028692,1778163662.028692,s,1195.08602,s,46.9609375,mV,1.5823750495910645,V,40.025001525878906,°C
2026-05-07,16:21:07.032164,1778163667.032164,s,1200.089492,s,46.9609375,mV,1.5822499990463257,V,40.0,°C
2026-05-07,16:21:12.029045,1778163672.029045,s,1205.086373,s,46.96875,mV,1.5820000171661377,V,39.974998474121094,°C
2026-05-07,16:21:17.033654,1778163677.033654,s,1210.090982,s,46.9609375,mV,1.5817500352859497,V,39.962501525878906,°C
2026-05-07,16:21:22.029761,1778163682.029761,s,1215.087089,s,46.96875,mV,1.5815000534057617,V,39.9375,°C
2026-05-07,16:21:27.035186,1778163687.035186,s,1220.092514,s,46.96875,mV,1.581375002861023,V,39.912498474121094,°C
2026-05-07,16:21:32.029994,1778163692.029994,s,1225.087322,s,46.96875,mV,1.581125020980835,V,39.900001525878906,°C
2026-05-07,16:21:37.035710,1778163697.03571,s,1230.093038,s,46.96875,mV,1.580875039100647,V,39.875,°C
2026-05-07,16:21:42.030868,1778163702.030868,s,1235.088196,s,46.96875,mV,1.5807499885559082,V,39.86249923706055,°C
2026-05-07,16:21:47.036834,1778163707.036834,s,1240.094162,s,46.9765625,mV,1.5805000066757202,V,39.837501525878906,°C
2026-05-07,16:21:52.031390,1778163712.03139,s,1245.088718,s,46.96875,mV,1.5803749561309814,V,39.8125,°C
2026-05-07,16:21:57.037385,1778163717.037385,s,1250.094713,s,46.9765625,mV,1.5801249742507935,V,39.79999923706055,°C
2026-05-07,16:22:02.031988,1778163722.031988,s,1255.089316,s,46.9765625,mV,1.5800000429153442,V,39.775001525878906,°C
2026-05-07,16:22:07.037891,1778163727.037891,s,1260.095219,s,46.9765625,mV,1.5797499418258667,V,39.76250076293945,°C
2026-05-07,16:22:12.032604,1778163732.032604,s,1265.089932,s,46.9765625,mV,1.5796250104904175,V,39.73749923706055,°C
2026-05-07,16:22:17.038322,1778163737.038322,s,1270.09565,s,46.984375,mV,1.5793750286102295,V,39.724998474121094,°C
2026-05-07,16:22:22.033131,1778163742.033131,s,1275.090459,s,46.984375,mV,1.5792499780654907,V,39.70000076293945,°C
2026-05-07,16:22:27.038806,1778163747.038806,s,1280.096134,s,46.984375,mV,1.5789999961853027,V,39.67499923706055,°C
2026-05-07,16:22:32.033644,1778163752.033644,s,1285.090972,s,46.984375,mV,1.578874945640564,V,39.662498474121094,°C
2026-05-07,16:22:37.039173,1778163757.039173,s,1290.096501,s,46.984375,mV,1.578624963760376,V,39.650001525878906,°C
2026-05-07,16:22:42.034182,1778163762.034182,s,1295.09151,s,46.984375,mV,1.5785000324249268,V,39.625,°C
2026-05-07,16:22:47.039660,1778163767.03966,s,1300.096988,s,46.984375,mV,1.578374981880188,V,39.61249923706055,°C
2026-05-07,16:22:52.034697,1778163772.034697,s,1305.092025,s,46.9921875,mV,1.578125,V,39.599998474121094,°C
2026-05-07,16:22:57.040024,1778163777.040024,s,1310.097352,s,46.9921875,mV,1.5779999494552612,V,39.57500076293945,°C
2026-05-07,16:23:02.036231,1778163782.036231,s,1315.093559,s,46.9921875,mV,1.577875018119812,V,39.5625,°C
2026-05-07,16:23:07.040530,1778163787.04053,s,1320.097858,s,46.9921875,mV,1.577625036239624,V,39.537498474121094,°C
2026-05-07,16:23:12.037700,1778163792.0377,s,1325.095028,s,46.9921875,mV,1.5774999856948853,V,39.525001525878906,°C
2026-05-07,16:23:17.040799,1778163797.040799,s,1330.098127,s,46.9921875,mV,1.577375054359436,V,39.51250076293945,°C
2026-05-07,16:23:22.038212,1778163802.038212,s,1335.09554,s,46.9921875,mV,1.5771249532699585,V,39.48749923706055,°C
2026-05-07,16:23:27.041235,1778163807.041235,s,1340.098563,s,46.9921875,mV,1.5770000219345093,V,39.474998474121094,°C
2026-05-07,16:23:32.039427,1778163812.039427,s,1345.096755,s,46.9921875,mV,1.5768749713897705,V,39.462501525878906,°C
2026-05-07,16:23:37.041510,1778163817.04151,s,1350.098838,s,46.9921875,mV,1.5767500400543213,V,39.4375,°C
2026-05-07,16:23:42.040996,1778163822.040996,s,1355.098324,s,47.0,mV,1.5765000581741333,V,39.42499923706055,°C
2026-05-07,16:23:47.042536,1778163827.042536,s,1360.099864,s,47.0,mV,1.5763750076293945,V,39.412498474121094,°C
2026-05-07,16:23:52.041547,1778163832.041547,s,1365.098875,s,47.0,mV,1.5762499570846558,V,39.400001525878906,°C
2026-05-07,16:23:57.043226,1778163837.043226,s,1370.100554,s,47.0,mV,1.5761250257492065,V,39.375,°C
2026-05-07,16:24:02.043116,1778163842.043116,s,1375.100444,s,47.0,mV,1.5758750438690186,V,39.36249923706055,°C
2026-05-07,16:24:07.044236,1778163847.044236,s,1380.101564,s,47.0,mV,1.5757499933242798,V,39.349998474121094,°C
2026-05-07,16:24:12.043640,1778163852.04364,s,1385.100968,s,47.0,mV,1.575624942779541,V,39.337501525878906,°C
2026-05-07,16:24:17.044926,1778163857.044926,s,1390.102254,s,47.0,mV,1.5755000114440918,V,39.32500076293945,°C
2026-05-07,16:24:22.044723,1778163862.044723,s,1395.102051,s,47.0078125,mV,1.575374960899353,V,39.29999923706055,°C
2026-05-07,16:24:27.046279,1778163867.046279,s,1400.103607,s,47.0,mV,1.5752500295639038,V,39.287498474121094,°C
2026-05-07,16:24:32.045232,1778163872.045232,s,1405.10256,s,47.0078125,mV,1.575124979019165,V,39.275001525878906,°C
2026-05-07,16:24:37.047517,1778163877.047517,s,1410.104845,s,47.0078125,mV,1.574874997138977,V,39.26250076293945,°C
2026-05-07,16:24:42.046304,1778163882.046304,s,1415.103632,s,47.0,mV,1.574874997138977,V,39.25,°C
2026-05-07,16:24:47.049005,1778163887.049005,s,1420.106333,s,47.0078125,mV,1.574625015258789,V,39.23749923706055,°C
2026-05-07,16:24:52.046570,1778163892.04657,s,1425.103898,s,47.0078125,mV,1.5744999647140503,V,39.212501525878906,°C
2026-05-07,16:24:57.049567,1778163897.049567,s,1430.106895,s,47.0,mV,1.574375033378601,V,39.20000076293945,°C
2026-05-07,16:25:02.047658,1778163902.047658,s,1435.104986,s,47.0078125,mV,1.5742499828338623,V,39.1875,°C
2026-05-07,16:25:07.050178,1778163907.050178,s,1440.107506,s,47.0078125,mV,1.574125051498413,V,39.1875,°C
2026-05-07,16:25:12.048016,1778163912.048016,s,1445.105344,s,47.0078125,mV,1.5740000009536743,V,39.162498474121094,°C
2026-05-07,16:25:17.050779,1778163917.050779,s,1450.108107,s,47.0078125,mV,1.5738749504089355,V,39.150001525878906,°C
2026-05-07,16:25:22.049381,1778163922.049381,s,1455.106709,s,47.0078125,mV,1.5737500190734863,V,39.13750076293945,°C
2026-05-07,16:25:27.051360,1778163927.05136,s,1460.108688,s,47.0078125,mV,1.5736249685287476,V,39.125,°C
2026-05-07,16:25:32.049671,1778163932.049671,s,1465.106999,s,47.0078125,mV,1.5733749866485596,V,39.11249923706055,°C
2026-05-07,16:25:37.051991,1778163937.051991,s,1470.109319,s,47.0078125,mV,1.5733749866485596,V,39.099998474121094,°C
2026-05-07,16:25:42.049982,1778163942.049982,s,1475.10731,s,47.0078125,mV,1.5732500553131104,V,39.087501525878906,°C
2026-05-07,16:25:47.052573,1778163947.052573,s,1480.109901,s,47.0078125,mV,1.5731250047683716,V,39.07500076293945,°C
2026-05-07,16:25:52.050326,1778163952.050326,s,1485.107654,s,47.015625,mV,1.5728750228881836,V,39.0625,°C
2026-05-07,16:25:57.053262,1778163957.053262,s,1490.11059,s,47.0078125,mV,1.5728750228881836,V,39.04999923706055,°C
2026-05-07,16:26:02.050695,1778163962.050695,s,1495.108023,s,47.015625,mV,1.5727499723434448,V,39.037498474121094,°C
2026-05-07,16:26:07.053690,1778163967.05369,s,1500.111018,s,47.015625,mV,1.5726250410079956,V,39.025001525878906,°C
2026-05-07,16:26:12.051231,1778163972.051231,s,1505.108559,s,47.0078125,mV,1.5724999904632568,V,39.01250076293945,°C
2026-05-07,16:26:17.055237,1778163977.055237,s,1510.112565,s,47.015625,mV,1.5723750591278076,V,39.0,°C
2026-05-07,16:26:22.051673,1778163982.051673,s,1515.109001,s,47.015625,mV,1.5722500085830688,V,38.98749923706055,°C
2026-05-07,16:26:27.056569,1778163987.056569,s,1520.113897,s,47.015625,mV,1.57212495803833,V,38.974998474121094,°C
