Date,Time,Time since 1970-01-01T00:00:00Z,,Time since start of measurement,,temp,
2025-12-12,10:29:06.196165,1765531746.196165,s,86.569673,s,71.0,°C
2025-12-12,10:29:06.447603,1765531746.447603,s,86.821111,s,71.0,°C
2025-12-12,10:29:06.696607,1765531746.696607,s,87.070115,s,71.0,°C
2025-12-12,10:29:06.948104,1765531746.948104,s,87.321612,s,71.0,°C
2025-12-12,10:29:07.196860,1765531747.19686,s,87.570368,s,71.0,°C
2025-12-12,10:29:07.448488,1765531747.448488,s,87.821996,s,71.0,°C
2025-12-12,10:29:07.697329,1765531747.697329,s,88.070837,s,71.0,°C
2025-12-12,10:29:07.948799,1765531747.948799,s,88.322307,s,71.0,°C
2025-12-12,10:29:08.197784,1765531748.197784,s,88.571292,s,71.0,°C
2025-12-12,10:29:08.449092,1765531748.449092,s,88.8226,s,71.0,°C
2025-12-12,10:29:08.698235,1765531748.698235,s,89.071743,s,71.0,°C
2025-12-12,10:29:08.949469,1765531748.949469,s,89.322977,s,71.0,°C
2025-12-12,10:29:09.198590,1765531749.19859,s,89.572098,s,71.0,°C
2025-12-12,10:29:09.449965,1765531749.449965,s,89.823473,s,71.0,°C
2025-12-12,10:29:09.698881,1765531749.698881,s,90.072389,s,71.0,°C
2025-12-12,10:29:09.950505,1765531749.950505,s,90.324013,s,71.0,°C
2025-12-12,10:29:10.199212,1765531750.199212,s,90.57272,s,71.0,°C
2025-12-12,10:29:10.451041,1765531750.451041,s,90.824549,s,71.0,°C
2025-12-12,10:29:10.699562,1765531750.699562,s,91.07307,s,71.0,°C
2025-12-12,10:29:10.951548,1765531750.951548,s,91.325056,s,71.0,°C
2025-12-12,10:29:11.199807,1765531751.199807,s,91.573315,s,71.0,°C
2025-12-12,10:29:11.452033,1765531751.452033,s,91.825541,s,71.0,°C
2025-12-12,10:29:11.700357,1765531751.700357,s,92.073865,s,71.0,°C
2025-12-12,10:29:11.952562,1765531751.952562,s,92.32607,s,71.0,°C
2025-12-12,10:29:12.200910,1765531752.20091,s,92.574418,s,71.0,°C
2025-12-12,10:29:12.452818,1765531752.452818,s,92.826326,s,71.0,°C
2025-12-12,10:29:12.701409,1765531752.701409,s,93.074917,s,71.0,°C
2025-12-12,10:29:12.953077,1765531752.953077,s,93.326585,s,71.0,°C
2025-12-12,10:29:13.201874,1765531753.201874,s,93.575382,s,71.0,°C
2025-12-12,10:29:13.453408,1765531753.453408,s,93.826916,s,71.0,°C
2025-12-12,10:29:13.702362,1765531753.702362,s,94.07587,s,71.0,°C
2025-12-12,10:29:13.953775,1765531753.953775,s,94.327283,s,71.0,°C
2025-12-12,10:29:14.202938,1765531754.202938,s,94.576446,s,71.0,°C
2025-12-12,10:29:14.454122,1765531754.454122,s,94.82763,s,71.0,°C
2025-12-12,10:29:14.703437,1765531754.703437,s,95.076945,s,71.0,°C
2025-12-12,10:29:14.954497,1765531754.954497,s,95.328005,s,71.0,°C
2025-12-12,10:29:15.203925,1765531755.203925,s,95.577433,s,71.0,°C
2025-12-12,10:29:15.454964,1765531755.454964,s,95.828472,s,71.0,°C
2025-12-12,10:29:15.704402,1765531755.704402,s,96.07791,s,71.0,°C
2025-12-12,10:29:15.955430,1765531755.95543,s,96.328938,s,71.0,°C
2025-12-12,10:29:16.204896,1765531756.204896,s,96.578404,s,71.0,°C
2025-12-12,10:29:16.455949,1765531756.455949,s,96.829457,s,71.0,°C
2025-12-12,10:29:16.705383,1765531756.705383,s,97.078891,s,71.0,°C
2025-12-12,10:29:16.956360,1765531756.95636,s,97.329868,s,71.0,°C
2025-12-12,10:29:17.205812,1765531757.205812,s,97.57932,s,71.0,°C
2025-12-12,10:29:17.456695,1765531757.456695,s,97.830203,s,71.0,°C
2025-12-12,10:29:17.706268,1765531757.706268,s,98.079776,s,71.0,°C
2025-12-12,10:29:17.957168,1765531757.957168,s,98.330676,s,71.0,°C
2025-12-12,10:29:18.206628,1765531758.206628,s,98.580136,s,71.0,°C
2025-12-12,10:29:18.457706,1765531758.457706,s,98.831214,s,71.0,°C
2025-12-12,10:29:18.707099,1765531758.707099,s,99.080607,s,71.0,°C
2025-12-12,10:29:18.958198,1765531758.958198,s,99.331706,s,71.0,°C
2025-12-12,10:29:19.207577,1765531759.207577,s,99.581085,s,71.0,°C
2025-12-12,10:29:19.458679,1765531759.458679,s,99.832187,s,71.0,°C
2025-12-12,10:29:19.708073,1765531759.708073,s,100.081581,s,71.0,°C
2025-12-12,10:29:19.959301,1765531759.959301,s,100.332809,s,71.0,°C
2025-12-12,10:29:20.208501,1765531760.208501,s,100.582009,s,71.0,°C
2025-12-12,10:29:20.459790,1765531760.45979,s,100.833298,s,71.0,°C
2025-12-12,10:29:20.708978,1765531760.708978,s,101.082486,s,71.0,°C
2025-12-12,10:29:20.960292,1765531760.960292,s,101.3338,s,71.0,°C
2025-12-12,10:29:21.209441,1765531761.209441,s,101.582949,s,71.0,°C
2025-12-12,10:29:21.460793,1765531761.460793,s,101.834301,s,71.0,°C
2025-12-12,10:29:21.709856,1765531761.709856,s,102.083364,s,71.0,°C
2025-12-12,10:29:21.961302,1765531761.961302,s,102.33481,s,71.0,°C
2025-12-12,10:29:22.210095,1765531762.210095,s,102.583603,s,71.0,°C
2025-12-12,10:29:22.461717,1765531762.461717,s,102.835225,s,71.0,°C
2025-12-12,10:29:22.710605,1765531762.710605,s,103.084113,s,71.0,°C
2025-12-12,10:29:22.962160,1765531762.96216,s,103.335668,s,71.0,°C
2025-12-12,10:29:23.210869,1765531763.210869,s,103.584377,s,71.0,°C
2025-12-12,10:29:23.462551,1765531763.462551,s,103.836059,s,71.0,°C
2025-12-12,10:29:23.711189,1765531763.711189,s,104.084697,s,71.0,°C
2025-12-12,10:29:23.963024,1765531763.963024,s,104.336532,s,71.0,°C
2025-12-12,10:29:24.211515,1765531764.211515,s,104.585023,s,71.0,°C
2025-12-12,10:29:24.463405,1765531764.463405,s,104.836913,s,71.0,°C
2025-12-12,10:29:24.711789,1765531764.711789,s,105.085297,s,71.0,°C
2025-12-12,10:29:24.963765,1765531764.963765,s,105.337273,s,71.0,°C
2025-12-12,10:29:25.212297,1765531765.212297,s,105.585805,s,71.0,°C
2025-12-12,10:29:25.464169,1765531765.464169,s,105.837677,s,71.0,°C
2025-12-12,10:29:25.712849,1765531765.712849,s,106.086357,s,71.0,°C
2025-12-12,10:29:25.964655,1765531765.964655,s,106.338163,s,71.0,°C
2025-12-12,10:29:26.213391,1765531766.213391,s,106.586899,s,71.0,°C
2025-12-12,10:29:26.465212,1765531766.465212,s,106.83872,s,71.0,°C
2025-12-12,10:29:26.714018,1765531766.714018,s,107.087526,s,71.0,°C
2025-12-12,10:29:26.965639,1765531766.965639,s,107.339147,s,71.0,°C
2025-12-12,10:29:27.214489,1765531767.214489,s,107.587997,s,71.0,°C
2025-12-12,10:29:27.466056,1765531767.466056,s,107.839564,s,71.0,°C
2025-12-12,10:29:27.714999,1765531767.714999,s,108.088507,s,71.0,°C
2025-12-12,10:29:27.966470,1765531767.96647,s,108.339978,s,71.0,°C
2025-12-12,10:29:28.215515,1765531768.215515,s,108.589023,s,71.0,°C
2025-12-12,10:29:28.466862,1765531768.466862,s,108.84037,s,71.0,°C
2025-12-12,10:29:28.716042,1765531768.716042,s,109.08955,s,71.0,°C
2025-12-12,10:29:28.967102,1765531768.967102,s,109.34061,s,71.0,°C
2025-12-12,10:29:29.216458,1765531769.216458,s,109.589966,s,71.0,°C
2025-12-12,10:29:29.467353,1765531769.467353,s,109.840861,s,71.0,°C
2025-12-12,10:29:29.716989,1765531769.716989,s,110.090497,s,71.0,°C
2025-12-12,10:29:29.967801,1765531769.967801,s,110.341309,s,71.0,°C
2025-12-12,10:29:30.217493,1765531770.217493,s,110.591001,s,71.0,°C
2025-12-12,10:29:30.468274,1765531770.468274,s,110.841782,s,71.0,°C
2025-12-12,10:29:30.717717,1765531770.717717,s,111.091225,s,71.0,°C
2025-12-12,10:29:30.968635,1765531770.968635,s,111.342143,s,71.0,°C
2025-12-12,10:29:31.218185,1765531771.218185,s,111.591693,s,71.0,°C
2025-12-12,10:29:31.468942,1765531771.468942,s,111.84245,s,71.0,°C
2025-12-12,10:29:31.718542,1765531771.718542,s,112.09205,s,71.0,°C
2025-12-12,10:29:31.969310,1765531771.96931,s,112.342818,s,71.0,°C
2025-12-12,10:29:32.219040,1765531772.21904,s,112.592548,s,71.0,°C
2025-12-12,10:29:32.469613,1765531772.469613,s,112.843121,s,71.0,°C
2025-12-12,10:29:32.719468,1765531772.719468,s,113.092976,s,71.0,°C
2025-12-12,10:29:32.970153,1765531772.970153,s,113.343661,s,71.0,°C
2025-12-12,10:29:33.219944,1765531773.219944,s,113.593452,s,71.0,°C
2025-12-12,10:29:33.470618,1765531773.470618,s,113.844126,s,71.0,°C
2025-12-12,10:29:33.720372,1765531773.720372,s,114.09388,s,71.0,°C
2025-12-12,10:29:33.970882,1765531773.970882,s,114.34439,s,71.0,°C
2025-12-12,10:29:34.220818,1765531774.220818,s,114.594326,s,71.0,°C
2025-12-12,10:29:34.471359,1765531774.471359,s,114.844867,s,71.0,°C
2025-12-12,10:29:34.721286,1765531774.721286,s,115.094794,s,71.0,°C
2025-12-12,10:29:34.971818,1765531774.971818,s,115.345326,s,71.0,°C
2025-12-12,10:29:35.221740,1765531775.22174,s,115.595248,s,71.0,°C
2025-12-12,10:29:35.472318,1765531775.472318,s,115.845826,s,71.0,°C
2025-12-12,10:29:35.722193,1765531775.722193,s,116.095701,s,71.0,°C
2025-12-12,10:29:35.972837,1765531775.972837,s,116.346345,s,71.0,°C
2025-12-12,10:29:36.222632,1765531776.222632,s,116.59614,s,71.0,°C
2025-12-12,10:29:36.473357,1765531776.473357,s,116.846865,s,71.0,°C
2025-12-12,10:29:36.723076,1765531776.723076,s,117.096584,s,71.0,°C
2025-12-12,10:29:36.973828,1765531776.973828,s,117.347336,s,71.0,°C
2025-12-12,10:29:37.223507,1765531777.223507,s,117.597015,s,71.0,°C
2025-12-12,10:29:37.474224,1765531777.474224,s,117.847732,s,71.0,°C
2025-12-12,10:29:37.723884,1765531777.723884,s,118.097392,s,71.0,°C
2025-12-12,10:29:37.974665,1765531777.974665,s,118.348173,s,71.0,°C
2025-12-12,10:29:38.224281,1765531778.224281,s,118.597789,s,71.0,°C
2025-12-12,10:29:38.475130,1765531778.47513,s,118.848638,s,71.0,°C
2025-12-12,10:29:38.724625,1765531778.724625,s,119.098133,s,71.0,°C
2025-12-12,10:29:38.975602,1765531778.975602,s,119.34911,s,71.0,°C
2025-12-12,10:29:39.224882,1765531779.224882,s,119.59839,s,71.0,°C
2025-12-12,10:29:39.476078,1765531779.476078,s,119.849586,s,71.0,°C
2025-12-12,10:29:39.725151,1765531779.725151,s,120.098659,s,71.0,°C
2025-12-12,10:29:39.976598,1765531779.976598,s,120.350106,s,71.0,°C
2025-12-12,10:29:40.225674,1765531780.225674,s,120.599182,s,71.0,°C
2025-12-12,10:29:40.477097,1765531780.477097,s,120.850605,s,71.0,°C
2025-12-12,10:29:40.726250,1765531780.72625,s,121.099758,s,71.0,°C
2025-12-12,10:29:40.977591,1765531780.977591,s,121.351099,s,71.0,°C
2025-12-12,10:29:41.226671,1765531781.226671,s,121.600179,s,71.0,°C
2025-12-12,10:29:41.478014,1765531781.478014,s,121.851522,s,71.0,°C
2025-12-12,10:29:41.726936,1765531781.726936,s,122.100444,s,71.0,°C
2025-12-12,10:29:41.978372,1765531781.978372,s,122.35188,s,71.0,°C
2025-12-12,10:29:42.227484,1765531782.227484,s,122.600992,s,71.0,°C
2025-12-12,10:29:42.478773,1765531782.478773,s,122.852281,s,71.0,°C
2025-12-12,10:29:42.728005,1765531782.728005,s,123.101513,s,71.0,°C
2025-12-12,10:29:42.979014,1765531782.979014,s,123.352522,s,71.0,°C
2025-12-12,10:29:43.228372,1765531783.228372,s,123.60188,s,71.0,°C
2025-12-12,10:29:43.479299,1765531783.479299,s,123.852807,s,71.0,°C
2025-12-12,10:29:43.728822,1765531783.728822,s,124.10233,s,71.0,°C
2025-12-12,10:29:43.979745,1765531783.979745,s,124.353253,s,71.0,°C
2025-12-12,10:29:44.229356,1765531784.229356,s,124.602864,s,71.0,°C
2025-12-12,10:29:44.480283,1765531784.480283,s,124.853791,s,71.0,°C
2025-12-12,10:29:44.729890,1765531784.72989,s,125.103398,s,71.0,°C
2025-12-12,10:29:44.980704,1765531784.980704,s,125.354212,s,71.0,°C
2025-12-12,10:29:45.230449,1765531785.230449,s,125.603957,s,71.0,°C
2025-12-12,10:29:45.481091,1765531785.481091,s,125.854599,s,71.0,°C
2025-12-12,10:29:45.730850,1765531785.73085,s,126.104358,s,71.0,°C
2025-12-12,10:29:45.981565,1765531785.981565,s,126.355073,s,71.0,°C
2025-12-12,10:29:46.231173,1765531786.231173,s,126.604681,s,71.0,°C
2025-12-12,10:29:46.481791,1765531786.481791,s,126.855299,s,71.0,°C
2025-12-12,10:29:46.731652,1765531786.731652,s,127.10516,s,71.0,°C
2025-12-12,10:29:46.982103,1765531786.982103,s,127.355611,s,71.0,°C
2025-12-12,10:29:47.232132,1765531787.232132,s,127.60564,s,71.0,°C
2025-12-12,10:29:47.482644,1765531787.482644,s,127.856152,s,71.0,°C
2025-12-12,10:29:47.732617,1765531787.732617,s,128.106125,s,71.0,°C
2025-12-12,10:29:47.983162,1765531787.983162,s,128.35667,s,71.0,°C
2025-12-12,10:29:48.233183,1765531788.233183,s,128.606691,s,71.0,°C
2025-12-12,10:29:48.483605,1765531788.483605,s,128.857113,s,71.0,°C
2025-12-12,10:29:48.733731,1765531788.733731,s,129.107239,s,71.0,°C
2025-12-12,10:29:48.984071,1765531788.984071,s,129.357579,s,70.0,°C
2025-12-12,10:29:49.234192,1765531789.234192,s,129.6077,s,70.0,°C
2025-12-12,10:29:49.484579,1765531789.484579,s,129.858087,s,70.0,°C
2025-12-12,10:29:49.734643,1765531789.734643,s,130.108151,s,70.0,°C
2025-12-12,10:29:49.985154,1765531789.985154,s,130.358662,s,70.0,°C
2025-12-12,10:29:50.235128,1765531790.235128,s,130.608636,s,71.0,°C
2025-12-12,10:29:50.485640,1765531790.48564,s,130.859148,s,71.0,°C
2025-12-12,10:29:50.735601,1765531790.735601,s,131.109109,s,71.0,°C
2025-12-12,10:29:50.985882,1765531790.985882,s,131.35939,s,71.0,°C
2025-12-12,10:29:51.235895,1765531791.235895,s,131.609403,s,71.0,°C
2025-12-12,10:29:51.486239,1765531791.486239,s,131.859747,s,71.0,°C
2025-12-12,10:29:51.736367,1765531791.736367,s,132.109875,s,71.0,°C
2025-12-12,10:29:51.986850,1765531791.98685,s,132.360358,s,71.0,°C
2025-12-12,10:29:52.236976,1765531792.236976,s,132.610484,s,71.0,°C
2025-12-12,10:29:52.487344,1765531792.487344,s,132.860852,s,71.0,°C
2025-12-12,10:29:52.737326,1765531792.737326,s,133.110834,s,71.0,°C
2025-12-12,10:29:52.987702,1765531792.987702,s,133.36121,s,71.0,°C
2025-12-12,10:29:53.237773,1765531793.237773,s,133.611281,s,71.0,°C
2025-12-12,10:29:53.488121,1765531793.488121,s,133.861629,s,71.0,°C
2025-12-12,10:29:53.738058,1765531793.738058,s,134.111566,s,71.0,°C
2025-12-12,10:29:53.988596,1765531793.988596,s,134.362104,s,71.0,°C
2025-12-12,10:29:54.238437,1765531794.238437,s,134.611945,s,71.0,°C
2025-12-12,10:29:54.488893,1765531794.488893,s,134.862401,s,71.0,°C
2025-12-12,10:29:54.738706,1765531794.738706,s,135.112214,s,71.0,°C
2025-12-12,10:29:54.989371,1765531794.989371,s,135.362879,s,71.0,°C
2025-12-12,10:29:55.239212,1765531795.239212,s,135.61272,s,71.0,°C
2025-12-12,10:29:55.489884,1765531795.489884,s,135.863392,s,71.0,°C
2025-12-12,10:29:55.739785,1765531795.739785,s,136.113293,s,71.0,°C
2025-12-12,10:29:55.990137,1765531795.990137,s,136.363645,s,71.0,°C
2025-12-12,10:29:56.240289,1765531796.240289,s,136.613797,s,71.0,°C
2025-12-12,10:29:56.490476,1765531796.490476,s,136.863984,s,71.0,°C
2025-12-12,10:29:56.740817,1765531796.740817,s,137.114325,s,71.0,°C
2025-12-12,10:29:56.990832,1765531796.990832,s,137.36434,s,71.0,°C
2025-12-12,10:29:57.241250,1765531797.24125,s,137.614758,s,71.0,°C
2025-12-12,10:29:57.491261,1765531797.491261,s,137.864769,s,71.0,°C
2025-12-12,10:29:57.741677,1765531797.741677,s,138.115185,s,71.0,°C
2025-12-12,10:29:57.991612,1765531797.991612,s,138.36512,s,71.0,°C
2025-12-12,10:29:58.242195,1765531798.242195,s,138.615703,s,71.0,°C
2025-12-12,10:29:58.491886,1765531798.491886,s,138.865394,s,71.0,°C
2025-12-12,10:29:58.742678,1765531798.742678,s,139.116186,s,71.0,°C
2025-12-12,10:29:58.992224,1765531798.992224,s,139.365732,s,71.0,°C
2025-12-12,10:29:59.243133,1765531799.243133,s,139.616641,s,71.0,°C
2025-12-12,10:29:59.492571,1765531799.492571,s,139.866079,s,71.0,°C
2025-12-12,10:29:59.743587,1765531799.743587,s,140.117095,s,71.0,°C
2025-12-12,10:29:59.992883,1765531799.992883,s,140.366391,s,71.0,°C
2025-12-12,10:30:00.243877,1765531800.243877,s,140.617385,s,71.0,°C
2025-12-12,10:30:00.493210,1765531800.49321,s,140.866718,s,71.0,°C
2025-12-12,10:30:00.744211,1765531800.744211,s,141.117719,s,71.0,°C
2025-12-12,10:30:00.993524,1765531800.993524,s,141.367032,s,71.0,°C
2025-12-12,10:30:01.244708,1765531801.244708,s,141.618216,s,71.0,°C
2025-12-12,10:30:01.493795,1765531801.493795,s,141.867303,s,71.0,°C
2025-12-12,10:30:01.744970,1765531801.74497,s,142.118478,s,71.0,°C
2025-12-12,10:30:01.994110,1765531801.99411,s,142.367618,s,71.0,°C
2025-12-12,10:30:02.245386,1765531802.245386,s,142.618894,s,71.0,°C
2025-12-12,10:30:02.494440,1765531802.49444,s,142.867948,s,71.0,°C
2025-12-12,10:30:02.745834,1765531802.745834,s,143.119342,s,71.0,°C
2025-12-12,10:30:02.994788,1765531802.994788,s,143.368296,s,71.0,°C
2025-12-12,10:30:03.246287,1765531803.246287,s,143.619795,s,71.0,°C
2025-12-12,10:30:03.495184,1765531803.495184,s,143.868692,s,71.0,°C
2025-12-12,10:30:03.746576,1765531803.746576,s,144.120084,s,71.0,°C
2025-12-12,10:30:03.995548,1765531803.995548,s,144.369056,s,71.0,°C
2025-12-12,10:30:04.247117,1765531804.247117,s,144.620625,s,71.0,°C
2025-12-12,10:30:04.495939,1765531804.495939,s,144.869447,s,71.0,°C
2025-12-12,10:30:04.747630,1765531804.74763,s,145.121138,s,71.0,°C
2025-12-12,10:30:04.996301,1765531804.996301,s,145.369809,s,71.0,°C
2025-12-12,10:30:05.248126,1765531805.248126,s,145.621634,s,71.0,°C
2025-12-12,10:30:05.496657,1765531805.496657,s,145.870165,s,71.0,°C
2025-12-12,10:30:05.748537,1765531805.748537,s,146.122045,s,71.0,°C
2025-12-12,10:30:05.996934,1765531805.996934,s,146.370442,s,71.0,°C
2025-12-12,10:30:06.248987,1765531806.248987,s,146.622495,s,71.0,°C
2025-12-12,10:30:06.497298,1765531806.497298,s,146.870806,s,71.0,°C
2025-12-12,10:30:06.749312,1765531806.749312,s,147.12282,s,71.0,°C
2025-12-12,10:30:06.997651,1765531806.997651,s,147.371159,s,71.0,°C
2025-12-12,10:30:07.249807,1765531807.249807,s,147.623315,s,71.0,°C
2025-12-12,10:30:07.498145,1765531807.498145,s,147.871653,s,71.0,°C
2025-12-12,10:30:07.750266,1765531807.750266,s,148.123774,s,71.0,°C
2025-12-12,10:30:07.998531,1765531807.998531,s,148.372039,s,71.0,°C
2025-12-12,10:30:08.250572,1765531808.250572,s,148.62408,s,71.0,°C
2025-12-12,10:30:08.498785,1765531808.498785,s,148.872293,s,71.0,°C
2025-12-12,10:30:08.750832,1765531808.750832,s,149.12434,s,71.0,°C
2025-12-12,10:30:08.999025,1765531808.999025,s,149.372533,s,71.0,°C
2025-12-12,10:30:09.251166,1765531809.251166,s,149.624674,s,71.0,°C
2025-12-12,10:30:09.499478,1765531809.499478,s,149.872986,s,71.0,°C
2025-12-12,10:30:09.751618,1765531809.751618,s,150.125126,s,71.0,°C
2025-12-12,10:30:09.999798,1765531809.999798,s,150.373306,s,71.0,°C
2025-12-12,10:30:10.252141,1765531810.252141,s,150.625649,s,71.0,°C
2025-12-12,10:30:10.500155,1765531810.500155,s,150.873663,s,71.0,°C
2025-12-12,10:30:10.752514,1765531810.752514,s,151.126022,s,71.0,°C
2025-12-12,10:30:11.000670,1765531811.00067,s,151.374178,s,71.0,°C
2025-12-12,10:30:11.252841,1765531811.252841,s,151.626349,s,71.0,°C
2025-12-12,10:30:11.501158,1765531811.501158,s,151.874666,s,71.0,°C
2025-12-12,10:30:11.753377,1765531811.753377,s,152.126885,s,71.0,°C
2025-12-12,10:30:12.001482,1765531812.001482,s,152.37499,s,71.0,°C
2025-12-12,10:30:12.253862,1765531812.253862,s,152.62737,s,71.0,°C
2025-12-12,10:30:12.501806,1765531812.501806,s,152.875314,s,71.0,°C
2025-12-12,10:30:12.754292,1765531812.754292,s,153.1278,s,71.0,°C
2025-12-12,10:30:13.002038,1765531813.002038,s,153.375546,s,71.0,°C
2025-12-12,10:30:13.254844,1765531813.254844,s,153.628352,s,71.0,°C
2025-12-12,10:30:13.502444,1765531813.502444,s,153.875952,s,71.0,°C
2025-12-12,10:30:13.755231,1765531813.755231,s,154.128739,s,71.0,°C
2025-12-12,10:30:14.002856,1765531814.002856,s,154.376364,s,71.0,°C
2025-12-12,10:30:14.255756,1765531814.255756,s,154.629264,s,71.0,°C
2025-12-12,10:30:14.503154,1765531814.503154,s,154.876662,s,71.0,°C
2025-12-12,10:30:14.756098,1765531814.756098,s,155.129606,s,71.0,°C
2025-12-12,10:30:15.003602,1765531815.003602,s,155.37711,s,71.0,°C
2025-12-12,10:30:15.256593,1765531815.256593,s,155.630101,s,71.0,°C
2025-12-12,10:30:15.504043,1765531815.504043,s,155.877551,s,71.0,°C
2025-12-12,10:30:15.757104,1765531815.757104,s,156.130612,s,71.0,°C
2025-12-12,10:30:16.004358,1765531816.004358,s,156.377866,s,71.0,°C
2025-12-12,10:30:16.257544,1765531816.257544,s,156.631052,s,71.0,°C
2025-12-12,10:30:16.504675,1765531816.504675,s,156.878183,s,71.0,°C
2025-12-12,10:30:16.757827,1765531816.757827,s,157.131335,s,71.0,°C
2025-12-12,10:30:17.005077,1765531817.005077,s,157.378585,s,71.0,°C
2025-12-12,10:30:17.258301,1765531817.258301,s,157.631809,s,71.0,°C
2025-12-12,10:30:17.505481,1765531817.505481,s,157.878989,s,71.0,°C
2025-12-12,10:30:17.758666,1765531817.758666,s,158.132174,s,71.0,°C
2025-12-12,10:30:18.005707,1765531818.005707,s,158.379215,s,71.0,°C
2025-12-12,10:30:18.259129,1765531818.259129,s,158.632637,s,71.0,°C
2025-12-12,10:30:18.505880,1765531818.50588,s,158.879388,s,71.0,°C
2025-12-12,10:30:18.759523,1765531818.759523,s,159.133031,s,71.0,°C
2025-12-12,10:30:19.006233,1765531819.006233,s,159.379741,s,71.0,°C
2025-12-12,10:30:19.259860,1765531819.25986,s,159.633368,s,71.0,°C
2025-12-12,10:30:19.506768,1765531819.506768,s,159.880276,s,71.0,°C
2025-12-12,10:30:19.760322,1765531819.760322,s,160.13383,s,71.0,°C
2025-12-12,10:30:20.007067,1765531820.007067,s,160.380575,s,71.0,°C
2025-12-12,10:30:20.260837,1765531820.260837,s,160.634345,s,71.0,°C
2025-12-12,10:30:20.507581,1765531820.507581,s,160.881089,s,71.0,°C
2025-12-12,10:30:20.761238,1765531820.761238,s,161.134746,s,71.0,°C
2025-12-12,10:30:21.007817,1765531821.007817,s,161.381325,s,71.0,°C
2025-12-12,10:30:21.261716,1765531821.261716,s,161.635224,s,71.0,°C
2025-12-12,10:30:21.508280,1765531821.50828,s,161.881788,s,71.0,°C
2025-12-12,10:30:21.761983,1765531821.761983,s,162.135491,s,71.0,°C
2025-12-12,10:30:22.008832,1765531822.008832,s,162.38234,s,71.0,°C
2025-12-12,10:30:22.262546,1765531822.262546,s,162.636054,s,71.0,°C
2025-12-12,10:30:22.509351,1765531822.509351,s,162.882859,s,71.0,°C
2025-12-12,10:30:22.762927,1765531822.762927,s,163.136435,s,71.0,°C
2025-12-12,10:30:23.009589,1765531823.009589,s,163.383097,s,71.0,°C
2025-12-12,10:30:23.263488,1765531823.263488,s,163.636996,s,71.0,°C
2025-12-12,10:30:23.510054,1765531823.510054,s,163.883562,s,71.0,°C
2025-12-12,10:30:23.763988,1765531823.763988,s,164.137496,s,71.0,°C
2025-12-12,10:30:24.010385,1765531824.010385,s,164.383893,s,71.0,°C
2025-12-12,10:30:24.264378,1765531824.264378,s,164.637886,s,71.0,°C
2025-12-12,10:30:24.510814,1765531824.510814,s,164.884322,s,71.0,°C
2025-12-12,10:30:24.764625,1765531824.764625,s,165.138133,s,71.0,°C
2025-12-12,10:30:25.011123,1765531825.011123,s,165.384631,s,71.0,°C
2025-12-12,10:30:25.265169,1765531825.265169,s,165.638677,s,71.0,°C
2025-12-12,10:30:25.511594,1765531825.511594,s,165.885102,s,71.0,°C
2025-12-12,10:30:25.765698,1765531825.765698,s,166.139206,s,71.0,°C
2025-12-12,10:30:26.011886,1765531826.011886,s,166.385394,s,71.0,°C
2025-12-12,10:30:26.265979,1765531826.265979,s,166.639487,s,71.0,°C
2025-12-12,10:30:26.512340,1765531826.51234,s,166.885848,s,71.0,°C
2025-12-12,10:30:26.766266,1765531826.766266,s,167.139774,s,71.0,°C
2025-12-12,10:30:27.012779,1765531827.012779,s,167.386287,s,71.0,°C
2025-12-12,10:30:27.266703,1765531827.266703,s,167.640211,s,71.0,°C
2025-12-12,10:30:27.513026,1765531827.513026,s,167.886534,s,71.0,°C
2025-12-12,10:30:27.767207,1765531827.767207,s,168.140715,s,71.0,°C
2025-12-12,10:30:28.013480,1765531828.01348,s,168.386988,s,71.0,°C
2025-12-12,10:30:28.267655,1765531828.267655,s,168.641163,s,71.0,°C
2025-12-12,10:30:28.513877,1765531828.513877,s,168.887385,s,71.0,°C
2025-12-12,10:30:28.768142,1765531828.768142,s,169.14165,s,71.0,°C
2025-12-12,10:30:29.014299,1765531829.014299,s,169.387807,s,71.0,°C
2025-12-12,10:30:29.268509,1765531829.268509,s,169.642017,s,71.0,°C
2025-12-12,10:30:29.514736,1765531829.514736,s,169.888244,s,71.0,°C
2025-12-12,10:30:29.769052,1765531829.769052,s,170.14256,s,71.0,°C
2025-12-12,10:30:30.015159,1765531830.015159,s,170.388667,s,71.0,°C
2025-12-12,10:30:30.269467,1765531830.269467,s,170.642975,s,71.0,°C
2025-12-12,10:30:30.515466,1765531830.515466,s,170.888974,s,71.0,°C
2025-12-12,10:30:30.769944,1765531830.769944,s,171.143452,s,71.0,°C
2025-12-12,10:30:31.015773,1765531831.015773,s,171.389281,s,71.0,°C
2025-12-12,10:30:31.270377,1765531831.270377,s,171.643885,s,71.0,°C
2025-12-12,10:30:31.516113,1765531831.516113,s,171.889621,s,71.0,°C
2025-12-12,10:30:31.770865,1765531831.770865,s,172.144373,s,71.0,°C
2025-12-12,10:30:32.016584,1765531832.016584,s,172.390092,s,71.0,°C
2025-12-12,10:30:32.271243,1765531832.271243,s,172.644751,s,71.0,°C
2025-12-12,10:30:32.517069,1765531832.517069,s,172.890577,s,71.0,°C
2025-12-12,10:30:32.771812,1765531832.771812,s,173.14532,s,71.0,°C
2025-12-12,10:30:33.017419,1765531833.017419,s,173.390927,s,71.0,°C
2025-12-12,10:30:33.272052,1765531833.272052,s,173.64556,s,71.0,°C
