Date,Time,Time since 1970-01-01T00:00:00Z,,Time since start of measurement,,temp,
2025-12-12,10:30:33.517924,1765531833.517924,s,173.891432,s,71.0,°C
2025-12-12,10:30:33.772509,1765531833.772509,s,174.146017,s,71.0,°C
2025-12-12,10:30:34.018329,1765531834.018329,s,174.391837,s,71.0,°C
2025-12-12,10:30:34.272817,1765531834.272817,s,174.646325,s,71.0,°C
2025-12-12,10:30:34.518812,1765531834.518812,s,174.89232,s,71.0,°C
2025-12-12,10:30:34.773317,1765531834.773317,s,175.146825,s,71.0,°C
2025-12-12,10:30:35.019299,1765531835.019299,s,175.392807,s,71.0,°C
2025-12-12,10:30:35.273647,1765531835.273647,s,175.647155,s,71.0,°C
2025-12-12,10:30:35.519758,1765531835.519758,s,175.893266,s,71.0,°C
2025-12-12,10:30:35.773911,1765531835.773911,s,176.147419,s,71.0,°C
2025-12-12,10:30:36.020087,1765531836.020087,s,176.393595,s,71.0,°C
2025-12-12,10:30:36.274319,1765531836.274319,s,176.647827,s,71.0,°C
2025-12-12,10:30:36.520591,1765531836.520591,s,176.894099,s,71.0,°C
2025-12-12,10:30:36.774573,1765531836.774573,s,177.148081,s,71.0,°C
2025-12-12,10:30:37.021112,1765531837.021112,s,177.39462,s,71.0,°C
2025-12-12,10:30:37.275011,1765531837.275011,s,177.648519,s,71.0,°C
2025-12-12,10:30:37.521584,1765531837.521584,s,177.895092,s,71.0,°C
2025-12-12,10:30:37.775445,1765531837.775445,s,178.148953,s,71.0,°C
2025-12-12,10:30:38.022119,1765531838.022119,s,178.395627,s,71.0,°C
2025-12-12,10:30:38.275867,1765531838.275867,s,178.649375,s,71.0,°C
2025-12-12,10:30:38.522601,1765531838.522601,s,178.896109,s,71.0,°C
2025-12-12,10:30:38.776182,1765531838.776182,s,179.14969,s,71.0,°C
2025-12-12,10:30:39.023041,1765531839.023041,s,179.396549,s,71.0,°C
2025-12-12,10:30:39.276481,1765531839.276481,s,179.649989,s,71.0,°C
2025-12-12,10:30:39.523477,1765531839.523477,s,179.896985,s,71.0,°C
2025-12-12,10:30:39.776911,1765531839.776911,s,180.150419,s,71.0,°C
2025-12-12,10:30:40.023954,1765531840.023954,s,180.397462,s,71.0,°C
2025-12-12,10:30:40.277659,1765531840.277659,s,180.651167,s,71.0,°C
2025-12-12,10:30:40.524262,1765531840.524262,s,180.89777,s,71.0,°C
2025-12-12,10:30:40.778177,1765531840.778177,s,181.151685,s,71.0,°C
2025-12-12,10:30:41.024570,1765531841.02457,s,181.398078,s,71.0,°C
2025-12-12,10:30:41.278718,1765531841.278718,s,181.652226,s,71.0,°C
2025-12-12,10:30:41.525036,1765531841.525036,s,181.898544,s,71.0,°C
2025-12-12,10:30:41.779301,1765531841.779301,s,182.152809,s,71.0,°C
2025-12-12,10:30:42.025487,1765531842.025487,s,182.398995,s,71.0,°C
2025-12-12,10:30:42.279770,1765531842.27977,s,182.653278,s,71.0,°C
2025-12-12,10:30:42.525934,1765531842.525934,s,182.899442,s,71.0,°C
2025-12-12,10:30:42.780248,1765531842.780248,s,183.153756,s,71.0,°C
2025-12-12,10:30:43.026320,1765531843.02632,s,183.399828,s,71.0,°C
2025-12-12,10:30:43.280801,1765531843.280801,s,183.654309,s,71.0,°C
2025-12-12,10:30:43.526643,1765531843.526643,s,183.900151,s,71.0,°C
2025-12-12,10:30:43.781070,1765531843.78107,s,184.154578,s,71.0,°C
2025-12-12,10:30:44.026897,1765531844.026897,s,184.400405,s,71.0,°C
2025-12-12,10:30:44.281570,1765531844.28157,s,184.655078,s,71.0,°C
2025-12-12,10:30:44.527329,1765531844.527329,s,184.900837,s,71.0,°C
2025-12-12,10:30:44.781849,1765531844.781849,s,185.155357,s,71.0,°C
2025-12-12,10:30:45.027648,1765531845.027648,s,185.401156,s,71.0,°C
2025-12-12,10:30:45.282352,1765531845.282352,s,185.65586,s,71.0,°C
2025-12-12,10:30:45.527887,1765531845.527887,s,185.901395,s,71.0,°C
2025-12-12,10:30:45.782698,1765531845.782698,s,186.156206,s,71.0,°C
2025-12-12,10:30:46.028213,1765531846.028213,s,186.401721,s,71.0,°C
2025-12-12,10:30:46.283175,1765531846.283175,s,186.656683,s,71.0,°C
2025-12-12,10:30:46.528698,1765531846.528698,s,186.902206,s,71.0,°C
2025-12-12,10:30:46.783468,1765531846.783468,s,187.156976,s,71.0,°C
2025-12-12,10:30:47.028948,1765531847.028948,s,187.402456,s,71.0,°C
2025-12-12,10:30:47.283888,1765531847.283888,s,187.657396,s,71.0,°C
2025-12-12,10:30:47.529414,1765531847.529414,s,187.902922,s,71.0,°C
2025-12-12,10:30:47.784435,1765531847.784435,s,188.157943,s,71.0,°C
2025-12-12,10:30:48.029776,1765531848.029776,s,188.403284,s,71.0,°C
2025-12-12,10:30:48.285017,1765531848.285017,s,188.658525,s,71.0,°C
2025-12-12,10:30:48.530230,1765531848.53023,s,188.903738,s,71.0,°C
2025-12-12,10:30:48.785478,1765531848.785478,s,189.158986,s,71.0,°C
2025-12-12,10:30:49.030581,1765531849.030581,s,189.404089,s,71.0,°C
2025-12-12,10:30:49.285806,1765531849.285806,s,189.659314,s,71.0,°C
2025-12-12,10:30:49.530878,1765531849.530878,s,189.904386,s,71.0,°C
2025-12-12,10:30:49.786254,1765531849.786254,s,190.159762,s,71.0,°C
2025-12-12,10:30:50.031308,1765531850.031308,s,190.404816,s,71.0,°C
2025-12-12,10:30:50.286715,1765531850.286715,s,190.660223,s,71.0,°C
2025-12-12,10:30:50.531637,1765531850.531637,s,190.905145,s,71.0,°C
2025-12-12,10:30:50.786954,1765531850.786954,s,191.160462,s,71.0,°C
2025-12-12,10:30:51.032012,1765531851.032012,s,191.40552,s,71.0,°C
2025-12-12,10:30:51.287415,1765531851.287415,s,191.660923,s,71.0,°C
2025-12-12,10:30:51.532609,1765531851.532609,s,191.906117,s,71.0,°C
2025-12-12,10:30:51.787944,1765531851.787944,s,192.161452,s,71.0,°C
2025-12-12,10:30:52.033140,1765531852.03314,s,192.406648,s,71.0,°C
2025-12-12,10:30:52.288365,1765531852.288365,s,192.661873,s,71.0,°C
2025-12-12,10:30:52.533642,1765531852.533642,s,192.90715,s,71.0,°C
2025-12-12,10:30:52.788774,1765531852.788774,s,193.162282,s,71.0,°C
2025-12-12,10:30:53.033932,1765531853.033932,s,193.40744,s,71.0,°C
2025-12-12,10:30:53.289054,1765531853.289054,s,193.662562,s,71.0,°C
2025-12-12,10:30:53.534349,1765531853.534349,s,193.907857,s,71.0,°C
2025-12-12,10:30:53.789519,1765531853.789519,s,194.163027,s,71.0,°C
2025-12-12,10:30:54.034792,1765531854.034792,s,194.4083,s,71.0,°C
2025-12-12,10:30:54.289814,1765531854.289814,s,194.663322,s,71.0,°C
2025-12-12,10:30:54.535228,1765531854.535228,s,194.908736,s,71.0,°C
2025-12-12,10:30:54.790033,1765531854.790033,s,195.163541,s,71.0,°C
2025-12-12,10:30:55.035473,1765531855.035473,s,195.408981,s,71.0,°C
2025-12-12,10:30:55.290532,1765531855.290532,s,195.66404,s,71.0,°C
2025-12-12,10:30:55.535989,1765531855.535989,s,195.909497,s,71.0,°C
2025-12-12,10:30:55.791051,1765531855.791051,s,196.164559,s,71.0,°C
2025-12-12,10:30:56.036396,1765531856.036396,s,196.409904,s,71.0,°C
2025-12-12,10:30:56.291593,1765531856.291593,s,196.665101,s,71.0,°C
2025-12-12,10:30:56.536853,1765531856.536853,s,196.910361,s,71.0,°C
2025-12-12,10:30:56.792081,1765531856.792081,s,197.165589,s,71.0,°C
2025-12-12,10:30:57.037282,1765531857.037282,s,197.41079,s,71.0,°C
2025-12-12,10:30:57.292635,1765531857.292635,s,197.666143,s,71.0,°C
2025-12-12,10:30:57.537696,1765531857.537696,s,197.911204,s,71.0,°C
2025-12-12,10:30:57.793149,1765531857.793149,s,198.166657,s,71.0,°C
2025-12-12,10:30:58.038124,1765531858.038124,s,198.411632,s,71.0,°C
2025-12-12,10:30:58.293629,1765531858.293629,s,198.667137,s,71.0,°C
2025-12-12,10:30:58.538456,1765531858.538456,s,198.911964,s,71.0,°C
2025-12-12,10:30:58.794194,1765531858.794194,s,199.167702,s,71.0,°C
2025-12-12,10:30:59.038810,1765531859.03881,s,199.412318,s,71.0,°C
2025-12-12,10:30:59.294719,1765531859.294719,s,199.668227,s,71.0,°C
2025-12-12,10:30:59.539283,1765531859.539283,s,199.912791,s,71.0,°C
2025-12-12,10:30:59.795193,1765531859.795193,s,200.168701,s,71.0,°C
2025-12-12,10:31:00.039870,1765531860.03987,s,200.413378,s,71.0,°C
2025-12-12,10:31:00.295706,1765531860.295706,s,200.669214,s,71.0,°C
2025-12-12,10:31:00.540197,1765531860.540197,s,200.913705,s,71.0,°C
2025-12-12,10:31:00.796220,1765531860.79622,s,201.169728,s,71.0,°C
2025-12-12,10:31:01.040530,1765531861.04053,s,201.414038,s,71.0,°C
2025-12-12,10:31:01.296747,1765531861.296747,s,201.670255,s,71.0,°C
2025-12-12,10:31:01.540729,1765531861.540729,s,201.914237,s,71.0,°C
2025-12-12,10:31:01.797236,1765531861.797236,s,202.170744,s,71.0,°C
2025-12-12,10:31:02.041189,1765531862.041189,s,202.414697,s,71.0,°C
2025-12-12,10:31:02.297789,1765531862.297789,s,202.671297,s,71.0,°C
2025-12-12,10:31:02.541565,1765531862.541565,s,202.915073,s,71.0,°C
2025-12-12,10:31:02.798282,1765531862.798282,s,203.17179,s,71.0,°C
2025-12-12,10:31:03.042034,1765531863.042034,s,203.415542,s,71.0,°C
2025-12-12,10:31:03.298768,1765531863.298768,s,203.672276,s,71.0,°C
2025-12-12,10:31:03.542407,1765531863.542407,s,203.915915,s,71.0,°C
2025-12-12,10:31:03.799051,1765531863.799051,s,204.172559,s,71.0,°C
2025-12-12,10:31:04.042958,1765531864.042958,s,204.416466,s,71.0,°C
2025-12-12,10:31:04.299483,1765531864.299483,s,204.672991,s,71.0,°C
2025-12-12,10:31:04.543485,1765531864.543485,s,204.916993,s,71.0,°C
2025-12-12,10:31:04.799913,1765531864.799913,s,205.173421,s,71.0,°C
2025-12-12,10:31:05.043926,1765531865.043926,s,205.417434,s,71.0,°C
2025-12-12,10:31:05.300307,1765531865.300307,s,205.673815,s,71.0,°C
2025-12-12,10:31:05.544266,1765531865.544266,s,205.917774,s,71.0,°C
2025-12-12,10:31:05.800717,1765531865.800717,s,206.174225,s,71.0,°C
2025-12-12,10:31:06.044792,1765531866.044792,s,206.4183,s,71.0,°C
2025-12-12,10:31:06.300964,1765531866.300964,s,206.674472,s,71.0,°C
2025-12-12,10:31:06.545213,1765531866.545213,s,206.918721,s,71.0,°C
2025-12-12,10:31:06.801219,1765531866.801219,s,207.174727,s,71.0,°C
2025-12-12,10:31:07.045749,1765531867.045749,s,207.419257,s,71.0,°C
2025-12-12,10:31:07.301477,1765531867.301477,s,207.674985,s,71.0,°C
2025-12-12,10:31:07.546292,1765531867.546292,s,207.9198,s,71.0,°C
2025-12-12,10:31:07.801824,1765531867.801824,s,208.175332,s,71.0,°C
2025-12-12,10:31:08.046780,1765531868.04678,s,208.420288,s,71.0,°C
2025-12-12,10:31:08.302309,1765531868.302309,s,208.675817,s,71.0,°C
2025-12-12,10:31:08.547300,1765531868.5473,s,208.920808,s,71.0,°C
2025-12-12,10:31:08.802695,1765531868.802695,s,209.176203,s,71.0,°C
2025-12-12,10:31:09.047768,1765531869.047768,s,209.421276,s,71.0,°C
2025-12-12,10:31:09.302947,1765531869.302947,s,209.676455,s,71.0,°C
2025-12-12,10:31:09.548225,1765531869.548225,s,209.921733,s,71.0,°C
2025-12-12,10:31:09.803298,1765531869.803298,s,210.176806,s,71.0,°C
2025-12-12,10:31:10.048729,1765531870.048729,s,210.422237,s,71.0,°C
2025-12-12,10:31:10.303860,1765531870.30386,s,210.677368,s,71.0,°C
2025-12-12,10:31:10.549192,1765531870.549192,s,210.9227,s,71.0,°C
2025-12-12,10:31:10.804364,1765531870.804364,s,211.177872,s,71.0,°C
2025-12-12,10:31:11.049636,1765531871.049636,s,211.423144,s,71.0,°C
2025-12-12,10:31:11.304826,1765531871.304826,s,211.678334,s,71.0,°C
2025-12-12,10:31:11.550093,1765531871.550093,s,211.923601,s,71.0,°C
2025-12-12,10:31:11.805228,1765531871.805228,s,212.178736,s,71.0,°C
2025-12-12,10:31:12.050558,1765531872.050558,s,212.424066,s,71.0,°C
2025-12-12,10:31:12.305738,1765531872.305738,s,212.679246,s,71.0,°C
2025-12-12,10:31:12.551020,1765531872.55102,s,212.924528,s,71.0,°C
2025-12-12,10:31:12.806271,1765531872.806271,s,213.179779,s,71.0,°C
2025-12-12,10:31:13.051356,1765531873.051356,s,213.424864,s,71.0,°C
2025-12-12,10:31:13.306765,1765531873.306765,s,213.680273,s,71.0,°C
2025-12-12,10:31:13.551694,1765531873.551694,s,213.925202,s,71.0,°C
2025-12-12,10:31:13.807222,1765531873.807222,s,214.18073,s,71.0,°C
2025-12-12,10:31:14.051940,1765531874.05194,s,214.425448,s,71.0,°C
2025-12-12,10:31:14.307704,1765531874.307704,s,214.681212,s,71.0,°C
2025-12-12,10:31:14.552279,1765531874.552279,s,214.925787,s,71.0,°C
2025-12-12,10:31:14.807989,1765531874.807989,s,215.181497,s,71.0,°C
2025-12-12,10:31:15.052791,1765531875.052791,s,215.426299,s,71.0,°C
2025-12-12,10:31:15.308451,1765531875.308451,s,215.681959,s,71.0,°C
2025-12-12,10:31:15.553044,1765531875.553044,s,215.926552,s,71.0,°C
2025-12-12,10:31:15.808710,1765531875.80871,s,216.182218,s,71.0,°C
2025-12-12,10:31:16.053374,1765531876.053374,s,216.426882,s,71.0,°C
2025-12-12,10:31:16.309142,1765531876.309142,s,216.68265,s,70.0,°C
2025-12-12,10:31:16.553826,1765531876.553826,s,216.927334,s,70.0,°C
2025-12-12,10:31:16.809599,1765531876.809599,s,217.183107,s,70.0,°C
2025-12-12,10:31:17.054356,1765531877.054356,s,217.427864,s,70.0,°C
2025-12-12,10:31:17.309844,1765531877.309844,s,217.683352,s,70.0,°C
2025-12-12,10:31:17.554890,1765531877.55489,s,217.928398,s,71.0,°C
2025-12-12,10:31:17.810275,1765531877.810275,s,218.183783,s,71.0,°C
2025-12-12,10:31:18.055412,1765531878.055412,s,218.42892,s,71.0,°C
2025-12-12,10:31:18.310733,1765531878.310733,s,218.684241,s,71.0,°C
2025-12-12,10:31:18.555763,1765531878.555763,s,218.929271,s,71.0,°C
2025-12-12,10:31:18.811187,1765531878.811187,s,219.184695,s,70.0,°C
2025-12-12,10:31:19.056209,1765531879.056209,s,219.429717,s,70.0,°C
2025-12-12,10:31:19.311670,1765531879.31167,s,219.685178,s,70.0,°C
2025-12-12,10:31:19.556717,1765531879.556717,s,219.930225,s,70.0,°C
2025-12-12,10:31:19.812141,1765531879.812141,s,220.185649,s,71.0,°C
2025-12-12,10:31:20.057000,1765531880.057,s,220.430508,s,71.0,°C
2025-12-12,10:31:20.312607,1765531880.312607,s,220.686115,s,71.0,°C
2025-12-12,10:31:20.557335,1765531880.557335,s,220.930843,s,71.0,°C
2025-12-12,10:31:20.813112,1765531880.813112,s,221.18662,s,71.0,°C
2025-12-12,10:31:21.057819,1765531881.057819,s,221.431327,s,71.0,°C
2025-12-12,10:31:21.313536,1765531881.313536,s,221.687044,s,71.0,°C
2025-12-12,10:31:21.558366,1765531881.558366,s,221.931874,s,71.0,°C
2025-12-12,10:31:21.813872,1765531881.813872,s,222.18738,s,71.0,°C
2025-12-12,10:31:22.058749,1765531882.058749,s,222.432257,s,71.0,°C
2025-12-12,10:31:22.314332,1765531882.314332,s,222.68784,s,71.0,°C
2025-12-12,10:31:22.559217,1765531882.559217,s,222.932725,s,71.0,°C
2025-12-12,10:31:22.814792,1765531882.814792,s,223.1883,s,70.0,°C
2025-12-12,10:31:23.059599,1765531883.059599,s,223.433107,s,70.0,°C
2025-12-12,10:31:23.315119,1765531883.315119,s,223.688627,s,70.0,°C
2025-12-12,10:31:23.560156,1765531883.560156,s,223.933664,s,70.0,°C
2025-12-12,10:31:23.815580,1765531883.81558,s,224.189088,s,70.0,°C
2025-12-12,10:31:24.060609,1765531884.060609,s,224.434117,s,71.0,°C
2025-12-12,10:31:24.315912,1765531884.315912,s,224.68942,s,71.0,°C
2025-12-12,10:31:24.561101,1765531884.561101,s,224.934609,s,70.0,°C
2025-12-12,10:31:24.816195,1765531884.816195,s,225.189703,s,70.0,°C
2025-12-12,10:31:25.061424,1765531885.061424,s,225.434932,s,70.0,°C
2025-12-12,10:31:25.316701,1765531885.316701,s,225.690209,s,70.0,°C
2025-12-12,10:31:25.561766,1765531885.561766,s,225.935274,s,70.0,°C
2025-12-12,10:31:25.817183,1765531885.817183,s,226.190691,s,71.0,°C
2025-12-12,10:31:26.062268,1765531886.062268,s,226.435776,s,71.0,°C
2025-12-12,10:31:26.317590,1765531886.31759,s,226.691098,s,71.0,°C
2025-12-12,10:31:26.562770,1765531886.56277,s,226.936278,s,71.0,°C
2025-12-12,10:31:26.818146,1765531886.818146,s,227.191654,s,71.0,°C
2025-12-12,10:31:27.063013,1765531887.063013,s,227.436521,s,71.0,°C
2025-12-12,10:31:27.318697,1765531887.318697,s,227.692205,s,71.0,°C
2025-12-12,10:31:27.563459,1765531887.563459,s,227.936967,s,71.0,°C
2025-12-12,10:31:27.819175,1765531887.819175,s,228.192683,s,71.0,°C
2025-12-12,10:31:28.063926,1765531888.063926,s,228.437434,s,71.0,°C
2025-12-12,10:31:28.319673,1765531888.319673,s,228.693181,s,71.0,°C
2025-12-12,10:31:28.564258,1765531888.564258,s,228.937766,s,71.0,°C
2025-12-12,10:31:28.820203,1765531888.820203,s,229.193711,s,71.0,°C
2025-12-12,10:31:29.064591,1765531889.064591,s,229.438099,s,71.0,°C
2025-12-12,10:31:29.320756,1765531889.320756,s,229.694264,s,71.0,°C
2025-12-12,10:31:29.564865,1765531889.564865,s,229.938373,s,71.0,°C
2025-12-12,10:31:29.821071,1765531889.821071,s,230.194579,s,71.0,°C
2025-12-12,10:31:30.065199,1765531890.065199,s,230.438707,s,71.0,°C
2025-12-12,10:31:30.321535,1765531890.321535,s,230.695043,s,71.0,°C
2025-12-12,10:31:30.565535,1765531890.565535,s,230.939043,s,71.0,°C
2025-12-12,10:31:30.822046,1765531890.822046,s,231.195554,s,71.0,°C
2025-12-12,10:31:31.065813,1765531891.065813,s,231.439321,s,71.0,°C
2025-12-12,10:31:31.322515,1765531891.322515,s,231.696023,s,71.0,°C
2025-12-12,10:31:31.566102,1765531891.566102,s,231.93961,s,71.0,°C
2025-12-12,10:31:31.823000,1765531891.823,s,232.196508,s,71.0,°C
2025-12-12,10:31:32.066644,1765531892.066644,s,232.440152,s,71.0,°C
2025-12-12,10:31:32.323403,1765531892.323403,s,232.696911,s,71.0,°C
2025-12-12,10:31:32.566923,1765531892.566923,s,232.940431,s,71.0,°C
2025-12-12,10:31:32.823918,1765531892.823918,s,233.197426,s,71.0,°C
2025-12-12,10:31:33.067243,1765531893.067243,s,233.440751,s,71.0,°C
2025-12-12,10:31:33.324265,1765531893.324265,s,233.697773,s,71.0,°C
2025-12-12,10:31:33.567568,1765531893.567568,s,233.941076,s,71.0,°C
2025-12-12,10:31:33.824604,1765531893.824604,s,234.198112,s,71.0,°C
2025-12-12,10:31:34.067843,1765531894.067843,s,234.441351,s,71.0,°C
2025-12-12,10:31:34.324965,1765531894.324965,s,234.698473,s,71.0,°C
2025-12-12,10:31:34.568358,1765531894.568358,s,234.941866,s,71.0,°C
2025-12-12,10:31:34.825197,1765531894.825197,s,235.198705,s,71.0,°C
2025-12-12,10:31:35.068857,1765531895.068857,s,235.442365,s,71.0,°C
2025-12-12,10:31:35.325447,1765531895.325447,s,235.698955,s,71.0,°C
2025-12-12,10:31:35.569189,1765531895.569189,s,235.942697,s,71.0,°C
2025-12-12,10:31:35.825917,1765531895.825917,s,236.199425,s,71.0,°C
2025-12-12,10:31:36.069750,1765531896.06975,s,236.443258,s,71.0,°C
2025-12-12,10:31:36.326240,1765531896.32624,s,236.699748,s,71.0,°C
2025-12-12,10:31:36.570199,1765531896.570199,s,236.943707,s,71.0,°C
2025-12-12,10:31:36.826736,1765531896.826736,s,237.200244,s,71.0,°C
2025-12-12,10:31:37.070564,1765531897.070564,s,237.444072,s,71.0,°C
2025-12-12,10:31:37.327152,1765531897.327152,s,237.70066,s,71.0,°C
2025-12-12,10:31:37.570940,1765531897.57094,s,237.944448,s,71.0,°C
2025-12-12,10:31:37.827523,1765531897.827523,s,238.201031,s,71.0,°C
2025-12-12,10:31:38.071188,1765531898.071188,s,238.444696,s,70.0,°C
2025-12-12,10:31:38.327859,1765531898.327859,s,238.701367,s,70.0,°C
2025-12-12,10:31:38.571532,1765531898.571532,s,238.94504,s,70.0,°C
2025-12-12,10:31:38.828238,1765531898.828238,s,239.201746,s,70.0,°C
2025-12-12,10:31:39.071985,1765531899.071985,s,239.445493,s,70.0,°C
2025-12-12,10:31:39.328476,1765531899.328476,s,239.701984,s,70.0,°C
2025-12-12,10:31:39.572472,1765531899.572472,s,239.94598,s,70.0,°C
2025-12-12,10:31:39.828948,1765531899.828948,s,240.202456,s,70.0,°C
2025-12-12,10:31:40.072934,1765531900.072934,s,240.446442,s,70.0,°C
2025-12-12,10:31:40.329398,1765531900.329398,s,240.702906,s,70.0,°C
2025-12-12,10:31:40.573383,1765531900.573383,s,240.946891,s,70.0,°C
2025-12-12,10:31:40.829815,1765531900.829815,s,241.203323,s,70.0,°C
2025-12-12,10:31:41.073879,1765531901.073879,s,241.447387,s,71.0,°C
2025-12-12,10:31:41.330281,1765531901.330281,s,241.703789,s,71.0,°C
2025-12-12,10:31:41.574322,1765531901.574322,s,241.94783,s,71.0,°C
2025-12-12,10:31:41.830673,1765531901.830673,s,242.204181,s,71.0,°C
2025-12-12,10:31:42.074646,1765531902.074646,s,242.448154,s,71.0,°C
2025-12-12,10:31:42.330960,1765531902.33096,s,242.704468,s,71.0,°C
2025-12-12,10:31:42.574893,1765531902.574893,s,242.948401,s,71.0,°C
2025-12-12,10:31:42.831460,1765531902.83146,s,243.204968,s,70.0,°C
2025-12-12,10:31:43.075210,1765531903.07521,s,243.448718,s,70.0,°C
2025-12-12,10:31:43.331969,1765531903.331969,s,243.705477,s,70.0,°C
2025-12-12,10:31:43.575528,1765531903.575528,s,243.949036,s,70.0,°C
2025-12-12,10:31:43.832352,1765531903.832352,s,244.20586,s,70.0,°C
2025-12-12,10:31:44.075802,1765531904.075802,s,244.44931,s,70.0,°C
2025-12-12,10:31:44.332854,1765531904.332854,s,244.706362,s,70.0,°C
2025-12-12,10:31:44.576130,1765531904.57613,s,244.949638,s,70.0,°C
2025-12-12,10:31:44.833366,1765531904.833366,s,245.206874,s,70.0,°C
2025-12-12,10:31:45.076433,1765531905.076433,s,245.449941,s,70.0,°C
2025-12-12,10:31:45.333919,1765531905.333919,s,245.707427,s,70.0,°C
2025-12-12,10:31:45.576779,1765531905.576779,s,245.950287,s,70.0,°C
2025-12-12,10:31:45.834303,1765531905.834303,s,246.207811,s,70.0,°C
2025-12-12,10:31:46.077154,1765531906.077154,s,246.450662,s,70.0,°C
2025-12-12,10:31:46.334678,1765531906.334678,s,246.708186,s,70.0,°C
2025-12-12,10:31:46.577485,1765531906.577485,s,246.950993,s,70.0,°C
2025-12-12,10:31:46.835192,1765531906.835192,s,247.2087,s,70.0,°C
2025-12-12,10:31:47.077968,1765531907.077968,s,247.451476,s,69.0,°C
2025-12-12,10:31:47.335648,1765531907.335648,s,247.709156,s,69.0,°C
2025-12-12,10:31:47.578343,1765531907.578343,s,247.951851,s,68.0,°C
2025-12-12,10:31:47.835898,1765531907.835898,s,248.209406,s,68.0,°C
2025-12-12,10:31:48.078797,1765531908.078797,s,248.452305,s,68.0,°C
2025-12-12,10:31:48.336442,1765531908.336442,s,248.70995,s,67.0,°C
2025-12-12,10:31:48.579276,1765531908.579276,s,248.952784,s,67.0,°C
2025-12-12,10:31:48.836849,1765531908.836849,s,249.210357,s,66.0,°C
2025-12-12,10:31:49.079758,1765531909.079758,s,249.453266,s,66.0,°C
2025-12-12,10:31:49.337294,1765531909.337294,s,249.710802,s,66.0,°C
2025-12-12,10:31:49.580206,1765531909.580206,s,249.953714,s,66.0,°C
2025-12-12,10:31:49.837726,1765531909.837726,s,250.211234,s,66.0,°C
2025-12-12,10:31:50.080722,1765531910.080722,s,250.45423,s,65.0,°C
2025-12-12,10:31:50.338023,1765531910.338023,s,250.711531,s,65.0,°C
2025-12-12,10:31:50.581176,1765531910.581176,s,250.954684,s,64.0,°C
2025-12-12,10:31:50.838394,1765531910.838394,s,251.211902,s,64.0,°C
2025-12-12,10:31:51.081484,1765531911.081484,s,251.454992,s,62.0,°C
2025-12-12,10:31:51.338642,1765531911.338642,s,251.71215,s,62.0,°C
2025-12-12,10:31:51.581734,1765531911.581734,s,251.955242,s,62.0,°C
2025-12-12,10:31:51.839155,1765531911.839155,s,252.212663,s,61.0,°C
2025-12-12,10:31:52.082190,1765531912.08219,s,252.455698,s,61.0,°C
2025-12-12,10:31:52.339699,1765531912.339699,s,252.713207,s,60.0,°C
2025-12-12,10:31:52.582647,1765531912.582647,s,252.956155,s,60.0,°C
2025-12-12,10:31:52.839997,1765531912.839997,s,253.213505,s,59.0,°C
2025-12-12,10:31:53.082957,1765531913.082957,s,253.456465,s,59.0,°C
2025-12-12,10:31:53.340397,1765531913.340397,s,253.713905,s,59.0,°C
2025-12-12,10:31:53.583257,1765531913.583257,s,253.956765,s,57.0,°C
2025-12-12,10:31:53.840922,1765531913.840922,s,254.21443,s,57.0,°C
2025-12-12,10:31:54.083480,1765531914.08348,s,254.456988,s,57.0,°C
2025-12-12,10:31:54.341293,1765531914.341293,s,254.714801,s,57.0,°C
2025-12-12,10:31:54.583799,1765531914.583799,s,254.957307,s,57.0,°C
2025-12-12,10:31:54.841777,1765531914.841777,s,255.215285,s,57.0,°C
2025-12-12,10:31:55.084266,1765531915.084266,s,255.457774,s,57.0,°C
2025-12-12,10:31:55.342233,1765531915.342233,s,255.715741,s,56.0,°C
2025-12-12,10:31:55.584675,1765531915.584675,s,255.958183,s,56.0,°C
2025-12-12,10:31:55.842714,1765531915.842714,s,256.216222,s,55.0,°C
2025-12-12,10:31:56.085185,1765531916.085185,s,256.458693,s,55.0,°C
2025-12-12,10:31:56.343042,1765531916.343042,s,256.71655,s,55.0,°C
2025-12-12,10:31:56.585691,1765531916.585691,s,256.959199,s,56.0,°C
2025-12-12,10:31:56.843418,1765531916.843418,s,257.216926,s,56.0,°C
2025-12-12,10:31:57.086207,1765531917.086207,s,257.459715,s,56.0,°C
2025-12-12,10:31:57.343859,1765531917.343859,s,257.717367,s,56.0,°C
2025-12-12,10:31:57.586679,1765531917.586679,s,257.960187,s,55.0,°C
2025-12-12,10:31:57.844307,1765531917.844307,s,258.217815,s,55.0,°C
2025-12-12,10:31:58.087188,1765531918.087188,s,258.460696,s,55.0,°C
2025-12-12,10:31:58.344793,1765531918.344793,s,258.718301,s,55.0,°C
2025-12-12,10:31:58.587652,1765531918.587652,s,258.96116,s,55.0,°C
2025-12-12,10:31:58.845037,1765531918.845037,s,259.218545,s,55.0,°C
2025-12-12,10:31:59.088120,1765531919.08812,s,259.461628,s,55.0,°C
2025-12-12,10:31:59.345486,1765531919.345486,s,259.718994,s,55.0,°C
2025-12-12,10:31:59.588594,1765531919.588594,s,259.962102,s,55.0,°C
2025-12-12,10:31:59.845926,1765531919.845926,s,260.219434,s,55.0,°C
2025-12-12,10:32:00.089028,1765531920.089028,s,260.462536,s,55.0,°C
2025-12-12,10:32:00.346382,1765531920.346382,s,260.71989,s,55.0,°C
2025-12-12,10:32:00.589542,1765531920.589542,s,260.96305,s,55.0,°C
