Date,Time,Time since 1970-01-01T00:00:00Z,,t,,T,
2025-12-02,14:17:27.745458,1764681447.745458,s,86.563424,s,67.0,°C
2025-12-02,14:17:27.997713,1764681447.997713,s,86.815679,s,67.0,°C
2025-12-02,14:17:28.245938,1764681448.245938,s,87.063904,s,67.0,°C
2025-12-02,14:17:28.498006,1764681448.498006,s,87.315972,s,67.0,°C
2025-12-02,14:17:28.746398,1764681448.746398,s,87.564364,s,67.0,°C
2025-12-02,14:17:28.998334,1764681448.998334,s,87.8163,s,67.0,°C
2025-12-02,14:17:29.246875,1764681449.246875,s,88.064841,s,67.0,°C
2025-12-02,14:17:29.498686,1764681449.498686,s,88.316652,s,67.0,°C
2025-12-02,14:17:29.747334,1764681449.747334,s,88.5653,s,67.0,°C
2025-12-02,14:17:29.998966,1764681449.998966,s,88.816932,s,67.0,°C
2025-12-02,14:17:30.247795,1764681450.247795,s,89.065761,s,67.0,°C
2025-12-02,14:17:30.499209,1764681450.499209,s,89.317175,s,67.0,°C
2025-12-02,14:17:30.748269,1764681450.748269,s,89.566235,s,67.0,°C
2025-12-02,14:17:30.999457,1764681450.999457,s,89.817423,s,67.0,°C
2025-12-02,14:17:31.248695,1764681451.248695,s,90.066661,s,67.0,°C
2025-12-02,14:17:31.500023,1764681451.500023,s,90.317989,s,67.0,°C
2025-12-02,14:17:31.749145,1764681451.749145,s,90.567111,s,67.0,°C
2025-12-02,14:17:32.000522,1764681452.000522,s,90.818488,s,67.0,°C
2025-12-02,14:17:32.249628,1764681452.249628,s,91.067594,s,67.0,°C
2025-12-02,14:17:32.500982,1764681452.500982,s,91.318948,s,67.0,°C
2025-12-02,14:17:32.749933,1764681452.749933,s,91.567899,s,67.0,°C
2025-12-02,14:17:33.001332,1764681453.001332,s,91.819298,s,67.0,°C
2025-12-02,14:17:33.250465,1764681453.250465,s,92.068431,s,67.0,°C
2025-12-02,14:17:33.501685,1764681453.501685,s,92.319651,s,67.0,°C
2025-12-02,14:17:33.750941,1764681453.750941,s,92.568907,s,67.0,°C
2025-12-02,14:17:34.002215,1764681454.002215,s,92.820181,s,67.0,°C
2025-12-02,14:17:34.251373,1764681454.251373,s,93.069339,s,67.0,°C
2025-12-02,14:17:34.502562,1764681454.502562,s,93.320528,s,67.0,°C
2025-12-02,14:17:34.751817,1764681454.751817,s,93.569783,s,67.0,°C
2025-12-02,14:17:35.003013,1764681455.003013,s,93.820979,s,67.0,°C
2025-12-02,14:17:35.252050,1764681455.25205,s,94.070016,s,67.0,°C
2025-12-02,14:17:35.503444,1764681455.503444,s,94.32141,s,67.0,°C
2025-12-02,14:17:35.752410,1764681455.75241,s,94.570376,s,67.0,°C
2025-12-02,14:17:36.003683,1764681456.003683,s,94.821649,s,67.0,°C
2025-12-02,14:17:36.252764,1764681456.252764,s,95.07073,s,67.0,°C
2025-12-02,14:17:36.503928,1764681456.503928,s,95.321894,s,67.0,°C
2025-12-02,14:17:36.753002,1764681456.753002,s,95.570968,s,67.0,°C
2025-12-02,14:17:37.004370,1764681457.00437,s,95.822336,s,67.0,°C
2025-12-02,14:17:37.253295,1764681457.253295,s,96.071261,s,67.0,°C
2025-12-02,14:17:37.504669,1764681457.504669,s,96.322635,s,67.0,°C
2025-12-02,14:17:37.753605,1764681457.753605,s,96.571571,s,67.0,°C
2025-12-02,14:17:38.005111,1764681458.005111,s,96.823077,s,67.0,°C
2025-12-02,14:17:38.253956,1764681458.253956,s,97.071922,s,67.0,°C
2025-12-02,14:17:38.505467,1764681458.505467,s,97.323433,s,67.0,°C
2025-12-02,14:17:38.754417,1764681458.754417,s,97.572383,s,67.0,°C
2025-12-02,14:17:39.005792,1764681459.005792,s,97.823758,s,67.0,°C
2025-12-02,14:17:39.254877,1764681459.254877,s,98.072843,s,67.0,°C
2025-12-02,14:17:39.506003,1764681459.506003,s,98.323969,s,67.0,°C
2025-12-02,14:17:39.755293,1764681459.755293,s,98.573259,s,67.0,°C
2025-12-02,14:17:40.006335,1764681460.006335,s,98.824301,s,67.0,°C
2025-12-02,14:17:40.255790,1764681460.25579,s,99.073756,s,67.0,°C
2025-12-02,14:17:40.506850,1764681460.50685,s,99.324816,s,67.0,°C
2025-12-02,14:17:40.756263,1764681460.756263,s,99.574229,s,67.0,°C
2025-12-02,14:17:41.007279,1764681461.007279,s,99.825245,s,67.0,°C
2025-12-02,14:17:41.256716,1764681461.256716,s,100.074682,s,67.0,°C
2025-12-02,14:17:41.507744,1764681461.507744,s,100.32571,s,67.0,°C
2025-12-02,14:17:41.756920,1764681461.75692,s,100.574886,s,67.0,°C
2025-12-02,14:17:42.008214,1764681462.008214,s,100.82618,s,67.0,°C
2025-12-02,14:17:42.257369,1764681462.257369,s,101.075335,s,67.0,°C
2025-12-02,14:17:42.508565,1764681462.508565,s,101.326531,s,67.0,°C
2025-12-02,14:17:42.757822,1764681462.757822,s,101.575788,s,67.0,°C
2025-12-02,14:17:43.008913,1764681463.008913,s,101.826879,s,67.0,°C
2025-12-02,14:17:43.258273,1764681463.258273,s,102.076239,s,67.0,°C
2025-12-02,14:17:43.509147,1764681463.509147,s,102.327113,s,67.0,°C
2025-12-02,14:17:43.758760,1764681463.75876,s,102.576726,s,67.0,°C
2025-12-02,14:17:44.009458,1764681464.009458,s,102.827424,s,67.0,°C
2025-12-02,14:17:44.259221,1764681464.259221,s,103.077187,s,67.0,°C
2025-12-02,14:17:44.509748,1764681464.509748,s,103.327714,s,67.0,°C
2025-12-02,14:17:44.759542,1764681464.759542,s,103.577508,s,67.0,°C
2025-12-02,14:17:45.010180,1764681465.01018,s,103.828146,s,67.0,°C
2025-12-02,14:17:45.259867,1764681465.259867,s,104.077833,s,67.0,°C
2025-12-02,14:17:45.510619,1764681465.510619,s,104.328585,s,67.0,°C
2025-12-02,14:17:45.760182,1764681465.760182,s,104.578148,s,67.0,°C
2025-12-02,14:17:46.010951,1764681466.010951,s,104.828917,s,67.0,°C
2025-12-02,14:17:46.260652,1764681466.260652,s,105.078618,s,67.0,°C
2025-12-02,14:17:46.511263,1764681466.511263,s,105.329229,s,67.0,°C
2025-12-02,14:17:46.761170,1764681466.76117,s,105.579136,s,67.0,°C
2025-12-02,14:17:47.011598,1764681467.011598,s,105.829564,s,67.0,°C
2025-12-02,14:17:47.261532,1764681467.261532,s,106.079498,s,67.0,°C
2025-12-02,14:17:47.512032,1764681467.512032,s,106.329998,s,67.0,°C
2025-12-02,14:17:47.761936,1764681467.761936,s,106.579902,s,67.0,°C
2025-12-02,14:17:48.012591,1764681468.012591,s,106.830557,s,67.0,°C
2025-12-02,14:17:48.262419,1764681468.262419,s,107.080385,s,67.0,°C
2025-12-02,14:17:48.513062,1764681468.513062,s,107.331028,s,67.0,°C
2025-12-02,14:17:48.762765,1764681468.762765,s,107.580731,s,67.0,°C
2025-12-02,14:17:49.013559,1764681469.013559,s,107.831525,s,67.0,°C
2025-12-02,14:17:49.263086,1764681469.263086,s,108.081052,s,67.0,°C
2025-12-02,14:17:49.514019,1764681469.514019,s,108.331985,s,67.0,°C
2025-12-02,14:17:49.763449,1764681469.763449,s,108.581415,s,67.0,°C
2025-12-02,14:17:50.014345,1764681470.014345,s,108.832311,s,67.0,°C
2025-12-02,14:17:50.263829,1764681470.263829,s,109.081795,s,67.0,°C
2025-12-02,14:17:50.514682,1764681470.514682,s,109.332648,s,67.0,°C
2025-12-02,14:17:50.764067,1764681470.764067,s,109.582033,s,67.0,°C
2025-12-02,14:17:51.015159,1764681471.015159,s,109.833125,s,67.0,°C
2025-12-02,14:17:51.264387,1764681471.264387,s,110.082353,s,67.0,°C
2025-12-02,14:17:51.515644,1764681471.515644,s,110.33361,s,67.0,°C
2025-12-02,14:17:51.764679,1764681471.764679,s,110.582645,s,67.0,°C
2025-12-02,14:17:52.015995,1764681472.015995,s,110.833961,s,67.0,°C
2025-12-02,14:17:52.265175,1764681472.265175,s,111.083141,s,67.0,°C
2025-12-02,14:17:52.516306,1764681472.516306,s,111.334272,s,67.0,°C
2025-12-02,14:17:52.765448,1764681472.765448,s,111.583414,s,67.0,°C
2025-12-02,14:17:53.016754,1764681473.016754,s,111.83472,s,67.0,°C
2025-12-02,14:17:53.265904,1764681473.265904,s,112.08387,s,67.0,°C
2025-12-02,14:17:53.517001,1764681473.517001,s,112.334967,s,67.0,°C
2025-12-02,14:17:53.766131,1764681473.766131,s,112.584097,s,67.0,°C
2025-12-02,14:17:54.017285,1764681474.017285,s,112.835251,s,67.0,°C
2025-12-02,14:17:54.266616,1764681474.266616,s,113.084582,s,67.0,°C
2025-12-02,14:17:54.517616,1764681474.517616,s,113.335582,s,67.0,°C
2025-12-02,14:17:54.767089,1764681474.767089,s,113.585055,s,67.0,°C
2025-12-02,14:17:55.018042,1764681475.018042,s,113.836008,s,67.0,°C
2025-12-02,14:17:55.267448,1764681475.267448,s,114.085414,s,67.0,°C
2025-12-02,14:17:55.518501,1764681475.518501,s,114.336467,s,67.0,°C
2025-12-02,14:17:55.767785,1764681475.767785,s,114.585751,s,67.0,°C
2025-12-02,14:17:56.018932,1764681476.018932,s,114.836898,s,67.0,°C
2025-12-02,14:17:56.268264,1764681476.268264,s,115.08623,s,67.0,°C
2025-12-02,14:17:56.519378,1764681476.519378,s,115.337344,s,67.0,°C
2025-12-02,14:17:56.768715,1764681476.768715,s,115.586681,s,67.0,°C
2025-12-02,14:17:57.019714,1764681477.019714,s,115.83768,s,67.0,°C
2025-12-02,14:17:57.269198,1764681477.269198,s,116.087164,s,67.0,°C
2025-12-02,14:17:57.520015,1764681477.520015,s,116.337981,s,67.0,°C
2025-12-02,14:17:57.769620,1764681477.76962,s,116.587586,s,67.0,°C
2025-12-02,14:17:58.020348,1764681478.020348,s,116.838314,s,67.0,°C
2025-12-02,14:17:58.269958,1764681478.269958,s,117.087924,s,67.0,°C
2025-12-02,14:17:58.520674,1764681478.520674,s,117.33864,s,67.0,°C
2025-12-02,14:17:58.770390,1764681478.77039,s,117.588356,s,67.0,°C
2025-12-02,14:17:59.021109,1764681479.021109,s,117.839075,s,67.0,°C
2025-12-02,14:17:59.270712,1764681479.270712,s,118.088678,s,67.0,°C
2025-12-02,14:17:59.521467,1764681479.521467,s,118.339433,s,67.0,°C
2025-12-02,14:17:59.770962,1764681479.770962,s,118.588928,s,67.0,°C
2025-12-02,14:18:00.021796,1764681480.021796,s,118.839762,s,67.0,°C
2025-12-02,14:18:00.271397,1764681480.271397,s,119.089363,s,67.0,°C
2025-12-02,14:18:00.522267,1764681480.522267,s,119.340233,s,67.0,°C
2025-12-02,14:18:00.771885,1764681480.771885,s,119.589851,s,67.0,°C
2025-12-02,14:18:01.022677,1764681481.022677,s,119.840643,s,67.0,°C
2025-12-02,14:18:01.272173,1764681481.272173,s,120.090139,s,67.0,°C
2025-12-02,14:18:01.523154,1764681481.523154,s,120.34112,s,67.0,°C
2025-12-02,14:18:01.772599,1764681481.772599,s,120.590565,s,67.0,°C
2025-12-02,14:18:02.023588,1764681482.023588,s,120.841554,s,67.0,°C
2025-12-02,14:18:02.272926,1764681482.272926,s,121.090892,s,67.0,°C
2025-12-02,14:18:02.524043,1764681482.524043,s,121.342009,s,67.0,°C
2025-12-02,14:18:02.773161,1764681482.773161,s,121.591127,s,67.0,°C
2025-12-02,14:18:03.024501,1764681483.024501,s,121.842467,s,67.0,°C
2025-12-02,14:18:03.273494,1764681483.273494,s,122.09146,s,67.0,°C
2025-12-02,14:18:03.524961,1764681483.524961,s,122.342927,s,67.0,°C
2025-12-02,14:18:03.773812,1764681483.773812,s,122.591778,s,67.0,°C
2025-12-02,14:18:04.025269,1764681484.025269,s,122.843235,s,67.0,°C
2025-12-02,14:18:04.274211,1764681484.274211,s,123.092177,s,67.0,°C
2025-12-02,14:18:04.525597,1764681484.525597,s,123.343563,s,67.0,°C
2025-12-02,14:18:04.774565,1764681484.774565,s,123.592531,s,67.0,°C
2025-12-02,14:18:05.026010,1764681485.02601,s,123.843976,s,67.0,°C
2025-12-02,14:18:05.274870,1764681485.27487,s,124.092836,s,67.0,°C
2025-12-02,14:18:05.526446,1764681485.526446,s,124.344412,s,67.0,°C
2025-12-02,14:18:05.775068,1764681485.775068,s,124.593034,s,67.0,°C
2025-12-02,14:18:06.026892,1764681486.026892,s,124.844858,s,67.0,°C
2025-12-02,14:18:06.275456,1764681486.275456,s,125.093422,s,67.0,°C
2025-12-02,14:18:06.527356,1764681486.527356,s,125.345322,s,67.0,°C
2025-12-02,14:18:06.775904,1764681486.775904,s,125.59387,s,67.0,°C
2025-12-02,14:18:07.027836,1764681487.027836,s,125.845802,s,67.0,°C
2025-12-02,14:18:07.276357,1764681487.276357,s,126.094323,s,67.0,°C
2025-12-02,14:18:07.528117,1764681487.528117,s,126.346083,s,67.0,°C
2025-12-02,14:18:07.776703,1764681487.776703,s,126.594669,s,67.0,°C
2025-12-02,14:18:08.028504,1764681488.028504,s,126.84647,s,67.0,°C
2025-12-02,14:18:08.277197,1764681488.277197,s,127.095163,s,67.0,°C
2025-12-02,14:18:08.528949,1764681488.528949,s,127.346915,s,67.0,°C
2025-12-02,14:18:08.777673,1764681488.777673,s,127.595639,s,67.0,°C
2025-12-02,14:18:09.029389,1764681489.029389,s,127.847355,s,67.0,°C
2025-12-02,14:18:09.277932,1764681489.277932,s,128.095898,s,67.0,°C
2025-12-02,14:18:09.529829,1764681489.529829,s,128.347795,s,67.0,°C
2025-12-02,14:18:09.778178,1764681489.778178,s,128.596144,s,66.0,°C
2025-12-02,14:18:10.030272,1764681490.030272,s,128.848238,s,66.0,°C
2025-12-02,14:18:10.278604,1764681490.278604,s,129.09657,s,66.0,°C
2025-12-02,14:18:10.530706,1764681490.530706,s,129.348672,s,66.0,°C
2025-12-02,14:18:10.778955,1764681490.778955,s,129.596921,s,66.0,°C
2025-12-02,14:18:11.030962,1764681491.030962,s,129.848928,s,66.0,°C
2025-12-02,14:18:11.279384,1764681491.279384,s,130.09735,s,66.0,°C
2025-12-02,14:18:11.531308,1764681491.531308,s,130.349274,s,67.0,°C
2025-12-02,14:18:11.779842,1764681491.779842,s,130.597808,s,67.0,°C
2025-12-02,14:18:12.031635,1764681492.031635,s,130.849601,s,67.0,°C
2025-12-02,14:18:12.280078,1764681492.280078,s,131.098044,s,67.0,°C
2025-12-02,14:18:12.531912,1764681492.531912,s,131.349878,s,67.0,°C
2025-12-02,14:18:12.780516,1764681492.780516,s,131.598482,s,67.0,°C
2025-12-02,14:18:13.032110,1764681493.03211,s,131.850076,s,67.0,°C
2025-12-02,14:18:13.280831,1764681493.280831,s,132.098797,s,67.0,°C
2025-12-02,14:18:13.532525,1764681493.532525,s,132.350491,s,67.0,°C
2025-12-02,14:18:13.781043,1764681493.781043,s,132.599009,s,67.0,°C
2025-12-02,14:18:14.032755,1764681494.032755,s,132.850721,s,67.0,°C
2025-12-02,14:18:14.281424,1764681494.281424,s,133.09939,s,67.0,°C
2025-12-02,14:18:14.533263,1764681494.533263,s,133.351229,s,67.0,°C
2025-12-02,14:18:14.781873,1764681494.781873,s,133.599839,s,67.0,°C
2025-12-02,14:18:15.033724,1764681495.033724,s,133.85169,s,67.0,°C
2025-12-02,14:18:15.282432,1764681495.282432,s,134.100398,s,67.0,°C
2025-12-02,14:18:15.534005,1764681495.534005,s,134.351971,s,67.0,°C
2025-12-02,14:18:15.782854,1764681495.782854,s,134.60082,s,67.0,°C
2025-12-02,14:18:16.034409,1764681496.034409,s,134.852375,s,67.0,°C
2025-12-02,14:18:16.283085,1764681496.283085,s,135.101051,s,67.0,°C
2025-12-02,14:18:16.534813,1764681496.534813,s,135.352779,s,67.0,°C
2025-12-02,14:18:16.783418,1764681496.783418,s,135.601384,s,66.0,°C
2025-12-02,14:18:17.035287,1764681497.035287,s,135.853253,s,66.0,°C
2025-12-02,14:18:17.283759,1764681497.283759,s,136.101725,s,66.0,°C
2025-12-02,14:18:17.535761,1764681497.535761,s,136.353727,s,66.0,°C
2025-12-02,14:18:17.784081,1764681497.784081,s,136.602047,s,66.0,°C
2025-12-02,14:18:18.036220,1764681498.03622,s,136.854186,s,66.0,°C
2025-12-02,14:18:18.284464,1764681498.284464,s,137.10243,s,66.0,°C
2025-12-02,14:18:18.536667,1764681498.536667,s,137.354633,s,66.0,°C
2025-12-02,14:18:18.784810,1764681498.78481,s,137.602776,s,66.0,°C
2025-12-02,14:18:19.037117,1764681499.037117,s,137.855083,s,66.0,°C
2025-12-02,14:18:19.285029,1764681499.285029,s,138.102995,s,66.0,°C
2025-12-02,14:18:19.537563,1764681499.537563,s,138.355529,s,66.0,°C
2025-12-02,14:18:19.785326,1764681499.785326,s,138.603292,s,67.0,°C
2025-12-02,14:18:20.038004,1764681500.038004,s,138.85597,s,67.0,°C
2025-12-02,14:18:20.285643,1764681500.285643,s,139.103609,s,66.0,°C
2025-12-02,14:18:20.538460,1764681500.53846,s,139.356426,s,66.0,°C
2025-12-02,14:18:20.785996,1764681500.785996,s,139.603962,s,66.0,°C
2025-12-02,14:18:21.038918,1764681501.038918,s,139.856884,s,66.0,°C
2025-12-02,14:18:21.286440,1764681501.28644,s,140.104406,s,66.0,°C
2025-12-02,14:18:21.539159,1764681501.539159,s,140.357125,s,66.0,°C
2025-12-02,14:18:21.786849,1764681501.786849,s,140.604815,s,66.0,°C
2025-12-02,14:18:22.039480,1764681502.03948,s,140.857446,s,67.0,°C
2025-12-02,14:18:22.287330,1764681502.28733,s,141.105296,s,67.0,°C
2025-12-02,14:18:22.539939,1764681502.539939,s,141.357905,s,67.0,°C
2025-12-02,14:18:22.787791,1764681502.787791,s,141.605757,s,67.0,°C
2025-12-02,14:18:23.040362,1764681503.040362,s,141.858328,s,67.0,°C
2025-12-02,14:18:23.288259,1764681503.288259,s,142.106225,s,66.0,°C
2025-12-02,14:18:23.540667,1764681503.540667,s,142.358633,s,66.0,°C
2025-12-02,14:18:23.788500,1764681503.7885,s,142.606466,s,66.0,°C
2025-12-02,14:18:24.041115,1764681504.041115,s,142.859081,s,66.0,°C
2025-12-02,14:18:24.288874,1764681504.288874,s,143.10684,s,66.0,°C
2025-12-02,14:18:24.541450,1764681504.54145,s,143.359416,s,66.0,°C
2025-12-02,14:18:24.789184,1764681504.789184,s,143.60715,s,66.0,°C
2025-12-02,14:18:25.041793,1764681505.041793,s,143.859759,s,66.0,°C
2025-12-02,14:18:25.289636,1764681505.289636,s,144.107602,s,66.0,°C
2025-12-02,14:18:25.542059,1764681505.542059,s,144.360025,s,66.0,°C
2025-12-02,14:18:25.790115,1764681505.790115,s,144.608081,s,66.0,°C
2025-12-02,14:18:26.042505,1764681506.042505,s,144.860471,s,66.0,°C
2025-12-02,14:18:26.290562,1764681506.290562,s,145.108528,s,66.0,°C
2025-12-02,14:18:26.542834,1764681506.542834,s,145.3608,s,66.0,°C
2025-12-02,14:18:26.791028,1764681506.791028,s,145.608994,s,66.0,°C
2025-12-02,14:18:27.043063,1764681507.043063,s,145.861029,s,66.0,°C
2025-12-02,14:18:27.291442,1764681507.291442,s,146.109408,s,66.0,°C
2025-12-02,14:18:27.543287,1764681507.543287,s,146.361253,s,66.0,°C
2025-12-02,14:18:27.791830,1764681507.79183,s,146.609796,s,66.0,°C
2025-12-02,14:18:28.043769,1764681508.043769,s,146.861735,s,66.0,°C
2025-12-02,14:18:28.292277,1764681508.292277,s,147.110243,s,66.0,°C
2025-12-02,14:18:28.544312,1764681508.544312,s,147.362278,s,66.0,°C
2025-12-02,14:18:28.792567,1764681508.792567,s,147.610533,s,66.0,°C
2025-12-02,14:18:29.044557,1764681509.044557,s,147.862523,s,66.0,°C
2025-12-02,14:18:29.292953,1764681509.292953,s,148.110919,s,66.0,°C
2025-12-02,14:18:29.544999,1764681509.544999,s,148.362965,s,66.0,°C
2025-12-02,14:18:29.793252,1764681509.793252,s,148.611218,s,66.0,°C
2025-12-02,14:18:30.045380,1764681510.04538,s,148.863346,s,66.0,°C
2025-12-02,14:18:30.293708,1764681510.293708,s,149.111674,s,66.0,°C
2025-12-02,14:18:30.545777,1764681510.545777,s,149.363743,s,66.0,°C
2025-12-02,14:18:30.793917,1764681510.793917,s,149.611883,s,66.0,°C
2025-12-02,14:18:31.046254,1764681511.046254,s,149.86422,s,66.0,°C
2025-12-02,14:18:31.294155,1764681511.294155,s,150.112121,s,66.0,°C
2025-12-02,14:18:31.546660,1764681511.54666,s,150.364626,s,66.0,°C
2025-12-02,14:18:31.794493,1764681511.794493,s,150.612459,s,66.0,°C
2025-12-02,14:18:32.047121,1764681512.047121,s,150.865087,s,66.0,°C
2025-12-02,14:18:32.294787,1764681512.294787,s,151.112753,s,66.0,°C
2025-12-02,14:18:32.547502,1764681512.547502,s,151.365468,s,66.0,°C
2025-12-02,14:18:32.794985,1764681512.794985,s,151.612951,s,66.0,°C
2025-12-02,14:18:33.047944,1764681513.047944,s,151.86591,s,66.0,°C
2025-12-02,14:18:33.295290,1764681513.29529,s,152.113256,s,66.0,°C
2025-12-02,14:18:33.548405,1764681513.548405,s,152.366371,s,66.0,°C
2025-12-02,14:18:33.795597,1764681513.795597,s,152.613563,s,66.0,°C
2025-12-02,14:18:34.048702,1764681514.048702,s,152.866668,s,66.0,°C
2025-12-02,14:18:34.295809,1764681514.295809,s,153.113775,s,66.0,°C
2025-12-02,14:18:34.549190,1764681514.54919,s,153.367156,s,66.0,°C
2025-12-02,14:18:34.796188,1764681514.796188,s,153.614154,s,66.0,°C
2025-12-02,14:18:35.049645,1764681515.049645,s,153.867611,s,66.0,°C
2025-12-02,14:18:35.296949,1764681515.296949,s,154.114915,s,66.0,°C
2025-12-02,14:18:35.550050,1764681515.55005,s,154.368016,s,66.0,°C
2025-12-02,14:18:35.797451,1764681515.797451,s,154.615417,s,66.0,°C
2025-12-02,14:18:36.050447,1764681516.050447,s,154.868413,s,66.0,°C
2025-12-02,14:18:36.297976,1764681516.297976,s,155.115942,s,66.0,°C
2025-12-02,14:18:36.550888,1764681516.550888,s,155.368854,s,66.0,°C
2025-12-02,14:18:36.798480,1764681516.79848,s,155.616446,s,66.0,°C
2025-12-02,14:18:37.051191,1764681517.051191,s,155.869157,s,66.0,°C
2025-12-02,14:18:37.298894,1764681517.298894,s,156.11686,s,66.0,°C
2025-12-02,14:18:37.551513,1764681517.551513,s,156.369479,s,66.0,°C
2025-12-02,14:18:37.799151,1764681517.799151,s,156.617117,s,66.0,°C
2025-12-02,14:18:38.051834,1764681518.051834,s,156.8698,s,66.0,°C
2025-12-02,14:18:38.299514,1764681518.299514,s,157.11748,s,66.0,°C
2025-12-02,14:18:38.552079,1764681518.552079,s,157.370045,s,66.0,°C
2025-12-02,14:18:38.799887,1764681518.799887,s,157.617853,s,66.0,°C
2025-12-02,14:18:39.052386,1764681519.052386,s,157.870352,s,66.0,°C
2025-12-02,14:18:39.300325,1764681519.300325,s,158.118291,s,66.0,°C
2025-12-02,14:18:39.552730,1764681519.55273,s,158.370696,s,66.0,°C
2025-12-02,14:18:39.800781,1764681519.800781,s,158.618747,s,66.0,°C
2025-12-02,14:18:40.052926,1764681520.052926,s,158.870892,s,66.0,°C
2025-12-02,14:18:40.301011,1764681520.301011,s,159.118977,s,66.0,°C
2025-12-02,14:18:40.553149,1764681520.553149,s,159.371115,s,66.0,°C
2025-12-02,14:18:40.801244,1764681520.801244,s,159.61921,s,66.0,°C
2025-12-02,14:18:41.053491,1764681521.053491,s,159.871457,s,66.0,°C
2025-12-02,14:18:41.301685,1764681521.301685,s,160.119651,s,66.0,°C
2025-12-02,14:18:41.553818,1764681521.553818,s,160.371784,s,66.0,°C
2025-12-02,14:18:41.801927,1764681521.801927,s,160.619893,s,66.0,°C
2025-12-02,14:18:42.054013,1764681522.054013,s,160.871979,s,66.0,°C
2025-12-02,14:18:42.302150,1764681522.30215,s,161.120116,s,66.0,°C
2025-12-02,14:18:42.554448,1764681522.554448,s,161.372414,s,66.0,°C
2025-12-02,14:18:42.802467,1764681522.802467,s,161.620433,s,66.0,°C
2025-12-02,14:18:43.054898,1764681523.054898,s,161.872864,s,66.0,°C
2025-12-02,14:18:43.302860,1764681523.30286,s,162.120826,s,66.0,°C
2025-12-02,14:18:43.555232,1764681523.555232,s,162.373198,s,66.0,°C
2025-12-02,14:18:43.803175,1764681523.803175,s,162.621141,s,66.0,°C
2025-12-02,14:18:44.055709,1764681524.055709,s,162.873675,s,66.0,°C
2025-12-02,14:18:44.303503,1764681524.303503,s,163.121469,s,66.0,°C
2025-12-02,14:18:44.555931,1764681524.555931,s,163.373897,s,66.0,°C
2025-12-02,14:18:44.803979,1764681524.803979,s,163.621945,s,66.0,°C
2025-12-02,14:18:45.056157,1764681525.056157,s,163.874123,s,66.0,°C
2025-12-02,14:18:45.304300,1764681525.3043,s,164.122266,s,66.0,°C
2025-12-02,14:18:45.556617,1764681525.556617,s,164.374583,s,66.0,°C
2025-12-02,14:18:45.804670,1764681525.80467,s,164.622636,s,66.0,°C
2025-12-02,14:18:46.057142,1764681526.057142,s,164.875108,s,66.0,°C
2025-12-02,14:18:46.304912,1764681526.304912,s,165.122878,s,66.0,°C
2025-12-02,14:18:46.557532,1764681526.557532,s,165.375498,s,66.0,°C
2025-12-02,14:18:46.805199,1764681526.805199,s,165.623165,s,66.0,°C
2025-12-02,14:18:47.057990,1764681527.05799,s,165.875956,s,66.0,°C
2025-12-02,14:18:47.305508,1764681527.305508,s,166.123474,s,66.0,°C
2025-12-02,14:18:47.558322,1764681527.558322,s,166.376288,s,66.0,°C
2025-12-02,14:18:47.805779,1764681527.805779,s,166.623745,s,66.0,°C
2025-12-02,14:18:48.058767,1764681528.058767,s,166.876733,s,66.0,°C
2025-12-02,14:18:48.305986,1764681528.305986,s,167.123952,s,66.0,°C
2025-12-02,14:18:48.559015,1764681528.559015,s,167.376981,s,66.0,°C
2025-12-02,14:18:48.806399,1764681528.806399,s,167.624365,s,66.0,°C
2025-12-02,14:18:49.059474,1764681529.059474,s,167.87744,s,66.0,°C
2025-12-02,14:18:49.306729,1764681529.306729,s,168.124695,s,66.0,°C
2025-12-02,14:18:49.559922,1764681529.559922,s,168.377888,s,66.0,°C
2025-12-02,14:18:49.807191,1764681529.807191,s,168.625157,s,66.0,°C
2025-12-02,14:18:50.060378,1764681530.060378,s,168.878344,s,66.0,°C
2025-12-02,14:18:50.307587,1764681530.307587,s,169.125553,s,66.0,°C
2025-12-02,14:18:50.560847,1764681530.560847,s,169.378813,s,66.0,°C
2025-12-02,14:18:50.808028,1764681530.808028,s,169.625994,s,66.0,°C
2025-12-02,14:18:51.061080,1764681531.06108,s,169.879046,s,66.0,°C
2025-12-02,14:18:51.308519,1764681531.308519,s,170.126485,s,66.0,°C
2025-12-02,14:18:51.561425,1764681531.561425,s,170.379391,s,66.0,°C
2025-12-02,14:18:51.808913,1764681531.808913,s,170.626879,s,66.0,°C
2025-12-02,14:18:52.061769,1764681532.061769,s,170.879735,s,66.0,°C
2025-12-02,14:18:52.309285,1764681532.309285,s,171.127251,s,66.0,°C
2025-12-02,14:18:52.562018,1764681532.562018,s,171.379984,s,66.0,°C
2025-12-02,14:18:52.809749,1764681532.809749,s,171.627715,s,66.0,°C
2025-12-02,14:18:53.062349,1764681533.062349,s,171.880315,s,66.0,°C
2025-12-02,14:18:53.310237,1764681533.310237,s,172.128203,s,66.0,°C
2025-12-02,14:18:53.562688,1764681533.562688,s,172.380654,s,66.0,°C
2025-12-02,14:18:53.810662,1764681533.810662,s,172.628628,s,66.0,°C
2025-12-02,14:18:54.062908,1764681534.062908,s,172.880874,s,66.0,°C
2025-12-02,14:18:54.311117,1764681534.311117,s,173.129083,s,66.0,°C
2025-12-02,14:18:54.563109,1764681534.563109,s,173.381075,s,66.0,°C
2025-12-02,14:18:54.811574,1764681534.811574,s,173.62954,s,66.0,°C
