Date,Time,Time since 1970-01-01T00:00:00Z,,Time since start of measurement,,,
2025-12-09,14:11:59.353220,1765285919.35322,s,86.585276,s,72.0,°C
2025-12-09,14:11:59.589496,1765285919.589496,s,86.821552,s,72.0,°C
2025-12-09,14:11:59.853754,1765285919.853754,s,87.08581,s,72.0,°C
2025-12-09,14:12:00.089913,1765285920.089913,s,87.321969,s,72.0,°C
2025-12-09,14:12:00.354289,1765285920.354289,s,87.586345,s,72.0,°C
2025-12-09,14:12:00.590218,1765285920.590218,s,87.822274,s,72.0,°C
2025-12-09,14:12:00.854705,1765285920.854705,s,88.086761,s,72.0,°C
2025-12-09,14:12:01.090598,1765285921.090598,s,88.322654,s,72.0,°C
2025-12-09,14:12:01.355201,1765285921.355201,s,88.587257,s,72.0,°C
2025-12-09,14:12:01.590970,1765285921.59097,s,88.823026,s,72.0,°C
2025-12-09,14:12:01.855705,1765285921.855705,s,89.087761,s,72.0,°C
2025-12-09,14:12:02.091320,1765285922.09132,s,89.323376,s,72.0,°C
2025-12-09,14:12:02.356216,1765285922.356216,s,89.588272,s,72.0,°C
2025-12-09,14:12:02.591713,1765285922.591713,s,89.823769,s,72.0,°C
2025-12-09,14:12:02.856708,1765285922.856708,s,90.088764,s,72.0,°C
2025-12-09,14:12:03.091963,1765285923.091963,s,90.324019,s,72.0,°C
2025-12-09,14:12:03.357242,1765285923.357242,s,90.589298,s,72.0,°C
2025-12-09,14:12:03.592271,1765285923.592271,s,90.824327,s,72.0,°C
2025-12-09,14:12:03.857703,1765285923.857703,s,91.089759,s,72.0,°C
2025-12-09,14:12:04.093016,1765285924.093016,s,91.325072,s,72.0,°C
2025-12-09,14:12:04.358151,1765285924.358151,s,91.590207,s,72.0,°C
2025-12-09,14:12:04.593492,1765285924.593492,s,91.825548,s,72.0,°C
2025-12-09,14:12:04.858623,1765285924.858623,s,92.090679,s,72.0,°C
2025-12-09,14:12:05.094004,1765285925.094004,s,92.32606,s,72.0,°C
2025-12-09,14:12:05.359130,1765285925.35913,s,92.591186,s,72.0,°C
2025-12-09,14:12:05.594523,1765285925.594523,s,92.826579,s,72.0,°C
2025-12-09,14:12:05.859639,1765285925.859639,s,93.091695,s,72.0,°C
2025-12-09,14:12:06.095067,1765285926.095067,s,93.327123,s,72.0,°C
2025-12-09,14:12:06.360011,1765285926.360011,s,93.592067,s,72.0,°C
2025-12-09,14:12:06.595626,1765285926.595626,s,93.827682,s,72.0,°C
2025-12-09,14:12:06.860419,1765285926.860419,s,94.092475,s,72.0,°C
2025-12-09,14:12:07.096145,1765285927.096145,s,94.328201,s,72.0,°C
2025-12-09,14:12:07.360699,1765285927.360699,s,94.592755,s,72.0,°C
2025-12-09,14:12:07.596670,1765285927.59667,s,94.828726,s,72.0,°C
2025-12-09,14:12:07.861095,1765285927.861095,s,95.093151,s,72.0,°C
2025-12-09,14:12:08.096940,1765285928.09694,s,95.328996,s,72.0,°C
2025-12-09,14:12:08.361510,1765285928.36151,s,95.593566,s,72.0,°C
2025-12-09,14:12:08.597456,1765285928.597456,s,95.829512,s,72.0,°C
2025-12-09,14:12:08.861924,1765285928.861924,s,96.09398,s,72.0,°C
2025-12-09,14:12:09.097965,1765285929.097965,s,96.330021,s,72.0,°C
2025-12-09,14:12:09.362193,1765285929.362193,s,96.594249,s,72.0,°C
2025-12-09,14:12:09.598304,1765285929.598304,s,96.83036,s,72.0,°C
2025-12-09,14:12:09.862512,1765285929.862512,s,97.094568,s,72.0,°C
2025-12-09,14:12:10.098817,1765285930.098817,s,97.330873,s,72.0,°C
2025-12-09,14:12:10.362857,1765285930.362857,s,97.594913,s,72.0,°C
2025-12-09,14:12:10.599214,1765285930.599214,s,97.83127,s,72.0,°C
2025-12-09,14:12:10.863225,1765285930.863225,s,98.095281,s,72.0,°C
2025-12-09,14:12:11.099510,1765285931.09951,s,98.331566,s,72.0,°C
2025-12-09,14:12:11.363608,1765285931.363608,s,98.595664,s,72.0,°C
2025-12-09,14:12:11.600060,1765285931.60006,s,98.832116,s,72.0,°C
2025-12-09,14:12:11.864035,1765285931.864035,s,99.096091,s,72.0,°C
2025-12-09,14:12:12.100572,1765285932.100572,s,99.332628,s,72.0,°C
2025-12-09,14:12:12.364311,1765285932.364311,s,99.596367,s,72.0,°C
2025-12-09,14:12:12.600930,1765285932.60093,s,99.832986,s,72.0,°C
2025-12-09,14:12:12.864612,1765285932.864612,s,100.096668,s,72.0,°C
2025-12-09,14:12:13.101619,1765285933.101619,s,100.333675,s,72.0,°C
2025-12-09,14:12:13.365222,1765285933.365222,s,100.597278,s,72.0,°C
2025-12-09,14:12:13.601979,1765285933.601979,s,100.834035,s,72.0,°C
2025-12-09,14:12:13.865717,1765285933.865717,s,101.097773,s,72.0,°C
2025-12-09,14:12:14.102250,1765285934.10225,s,101.334306,s,72.0,°C
2025-12-09,14:12:14.366174,1765285934.366174,s,101.59823,s,72.0,°C
2025-12-09,14:12:14.602779,1765285934.602779,s,101.834835,s,72.0,°C
2025-12-09,14:12:14.866453,1765285934.866453,s,102.098509,s,72.0,°C
2025-12-09,14:12:15.103167,1765285935.103167,s,102.335223,s,72.0,°C
2025-12-09,14:12:15.367026,1765285935.367026,s,102.599082,s,72.0,°C
2025-12-09,14:12:15.603468,1765285935.603468,s,102.835524,s,72.0,°C
2025-12-09,14:12:15.867337,1765285935.867337,s,103.099393,s,72.0,°C
2025-12-09,14:12:16.103855,1765285936.103855,s,103.335911,s,71.0,°C
2025-12-09,14:12:16.367885,1765285936.367885,s,103.599941,s,71.0,°C
2025-12-09,14:12:16.604242,1765285936.604242,s,103.836298,s,71.0,°C
2025-12-09,14:12:16.868350,1765285936.86835,s,104.100406,s,71.0,°C
2025-12-09,14:12:17.104487,1765285937.104487,s,104.336543,s,71.0,°C
2025-12-09,14:12:17.368827,1765285937.368827,s,104.600883,s,72.0,°C
2025-12-09,14:12:17.604781,1765285937.604781,s,104.836837,s,72.0,°C
2025-12-09,14:12:17.869307,1765285937.869307,s,105.101363,s,72.0,°C
2025-12-09,14:12:18.105354,1765285938.105354,s,105.33741,s,72.0,°C
2025-12-09,14:12:18.369819,1765285938.369819,s,105.601875,s,72.0,°C
2025-12-09,14:12:18.605882,1765285938.605882,s,105.837938,s,72.0,°C
2025-12-09,14:12:18.870288,1765285938.870288,s,106.102344,s,72.0,°C
2025-12-09,14:12:19.106406,1765285939.106406,s,106.338462,s,72.0,°C
2025-12-09,14:12:19.370810,1765285939.37081,s,106.602866,s,72.0,°C
2025-12-09,14:12:19.606880,1765285939.60688,s,106.838936,s,72.0,°C
2025-12-09,14:12:19.871273,1765285939.871273,s,107.103329,s,72.0,°C
2025-12-09,14:12:20.107386,1765285940.107386,s,107.339442,s,72.0,°C
2025-12-09,14:12:20.371657,1765285940.371657,s,107.603713,s,72.0,°C
2025-12-09,14:12:20.607877,1765285940.607877,s,107.839933,s,72.0,°C
2025-12-09,14:12:20.872048,1765285940.872048,s,108.104104,s,72.0,°C
2025-12-09,14:12:21.108343,1765285941.108343,s,108.340399,s,72.0,°C
2025-12-09,14:12:21.372456,1765285941.372456,s,108.604512,s,72.0,°C
2025-12-09,14:12:21.608799,1765285941.608799,s,108.840855,s,72.0,°C
2025-12-09,14:12:21.872875,1765285941.872875,s,109.104931,s,72.0,°C
2025-12-09,14:12:22.109215,1765285942.109215,s,109.341271,s,72.0,°C
2025-12-09,14:12:22.373142,1765285942.373142,s,109.605198,s,72.0,°C
2025-12-09,14:12:22.609765,1765285942.609765,s,109.841821,s,72.0,°C
2025-12-09,14:12:22.873472,1765285942.873472,s,110.105528,s,72.0,°C
2025-12-09,14:12:23.110240,1765285943.11024,s,110.342296,s,72.0,°C
2025-12-09,14:12:23.373828,1765285943.373828,s,110.605884,s,72.0,°C
2025-12-09,14:12:23.610769,1765285943.610769,s,110.842825,s,72.0,°C
2025-12-09,14:12:23.874174,1765285943.874174,s,111.10623,s,72.0,°C
2025-12-09,14:12:24.111182,1765285944.111182,s,111.343238,s,72.0,°C
2025-12-09,14:12:24.374532,1765285944.374532,s,111.606588,s,72.0,°C
2025-12-09,14:12:24.611671,1765285944.611671,s,111.843727,s,72.0,°C
2025-12-09,14:12:24.874947,1765285944.874947,s,112.107003,s,72.0,°C
2025-12-09,14:12:25.112044,1765285945.112044,s,112.3441,s,72.0,°C
2025-12-09,14:12:25.375224,1765285945.375224,s,112.60728,s,72.0,°C
2025-12-09,14:12:25.612311,1765285945.612311,s,112.844367,s,72.0,°C
2025-12-09,14:12:25.875595,1765285945.875595,s,113.107651,s,72.0,°C
2025-12-09,14:12:26.112773,1765285946.112773,s,113.344829,s,72.0,°C
2025-12-09,14:12:26.376060,1765285946.37606,s,113.608116,s,72.0,°C
2025-12-09,14:12:26.613073,1765285946.613073,s,113.845129,s,72.0,°C
2025-12-09,14:12:26.876658,1765285946.876658,s,114.108714,s,72.0,°C
2025-12-09,14:12:27.113402,1765285947.113402,s,114.345458,s,72.0,°C
2025-12-09,14:12:27.377201,1765285947.377201,s,114.609257,s,72.0,°C
2025-12-09,14:12:27.613766,1765285947.613766,s,114.845822,s,72.0,°C
2025-12-09,14:12:27.877639,1765285947.877639,s,115.109695,s,72.0,°C
2025-12-09,14:12:28.114137,1765285948.114137,s,115.346193,s,72.0,°C
2025-12-09,14:12:28.378017,1765285948.378017,s,115.610073,s,72.0,°C
2025-12-09,14:12:28.614478,1765285948.614478,s,115.846534,s,72.0,°C
2025-12-09,14:12:28.878312,1765285948.878312,s,116.110368,s,72.0,°C
2025-12-09,14:12:29.114928,1765285949.114928,s,116.346984,s,72.0,°C
2025-12-09,14:12:29.378795,1765285949.378795,s,116.610851,s,72.0,°C
2025-12-09,14:12:29.615296,1765285949.615296,s,116.847352,s,72.0,°C
2025-12-09,14:12:29.879180,1765285949.87918,s,117.111236,s,72.0,°C
2025-12-09,14:12:30.115560,1765285950.11556,s,117.347616,s,72.0,°C
2025-12-09,14:12:30.379729,1765285950.379729,s,117.611785,s,72.0,°C
2025-12-09,14:12:30.615856,1765285950.615856,s,117.847912,s,72.0,°C
2025-12-09,14:12:30.880229,1765285950.880229,s,118.112285,s,72.0,°C
2025-12-09,14:12:31.116425,1765285951.116425,s,118.348481,s,72.0,°C
2025-12-09,14:12:31.380756,1765285951.380756,s,118.612812,s,72.0,°C
2025-12-09,14:12:31.616835,1765285951.616835,s,118.848891,s,72.0,°C
2025-12-09,14:12:31.881178,1765285951.881178,s,119.113234,s,72.0,°C
2025-12-09,14:12:32.117244,1765285952.117244,s,119.3493,s,72.0,°C
2025-12-09,14:12:32.381665,1765285952.381665,s,119.613721,s,72.0,°C
2025-12-09,14:12:32.617622,1765285952.617622,s,119.849678,s,72.0,°C
2025-12-09,14:12:32.882036,1765285952.882036,s,120.114092,s,72.0,°C
2025-12-09,14:12:33.118000,1765285953.118,s,120.350056,s,72.0,°C
2025-12-09,14:12:33.382321,1765285953.382321,s,120.614377,s,72.0,°C
2025-12-09,14:12:33.618325,1765285953.618325,s,120.850381,s,72.0,°C
2025-12-09,14:12:33.882721,1765285953.882721,s,121.114777,s,72.0,°C
2025-12-09,14:12:34.118825,1765285954.118825,s,121.350881,s,72.0,°C
2025-12-09,14:12:34.383010,1765285954.38301,s,121.615066,s,72.0,°C
2025-12-09,14:12:34.619257,1765285954.619257,s,121.851313,s,72.0,°C
2025-12-09,14:12:34.883335,1765285954.883335,s,122.115391,s,72.0,°C
2025-12-09,14:12:35.119836,1765285955.119836,s,122.351892,s,72.0,°C
2025-12-09,14:12:35.383782,1765285955.383782,s,122.615838,s,72.0,°C
2025-12-09,14:12:35.620288,1765285955.620288,s,122.852344,s,72.0,°C
2025-12-09,14:12:35.884281,1765285955.884281,s,123.116337,s,72.0,°C
2025-12-09,14:12:36.120668,1765285956.120668,s,123.352724,s,72.0,°C
2025-12-09,14:12:36.384728,1765285956.384728,s,123.616784,s,72.0,°C
2025-12-09,14:12:36.621173,1765285956.621173,s,123.853229,s,72.0,°C
2025-12-09,14:12:36.885198,1765285956.885198,s,124.117254,s,72.0,°C
2025-12-09,14:12:37.121443,1765285957.121443,s,124.353499,s,72.0,°C
2025-12-09,14:12:37.385518,1765285957.385518,s,124.617574,s,72.0,°C
2025-12-09,14:12:37.621821,1765285957.621821,s,124.853877,s,72.0,°C
2025-12-09,14:12:37.886082,1765285957.886082,s,125.118138,s,71.0,°C
2025-12-09,14:12:38.122209,1765285958.122209,s,125.354265,s,71.0,°C
2025-12-09,14:12:38.386417,1765285958.386417,s,125.618473,s,71.0,°C
2025-12-09,14:12:38.622580,1765285958.62258,s,125.854636,s,71.0,°C
2025-12-09,14:12:38.886802,1765285958.886802,s,126.118858,s,71.0,°C
2025-12-09,14:12:39.122961,1765285959.122961,s,126.355017,s,71.0,°C
2025-12-09,14:12:39.387305,1765285959.387305,s,126.619361,s,72.0,°C
2025-12-09,14:12:39.623435,1765285959.623435,s,126.855491,s,72.0,°C
2025-12-09,14:12:39.887859,1765285959.887859,s,127.119915,s,72.0,°C
2025-12-09,14:12:40.123822,1765285960.123822,s,127.355878,s,72.0,°C
2025-12-09,14:12:40.388317,1765285960.388317,s,127.620373,s,72.0,°C
2025-12-09,14:12:40.624310,1765285960.62431,s,127.856366,s,72.0,°C
2025-12-09,14:12:40.888806,1765285960.888806,s,128.120862,s,72.0,°C
2025-12-09,14:12:41.124831,1765285961.124831,s,128.356887,s,71.0,°C
2025-12-09,14:12:41.389325,1765285961.389325,s,128.621381,s,71.0,°C
2025-12-09,14:12:41.625232,1765285961.625232,s,128.857288,s,71.0,°C
2025-12-09,14:12:41.889813,1765285961.889813,s,129.121869,s,71.0,°C
2025-12-09,14:12:42.125610,1765285962.12561,s,129.357666,s,72.0,°C
2025-12-09,14:12:42.390310,1765285962.39031,s,129.622366,s,72.0,°C
2025-12-09,14:12:42.625917,1765285962.625917,s,129.857973,s,72.0,°C
2025-12-09,14:12:42.890797,1765285962.890797,s,130.122853,s,72.0,°C
2025-12-09,14:12:43.126321,1765285963.126321,s,130.358377,s,72.0,°C
2025-12-09,14:12:43.391244,1765285963.391244,s,130.6233,s,72.0,°C
2025-12-09,14:12:43.626734,1765285963.626734,s,130.85879,s,72.0,°C
2025-12-09,14:12:43.891725,1765285963.891725,s,131.123781,s,71.0,°C
2025-12-09,14:12:44.126974,1765285964.126974,s,131.35903,s,71.0,°C
2025-12-09,14:12:44.392248,1765285964.392248,s,131.624304,s,71.0,°C
2025-12-09,14:12:44.627518,1765285964.627518,s,131.859574,s,71.0,°C
2025-12-09,14:12:44.892713,1765285964.892713,s,132.124769,s,71.0,°C
2025-12-09,14:12:45.127841,1765285965.127841,s,132.359897,s,71.0,°C
2025-12-09,14:12:45.393135,1765285965.393135,s,132.625191,s,71.0,°C
2025-12-09,14:12:45.628387,1765285965.628387,s,132.860443,s,71.0,°C
2025-12-09,14:12:45.893440,1765285965.89344,s,133.125496,s,71.0,°C
2025-12-09,14:12:46.128818,1765285966.128818,s,133.360874,s,71.0,°C
2025-12-09,14:12:46.393804,1765285966.393804,s,133.62586,s,71.0,°C
2025-12-09,14:12:46.629322,1765285966.629322,s,133.861378,s,72.0,°C
2025-12-09,14:12:46.894191,1765285966.894191,s,134.126247,s,72.0,°C
2025-12-09,14:12:47.129725,1765285967.129725,s,134.361781,s,72.0,°C
2025-12-09,14:12:47.394612,1765285967.394612,s,134.626668,s,72.0,°C
2025-12-09,14:12:47.630181,1765285967.630181,s,134.862237,s,71.0,°C
2025-12-09,14:12:47.895003,1765285967.895003,s,135.127059,s,71.0,°C
2025-12-09,14:12:48.130687,1765285968.130687,s,135.362743,s,71.0,°C
2025-12-09,14:12:48.395305,1765285968.395305,s,135.627361,s,71.0,°C
2025-12-09,14:12:48.631123,1765285968.631123,s,135.863179,s,71.0,°C
2025-12-09,14:12:48.895574,1765285968.895574,s,136.12763,s,71.0,°C
2025-12-09,14:12:49.131612,1765285969.131612,s,136.363668,s,71.0,°C
2025-12-09,14:12:49.395938,1765285969.395938,s,136.627994,s,71.0,°C
2025-12-09,14:12:49.632150,1765285969.63215,s,136.864206,s,71.0,°C
2025-12-09,14:12:49.896329,1765285969.896329,s,137.128385,s,71.0,°C
2025-12-09,14:12:50.132625,1765285970.132625,s,137.364681,s,71.0,°C
2025-12-09,14:12:50.396779,1765285970.396779,s,137.628835,s,72.0,°C
2025-12-09,14:12:50.633085,1765285970.633085,s,137.865141,s,72.0,°C
2025-12-09,14:12:50.897160,1765285970.89716,s,138.129216,s,72.0,°C
2025-12-09,14:12:51.133590,1765285971.13359,s,138.365646,s,71.0,°C
2025-12-09,14:12:51.397470,1765285971.39747,s,138.629526,s,71.0,°C
2025-12-09,14:12:51.634102,1765285971.634102,s,138.866158,s,71.0,°C
2025-12-09,14:12:51.898021,1765285971.898021,s,139.130077,s,71.0,°C
2025-12-09,14:12:52.134397,1765285972.134397,s,139.366453,s,71.0,°C
2025-12-09,14:12:52.398520,1765285972.39852,s,139.630576,s,71.0,°C
2025-12-09,14:12:52.634766,1765285972.634766,s,139.866822,s,71.0,°C
2025-12-09,14:12:52.899027,1765285972.899027,s,140.131083,s,71.0,°C
2025-12-09,14:12:53.135148,1765285973.135148,s,140.367204,s,71.0,°C
2025-12-09,14:12:53.399520,1765285973.39952,s,140.631576,s,71.0,°C
2025-12-09,14:12:53.635522,1765285973.635522,s,140.867578,s,71.0,°C
2025-12-09,14:12:53.900010,1765285973.90001,s,141.132066,s,71.0,°C
2025-12-09,14:12:54.136026,1765285974.136026,s,141.368082,s,71.0,°C
2025-12-09,14:12:54.400587,1765285974.400587,s,141.632643,s,71.0,°C
2025-12-09,14:12:54.636351,1765285974.636351,s,141.868407,s,71.0,°C
2025-12-09,14:12:54.901153,1765285974.901153,s,142.133209,s,71.0,°C
2025-12-09,14:12:55.136793,1765285975.136793,s,142.368849,s,71.0,°C
2025-12-09,14:12:55.401652,1765285975.401652,s,142.633708,s,71.0,°C
2025-12-09,14:12:55.637157,1765285975.637157,s,142.869213,s,71.0,°C
2025-12-09,14:12:55.902143,1765285975.902143,s,143.134199,s,71.0,°C
2025-12-09,14:12:56.137390,1765285976.13739,s,143.369446,s,71.0,°C
2025-12-09,14:12:56.402402,1765285976.402402,s,143.634458,s,71.0,°C
2025-12-09,14:12:56.637783,1765285976.637783,s,143.869839,s,71.0,°C
2025-12-09,14:12:56.902933,1765285976.902933,s,144.134989,s,71.0,°C
2025-12-09,14:12:57.138231,1765285977.138231,s,144.370287,s,71.0,°C
2025-12-09,14:12:57.403371,1765285977.403371,s,144.635427,s,71.0,°C
2025-12-09,14:12:57.638634,1765285977.638634,s,144.87069,s,72.0,°C
2025-12-09,14:12:57.903921,1765285977.903921,s,145.135977,s,72.0,°C
2025-12-09,14:12:58.139051,1765285978.139051,s,145.371107,s,71.0,°C
2025-12-09,14:12:58.404384,1765285978.404384,s,145.63644,s,71.0,°C
2025-12-09,14:12:58.639377,1765285978.639377,s,145.871433,s,71.0,°C
2025-12-09,14:12:58.904818,1765285978.904818,s,146.136874,s,71.0,°C
2025-12-09,14:12:59.139899,1765285979.139899,s,146.371955,s,71.0,°C
2025-12-09,14:12:59.405250,1765285979.40525,s,146.637306,s,71.0,°C
2025-12-09,14:12:59.640433,1765285979.640433,s,146.872489,s,71.0,°C
2025-12-09,14:12:59.905625,1765285979.905625,s,147.137681,s,71.0,°C
2025-12-09,14:13:00.140950,1765285980.14095,s,147.373006,s,71.0,°C
2025-12-09,14:13:00.405993,1765285980.405993,s,147.638049,s,71.0,°C
2025-12-09,14:13:00.641275,1765285980.641275,s,147.873331,s,71.0,°C
2025-12-09,14:13:00.906401,1765285980.906401,s,148.138457,s,71.0,°C
2025-12-09,14:13:01.141696,1765285981.141696,s,148.373752,s,71.0,°C
2025-12-09,14:13:01.406809,1765285981.406809,s,148.638865,s,71.0,°C
2025-12-09,14:13:01.642174,1765285981.642174,s,148.87423,s,71.0,°C
2025-12-09,14:13:01.907198,1765285981.907198,s,149.139254,s,71.0,°C
2025-12-09,14:13:02.142638,1765285982.142638,s,149.374694,s,71.0,°C
2025-12-09,14:13:02.407555,1765285982.407555,s,149.639611,s,71.0,°C
2025-12-09,14:13:02.643041,1765285982.643041,s,149.875097,s,71.0,°C
2025-12-09,14:13:02.907924,1765285982.907924,s,150.13998,s,71.0,°C
2025-12-09,14:13:03.143576,1765285983.143576,s,150.375632,s,71.0,°C
2025-12-09,14:13:03.408224,1765285983.408224,s,150.64028,s,71.0,°C
2025-12-09,14:13:03.644049,1765285983.644049,s,150.876105,s,71.0,°C
2025-12-09,14:13:03.908601,1765285983.908601,s,151.140657,s,71.0,°C
2025-12-09,14:13:04.144530,1765285984.14453,s,151.376586,s,71.0,°C
2025-12-09,14:13:04.408983,1765285984.408983,s,151.641039,s,71.0,°C
2025-12-09,14:13:04.645021,1765285984.645021,s,151.877077,s,71.0,°C
2025-12-09,14:13:04.909411,1765285984.909411,s,152.141467,s,71.0,°C
2025-12-09,14:13:05.145524,1765285985.145524,s,152.37758,s,71.0,°C
2025-12-09,14:13:05.410057,1765285985.410057,s,152.642113,s,71.0,°C
2025-12-09,14:13:05.645885,1765285985.645885,s,152.877941,s,71.0,°C
2025-12-09,14:13:05.910320,1765285985.91032,s,153.142376,s,71.0,°C
2025-12-09,14:13:06.146249,1765285986.146249,s,153.378305,s,71.0,°C
2025-12-09,14:13:06.410770,1765285986.41077,s,153.642826,s,71.0,°C
2025-12-09,14:13:06.646655,1765285986.646655,s,153.878711,s,71.0,°C
2025-12-09,14:13:06.911164,1765285986.911164,s,154.14322,s,71.0,°C
2025-12-09,14:13:07.147064,1765285987.147064,s,154.37912,s,71.0,°C
2025-12-09,14:13:07.411565,1765285987.411565,s,154.643621,s,71.0,°C
2025-12-09,14:13:07.647357,1765285987.647357,s,154.879413,s,71.0,°C
2025-12-09,14:13:07.912040,1765285987.91204,s,155.144096,s,71.0,°C
2025-12-09,14:13:08.147767,1765285988.147767,s,155.379823,s,71.0,°C
2025-12-09,14:13:08.412347,1765285988.412347,s,155.644403,s,71.0,°C
2025-12-09,14:13:08.648098,1765285988.648098,s,155.880154,s,71.0,°C
2025-12-09,14:13:08.912828,1765285988.912828,s,156.144884,s,71.0,°C
2025-12-09,14:13:09.148344,1765285989.148344,s,156.3804,s,71.0,°C
2025-12-09,14:13:09.413389,1765285989.413389,s,156.645445,s,71.0,°C
2025-12-09,14:13:09.648816,1765285989.648816,s,156.880872,s,71.0,°C
2025-12-09,14:13:09.913889,1765285989.913889,s,157.145945,s,71.0,°C
2025-12-09,14:13:10.149340,1765285990.14934,s,157.381396,s,71.0,°C
2025-12-09,14:13:10.414240,1765285990.41424,s,157.646296,s,71.0,°C
2025-12-09,14:13:10.649889,1765285990.649889,s,157.881945,s,71.0,°C
2025-12-09,14:13:10.914724,1765285990.914724,s,158.14678,s,71.0,°C
2025-12-09,14:13:11.150135,1765285991.150135,s,158.382191,s,71.0,°C
2025-12-09,14:13:11.415176,1765285991.415176,s,158.647232,s,71.0,°C
2025-12-09,14:13:11.650653,1765285991.650653,s,158.882709,s,71.0,°C
2025-12-09,14:13:11.915688,1765285991.915688,s,159.147744,s,71.0,°C
2025-12-09,14:13:12.151041,1765285992.151041,s,159.383097,s,71.0,°C
2025-12-09,14:13:12.416180,1765285992.41618,s,159.648236,s,71.0,°C
2025-12-09,14:13:12.651599,1765285992.651599,s,159.883655,s,71.0,°C
2025-12-09,14:13:12.916630,1765285992.91663,s,160.148686,s,71.0,°C
2025-12-09,14:13:13.152074,1765285993.152074,s,160.38413,s,71.0,°C
2025-12-09,14:13:13.417098,1765285993.417098,s,160.649154,s,71.0,°C
2025-12-09,14:13:13.652629,1765285993.652629,s,160.884685,s,71.0,°C
2025-12-09,14:13:13.917606,1765285993.917606,s,161.149662,s,71.0,°C
2025-12-09,14:13:14.153155,1765285994.153155,s,161.385211,s,71.0,°C
2025-12-09,14:13:14.417922,1765285994.417922,s,161.649978,s,71.0,°C
2025-12-09,14:13:14.653637,1765285994.653637,s,161.885693,s,71.0,°C
2025-12-09,14:13:14.918234,1765285994.918234,s,162.15029,s,71.0,°C
2025-12-09,14:13:15.154052,1765285995.154052,s,162.386108,s,71.0,°C
2025-12-09,14:13:15.418595,1765285995.418595,s,162.650651,s,71.0,°C
2025-12-09,14:13:15.654587,1765285995.654587,s,162.886643,s,71.0,°C
2025-12-09,14:13:15.918976,1765285995.918976,s,163.151032,s,71.0,°C
2025-12-09,14:13:16.154964,1765285996.154964,s,163.38702,s,71.0,°C
2025-12-09,14:13:16.419264,1765285996.419264,s,163.65132,s,71.0,°C
2025-12-09,14:13:16.655453,1765285996.655453,s,163.887509,s,71.0,°C
2025-12-09,14:13:16.919545,1765285996.919545,s,164.151601,s,71.0,°C
2025-12-09,14:13:17.155955,1765285997.155955,s,164.388011,s,71.0,°C
2025-12-09,14:13:17.419953,1765285997.419953,s,164.652009,s,71.0,°C
2025-12-09,14:13:17.656438,1765285997.656438,s,164.888494,s,71.0,°C
2025-12-09,14:13:17.920309,1765285997.920309,s,165.152365,s,71.0,°C
2025-12-09,14:13:18.156900,1765285998.1569,s,165.388956,s,71.0,°C
2025-12-09,14:13:18.420584,1765285998.420584,s,165.65264,s,71.0,°C
2025-12-09,14:13:18.657363,1765285998.657363,s,165.889419,s,71.0,°C
2025-12-09,14:13:18.921078,1765285998.921078,s,166.153134,s,71.0,°C
2025-12-09,14:13:19.157813,1765285999.157813,s,166.389869,s,71.0,°C
2025-12-09,14:13:19.421636,1765285999.421636,s,166.653692,s,71.0,°C
2025-12-09,14:13:19.658232,1765285999.658232,s,166.890288,s,71.0,°C
2025-12-09,14:13:19.922039,1765285999.922039,s,167.154095,s,71.0,°C
2025-12-09,14:13:20.158605,1765286000.158605,s,167.390661,s,71.0,°C
2025-12-09,14:13:20.422431,1765286000.422431,s,167.654487,s,71.0,°C
2025-12-09,14:13:20.658983,1765286000.658983,s,167.891039,s,71.0,°C
2025-12-09,14:13:20.922897,1765286000.922897,s,168.154953,s,71.0,°C
2025-12-09,14:13:21.159309,1765286001.159309,s,168.391365,s,71.0,°C
2025-12-09,14:13:21.423380,1765286001.42338,s,168.655436,s,71.0,°C
2025-12-09,14:13:21.659796,1765286001.659796,s,168.891852,s,71.0,°C
2025-12-09,14:13:21.923849,1765286001.923849,s,169.155905,s,71.0,°C
2025-12-09,14:13:22.160095,1765286002.160095,s,169.392151,s,71.0,°C
2025-12-09,14:13:22.424352,1765286002.424352,s,169.656408,s,71.0,°C
2025-12-09,14:13:22.660363,1765286002.660363,s,169.892419,s,71.0,°C
2025-12-09,14:13:22.924851,1765286002.924851,s,170.156907,s,71.0,°C
2025-12-09,14:13:23.160692,1765286003.160692,s,170.392748,s,71.0,°C
2025-12-09,14:13:23.425376,1765286003.425376,s,170.657432,s,71.0,°C
2025-12-09,14:13:23.661232,1765286003.661232,s,170.893288,s,71.0,°C
2025-12-09,14:13:23.925864,1765286003.925864,s,171.15792,s,71.0,°C
2025-12-09,14:13:24.161698,1765286004.161698,s,171.393754,s,71.0,°C
2025-12-09,14:13:24.426167,1765286004.426167,s,171.658223,s,71.0,°C
2025-12-09,14:13:24.662076,1765286004.662076,s,171.894132,s,71.0,°C
2025-12-09,14:13:24.926673,1765286004.926673,s,172.158729,s,71.0,°C
2025-12-09,14:13:25.162530,1765286005.16253,s,172.394586,s,71.0,°C
2025-12-09,14:13:25.427081,1765286005.427081,s,172.659137,s,71.0,°C
2025-12-09,14:13:25.663037,1765286005.663037,s,172.895093,s,71.0,°C
2025-12-09,14:13:25.927565,1765286005.927565,s,173.159621,s,71.0,°C
2025-12-09,14:13:26.163534,1765286006.163534,s,173.39559,s,71.0,°C
2025-12-09,14:13:26.427982,1765286006.427982,s,173.660038,s,71.0,°C
