Date,Time,Time since 1970-01-01T00:00:00Z,,Time since start of measurement,,,
2025-12-09,14:13:26.663923,1765286006.663923,s,173.895979,s,71.0,°C
2025-12-09,14:13:26.928475,1765286006.928475,s,174.160531,s,71.0,°C
2025-12-09,14:13:27.164456,1765286007.164456,s,174.396512,s,71.0,°C
2025-12-09,14:13:27.428888,1765286007.428888,s,174.660944,s,71.0,°C
2025-12-09,14:13:27.664993,1765286007.664993,s,174.897049,s,71.0,°C
2025-12-09,14:13:27.929196,1765286007.929196,s,175.161252,s,71.0,°C
2025-12-09,14:13:28.165495,1765286008.165495,s,175.397551,s,71.0,°C
2025-12-09,14:13:28.429555,1765286008.429555,s,175.661611,s,71.0,°C
2025-12-09,14:13:28.665959,1765286008.665959,s,175.898015,s,71.0,°C
2025-12-09,14:13:28.929915,1765286008.929915,s,176.161971,s,71.0,°C
2025-12-09,14:13:29.166439,1765286009.166439,s,176.398495,s,71.0,°C
2025-12-09,14:13:29.430146,1765286009.430146,s,176.662202,s,71.0,°C
2025-12-09,14:13:29.666811,1765286009.666811,s,176.898867,s,71.0,°C
2025-12-09,14:13:29.930458,1765286009.930458,s,177.162514,s,71.0,°C
2025-12-09,14:13:30.167255,1765286010.167255,s,177.399311,s,71.0,°C
2025-12-09,14:13:30.430744,1765286010.430744,s,177.6628,s,71.0,°C
2025-12-09,14:13:30.667757,1765286010.667757,s,177.899813,s,71.0,°C
2025-12-09,14:13:30.931132,1765286010.931132,s,178.163188,s,71.0,°C
2025-12-09,14:13:31.168122,1765286011.168122,s,178.400178,s,71.0,°C
2025-12-09,14:13:31.431373,1765286011.431373,s,178.663429,s,71.0,°C
2025-12-09,14:13:31.668603,1765286011.668603,s,178.900659,s,71.0,°C
2025-12-09,14:13:31.931730,1765286011.93173,s,179.163786,s,71.0,°C
2025-12-09,14:13:32.169034,1765286012.169034,s,179.40109,s,71.0,°C
2025-12-09,14:13:32.432365,1765286012.432365,s,179.664421,s,71.0,°C
2025-12-09,14:13:32.669319,1765286012.669319,s,179.901375,s,71.0,°C
2025-12-09,14:13:32.932767,1765286012.932767,s,180.164823,s,71.0,°C
2025-12-09,14:13:33.169710,1765286013.16971,s,180.401766,s,71.0,°C
2025-12-09,14:13:33.433184,1765286013.433184,s,180.66524,s,71.0,°C
2025-12-09,14:13:33.670098,1765286013.670098,s,180.902154,s,71.0,°C
2025-12-09,14:13:33.933620,1765286013.93362,s,181.165676,s,71.0,°C
2025-12-09,14:13:34.171081,1765286014.171081,s,181.403137,s,71.0,°C
2025-12-09,14:13:34.434175,1765286014.434175,s,181.666231,s,71.0,°C
2025-12-09,14:13:34.671376,1765286014.671376,s,181.903432,s,71.0,°C
2025-12-09,14:13:34.934442,1765286014.934442,s,182.166498,s,71.0,°C
2025-12-09,14:13:35.171656,1765286015.171656,s,182.403712,s,71.0,°C
2025-12-09,14:13:35.434881,1765286015.434881,s,182.666937,s,71.0,°C
2025-12-09,14:13:35.671961,1765286015.671961,s,182.904017,s,71.0,°C
2025-12-09,14:13:35.935303,1765286015.935303,s,183.167359,s,71.0,°C
2025-12-09,14:13:36.172213,1765286016.172213,s,183.404269,s,71.0,°C
2025-12-09,14:13:36.435774,1765286016.435774,s,183.66783,s,71.0,°C
2025-12-09,14:13:36.672472,1765286016.672472,s,183.904528,s,71.0,°C
2025-12-09,14:13:36.936274,1765286016.936274,s,184.16833,s,71.0,°C
2025-12-09,14:13:37.173059,1765286017.173059,s,184.405115,s,71.0,°C
2025-12-09,14:13:37.436744,1765286017.436744,s,184.6688,s,71.0,°C
2025-12-09,14:13:37.673634,1765286017.673634,s,184.90569,s,71.0,°C
2025-12-09,14:13:37.937136,1765286017.937136,s,185.169192,s,71.0,°C
2025-12-09,14:13:38.174151,1765286018.174151,s,185.406207,s,71.0,°C
2025-12-09,14:13:38.437424,1765286018.437424,s,185.66948,s,71.0,°C
2025-12-09,14:13:38.674642,1765286018.674642,s,185.906698,s,71.0,°C
2025-12-09,14:13:38.938014,1765286018.938014,s,186.17007,s,71.0,°C
2025-12-09,14:13:39.175151,1765286019.175151,s,186.407207,s,71.0,°C
2025-12-09,14:13:39.438315,1765286019.438315,s,186.670371,s,71.0,°C
2025-12-09,14:13:39.675694,1765286019.675694,s,186.90775,s,71.0,°C
2025-12-09,14:13:39.938697,1765286019.938697,s,187.170753,s,71.0,°C
2025-12-09,14:13:40.176192,1765286020.176192,s,187.408248,s,71.0,°C
2025-12-09,14:13:40.439076,1765286020.439076,s,187.671132,s,71.0,°C
2025-12-09,14:13:40.676655,1765286020.676655,s,187.908711,s,71.0,°C
2025-12-09,14:13:40.939457,1765286020.939457,s,188.171513,s,71.0,°C
2025-12-09,14:13:41.177092,1765286021.177092,s,188.409148,s,71.0,°C
2025-12-09,14:13:41.439919,1765286021.439919,s,188.671975,s,71.0,°C
2025-12-09,14:13:41.677581,1765286021.677581,s,188.909637,s,71.0,°C
2025-12-09,14:13:41.940330,1765286021.94033,s,189.172386,s,71.0,°C
2025-12-09,14:13:42.178086,1765286022.178086,s,189.410142,s,71.0,°C
2025-12-09,14:13:42.440720,1765286022.44072,s,189.672776,s,71.0,°C
2025-12-09,14:13:42.678416,1765286022.678416,s,189.910472,s,71.0,°C
2025-12-09,14:13:42.941091,1765286022.941091,s,190.173147,s,71.0,°C
2025-12-09,14:13:43.178818,1765286023.178818,s,190.410874,s,71.0,°C
2025-12-09,14:13:43.441508,1765286023.441508,s,190.673564,s,71.0,°C
2025-12-09,14:13:43.679262,1765286023.679262,s,190.911318,s,71.0,°C
2025-12-09,14:13:43.941929,1765286023.941929,s,191.173985,s,71.0,°C
2025-12-09,14:13:44.179679,1765286024.179679,s,191.411735,s,71.0,°C
2025-12-09,14:13:44.442421,1765286024.442421,s,191.674477,s,71.0,°C
2025-12-09,14:13:44.680152,1765286024.680152,s,191.912208,s,71.0,°C
2025-12-09,14:13:44.942854,1765286024.942854,s,192.17491,s,71.0,°C
2025-12-09,14:13:45.180564,1765286025.180564,s,192.41262,s,71.0,°C
2025-12-09,14:13:45.443218,1765286025.443218,s,192.675274,s,71.0,°C
2025-12-09,14:13:45.681061,1765286025.681061,s,192.913117,s,71.0,°C
2025-12-09,14:13:45.943667,1765286025.943667,s,193.175723,s,71.0,°C
2025-12-09,14:13:46.181386,1765286026.181386,s,193.413442,s,71.0,°C
2025-12-09,14:13:46.444146,1765286026.444146,s,193.676202,s,71.0,°C
2025-12-09,14:13:46.681759,1765286026.681759,s,193.913815,s,71.0,°C
2025-12-09,14:13:46.944623,1765286026.944623,s,194.176679,s,71.0,°C
2025-12-09,14:13:47.182183,1765286027.182183,s,194.414239,s,71.0,°C
2025-12-09,14:13:47.445092,1765286027.445092,s,194.677148,s,71.0,°C
2025-12-09,14:13:47.682490,1765286027.68249,s,194.914546,s,71.0,°C
2025-12-09,14:13:47.945577,1765286027.945577,s,195.177633,s,71.0,°C
2025-12-09,14:13:48.182863,1765286028.182863,s,195.414919,s,71.0,°C
2025-12-09,14:13:48.446058,1765286028.446058,s,195.678114,s,71.0,°C
2025-12-09,14:13:48.683229,1765286028.683229,s,195.915285,s,71.0,°C
2025-12-09,14:13:48.946544,1765286028.946544,s,196.1786,s,71.0,°C
2025-12-09,14:13:49.183543,1765286029.183543,s,196.415599,s,71.0,°C
2025-12-09,14:13:49.446918,1765286029.446918,s,196.678974,s,71.0,°C
2025-12-09,14:13:49.683829,1765286029.683829,s,196.915885,s,71.0,°C
2025-12-09,14:13:49.947392,1765286029.947392,s,197.179448,s,71.0,°C
2025-12-09,14:13:50.184049,1765286030.184049,s,197.416105,s,71.0,°C
2025-12-09,14:13:50.447863,1765286030.447863,s,197.679919,s,71.0,°C
2025-12-09,14:13:50.684323,1765286030.684323,s,197.916379,s,71.0,°C
2025-12-09,14:13:50.948225,1765286030.948225,s,198.180281,s,71.0,°C
2025-12-09,14:13:51.185015,1765286031.185015,s,198.417071,s,71.0,°C
2025-12-09,14:13:51.448708,1765286031.448708,s,198.680764,s,71.0,°C
2025-12-09,14:13:51.685492,1765286031.685492,s,198.917548,s,71.0,°C
2025-12-09,14:13:51.949218,1765286031.949218,s,199.181274,s,71.0,°C
2025-12-09,14:13:52.185980,1765286032.18598,s,199.418036,s,71.0,°C
2025-12-09,14:13:52.449701,1765286032.449701,s,199.681757,s,71.0,°C
2025-12-09,14:13:52.686515,1765286032.686515,s,199.918571,s,71.0,°C
2025-12-09,14:13:52.950201,1765286032.950201,s,200.182257,s,71.0,°C
2025-12-09,14:13:53.187189,1765286033.187189,s,200.419245,s,71.0,°C
2025-12-09,14:13:53.450670,1765286033.45067,s,200.682726,s,71.0,°C
2025-12-09,14:13:53.687618,1765286033.687618,s,200.919674,s,71.0,°C
2025-12-09,14:13:53.951040,1765286033.95104,s,201.183096,s,71.0,°C
2025-12-09,14:13:54.188146,1765286034.188146,s,201.420202,s,71.0,°C
2025-12-09,14:13:54.451494,1765286034.451494,s,201.68355,s,71.0,°C
2025-12-09,14:13:54.688425,1765286034.688425,s,201.920481,s,71.0,°C
2025-12-09,14:13:54.951871,1765286034.951871,s,202.183927,s,71.0,°C
2025-12-09,14:13:55.188895,1765286035.188895,s,202.420951,s,71.0,°C
2025-12-09,14:13:55.452336,1765286035.452336,s,202.684392,s,71.0,°C
2025-12-09,14:13:55.689236,1765286035.689236,s,202.921292,s,71.0,°C
2025-12-09,14:13:55.952689,1765286035.952689,s,203.184745,s,71.0,°C
2025-12-09,14:13:56.189688,1765286036.189688,s,203.421744,s,71.0,°C
2025-12-09,14:13:56.453067,1765286036.453067,s,203.685123,s,71.0,°C
2025-12-09,14:13:56.690134,1765286036.690134,s,203.92219,s,71.0,°C
2025-12-09,14:13:56.953388,1765286036.953388,s,204.185444,s,71.0,°C
2025-12-09,14:13:57.190582,1765286037.190582,s,204.422638,s,71.0,°C
2025-12-09,14:13:57.453701,1765286037.453701,s,204.685757,s,71.0,°C
2025-12-09,14:13:57.690968,1765286037.690968,s,204.923024,s,71.0,°C
2025-12-09,14:13:57.953997,1765286037.953997,s,205.186053,s,71.0,°C
2025-12-09,14:13:58.191501,1765286038.191501,s,205.423557,s,71.0,°C
2025-12-09,14:13:58.454314,1765286038.454314,s,205.68637,s,71.0,°C
2025-12-09,14:13:58.691994,1765286038.691994,s,205.92405,s,71.0,°C
2025-12-09,14:13:58.954655,1765286038.954655,s,206.186711,s,71.0,°C
2025-12-09,14:13:59.192478,1765286039.192478,s,206.424534,s,71.0,°C
2025-12-09,14:13:59.454915,1765286039.454915,s,206.686971,s,71.0,°C
2025-12-09,14:13:59.692950,1765286039.69295,s,206.925006,s,71.0,°C
2025-12-09,14:13:59.955438,1765286039.955438,s,207.187494,s,71.0,°C
2025-12-09,14:14:00.193303,1765286040.193303,s,207.425359,s,71.0,°C
2025-12-09,14:14:00.455915,1765286040.455915,s,207.687971,s,71.0,°C
2025-12-09,14:14:00.693678,1765286040.693678,s,207.925734,s,71.0,°C
2025-12-09,14:14:00.956423,1765286040.956423,s,208.188479,s,71.0,°C
2025-12-09,14:14:01.194067,1765286041.194067,s,208.426123,s,71.0,°C
2025-12-09,14:14:01.456891,1765286041.456891,s,208.688947,s,71.0,°C
2025-12-09,14:14:01.694618,1765286041.694618,s,208.926674,s,71.0,°C
2025-12-09,14:14:01.957421,1765286041.957421,s,209.189477,s,71.0,°C
2025-12-09,14:14:02.195012,1765286042.195012,s,209.427068,s,71.0,°C
2025-12-09,14:14:02.457973,1765286042.457973,s,209.690029,s,71.0,°C
2025-12-09,14:14:02.695296,1765286042.695296,s,209.927352,s,71.0,°C
2025-12-09,14:14:02.958549,1765286042.958549,s,210.190605,s,71.0,°C
2025-12-09,14:14:03.195656,1765286043.195656,s,210.427712,s,71.0,°C
2025-12-09,14:14:03.459015,1765286043.459015,s,210.691071,s,71.0,°C
2025-12-09,14:14:03.695922,1765286043.695922,s,210.927978,s,71.0,°C
2025-12-09,14:14:03.959501,1765286043.959501,s,211.191557,s,71.0,°C
2025-12-09,14:14:04.196229,1765286044.196229,s,211.428285,s,71.0,°C
2025-12-09,14:14:04.459868,1765286044.459868,s,211.691924,s,71.0,°C
2025-12-09,14:14:04.696612,1765286044.696612,s,211.928668,s,71.0,°C
2025-12-09,14:14:04.960237,1765286044.960237,s,212.192293,s,71.0,°C
2025-12-09,14:14:05.197139,1765286045.197139,s,212.429195,s,71.0,°C
2025-12-09,14:14:05.460707,1765286045.460707,s,212.692763,s,71.0,°C
2025-12-09,14:14:05.697612,1765286045.697612,s,212.929668,s,71.0,°C
2025-12-09,14:14:05.961189,1765286045.961189,s,213.193245,s,71.0,°C
2025-12-09,14:14:06.198103,1765286046.198103,s,213.430159,s,71.0,°C
2025-12-09,14:14:06.461469,1765286046.461469,s,213.693525,s,71.0,°C
2025-12-09,14:14:06.698410,1765286046.69841,s,213.930466,s,71.0,°C
2025-12-09,14:14:06.961978,1765286046.961978,s,214.194034,s,71.0,°C
2025-12-09,14:14:07.198948,1765286047.198948,s,214.431004,s,71.0,°C
2025-12-09,14:14:07.462251,1765286047.462251,s,214.694307,s,71.0,°C
2025-12-09,14:14:07.699268,1765286047.699268,s,214.931324,s,71.0,°C
2025-12-09,14:14:07.962562,1765286047.962562,s,215.194618,s,71.0,°C
2025-12-09,14:14:08.199757,1765286048.199757,s,215.431813,s,71.0,°C
2025-12-09,14:14:08.462905,1765286048.462905,s,215.694961,s,71.0,°C
2025-12-09,14:14:08.700242,1765286048.700242,s,215.932298,s,71.0,°C
2025-12-09,14:14:08.963182,1765286048.963182,s,216.195238,s,71.0,°C
2025-12-09,14:14:09.200772,1765286049.200772,s,216.432828,s,71.0,°C
2025-12-09,14:14:09.463618,1765286049.463618,s,216.695674,s,71.0,°C
2025-12-09,14:14:09.701251,1765286049.701251,s,216.933307,s,71.0,°C
2025-12-09,14:14:09.963990,1765286049.96399,s,217.196046,s,71.0,°C
2025-12-09,14:14:10.201656,1765286050.201656,s,217.433712,s,71.0,°C
2025-12-09,14:14:10.464524,1765286050.464524,s,217.69658,s,71.0,°C
2025-12-09,14:14:10.702160,1765286050.70216,s,217.934216,s,71.0,°C
2025-12-09,14:14:10.964913,1765286050.964913,s,218.196969,s,71.0,°C
2025-12-09,14:14:11.202664,1765286051.202664,s,218.43472,s,71.0,°C
2025-12-09,14:14:11.465317,1765286051.465317,s,218.697373,s,71.0,°C
2025-12-09,14:14:11.703054,1765286051.703054,s,218.93511,s,71.0,°C
2025-12-09,14:14:11.965669,1765286051.965669,s,219.197725,s,71.0,°C
2025-12-09,14:14:12.203580,1765286052.20358,s,219.435636,s,71.0,°C
2025-12-09,14:14:12.466074,1765286052.466074,s,219.69813,s,71.0,°C
2025-12-09,14:14:12.704056,1765286052.704056,s,219.936112,s,71.0,°C
2025-12-09,14:14:12.966313,1765286052.966313,s,220.198369,s,71.0,°C
2025-12-09,14:14:13.204571,1765286053.204571,s,220.436627,s,71.0,°C
2025-12-09,14:14:13.466681,1765286053.466681,s,220.698737,s,71.0,°C
2025-12-09,14:14:13.704958,1765286053.704958,s,220.937014,s,71.0,°C
2025-12-09,14:14:13.967303,1765286053.967303,s,221.199359,s,71.0,°C
2025-12-09,14:14:14.205236,1765286054.205236,s,221.437292,s,71.0,°C
2025-12-09,14:14:14.467777,1765286054.467777,s,221.699833,s,71.0,°C
2025-12-09,14:14:14.705702,1765286054.705702,s,221.937758,s,71.0,°C
2025-12-09,14:14:14.968377,1765286054.968377,s,222.200433,s,71.0,°C
2025-12-09,14:14:15.206064,1765286055.206064,s,222.43812,s,71.0,°C
2025-12-09,14:14:15.468910,1765286055.46891,s,222.700966,s,71.0,°C
2025-12-09,14:14:15.706554,1765286055.706554,s,222.93861,s,71.0,°C
2025-12-09,14:14:15.969438,1765286055.969438,s,223.201494,s,71.0,°C
2025-12-09,14:14:16.206908,1765286056.206908,s,223.438964,s,71.0,°C
2025-12-09,14:14:16.469902,1765286056.469902,s,223.701958,s,71.0,°C
2025-12-09,14:14:16.707184,1765286056.707184,s,223.93924,s,71.0,°C
2025-12-09,14:14:16.970253,1765286056.970253,s,224.202309,s,71.0,°C
2025-12-09,14:14:17.207497,1765286057.207497,s,224.439553,s,71.0,°C
2025-12-09,14:14:17.470675,1765286057.470675,s,224.702731,s,71.0,°C
2025-12-09,14:14:17.707783,1765286057.707783,s,224.939839,s,71.0,°C
2025-12-09,14:14:17.971049,1765286057.971049,s,225.203105,s,71.0,°C
2025-12-09,14:14:18.208193,1765286058.208193,s,225.440249,s,71.0,°C
2025-12-09,14:14:18.471512,1765286058.471512,s,225.703568,s,71.0,°C
2025-12-09,14:14:18.708729,1765286058.708729,s,225.940785,s,71.0,°C
2025-12-09,14:14:18.971914,1765286058.971914,s,226.20397,s,71.0,°C
2025-12-09,14:14:19.209170,1765286059.20917,s,226.441226,s,71.0,°C
2025-12-09,14:14:19.472318,1765286059.472318,s,226.704374,s,71.0,°C
2025-12-09,14:14:19.709600,1765286059.7096,s,226.941656,s,71.0,°C
2025-12-09,14:14:19.972875,1765286059.972875,s,227.204931,s,71.0,°C
2025-12-09,14:14:20.209873,1765286060.209873,s,227.441929,s,71.0,°C
2025-12-09,14:14:20.473407,1765286060.473407,s,227.705463,s,71.0,°C
2025-12-09,14:14:20.710357,1765286060.710357,s,227.942413,s,71.0,°C
2025-12-09,14:14:20.973795,1765286060.973795,s,228.205851,s,71.0,°C
2025-12-09,14:14:21.210859,1765286061.210859,s,228.442915,s,71.0,°C
2025-12-09,14:14:21.474226,1765286061.474226,s,228.706282,s,71.0,°C
2025-12-09,14:14:21.711132,1765286061.711132,s,228.943188,s,71.0,°C
2025-12-09,14:14:21.974501,1765286061.974501,s,229.206557,s,71.0,°C
2025-12-09,14:14:22.211499,1765286062.211499,s,229.443555,s,71.0,°C
2025-12-09,14:14:22.474830,1765286062.47483,s,229.706886,s,71.0,°C
2025-12-09,14:14:22.711910,1765286062.71191,s,229.943966,s,71.0,°C
2025-12-09,14:14:22.975143,1765286062.975143,s,230.207199,s,71.0,°C
2025-12-09,14:14:23.212436,1765286063.212436,s,230.444492,s,71.0,°C
2025-12-09,14:14:23.475578,1765286063.475578,s,230.707634,s,71.0,°C
2025-12-09,14:14:23.712855,1765286063.712855,s,230.944911,s,71.0,°C
2025-12-09,14:14:23.975924,1765286063.975924,s,231.20798,s,71.0,°C
2025-12-09,14:14:24.213243,1765286064.213243,s,231.445299,s,71.0,°C
2025-12-09,14:14:24.476256,1765286064.476256,s,231.708312,s,71.0,°C
2025-12-09,14:14:24.713733,1765286064.713733,s,231.945789,s,71.0,°C
2025-12-09,14:14:24.976669,1765286064.976669,s,232.208725,s,71.0,°C
2025-12-09,14:14:25.214221,1765286065.214221,s,232.446277,s,71.0,°C
2025-12-09,14:14:25.477011,1765286065.477011,s,232.709067,s,71.0,°C
2025-12-09,14:14:25.714678,1765286065.714678,s,232.946734,s,71.0,°C
2025-12-09,14:14:25.977515,1765286065.977515,s,233.209571,s,71.0,°C
2025-12-09,14:14:26.215184,1765286066.215184,s,233.44724,s,71.0,°C
2025-12-09,14:14:26.477930,1765286066.47793,s,233.709986,s,71.0,°C
2025-12-09,14:14:26.715575,1765286066.715575,s,233.947631,s,70.0,°C
2025-12-09,14:14:26.978502,1765286066.978502,s,234.210558,s,70.0,°C
2025-12-09,14:14:27.215941,1765286067.215941,s,234.447997,s,70.0,°C
2025-12-09,14:14:27.479046,1765286067.479046,s,234.711102,s,70.0,°C
2025-12-09,14:14:27.716233,1765286067.716233,s,234.948289,s,70.0,°C
2025-12-09,14:14:27.979433,1765286067.979433,s,235.211489,s,70.0,°C
2025-12-09,14:14:28.216603,1765286068.216603,s,235.448659,s,70.0,°C
2025-12-09,14:14:28.479971,1765286068.479971,s,235.712027,s,70.0,°C
2025-12-09,14:14:28.717019,1765286068.717019,s,235.949075,s,70.0,°C
2025-12-09,14:14:28.980491,1765286068.980491,s,236.212547,s,70.0,°C
2025-12-09,14:14:29.217377,1765286069.217377,s,236.449433,s,70.0,°C
2025-12-09,14:14:29.481005,1765286069.481005,s,236.713061,s,70.0,°C
2025-12-09,14:14:29.717694,1765286069.717694,s,236.94975,s,70.0,°C
2025-12-09,14:14:29.981322,1765286069.981322,s,237.213378,s,70.0,°C
2025-12-09,14:14:30.218056,1765286070.218056,s,237.450112,s,69.0,°C
2025-12-09,14:14:30.481815,1765286070.481815,s,237.713871,s,69.0,°C
2025-12-09,14:14:30.718344,1765286070.718344,s,237.9504,s,69.0,°C
2025-12-09,14:14:30.982321,1765286070.982321,s,238.214377,s,69.0,°C
2025-12-09,14:14:31.218886,1765286071.218886,s,238.450942,s,68.0,°C
2025-12-09,14:14:31.482844,1765286071.482844,s,238.7149,s,68.0,°C
2025-12-09,14:14:31.719236,1765286071.719236,s,238.951292,s,68.0,°C
2025-12-09,14:14:31.983420,1765286071.98342,s,239.215476,s,68.0,°C
2025-12-09,14:14:32.219639,1765286072.219639,s,239.451695,s,68.0,°C
2025-12-09,14:14:32.483796,1765286072.483796,s,239.715852,s,68.0,°C
2025-12-09,14:14:32.720149,1765286072.720149,s,239.952205,s,68.0,°C
2025-12-09,14:14:32.984232,1765286072.984232,s,240.216288,s,68.0,°C
2025-12-09,14:14:33.220612,1765286073.220612,s,240.452668,s,68.0,°C
2025-12-09,14:14:33.484585,1765286073.484585,s,240.716641,s,68.0,°C
2025-12-09,14:14:33.721136,1765286073.721136,s,240.953192,s,68.0,°C
2025-12-09,14:14:33.985012,1765286073.985012,s,241.217068,s,68.0,°C
2025-12-09,14:14:34.221398,1765286074.221398,s,241.453454,s,67.0,°C
2025-12-09,14:14:34.485415,1765286074.485415,s,241.717471,s,67.0,°C
2025-12-09,14:14:34.721878,1765286074.721878,s,241.953934,s,67.0,°C
2025-12-09,14:14:34.985835,1765286074.985835,s,242.217891,s,67.0,°C
2025-12-09,14:14:35.222152,1765286075.222152,s,242.454208,s,65.0,°C
2025-12-09,14:14:35.486277,1765286075.486277,s,242.718333,s,65.0,°C
2025-12-09,14:14:35.722603,1765286075.722603,s,242.954659,s,65.0,°C
2025-12-09,14:14:35.986633,1765286075.986633,s,243.218689,s,64.0,°C
2025-12-09,14:14:36.223004,1765286076.223004,s,243.45506,s,64.0,°C
2025-12-09,14:14:36.486898,1765286076.486898,s,243.718954,s,63.0,°C
2025-12-09,14:14:36.723547,1765286076.723547,s,243.955603,s,63.0,°C
2025-12-09,14:14:36.987255,1765286076.987255,s,244.219311,s,63.0,°C
2025-12-09,14:14:37.223940,1765286077.22394,s,244.455996,s,63.0,°C
2025-12-09,14:14:37.487549,1765286077.487549,s,244.719605,s,62.0,°C
2025-12-09,14:14:37.724426,1765286077.724426,s,244.956482,s,62.0,°C
2025-12-09,14:14:37.987887,1765286077.987887,s,245.219943,s,61.0,°C
2025-12-09,14:14:38.224893,1765286078.224893,s,245.456949,s,61.0,°C
2025-12-09,14:14:38.488233,1765286078.488233,s,245.720289,s,60.0,°C
2025-12-09,14:14:38.725343,1765286078.725343,s,245.957399,s,60.0,°C
2025-12-09,14:14:38.988620,1765286078.98862,s,246.220676,s,60.0,°C
2025-12-09,14:14:39.225699,1765286079.225699,s,246.457755,s,59.0,°C
2025-12-09,14:14:39.489273,1765286079.489273,s,246.721329,s,59.0,°C
2025-12-09,14:14:39.726164,1765286079.726164,s,246.95822,s,57.0,°C
2025-12-09,14:14:39.990001,1765286079.990001,s,247.222057,s,57.0,°C
2025-12-09,14:14:40.226454,1765286080.226454,s,247.45851,s,58.0,°C
2025-12-09,14:14:40.490537,1765286080.490537,s,247.722593,s,58.0,°C
2025-12-09,14:14:40.726819,1765286080.726819,s,247.958875,s,58.0,°C
2025-12-09,14:14:40.991081,1765286080.991081,s,248.223137,s,59.0,°C
2025-12-09,14:14:41.227199,1765286081.227199,s,248.459255,s,59.0,°C
2025-12-09,14:14:41.491581,1765286081.491581,s,248.723637,s,59.0,°C
2025-12-09,14:14:41.727553,1765286081.727553,s,248.959609,s,59.0,°C
2025-12-09,14:14:41.992084,1765286081.992084,s,249.22414,s,59.0,°C
2025-12-09,14:14:42.227939,1765286082.227939,s,249.459995,s,59.0,°C
2025-12-09,14:14:42.492418,1765286082.492418,s,249.724474,s,59.0,°C
2025-12-09,14:14:42.728199,1765286082.728199,s,249.960255,s,59.0,°C
2025-12-09,14:14:42.992812,1765286082.992812,s,250.224868,s,59.0,°C
2025-12-09,14:14:43.228496,1765286083.228496,s,250.460552,s,59.0,°C
2025-12-09,14:14:43.493368,1765286083.493368,s,250.725424,s,59.0,°C
2025-12-09,14:14:43.728894,1765286083.728894,s,250.96095,s,58.0,°C
2025-12-09,14:14:43.993763,1765286083.993763,s,251.225819,s,58.0,°C
2025-12-09,14:14:44.229155,1765286084.229155,s,251.461211,s,58.0,°C
2025-12-09,14:14:44.494300,1765286084.4943,s,251.726356,s,58.0,°C
2025-12-09,14:14:44.729515,1765286084.729515,s,251.961571,s,58.0,°C
2025-12-09,14:14:44.994726,1765286084.994726,s,252.226782,s,57.0,°C
2025-12-09,14:14:45.229997,1765286085.229997,s,252.462053,s,57.0,°C
2025-12-09,14:14:45.495247,1765286085.495247,s,252.727303,s,57.0,°C
2025-12-09,14:14:45.730274,1765286085.730274,s,252.96233,s,57.0,°C
2025-12-09,14:14:45.995652,1765286085.995652,s,253.227708,s,57.0,°C
2025-12-09,14:14:46.230691,1765286086.230691,s,253.462747,s,57.0,°C
2025-12-09,14:14:46.496175,1765286086.496175,s,253.728231,s,56.0,°C
2025-12-09,14:14:46.730963,1765286086.730963,s,253.963019,s,56.0,°C
2025-12-09,14:14:46.996549,1765286086.996549,s,254.228605,s,56.0,°C
2025-12-09,14:14:47.231505,1765286087.231505,s,254.463561,s,56.0,°C
2025-12-09,14:14:47.497002,1765286087.497002,s,254.729058,s,56.0,°C
2025-12-09,14:14:47.731947,1765286087.731947,s,254.964003,s,56.0,°C
2025-12-09,14:14:47.997492,1765286087.997492,s,255.229548,s,56.0,°C
2025-12-09,14:14:48.232332,1765286088.232332,s,255.464388,s,56.0,°C
2025-12-09,14:14:48.497941,1765286088.497941,s,255.729997,s,56.0,°C
2025-12-09,14:14:48.732792,1765286088.732792,s,255.964848,s,55.0,°C
2025-12-09,14:14:48.998405,1765286088.998405,s,256.230461,s,55.0,°C
2025-12-09,14:14:49.233318,1765286089.233318,s,256.465374,s,55.0,°C
2025-12-09,14:14:49.498870,1765286089.49887,s,256.730926,s,55.0,°C
2025-12-09,14:14:49.733798,1765286089.733798,s,256.965854,s,55.0,°C
2025-12-09,14:14:49.999231,1765286089.999231,s,257.231287,s,55.0,°C
2025-12-09,14:14:50.234258,1765286090.234258,s,257.466314,s,55.0,°C
2025-12-09,14:14:50.499606,1765286090.499606,s,257.731662,s,55.0,°C
2025-12-09,14:14:50.734741,1765286090.734741,s,257.966797,s,55.0,°C
2025-12-09,14:14:50.999989,1765286090.999989,s,258.232045,s,55.0,°C
2025-12-09,14:14:51.235250,1765286091.23525,s,258.467306,s,55.0,°C
2025-12-09,14:14:51.500233,1765286091.500233,s,258.732289,s,55.0,°C
2025-12-09,14:14:51.735534,1765286091.735534,s,258.96759,s,55.0,°C
2025-12-09,14:14:52.000585,1765286092.000585,s,259.232641,s,55.0,°C
2025-12-09,14:14:52.235959,1765286092.235959,s,259.468015,s,54.0,°C
2025-12-09,14:14:52.500895,1765286092.500895,s,259.732951,s,54.0,°C
2025-12-09,14:14:52.736462,1765286092.736462,s,259.968518,s,54.0,°C
2025-12-09,14:14:53.001224,1765286093.001224,s,260.23328,s,54.0,°C
2025-12-09,14:14:53.236894,1765286093.236894,s,260.46895,s,54.0,°C
2025-12-09,14:14:53.501501,1765286093.501501,s,260.733557,s,54.0,°C
2025-12-09,14:14:53.737332,1765286093.737332,s,260.969388,s,54.0,°C
