Zeit t / s;Spannungsquelle S_1;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s
8,1;1;5;81;286,115789473684;131,866524703695
8,2;1;6;82;290,131578947368;131,866524703695
8,301;1;4;83;294,147368421053;131,866524703695
8,4;1;1;84;298,163157894737;131,866524703695
8,5;1;4;85;302,178947368421;131,392561556161
8,6;1;2;86;306,194736842105;131,392561556161
8,7;1;2;87;310,210526315789;131,392561556161
8,8;1;4;88;314,226315789474;131,392561556161
8,901;1;2;89;318,242105263158;131,392561556161
9;1;4;90;322,257894736842;131,392561556161
9,101;1;3;91;326,273684210526;131,392561556161
9,201;1;2;92;330,289473684211;131,392561556161
9,301;1;3;93;334,305263157895;131,392561556161
9,4;1;2;94;338,321052631579;148,721824705803
9,5;1;2;95;342,336842105263;148,721824705803
9,6;1;0;96;346,352631578947;148,721824705803
9,701;1;0;97;350,368421052632;148,721824705803
9,801;1;4;98;354,384210526316;148,721824705803
9,9;1;0;99;358,4;148,721824705803
10,001;1;1;100;362,415789473684;148,721824705803
10,101;1;6;101;366,431578947368;148,721824705803
10,2;1;1;102;370,447368421053;148,721824705803
10,3;1;1;103;374,463157894737;143,172486998218
10,4;1;4;104;378,478947368421;143,172486998218
10,501;1;2;105;382,494736842105;143,172486998218
10,601;1;3;106;386,510526315789;143,172486998218
10,7;1;2;107;390,526315789474;143,172486998218
10,8;1;2;108;394,542105263158;143,172486998218
10,9;1;1;109;398,557894736842;143,172486998218
11;1;0;110;402,573684210526;143,172486998218
11,101;1;1;111;406,589473684211;143,172486998218
11,2;1;1;112;410,605263157895;143,172486998218
11,301;1;0;113;414,621052631579;137,99831642054
11,4;1;0;114;418,636842105263;137,99831642054
11,501;1;1;115;422,652631578947;137,99831642054
11,6;1;0;116;426,668421052632;137,99831642054
11,7;1;2;117;430,684210526316;137,99831642054
11,8;1;1;118;434,7;137,99831642054
11,901;1;1;119;438,715789473684;137,99831642054
12;1;1;120;442,731578947368;137,99831642054
12,1;1;0;121;446,747368421053;137,99831642054
12,2;1;1;122;450,763157894737;137,99831642054
12,3;1;0;123;454,778947368421;146,998191922239
12,401;1;0;124;458,794736842105;146,998191922239
12,5;1;1;125;462,81052631579;146,998191922239
12,6;1;0;126;466,826315789474;146,998191922239
12,7;1;2;127;470,842105263158;146,998191922239
12,8;1;1;128;474,857894736842;146,998191922239
12,9;1;0;129;478,873684210526;146,998191922239
13;1;1;130;482,889473684211;146,998191922239
13,1;1;0;131;486,905263157895;146,998191922239
13,2;1;2;132;490,921052631579;167,775727185557
13,3;1;0;133;494,936842105263;167,775727185557
13,4;1;2;134;498,952631578947;167,775727185557
13,5;1;0;135;502,968421052632;167,775727185557
13,6;1;0;136;506,984210526316;167,775727185557
13,701;1;0;137;511;167,775727185557
13,8;1;1;138;515,015789473684;167,775727185557
13,9;1;0;139;519,031578947368;167,775727185557
14,001;1;0;140;523,047368421053;167,775727185557
14,1;1;0;141;527,063157894737;167,775727185557
14,202;1;0;142;531,078947368421;119,759008946297
14,301;1;0;143;535,094736842105;119,759008946297
14,401;1;1;144;539,110526315789;119,759008946297
14,5;1;0;145;543,126315789474;119,759008946297
14,601;1;1;146;547,142105263158;119,759008946297
14,701;1;1;147;551,157894736842;119,759008946297
14,801;1;0;148;555,173684210526;119,759008946297
14,9;1;0;149;559,189473684211;119,759008946297
15,001;1;0;150;563,205263157895;119,759008946297
15,1;1;0;151;567,221052631579;119,759008946297
15,2;1;0;152;571,236842105263;128,383584473691
15,3;1;0;153;575,252631578947;128,383584473691
15,4;1;0;154;579,268421052632;128,383584473691
15,501;1;0;155;583,284210526316;128,383584473691
15,6;1;0;156;587,3;128,383584473691
15,7;1;1;157;591,315789473684;128,383584473691
15,801;1;0;158;595,331578947368;128,383584473691
15,903;1;0;159;599,347368421053;128,383584473691
16;1;0;160;603,363157894737;128,383584473691
16,101;1;0;161;607,378947368421;146,502079719107
16,2;1;0;162;611,394736842105;146,502079719107
16,301;1;0;163;615,410526315789;146,502079719107
16,401;1;0;164;619,426315789474;146,502079719107
16,5;1;0;165;623,442105263158;146,502079719107
16,6;1;0;166;627,457894736842;146,502079719107
16,7;1;0;167;631,473684210526;146,502079719107
16,8;1;0;168;635,489473684211;146,502079719107
16,9;1;0;169;639,505263157895;146,502079719107
17;1;0;170;643,521052631579;146,502079719107
17,1;1;0;171;647,536842105263;150,148316507046
17,2;1;0;172;651,552631578947;150,148316507046
17,301;1;1;173;655,568421052632;150,148316507046
17,4;1;0;174;659,584210526316;150,148316507046
17,5;1;0;175;663,6;150,148316507046
17,6;1;0;176;667,615789473684;150,148316507046
17,7;1;0;177;671,631578947368;150,148316507046
17,801;1;0;178;675,647368421053;150,148316507046
17,9;1;0;179;679,663157894737;150,148316507046
18;1;0;180;683,678947368421;158,710603977088
18,1;1;0;181;687,694736842105;158,710603977088
18,2;1;1;182;691,710526315789;158,710603977088
18,3;1;0;183;695,726315789474;158,710603977088
18,4;1;0;184;699,742105263158;158,710603977088
18,501;1;0;185;703,757894736842;158,710603977088
18,6;1;0;186;707,773684210526;158,710603977088
18,7;1;1;187;711,789473684211;158,710603977088
18,8;1;0;188;715,805263157895;158,710603977088
18,901;1;0;189;719,821052631579;110,986424029626
19,001;1;0;190;723,836842105263;110,986424029626
19,1;1;0;191;727,852631578947;110,986424029626
19,2;1;0;192;731,868421052632;110,986424029626
19,3;1;0;193;735,884210526316;110,986424029626
19,4;1;0;194;739,9;110,986424029626
19,501;1;0;195;743,915789473684;110,986424029626
19,6;1;0;196;747,931578947368;110,986424029626
19,7;1;0;197;751,947368421053;110,986424029626
19,801;1;0;198;755,963157894737;110,986424029626
19,9;1;0;199;759,978947368421;126,250961661591
20;1;0;200;763,994736842105;126,250961661591
20,101;1;0;201;768,01052631579;126,250961661591
20,2;1;0;202;772,026315789474;126,250961661591
20,3;1;0;203;776,042105263158;126,250961661591
20,4;1;0;204;780,057894736842;126,250961661591
20,5;1;0;205;784,073684210526;126,250961661591
20,6;1;0;206;788,089473684211;126,250961661591
20,701;1;0;207;792,105263157895;126,250961661591
20,8;1;0;208;796,121052631579;124,304808709328
20,9;1;0;209;800,136842105263;124,304808709328
21;1;0;210;804,152631578947;124,304808709328
21,1;1;0;211;808,168421052632;124,304808709328
21,2;1;0;212;812,184210526316;124,304808709328
21,3;1;0;213;816,2;124,304808709328
21,4;1;0;214;820,215789473684;124,304808709328
21,501;1;0;215;824,231578947368;124,304808709328
21,6;1;0;216;828,247368421053;124,304808709328
21,7;1;0;217;832,263157894737;109,998643350065
21,801;1;1;218;836,278947368421;109,998643350065
21,9;1;0;219;840,294736842105;109,998643350065
22;1;0;220;844,31052631579;109,998643350065
22,1;1;0;221;848,326315789474;109,998643350065
22,2;1;0;222;852,342105263158;109,998643350065
22,3;1;0;223;856,357894736842;109,998643350065
22,4;1;0;224;860,373684210526;109,998643350065
22,5;1;0;225;864,389473684211;109,998643350065
22,6;1;0;226;868,405263157895;115,554143227138
22,7;1;0;227;872,421052631579;115,554143227138
22,801;1;0;228;876,436842105263;115,554143227138
22,9;1;0;229;880,452631578947;115,554143227138
23,001;1;0;230;884,468421052632;115,554143227138
23,1;1;0;231;888,484210526316;115,554143227138
23,2;1;0;232;892,5;115,554143227138
23,301;1;0;233;896,515789473684;115,554143227138
23,401;1;0;234;900,531578947368;115,554143227138
23,5;1;0;235;904,547368421053;115,554143227138
23,601;1;0;236;908,563157894737;106,998694615926
23,7;1;0;237;912,578947368421;106,998694615926
23,801;1;0;238;916,594736842105;106,998694615926
23,901;1;0;239;920,610526315789;106,998694615926
24;1;0;240;924,626315789474;106,998694615926
24,1;1;0;241;928,642105263158;106,998694615926
24,2;1;0;242;932,657894736842;106,998694615926
24,3;1;0;243;936,673684210526;106,998694615926
24,4;1;0;244;940,689473684211;106,998694615926
24,5;1;0;245;944,705263157895;106,998694615926
24,6;1;0;246;948,721052631579;149,998155022693
24,7;1;0;247;952,736842105263;149,998155022693
24,8;1;0;248;956,752631578947;149,998155022693
24,9;1;0;249;960,768421052632;149,998155022693
25,001;1;0;250;964,784210526316;149,998155022693
25,1;1;0;251;968,8;149,998155022693
25,2;1;0;252;972,815789473684;149,998155022693
25,3;1;0;253;976,831578947368;149,998155022693
25,4;1;0;254;980,847368421053;149,998155022693
25,5;1;0;255;984,863157894737;144,442679033923
25,6;1;0;256;988,878947368421;144,442679033923
25,7;1;0;257;992,894736842105;144,442679033923
25,8;1;0;258;996,910526315789;144,442679033923
25,9;1;0;259;1000,92631578947;144,442679033923
26;1;0;260;1004,94210526316;144,442679033923
26,1;1;0;261;1008,95789473684;144,442679033923
26,2;1;0;262;1012,97368421053;144,442679033923
26,3;1;0;263;1016,98947368421;144,442679033923
26,4;1;0;264;1021,00526315789;148,887069158044
26,5;1;0;265;1025,02105263158;148,887069158044
26,6;1;0;266;1029,03684210526;148,887069158044
26,7;1;0;267;1033,05263157895;148,887069158044
26,8;1;0;268;1037,06842105263;148,887069158044
26,901;1;1;269;1041,08421052632;148,887069158044
27;1;0;270;1045,1;148,887069158044
27,1;1;0;271;1049,11578947368;148,887069158044
27,2;1;0;272;1053,13157894737;148,887069158044
27,3;1;0;273;1057,14736842105;125,55402100641
27,4;1;0;274;1061,16315789474;125,55402100641
27,501;1;0;275;1065,17894736842;125,55402100641
27,6;1;1;276;1069,19473684211;125,55402100641
27,701;1;0;277;1073,21052631579;125,55402100641
27,8;1;1;278;1077,22631578947;125,55402100641
27,9;1;0;279;1081,24210526316;125,55402100641
28;1;0;280;1085,25789473684;125,55402100641
28,101;1;0;281;1089,27368421053;125,55402100641
28,2;1;0;282;1093,28947368421;132,220591501594
28,3;1;0;283;1097,30526315789;132,220591501594
28,4;1;0;284;1101,32105263158;132,220591501594
28,501;1;0;285;1105,33684210526;132,220591501594
28,601;1;0;286;1109,35263157895;132,220591501594
28,7;1;0;287;1113,36842105263;132,220591501594
28,8;1;0;288;1117,38421052632;132,220591501594
28,9;1;0;289;1121,4;132,220591501594
29;1;0;290;1125,41578947368;132,220591501594
29,1;1;0;291;1129,43157894737;126,66511853744
29,2;1;0;292;1133,44736842105;126,66511853744
29,3;1;0;293;1137,46315789474;126,66511853744
29,401;1;0;294;1141,47894736842;126,66511853744
29,5;1;0;295;1145,49473684211;126,66511853744
29,6;1;0;296;1149,51052631579;126,66511853744
29,7;1;0;297;1153,52631578947;126,66511853744
29,801;1;0;298;1157,54210526316;126,66511853744
29,9;1;0;299;1161,55789473684;126,66511853744
30;1;1;300;1165,57368421053;129,998411130531
30,1;1;0;301;1169,58947368421;129,998411130531
30,2;1;0;302;1173,60526315789;129,998411130531
30,301;1;1;303;1177,62105263158;129,998411130531
30,4;1;0;304;1181,63684210526;129,998411130531
30,5;1;0;305;1185,65263157895;129,998411130531
30,6;1;0;306;1189,66842105263;129,998411130531
30,701;1;0;307;1193,68421052632;129,998411130531
30,801;1;1;308;1197,7;129,998411130531
30,9;1;0;309;1201,71578947368;129,998411130531
31;1;0;310;1205,73157894737;142,140406293337
31,1;1;0;311;1209,74736842105;142,140406293337
31,2;1;0;312;1213,76315789474;142,140406293337
31,3;1;0;313;1217,77894736842;142,140406293337
31,401;1;0;314;1221,79473684211;142,140406293337
31,5;1;0;315;1225,81052631579;142,140406293337
31,6;1;0;316;1229,82631578947;142,140406293337
31,701;1;0;317;1233,84210526316;142,140406293337
31,8;1;0;318;1237,85789473684;142,140406293337
31,901;1;0;319;1241,87368421053;144,282367251898
32;1;1;320;1245,88947368421;144,282367251898
32,1;1;0;321;1249,90526315789;144,282367251898
32,2;1;0;322;1253,92105263158;144,282367251898
32,3;1;0;323;1257,93684210526;144,282367251898
32,4;1;0;324;1261,95263157895;144,282367251898
32,5;1;0;325;1265,96842105263;144,282367251898
32,6;1;0;326;1269,98421052632;144,282367251898
32,7;1;0;327;1274;144,282367251898
32,801;1;0;328;1278,01578947368;144,442662984934
32,901;1;0;329;1282,03157894737;144,442662984934
33;1;0;330;1286,04736842105;144,442662984934
33,101;1;0;331;1290,06315789474;144,442662984934
33,2;1;0;332;1294,07894736842;144,442662984934
33,3;1;0;333;1298,09473684211;144,442662984934
33,4;1;0;334;1302,11052631579;144,442662984934
33,5;1;0;335;1306,12631578947;144,442662984934
33,6;1;0;336;1310,14210526316;144,442662984934
33,7;1;0;337;1314,15789473684;131,109508661561
33,801;1;0;338;1318,17368421053;131,109508661561
33,9;1;0;339;1322,18947368421;131,109508661561
34,001;1;1;340;1326,20526315789;131,109508661561
34,1;1;0;341;1330,22105263158;131,109508661561
34,2;1;0;342;1334,23684210526;131,109508661561
34,3;1;0;343;1338,25263157895;131,109508661561
34,4;1;1;344;1342,26842105263;131,109508661561
34,5;1;0;345;1346,28421052632;131,109508661561
34,601;1;0;346;1350,3;116,665240758169
34,7;1;0;347;1354,31578947368;116,665240758169
34,8;1;0;348;1358,33157894737;116,665240758169
34,9;1;0;349;1362,34736842105;116,665240758169
35;1;1;350;1366,36315789474;116,665240758169
35,1;1;0;351;1370,37894736842;116,665240758169
35,2;1;0;352;1374,39473684211;116,665240758169
35,3;1;0;353;1378,41052631579;116,665240758169
35,4;1;0;354;1382,42631578947;116,665240758169
35,5;1;0;355;1386,44210526316;116,665240758169
35,6;1;0;356;1390,45789473684;134,998353020093
35,7;1;0;357;1394,47368421053;134,998353020093
35,8;1;0;358;1398,48947368421;134,998353020093
35,9;1;1;359;1402,50526315789;134,998353020093
36;1;0;360;1406,52105263158;134,998353020093
36,1;1;0;361;1410,53684210526;134,998353020093
36,2;1;0;362;1414,55263157895;134,998353020093
36,3;1;0;363;1418,56842105263;134,998353020093
36,4;1;0;364;1422,58421052632;134,998353020093
36,5;1;0;365;1426,6;124,44292347538
36,6;1;0;366;1430,61578947368;124,44292347538
36,7;1;0;367;1434,63157894737;124,44292347538
36,801;1;0;368;1438,64736842105;124,44292347538
36,9;1;0;369;1442,66315789474;124,44292347538
37;1;0;370;1446,67894736842;124,44292347538
37,1;1;0;371;1450,69473684211;124,44292347538
37,201;1;1;372;1454,71052631579;124,44292347538
37,3;1;0;373;1458,72631578947;124,44292347538
37,4;1;0;374;1462,74210526316;124,44292347538
37,5;1;0;375;1466,75789473684;133,998351820273
37,601;1;0;376;1470,77368421053;133,998351820273
37,7;1;0;377;1474,78947368421;133,998351820273
37,8;1;0;378;1478,80526315789;133,998351820273
37,9;1;0;379;1482,82105263158;133,998351820273
38;1;0;380;1486,83684210526;133,998351820273
38,1;1;0;381;1490,85263157895;133,998351820273
38,201;1;0;382;1494,86842105263;133,998351820273
38,3;1;0;383;1498,88421052632;133,998351820273
38,4;1;0;384;1502,9;121,109630882289
38,501;1;1;385;1506,91578947368;121,109630882289
38,601;1;0;386;1510,93157894737;121,109630882289
38,7;1;0;387;1514,94736842105;121,109630882289
38,8;1;0;388;1518,96315789474;121,109630882289
38,9;1;1;389;1522,97894736842;121,109630882289
39;1;0;390;1526,99473684211;121,109630882289
39,1;1;0;391;1531,01052631579;121,109630882289
39,2;1;0;392;1535,02631578947;121,109630882289
39,3;1;0;393;1539,04210526316;135,553898785681
39,4;1;0;394;1543,05789473684;135,553898785681
39,5;1;0;395;1547,07368421053;135,553898785681
39,601;1;0;396;1551,08947368421;135,553898785681
39,7;1;0;397;1555,10526315789;135,553898785681
39,8;1;0;398;1559,12105263158;135,553898785681
39,9;1;0;399;1563,13684210526;135,553898785681
40,001;1;0;400;1567,15263157895;135,553898785681
40,101;1;1;401;1571,16842105263;135,553898785681
40,2;1;0;402;1575,18421052632;135,553898785681
40,3;1;0;403;1579,2;140,998279820986
40,4;1;0;404;1583,21578947368;140,998279820986
40,5;1;0;405;1587,23157894737;140,998279820986
40,6;1;0;406;1591,24736842105;140,998279820986
40,7;1;0;407;1595,26315789474;140,998279820986
40,801;1;0;408;1599,27894736842;140,998279820986
40,9;1;0;409;1603,29473684211;140,998279820986
41;1;0;410;1607,31052631579;140,998279820986
41,1;1;0;411;1611,32631578947;140,998279820986
41,201;1;0;412;1615,34210526316;116,665240758169
41,3;1;0;413;1619,35789473684;116,665240758169
41,4;1;0;414;1623,37368421053;116,665240758169
41,5;1;0;415;1627,38947368421;116,665240758169
41,6;1;0;416;1631,40526315789;116,665240758169
41,7;1;0;417;1635,42105263158;116,665240758169
41,8;1;0;418;1639,43684210526;116,665240758169
41,9;1;0;419;1643,45263157895;116,665240758169
42,001;1;0;420;1647,46842105263;116,665240758169
42,1;1;0;421;1651,48421052632;141,109386440832
42,2;1;0;422;1655,5;141,109386440832
42,3;1;0;423;1659,51578947368;141,109386440832
42,4;1;0;424;1663,53157894737;141,109386440832
42,5;1;0;425;1667,54736842105;141,109386440832
42,601;1;0;426;1671,56315789474;141,109386440832
42,7;1;0;427;1675,57894736842;141,109386440832
42,8;1;0;428;1679,59473684211;141,109386440832
42,9;1;0;429;1683,61052631579;141,109386440832
43;1;0;430;1687,62631578947;116,665227795524
43,1;1;0;431;1691,64210526316;116,665227795524
43,2;1;0;432;1695,65789473684;116,665227795524
43,301;1;0;433;1699,67368421053;116,665227795524
43,4;1;0;434;1703,68947368421;116,665227795524
43,5;1;1;435;1707,70526315789;116,665227795524
43,6;1;0;436;1711,72105263158;116,665227795524
43,7;1;0;437;1715,73684210526;116,665227795524
43,808;1;0;438;1719,75263157895;116,665227795524
43,901;1;0;439;1723,76842105263;137,776093847742
44;1;0;440;1727,78421052632;137,776093847742
44,1;1;0;441;1731,8;137,776093847742
44,2;1;0;442;1735,81578947368;137,776093847742
44,301;1;0;443;1739,83157894737;137,776093847742
44,401;1;0;444;1743,84736842105;137,776093847742
44,5;1;0;445;1747,86315789474;137,776093847742
44,6;1;0;446;1751,87894736842;137,776093847742
44,7;1;0;447;1755,89473684211;137,776093847742
44,801;1;0;448;1759,91052631579;124,44292347538
44,9;1;0;449;1763,92631578947;124,44292347538
45,001;1;1;450;1767,94210526316;124,44292347538
45,101;1;0;451;1771,95789473684;124,44292347538
45,2;1;0;452;1775,97368421053;124,44292347538
45,3;1;0;453;1779,98947368421;124,44292347538
45,4;1;0;454;1784,00526315789;124,44292347538
45,5;1;0;455;1788,02105263158;124,44292347538
45,6;1;1;456;1792,03684210526;124,44292347538
45,7;1;0;457;1796,05263157895;139,998288909802
45,8;1;0;458;1800,06842105263;139,998288909802
45,9;1;1;459;1804,08421052632;139,998288909802
46;1;0;460;1808,1;139,998288909802
46,1;1;0;461;1812,11578947368;139,998288909802
46,2;1;0;462;1816,13157894737;139,998288909802
46,3;1;0;463;1820,14736842105;139,998288909802
46,4;1;0;464;1824,16315789474;139,998288909802
46,5;1;0;465;1828,17894736842;139,998288909802
46,6;1;0;466;1832,19473684211;142,220483971863
46,701;1;0;467;1836,21052631579;142,220483971863
46,801;1;1;468;1840,22631578947;142,220483971863
46,9;1;0;469;1844,24210526316;142,220483971863
47;1;0;470;1848,25789473684;142,220483971863
47,1;1;0;471;1852,27368421053;142,220483971863
47,2;1;0;472;1856,28947368421;142,220483971863
47,3;1;0;473;1860,30526315789;142,220483971863
47,4;1;0;474;1864,32105263158;142,220483971863
47,501;1;0;475;1868,33684210526;149,998166689074
47,6;1;0;476;1872,35263157895;149,998166689074
47,701;1;0;477;1876,36842105263;149,998166689074
47,8;1;0;478;1880,38421052632;149,998166689074
47,901;1;0;479;1884,4;149,998166689074
48;1;0;480;1888,41578947368;149,998166689074
48,101;1;0;481;1892,43157894737;149,998166689074
48,2;1;0;482;1896,44736842105;149,998166689074
48,3;1;0;483;1900,46315789474;149,998166689074
48,401;1;0;484;1904,47894736842;122,085079982375
48,5;1;0;485;1908,49473684211;122,085079982375
48,6;1;0;486;1912,51052631579;122,085079982375
48,7;1;0;487;1916,52631578947;122,085079982375
48,8;1;0;488;1920,54210526316;122,085079982375
48,9;1;0;489;1924,55789473684;122,085079982375
49,001;1;0;490;1928,57368421053;122,085079982375
49,1;1;0;491;1932,58947368421;122,085079982375
49,2;1;0;492;1936,60526315789;122,085079982375
49,3;1;0;493;1940,62105263158;128,8873135995
49,401;1;0;494;1944,63684210526;128,8873135995
49,5;1;0;495;1948,65263157895;128,8873135995
49,6;1;0;496;1952,66842105263;128,8873135995
49,701;1;0;497;1956,68421052632;128,8873135995
49,801;1;0;498;1960,7;128,8873135995
49,9;1;0;499;1964,71578947368;128,8873135995
50,001;1;1;500;1968,73157894737;128,8873135995
50,1;1;0;501;1972,74736842105;128,8873135995
50,2;1;0;502;1976,76315789474;128,8873135995
50,3;1;0;503;1980,77894736842;156,154249167327
50,4;1;0;504;1984,79473684211;156,154249167327
50,5;1;0;505;1988,81052631579;156,154249167327
50,6;1;1;506;1992,82631578947;156,154249167327
50,7;1;0;507;1996,84210526316;156,154249167327
50,8;1;0;508;2000,85789473684;156,154249167327
50,901;1;0;509;2004,87368421053;156,154249167327
51;1;0;510;2008,88947368421;156,154249167327
51,101;1;70;511;2012,90526315789;156,154249167327
51,2;1;;;;156,154249167327
51,301;1;;;;121,998511618158
51,401;1;;;;121,998511618158
51,5;1;;;;121,998511618158
51,6;1;;;;121,998511618158
51,7;1;;;;121,998511618158
51,8;1;;;;121,998511618158
51,901;1;;;;121,998511618158
52,001;1;;;;121,998511618158
52,1;1;;;;121,998511618158
52,2;1;;;;121,998511618158
52,3;1;;;;141,856398767528
52,4;1;;;;141,856398767528
52,5;1;;;;141,856398767528
52,6;1;;;;141,856398767528
52,7;1;;;;141,856398767528
52,8;1;;;;141,856398767528
52,9;1;;;;141,856398767528
53;1;;;;141,856398767528
53,102;1;;;;141,856398767528
53,2;1;;;;141,856398767528
53,3;1;;;;147,292788605189
53,4;1;;;;147,292788605189
53,5;1;;;;147,292788605189
53,6;1;;;;147,292788605189
53,7;1;;;;147,292788605189
53,8;1;;;;147,292788605189
53,9;1;;;;147,292788605189
54,001;1;;;;147,292788605189
54,101;1;;;;147,292788605189
54,2;1;;;;147,292788605189
54,3;1;;;;144,142383846764
54,401;1;;;;144,142383846764
54,5;1;;;;144,142383846764
54,6;1;;;;144,142383846764
54,7;1;;;;144,142383846764
54,8;1;;;;144,142383846764
54,9;1;;;;144,142383846764
55,003;1;;;;144,142383846764
55,1;1;;;;144,142383846764
55,2;1;;;;134,293587980613
55,3;1;;;;134,293587980613
55,401;1;;;;134,293587980613
55,501;1;;;;134,293587980613
55,6;1;;;;134,293587980613
55,701;1;;;;134,293587980613
55,8;1;;;;134,293587980613
55,901;1;;;;134,293587980613
56;1;;;;134,293587980613
56,101;1;;;;131,109508661561
56,201;1;;;;131,109508661561
56,3;1;;;;131,109508661561
56,4;1;;;;131,109508661561
56,501;1;;;;131,109508661561
56,6;1;;;;131,109508661561
56,701;1;;;;131,109508661561
56,8;1;;;;131,109508661561
56,9;1;;;;131,109508661561
57;1;;;;131,109508661561
57,1;1;;;;104,998719015628
57,2;1;;;;104,998719015628
57,3;1;;;;104,998719015628
57,401;1;;;;104,998719015628
57,5;1;;;;104,998719015628
57,6;1;;;;104,998719015628
57,7;1;;;;104,998719015628
57,8;1;;;;104,998719015628
57,9;1;;;;104,998719015628
58;1;;;;104,998719015628
58,1;1;;;;133,998365219944
58,2;1;;;;133,998365219944
58,3;1;;;;133,998365219944
58,4;1;;;;133,998365219944
58,5;1;;;;133,998365219944
58,6;1;;;;133,998365219944
58,7;1;;;;133,998365219944
58,8;1;;;;133,998365219944
58,9;1;;;;133,998365219944
59;1;;;;128,8873135995
59,101;1;;;;128,8873135995
59,2;1;;;;128,8873135995
59,3;1;;;;128,8873135995
59,401;1;;;;128,8873135995
59,501;1;;;;128,8873135995
59,6;1;;;;128,8873135995
59,7;1;;;;128,8873135995
59,801;1;;;;128,8873135995
59,9;1;;;;128,8873135995
60;1;;;;129,998414019349
60,101;1;;;;129,998414019349
60,201;1;;;;129,998414019349
60,3;1;;;;129,998414019349
60,4;1;;;;129,998414019349
60,501;1;;;;129,998414019349
