TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-1.5929e-02,6.1,5.9,0.156,0.152
-1.5922e-02,6.3,6.3,0.16,0.16
-1.5914e-02,6.1,5.9,0.16,0.152
-1.5906e-02,6.1,6.5,0.16,0.164
-1.5899e-02,6.1,6.1,0.16,0.156
-1.5891e-02,6.3,6.5,0.156,0.164
-1.5883e-02,6.3,6.1,0.16,0.156
-1.5876e-02,6.3,6.5,0.16,0.164
-1.5868e-02,6.3,6.1,0.16,0.156
-1.5860e-02,6.5,6.7,0.16,0.164
-1.5853e-02,6.5,6.3,0.16,0.156
-1.5845e-02,6.3,6.7,0.16,0.164
-1.5837e-02,6.5,6.3,0.164,0.16
-1.5829e-02,6.5,6.7,0.164,0.168
-1.5822e-02,6.5,6.3,0.164,0.16
-1.5814e-02,6.7,6.7,0.164,0.168
-1.5806e-02,6.5,6.5,0.164,0.16
-1.5799e-02,6.7,6.9,0.168,0.168
-1.5791e-02,6.7,6.5,0.164,0.16
-1.5783e-02,6.7,6.9,0.164,0.168
-1.5776e-02,6.7,6.5,0.168,0.164
-1.5768e-02,6.9,6.9,0.168,0.172
-1.5760e-02,6.9,6.7,0.168,0.164
-1.5753e-02,6.9,7.1,0.168,0.172
-1.5745e-02,6.9,6.7,0.168,0.164
-1.5737e-02,7.1,7.1,0.168,0.172
-1.5730e-02,7.1,6.7,0.168,0.164
-1.5722e-02,6.9,7.3,0.168,0.172
-1.5714e-02,7.1,6.9,0.172,0.164
-1.5707e-02,7.1,7.3,0.172,0.176
-1.5699e-02,7.1,6.9,0.172,0.168
-1.5691e-02,7.1,7.3,0.172,0.176
-1.5684e-02,7.3,6.9,0.172,0.168
-1.5676e-02,7.3,7.3,0.172,0.176
-1.5668e-02,7.3,7.1,0.172,0.168
-1.5661e-02,7.3,7.5,0.176,0.176
-1.5653e-02,7.3,7.1,0.176,0.168
-1.5645e-02,7.3,7.5,0.176,0.18
-1.5637e-02,7.5,7.1,0.176,0.168
-1.5630e-02,7.5,7.7,0.176,0.18
-1.5622e-02,7.5,7.3,0.176,0.172
-1.5614e-02,7.5,7.7,0.176,0.18
-1.5607e-02,7.7,7.3,0.176,0.172
-1.5599e-02,7.5,7.7,0.176,0.18
-1.5591e-02,7.7,7.5,0.176,0.172
-1.5584e-02,7.7,7.9,0.18,0.18
-1.5576e-02,7.7,7.5,0.18,0.172
-1.5568e-02,7.7,7.9,0.18,0.184
-1.5561e-02,7.7,7.5,0.18,0.172
-1.5553e-02,7.7,8.1,0.18,0.184
-1.5545e-02,7.9,7.7,0.18,0.176
-1.5538e-02,7.9,8.1,0.18,0.184
-1.5530e-02,7.9,7.7,0.18,0.176
-1.5522e-02,8.1,8.1,0.184,0.184
-1.5515e-02,7.9,7.7,0.184,0.176
-1.5507e-02,8.1,8.3,0.18,0.188
-1.5499e-02,8.1,7.9,0.18,0.176
-1.5492e-02,8.1,8.3,0.184,0.188
-1.5484e-02,8.3,7.9,0.184,0.176
-1.5476e-02,8.3,8.5,0.184,0.188
-1.5469e-02,8.3,8.1,0.184,0.18
-1.5461e-02,8.3,8.5,0.184,0.188
-1.5453e-02,8.3,8.1,0.184,0.18
-1.5445e-02,8.3,8.5,0.188,0.188
-1.5438e-02,8.5,8.1,0.184,0.18
-1.5430e-02,8.3,8.7,0.184,0.192
-1.5422e-02,8.5,8.3,0.188,0.18
-1.5415e-02,8.5,8.7,0.188,0.192
-1.5407e-02,8.5,8.3,0.188,0.18
-1.5399e-02,8.7,8.9,0.188,0.192
-1.5392e-02,8.7,8.5,0.188,0.184
-1.5384e-02,8.7,8.9,0.192,0.192
-1.5376e-02,8.7,8.5,0.188,0.184
-1.5369e-02,8.7,8.9,0.192,0.192
-1.5361e-02,8.9,8.5,0.192,0.184
-1.5353e-02,8.9,9.1,0.188,0.192
-1.5346e-02,8.9,8.7,0.192,0.184
-1.5338e-02,8.9,9.1,0.192,0.196
-1.5330e-02,8.9,8.7,0.192,0.184
-1.5323e-02,9.1,9.1,0.192,0.196
-1.5315e-02,8.9,8.9,0.192,0.184
-1.5307e-02,9.1,9.3,0.192,0.196
-1.5300e-02,9.1,8.9,0.192,0.188
-1.5292e-02,9.1,9.3,0.192,0.196
-1.5284e-02,9.3,9.1,0.192,0.188
-1.5276e-02,9.3,9.5,0.196,0.196
-1.5269e-02,9.3,9.1,0.196,0.188
-1.5261e-02,9.3,9.5,0.196,0.196
-1.5253e-02,9.3,9.1,0.196,0.184
-1.5246e-02,9.3,9.5,0.196,0.204
-1.5238e-02,9.3,9.3,0.196,0.188
-1.5230e-02,9.5,9.7,0.196,0.2
-1.5223e-02,9.5,9.3,0.196,0.188
-1.5215e-02,9.5,9.7,0.196,0.2
-1.5207e-02,9.7,9.3,0.196,0.192
-1.5200e-02,9.5,9.7,0.2,0.2
-1.5192e-02,9.7,9.5,0.196,0.192
-1.5184e-02,9.7,9.9,0.196,0.2
-1.5177e-02,9.7,9.5,0.2,0.192
-1.5169e-02,9.9,9.9,0.2,0.2
-1.5161e-02,9.9,9.7,0.2,0.192
-1.5154e-02,9.9,10.1,0.196,0.204
-1.5146e-02,9.9,9.7,0.2,0.188
-1.5138e-02,9.9,10.1,0.2,0.208
-1.5131e-02,9.9,9.9,0.2,0.196
-1.5123e-02,10.1,10.3,0.2,0.204
-1.5115e-02,9.9,9.9,0.2,0.196
-1.5108e-02,10.1,10.3,0.2,0.204
-1.5100e-02,10.1,9.9,0.2,0.196
-1.5092e-02,10.1,10.3,0.2,0.204
-1.5084e-02,10.1,10.1,0.204,0.196
-1.5077e-02,10.1,10.5,0.204,0.204
-1.5069e-02,10.3,10.1,0.2,0.196
-1.5061e-02,10.3,10.5,0.204,0.208
-1.5054e-02,10.3,10.1,0.204,0.196
-1.5046e-02,10.3,10.5,0.204,0.208
-1.5038e-02,10.5,10.3,0.204,0.196
-1.5031e-02,10.5,10.7,0.204,0.208
-1.5023e-02,10.5,10.3,0.204,0.196
-1.5015e-02,10.5,10.7,0.204,0.208
-1.5008e-02,10.5,10.5,0.204,0.2
-1.5000e-02,10.5,10.7,0.208,0.208
-1.4992e-02,10.5,10.5,0.204,0.196
-1.4985e-02,10.7,10.9,0.204,0.212
-1.4977e-02,10.7,10.5,0.204,0.2
-1.4969e-02,10.7,10.9,0.204,0.208
-1.4962e-02,10.7,10.7,0.208,0.2
-1.4954e-02,10.9,11.1,0.204,0.208
-1.4946e-02,10.9,10.7,0.208,0.2
-1.4939e-02,10.9,11.1,0.208,0.212
-1.4931e-02,10.9,10.7,0.208,0.2
-1.4923e-02,10.9,11.1,0.208,0.212
-1.4916e-02,11.1,10.9,0.208,0.2
-1.4908e-02,11.1,11.3,0.208,0.212
-1.4900e-02,11.1,10.9,0.208,0.2
-1.4892e-02,11.1,11.3,0.208,0.212
-1.4885e-02,11.1,11.1,0.208,0.2
-1.4877e-02,11.3,11.3,0.208,0.212
-1.4869e-02,11.1,10.9,0.208,0.204
-1.4862e-02,11.1,11.3,0.208,0.212
-1.4854e-02,11.3,11.1,0.208,0.204
-1.4846e-02,11.1,11.5,0.208,0.212
-1.4839e-02,11.3,11.1,0.208,0.204
-1.4831e-02,11.3,11.5,0.212,0.212
-1.4823e-02,11.3,11.1,0.212,0.204
-1.4816e-02,11.3,11.5,0.208,0.212
-1.4808e-02,11.3,11.3,0.212,0.204
-1.4800e-02,11.5,11.5,0.208,0.216
-1.4793e-02,11.3,11.3,0.212,0.204
-1.4785e-02,11.3,11.7,0.212,0.216
-1.4777e-02,11.5,11.3,0.208,0.204
-1.4770e-02,11.5,11.7,0.212,0.216
-1.4762e-02,11.5,11.3,0.212,0.204
-1.4754e-02,11.5,11.7,0.212,0.216
-1.4747e-02,11.5,11.3,0.212,0.204
-1.4739e-02,11.5,11.7,0.212,0.216
-1.4731e-02,11.5,11.5,0.212,0.204
-1.4724e-02,11.5,11.7,0.212,0.216
-1.4716e-02,11.5,11.5,0.212,0.204
-1.4708e-02,11.7,11.7,0.212,0.216
-1.4700e-02,11.7,11.5,0.212,0.204
-1.4693e-02,11.7,11.9,0.212,0.216
-1.4685e-02,11.7,11.5,0.212,0.208
-1.4677e-02,11.7,11.9,0.212,0.216
-1.4670e-02,11.7,11.5,0.212,0.208
-1.4662e-02,11.7,11.9,0.212,0.216
-1.4654e-02,11.7,11.5,0.212,0.208
-1.4647e-02,11.7,11.9,0.212,0.216
-1.4639e-02,11.7,11.7,0.212,0.208
-1.4631e-02,11.9,12.1,0.212,0.216
-1.4624e-02,11.9,11.7,0.212,0.208
-1.4616e-02,11.9,12.1,0.216,0.216
-1.4608e-02,11.7,11.7,0.212,0.208
-1.4601e-02,11.9,12.1,0.212,0.216
-1.4593e-02,11.7,11.7,0.212,0.204
-1.4585e-02,11.9,12.1,0.212,0.216
-1.4578e-02,11.9,11.7,0.216,0.204
-1.4570e-02,11.9,12.1,0.212,0.22
-1.4562e-02,11.9,11.7,0.216,0.208
-1.4555e-02,12.1,12.1,0.212,0.216
-1.4547e-02,11.9,11.9,0.216,0.208
-1.4539e-02,11.9,12.1,0.216,0.22
-1.4531e-02,12.1,11.9,0.216,0.208
-1.4524e-02,11.9,12.1,0.212,0.22
-1.4516e-02,12.1,11.9,0.216,0.208
-1.4508e-02,12.1,12.3,0.216,0.216
-1.4501e-02,12.1,11.9,0.212,0.208
-1.4493e-02,12.1,12.3,0.212,0.216
-1.4485e-02,12.1,11.9,0.216,0.208
-1.4478e-02,12.1,12.3,0.212,0.22
-1.4470e-02,12.1,11.9,0.216,0.208
-1.4462e-02,12.1,12.3,0.216,0.22
-1.4455e-02,12.1,11.9,0.216,0.208
-1.4447e-02,12.1,12.3,0.216,0.22
-1.4439e-02,12.1,11.9,0.216,0.208
-1.4432e-02,12.1,12.3,0.216,0.22
-1.4424e-02,12.1,11.9,0.216,0.208
-1.4416e-02,12.1,12.3,0.216,0.22
-1.4409e-02,12.1,11.9,0.216,0.208
-1.4401e-02,12.1,12.3,0.216,0.22
-1.4393e-02,12.1,11.9,0.216,0.208
-1.4386e-02,12.3,12.3,0.216,0.22
-1.4378e-02,12.3,12.1,0.216,0.208
-1.4370e-02,12.3,12.3,0.216,0.224
-1.4363e-02,12.1,12.1,0.216,0.208
-1.4355e-02,12.3,12.3,0.216,0.22
-1.4347e-02,12.1,12.1,0.216,0.208
-1.4339e-02,12.3,12.5,0.216,0.22
-1.4332e-02,12.3,12.1,0.216,0.208
-1.4324e-02,12.3,12.5,0.216,0.22
-1.4316e-02,12.3,12.1,0.216,0.208
-1.4309e-02,12.3,12.5,0.216,0.22
-1.4301e-02,12.1,12.1,0.216,0.208
-1.4293e-02,12.3,12.5,0.216,0.22
-1.4286e-02,12.3,12.1,0.212,0.208
-1.4278e-02,12.1,12.5,0.216,0.22
-1.4270e-02,12.3,12.1,0.216,0.212
-1.4263e-02,12.3,12.5,0.216,0.22
-1.4255e-02,12.3,12.1,0.216,0.208
-1.4247e-02,12.3,12.5,0.22,0.22
-1.4240e-02,12.3,12.1,0.216,0.208
-1.4232e-02,12.3,12.5,0.216,0.22
-1.4224e-02,12.3,12.1,0.216,0.212
-1.4217e-02,12.3,12.5,0.22,0.22
-1.4209e-02,12.3,12.1,0.216,0.208
-1.4201e-02,12.3,12.5,0.216,0.22
-1.4194e-02,12.3,12.1,0.216,0.208
-1.4186e-02,12.3,12.5,0.216,0.224
-1.4178e-02,12.3,12.1,0.216,0.212
-1.4171e-02,12.3,12.5,0.216,0.22
-1.4163e-02,12.3,12.1,0.216,0.212
-1.4155e-02,12.3,12.5,0.216,0.22
-1.4147e-02,12.3,12.1,0.216,0.212
-1.4140e-02,12.3,12.5,0.216,0.22
-1.4132e-02,12.3,12.1,0.216,0.212
-1.4124e-02,12.3,12.5,0.216,0.22
-1.4117e-02,12.3,12.1,0.216,0.212
-1.4109e-02,12.3,12.5,0.216,0.22
-1.4101e-02,12.3,12.1,0.22,0.212
-1.4094e-02,12.3,12.5,0.216,0.22
-1.4086e-02,12.3,12.1,0.216,0.212
-1.4078e-02,12.3,12.5,0.216,0.22
-1.4071e-02,12.3,12.1,0.216,0.212
-1.4063e-02,12.3,12.5,0.216,0.22
-1.4055e-02,12.3,12.1,0.216,0.208
-1.4048e-02,12.3,12.5,0.22,0.22
-1.4040e-02,12.3,12.1,0.216,0.212
-1.4032e-02,12.3,12.5,0.216,0.22
-1.4025e-02,12.3,12.1,0.216,0.212
-1.4017e-02,12.3,12.5,0.216,0.22
-1.4009e-02,12.3,12.1,0.216,0.212
-1.4002e-02,12.3,12.5,0.216,0.22
-1.3994e-02,12.3,12.1,0.216,0.208
-1.3986e-02,12.3,12.5,0.216,0.224
-1.3978e-02,12.3,12.1,0.22,0.212
-1.3971e-02,12.3,12.5,0.216,0.22
-1.3963e-02,12.3,12.1,0.216,0.208
-1.3955e-02,12.3,12.5,0.216,0.22
-1.3948e-02,12.3,12.1,0.216,0.212
-1.3940e-02,12.1,12.5,0.216,0.22
-1.3932e-02,12.3,12.1,0.22,0.212
-1.3925e-02,12.3,12.5,0.216,0.22
-1.3917e-02,12.3,12.1,0.216,0.212
-1.3909e-02,12.1,12.3,0.216,0.22
-1.3902e-02,12.3,12.1,0.216,0.212
-1.3894e-02,12.1,12.3,0.216,0.22
-1.3886e-02,12.3,12.1,0.216,0.212
-1.3879e-02,12.3,12.3,0.216,0.22
-1.3871e-02,12.1,11.9,0.216,0.208
-1.3863e-02,12.1,12.3,0.216,0.22
-1.3856e-02,12.1,11.9,0.216,0.212
-1.3848e-02,12.1,12.3,0.216,0.22
-1.3840e-02,12.1,11.9,0.216,0.212
-1.3833e-02,12.1,12.3,0.216,0.22
-1.3825e-02,12.1,11.9,0.216,0.212
-1.3817e-02,12.1,12.3,0.216,0.22
-1.3810e-02,12.1,11.9,0.216,0.212
-1.3802e-02,12.1,12.3,0.216,0.22
-1.3794e-02,12.1,11.9,0.216,0.212
-1.3786e-02,11.9,12.3,0.216,0.22
-1.3779e-02,11.9,11.7,0.216,0.208
-1.3771e-02,11.9,12.1,0.216,0.22
-1.3763e-02,12.1,11.7,0.216,0.208
-1.3756e-02,11.9,12.1,0.216,0.22
-1.3748e-02,11.9,11.7,0.216,0.208
-1.3740e-02,11.9,12.1,0.216,0.224
-1.3733e-02,11.9,11.7,0.216,0.208
-1.3725e-02,11.9,12.1,0.216,0.22
-1.3717e-02,11.9,11.7,0.216,0.208
-1.3710e-02,11.9,12.1,0.216,0.22
-1.3702e-02,11.7,11.7,0.216,0.208
-1.3694e-02,11.9,12.1,0.216,0.22
-1.3687e-02,11.7,11.5,0.216,0.208
-1.3679e-02,11.7,11.9,0.216,0.22
-1.3671e-02,11.7,11.5,0.216,0.208
-1.3664e-02,11.7,11.9,0.216,0.22
-1.3656e-02,11.7,11.5,0.216,0.208
-1.3648e-02,11.7,11.9,0.216,0.22
-1.3641e-02,11.7,11.5,0.216,0.208
-1.3633e-02,11.7,11.9,0.216,0.22
-1.3625e-02,11.5,11.5,0.216,0.208
-1.3618e-02,11.5,11.7,0.216,0.22
-1.3610e-02,11.5,11.3,0.212,0.208
-1.3602e-02,11.5,11.7,0.216,0.22
-1.3594e-02,11.5,11.3,0.216,0.208
-1.3587e-02,11.5,11.7,0.216,0.22
-1.3579e-02,11.5,11.3,0.216,0.208
-1.3571e-02,11.5,11.7,0.212,0.22
-1.3564e-02,11.5,11.3,0.212,0.208
-1.3556e-02,11.5,11.7,0.216,0.22
-1.3548e-02,11.3,11.3,0.212,0.208
-1.3541e-02,11.5,11.5,0.216,0.22
-1.3533e-02,11.5,11.1,0.212,0.208
-1.3525e-02,11.3,11.5,0.212,0.216
-1.3518e-02,11.3,11.1,0.216,0.208
-1.3510e-02,11.3,11.5,0.216,0.216
-1.3502e-02,11.3,11.1,0.216,0.208
-1.3495e-02,11.3,11.5,0.212,0.216
-1.3487e-02,11.3,11.1,0.216,0.208
-1.3479e-02,11.3,11.5,0.212,0.22
-1.3472e-02,11.1,11.1,0.212,0.208
-1.3464e-02,11.3,11.3,0.212,0.22
-1.3456e-02,11.3,11.1,0.212,0.208
-1.3449e-02,11.1,11.3,0.212,0.22
-1.3441e-02,11.1,10.9,0.216,0.208
-1.3433e-02,11.1,11.3,0.212,0.216
-1.3425e-02,11.1,10.9,0.216,0.208
-1.3418e-02,11.1,11.3,0.212,0.216
-1.3410e-02,11.1,10.9,0.216,0.204
-1.3402e-02,11.1,11.3,0.212,0.22
-1.3395e-02,11.1,10.9,0.216,0.208
-1.3387e-02,10.9,11.1,0.212,0.216
-1.3379e-02,10.9,10.7,0.212,0.208
-1.3372e-02,10.9,11.1,0.212,0.216
-1.3364e-02,10.9,10.7,0.212,0.208
-1.3356e-02,10.9,11.1,0.216,0.22
-1.3349e-02,10.9,10.7,0.212,0.208
-1.3341e-02,10.7,11.1,0.212,0.216
-1.3333e-02,10.7,10.5,0.212,0.208
-1.3326e-02,10.9,11.1,0.212,0.216
-1.3318e-02,10.7,10.5,0.212,0.208
-1.3310e-02,10.7,10.9,0.212,0.216
-1.3303e-02,10.7,10.5,0.212,0.208
-1.3295e-02,10.7,10.9,0.212,0.216
-1.3287e-02,10.7,10.5,0.212,0.208
-1.3280e-02,10.7,10.9,0.212,0.216
-1.3272e-02,10.5,10.5,0.212,0.204
-1.3264e-02,10.7,10.7,0.212,0.216
-1.3257e-02,10.7,10.5,0.212,0.204
-1.3249e-02,10.5,10.7,0.212,0.216
-1.3241e-02,10.5,10.3,0.212,0.204
-1.3233e-02,10.5,10.7,0.212,0.216
-1.3226e-02,10.5,10.3,0.212,0.204
-1.3218e-02,10.5,10.7,0.212,0.216
-1.3210e-02,10.5,10.3,0.212,0.208
-1.3203e-02,10.5,10.7,0.212,0.216
-1.3195e-02,10.3,10.3,0.212,0.204
-1.3187e-02,10.5,10.5,0.212,0.216
-1.3180e-02,10.3,10.1,0.212,0.204
-1.3172e-02,10.3,10.5,0.212,0.216
-1.3164e-02,10.3,10.1,0.212,0.204
-1.3157e-02,10.3,10.5,0.212,0.22
-1.3149e-02,10.3,10.1,0.212,0.204
-1.3141e-02,10.3,10.5,0.212,0.216
-1.3134e-02,10.1,10.1,0.212,0.204
-1.3126e-02,10.1,10.3,0.212,0.212
-1.3118e-02,10.1,9.9,0.212,0.204
-1.3111e-02,10.1,10.3,0.212,0.212
-1.3103e-02,10.1,9.9,0.212,0.204
-1.3095e-02,10.1,10.3,0.212,0.212
-1.3088e-02,10.1,9.9,0.208,0.204
-1.3080e-02,10.1,10.3,0.208,0.212
-1.3072e-02,10.1,9.9,0.212,0.204
-1.3065e-02,9.9,10.3,0.212,0.212
-1.3057e-02,9.9,9.9,0.208,0.204
-1.3049e-02,9.9,10.1,0.212,0.212
-1.3041e-02,9.9,9.7,0.212,0.204
-1.3034e-02,9.9,10.1,0.212,0.212
-1.3026e-02,9.9,9.7,0.208,0.2
-1.3018e-02,9.9,10.1,0.208,0.216
-1.3011e-02,9.9,9.7,0.208,0.204
-1.3003e-02,9.9,9.9,0.208,0.212
-1.2995e-02,9.9,9.7,0.212,0.204
-1.2988e-02,9.7,9.9,0.208,0.212
-1.2980e-02,9.7,9.5,0.208,0.2
-1.2972e-02,9.9,9.9,0.208,0.212
-1.2965e-02,9.7,9.5,0.208,0.204
-1.2957e-02,9.7,9.9,0.208,0.212
-1.2949e-02,9.7,9.5,0.208,0.204
-1.2942e-02,9.7,9.9,0.208,0.212
-1.2934e-02,9.7,9.5,0.208,0.204
-1.2926e-02,9.5,9.7,0.212,0.212
-1.2919e-02,9.5,9.3,0.208,0.204
-1.2911e-02,9.5,9.7,0.208,0.212
-1.2903e-02,9.5,9.3,0.212,0.204
-1.2896e-02,9.5,9.7,0.212,0.212
-1.2888e-02,9.5,9.3,0.208,0.204
-1.2880e-02,9.5,9.7,0.208,0.212
-1.2873e-02,9.5,9.3,0.208,0.2
-1.2865e-02,9.5,9.5,0.208,0.212
-1.2857e-02,9.3,9.1,0.208,0.2
-1.2849e-02,9.5,9.5,0.208,0.212
-1.2842e-02,9.3,9.1,0.208,0.2
-1.2834e-02,9.3,9.5,0.208,0.212
-1.2826e-02,9.3,9.1,0.208,0.2
-1.2819e-02,9.3,9.5,0.208,0.212
-1.2811e-02,9.3,9.1,0.208,0.2
-1.2803e-02,9.3,9.5,0.208,0.212
-1.2796e-02,9.3,9.1,0.208,0.2
-1.2788e-02,9.3,9.5,0.208,0.212
-1.2780e-02,9.3,8.9,0.208,0.2
-1.2773e-02,9.1,9.3,0.204,0.212
-1.2765e-02,9.1,8.9,0.208,0.2
-1.2757e-02,9.1,9.3,0.208,0.212
-1.2750e-02,9.1,8.9,0.208,0.2
-1.2742e-02,9.1,9.3,0.208,0.212
-1.2734e-02,9.1,8.9,0.208,0.2
-1.2727e-02,9.1,9.3,0.208,0.212
-1.2719e-02,9.1,8.9,0.204,0.2
-1.2711e-02,9.1,9.1,0.208,0.212
-1.2704e-02,9.1,8.7,0.208,0.2
-1.2696e-02,8.9,9.1,0.208,0.208
-1.2688e-02,8.9,8.7,0.204,0.2
-1.2680e-02,8.9,9.1,0.204,0.208
-1.2673e-02,8.9,8.7,0.208,0.2
-1.2665e-02,8.9,9.1,0.208,0.208
-1.2657e-02,8.9,8.7,0.208,0.2
-1.2650e-02,8.9,8.9,0.204,0.208
-1.2642e-02,8.9,8.5,0.204,0.2
-1.2634e-02,8.9,8.9,0.204,0.208
-1.2627e-02,8.9,8.5,0.208,0.2
-1.2619e-02,8.7,8.9,0.204,0.208
-1.2611e-02,8.7,8.5,0.204,0.2
-1.2604e-02,8.7,8.9,0.204,0.212
-1.2596e-02,8.7,8.5,0.204,0.2
-1.2588e-02,8.7,8.9,0.204,0.208
-1.2581e-02,8.7,8.3,0.204,0.2
-1.2573e-02,8.7,8.7,0.204,0.208
-1.2565e-02,8.5,8.3,0.204,0.196
-1.2558e-02,8.5,8.7,0.204,0.208
-1.2550e-02,8.5,8.3,0.204,0.196
-1.2542e-02,8.5,8.7,0.204,0.208
-1.2535e-02,8.5,8.1,0.204,0.196
-1.2527e-02,8.3,8.7,0.204,0.208
-1.2519e-02,8.5,8.1,0.204,0.196
-1.2512e-02,8.5,8.5,0.204,0.208
-1.2504e-02,8.3,8.1,0.204,0.196
-1.2496e-02,8.3,8.5,0.204,0.208
-1.2488e-02,8.3,8.1,0.204,0.196
-1.2481e-02,8.3,8.5,0.204,0.208
-1.2473e-02,8.1,7.9,0.2,0.196
-1.2465e-02,8.3,8.3,0.204,0.208
-1.2458e-02,8.3,7.9,0.204,0.196
-1.2450e-02,8.1,8.3,0.204,0.208
-1.2442e-02,8.1,7.9,0.204,0.196
-1.2435e-02,8.1,8.3,0.204,0.208
-1.2427e-02,7.9,7.7,0.204,0.196
-1.2419e-02,8.1,8.3,0.204,0.204
-1.2412e-02,7.9,7.7,0.204,0.196
-1.2404e-02,7.9,8.1,0.204,0.208
-1.2396e-02,8.1,7.7,0.204,0.196
-1.2389e-02,7.9,8.1,0.204,0.204
-1.2381e-02,7.9,7.5,0.204,0.192
-1.2373e-02,7.9,7.9,0.2,0.208
-1.2366e-02,7.9,7.5,0.2,0.196
-1.2358e-02,7.7,7.9,0.2,0.204
-1.2350e-02,7.7,7.5,0.2,0.196
-1.2343e-02,7.7,7.9,0.2,0.204
-1.2335e-02,7.7,7.3,0.2,0.196
-1.2327e-02,7.7,7.9,0.2,0.204
-1.2320e-02,7.5,7.3,0.2,0.196
-1.2312e-02,7.7,7.7,0.2,0.204
-1.2304e-02,7.5,7.3,0.2,0.196
-1.2296e-02,7.5,7.7,0.2,0.204
-1.2289e-02,7.5,7.1,0.2,0.192
-1.2281e-02,7.5,7.7,0.2,0.204
-1.2273e-02,7.5,7.1,0.2,0.192
-1.2266e-02,7.3,7.5,0.2,0.204
-1.2258e-02,7.3,7.1,0.2,0.192
-1.2250e-02,7.3,7.5,0.2,0.204
-1.2243e-02,7.3,7.1,0.196,0.192
-1.2235e-02,7.3,7.5,0.2,0.2
-1.2227e-02,7.1,6.9,0.2,0.192
-1.2220e-02,7.3,7.3,0.2,0.2
-1.2212e-02,7.3,6.9,0.196,0.192
-1.2204e-02,7.1,7.3,0.2,0.2
-1.2197e-02,7.1,6.9,0.196,0.192
-1.2189e-02,7.1,7.3,0.2,0.2
-1.2181e-02,7.1,6.7,0.2,0.192
-1.2174e-02,6.9,7.1,0.196,0.2
-1.2166e-02,6.9,6.7,0.196,0.192
-1.2158e-02,6.9,7.1,0.196,0.2
-1.2151e-02,6.7,6.5,0.196,0.192
-1.2143e-02,6.9,7.1,0.196,0.2
-1.2135e-02,6.9,6.5,0.196,0.192
-1.2127e-02,6.7,6.9,0.196,0.2
-1.2120e-02,6.7,6.5,0.196,0.192
-1.2112e-02,6.7,6.9,0.2,0.2
-1.2104e-02,6.7,6.5,0.196,0.188
-1.2097e-02,6.5,6.9,0.196,0.2
-1.2089e-02,6.7,6.3,0.196,0.188
-1.2081e-02,6.5,6.7,0.196,0.2
-1.2074e-02,6.5,6.3,0.196,0.188
-1.2066e-02,6.5,6.7,0.196,0.2
-1.2058e-02,6.5,6.1,0.196,0.188
-1.2051e-02,6.5,6.7,0.196,0.2
-1.2043e-02,6.3,6.1,0.192,0.188
-1.2035e-02,6.3,6.5,0.196,0.2
-1.2028e-02,6.3,6.1,0.196,0.188
-1.2020e-02,6.5,6.5,0.192,0.2
-1.2012e-02,6.3,5.9,0.196,0.188
-1.2005e-02,6.3,6.5,0.196,0.196
-1.1997e-02,6.1,5.9,0.196,0.188
-1.1989e-02,6.3,6.3,0.196,0.196
-1.1982e-02,6.1,5.9,0.196,0.188
-1.1974e-02,6.1,6.3,0.192,0.196
-1.1966e-02,6.1,5.9,0.196,0.188
-1.1959e-02,6.1,6.1,0.196,0.196
-1.1951e-02,5.9,5.7,0.192,0.184
-1.1943e-02,5.9,6.1,0.192,0.196
-1.1935e-02,5.9,5.7,0.192,0.184
-1.1928e-02,5.9,6.1,0.192,0.196
-1.1920e-02,5.9,5.7,0.192,0.184
-1.1912e-02,5.9,6.1,0.192,0.196
-1.1905e-02,5.9,5.5,0.192,0.184
-1.1897e-02,5.7,5.9,0.192,0.196
-1.1889e-02,5.9,5.5,0.192,0.184
-1.1882e-02,5.7,5.9,0.192,0.196
-1.1874e-02,5.7,5.5,0.188,0.184
-1.1866e-02,5.7,5.9,0.192,0.196
-1.1859e-02,5.7,5.3,0.192,0.184
-1.1851e-02,5.7,5.7,0.192,0.196
-1.1843e-02,5.5,5.3,0.188,0.184
-1.1836e-02,5.7,5.7,0.188,0.192
-1.1828e-02,5.5,5.3,0.192,0.184
-1.1820e-02,5.5,5.7,0.188,0.192
-1.1813e-02,5.5,5.3,0.192,0.184
-1.1805e-02,5.5,5.7,0.188,0.192
-1.1797e-02,5.5,5.1,0.188,0.184
-1.1790e-02,5.5,5.5,0.188,0.192
-1.1782e-02,5.3,5.1,0.188,0.184
-1.1774e-02,5.3,5.5,0.188,0.192
-1.1767e-02,5.3,5.1,0.188,0.184
-1.1759e-02,5.3,5.5,0.188,0.192
-1.1751e-02,5.3,4.9,0.188,0.176
-1.1743e-02,5.3,5.5,0.188,0.196
-1.1736e-02,5.3,4.9,0.188,0.18
-1.1728e-02,5.3,5.5,0.188,0.192
-1.1720e-02,5.1,4.9,0.188,0.18
-1.1713e-02,5.3,5.3,0.188,0.192
-1.1705e-02,5.1,4.9,0.184,0.18
-1.1697e-02,5.1,5.3,0.188,0.192
-1.1690e-02,5.1,4.7,0.188,0.18
-1.1682e-02,5.1,5.3,0.184,0.192
-1.1674e-02,5.1,4.7,0.188,0.18
-1.1667e-02,5.1,5.1,0.188,0.192
-1.1659e-02,4.9,4.7,0.188,0.18
-1.1651e-02,4.9,5.1,0.188,0.188
