TIME,CH1,CH2
-5.000e-02,-0.0875,0.128766
-4.997e-02,-0.1,0.127313
-4.994e-02,-0.139062,0.125734
-4.990e-02,-0.260937,0.124313
-4.987e-02,-0.2875,0.122125
-4.984e-02,-0.3375,0.121172
-4.981e-02,-0.429687,0.119172
-4.978e-02,-0.49375,0.117891
-4.974e-02,-0.525781,0.115656
-4.971e-02,-0.601562,0.114484
-4.968e-02,-0.6875,0.112516
-4.965e-02,-0.717187,0.110719
-4.962e-02,-0.761719,0.109297
-4.958e-02,-0.867187,0.107047
-4.955e-02,-0.8875,0.105469
-4.952e-02,-0.911719,0.103375
-4.949e-02,-0.946875,0.101844
-4.946e-02,-1.02578,0.100344
-4.942e-02,-1.08125,0.0984688
-4.939e-02,-1.09922,0.0970625
-4.936e-02,-1.12109,0.0948125
-4.933e-02,-1.21875,0.0937656
-4.930e-02,-1.27109,0.0916563
-4.926e-02,-1.2875,0.0897656
-4.923e-02,-1.31172,0.0879531
-4.920e-02,-1.37891,0.086125
-4.917e-02,-1.4625,0.0845625
-4.914e-02,-1.48203,0.08225
-4.910e-02,-1.51172,0.081125
-4.907e-02,-1.52891,0.0788125
-4.904e-02,-1.57344,0.0769688
-4.901e-02,-1.66797,0.0748438
-4.898e-02,-1.6875,0.0730156
-4.894e-02,-1.71172,0.0704063
-4.891e-02,-1.73125,0.0682031
-4.888e-02,-1.82187,0.0659531
-4.885e-02,-1.82266,0.063875
-4.882e-02,-1.88203,0.0614063
-4.878e-02,-1.8875,0.0592813
-4.875e-02,-1.92109,0.0569688
-4.872e-02,-1.93359,0.0540781
-4.869e-02,-1.97187,0.0523594
-4.866e-02,-2.01328,0.0500156
-4.862e-02,-2.05078,0.0479531
-4.859e-02,-2.08516,0.0452188
-4.856e-02,-2.10625,0.0427969
-4.853e-02,-2.11172,0.0409844
-4.850e-02,-2.11172,0.0383438
-4.846e-02,-2.12031,0.0368281
-4.843e-02,-2.14687,0.0337188
-4.840e-02,-2.22578,0.0315625
-4.837e-02,-2.25625,0.0297344
-4.834e-02,-2.27344,0.0269063
-4.830e-02,-2.2875,0.024625
-4.827e-02,-2.31719,0.02225
-4.824e-02,-2.31172,0.0197188
-4.821e-02,-2.33359,0.0171875
-4.818e-02,-2.36719,0.0146563
-4.814e-02,-2.46562,0.0115781
-4.811e-02,-2.48281,0.00925
-4.808e-02,-2.4875,0.0068125
-4.805e-02,-2.51641,0.0041875
-4.802e-02,-2.51719,0.00154688
-4.798e-02,-2.54375,-0.00142187
-4.795e-02,-2.61328,-0.00395313
-4.792e-02,-2.65234,-0.00689063
-4.789e-02,-2.6875,-0.009875
-4.786e-02,-2.69922,-0.0122188
-4.782e-02,-2.72031,-0.0144531
-4.779e-02,-2.775,-0.0176563
-4.776e-02,-2.84375,-0.0200313
-4.773e-02,-2.88203,-0.0228594
-4.770e-02,-2.8875,-0.0254688
-4.766e-02,-2.91719,-0.0276094
-4.763e-02,-2.93125,-0.0302344
-4.760e-02,-2.99453,-0.0327813
-4.757e-02,-3.04375,-0.0352031
-4.754e-02,-3.0875,-0.0378594
-4.750e-02,-3.11172,-0.0407813
-4.747e-02,-3.13672,-0.0427344
-4.744e-02,-3.21875,-0.04575
-4.741e-02,-3.27891,-0.0481094
-4.738e-02,-3.3,-0.0512031
-4.734e-02,-3.31172,-0.0539219
-4.731e-02,-3.33281,-0.0567031
-4.728e-02,-3.42969,-0.0591719
-4.725e-02,-3.4875,-0.0618594
-4.722e-02,-3.51172,-0.0646875
-4.718e-02,-3.57891,-0.0673281
-4.715e-02,-3.66172,-0.0700156
-4.712e-02,-3.6875,-0.0732656
-4.709e-02,-3.71875,-0.0747813
-4.706e-02,-3.78281,-0.077625
-4.702e-02,-3.8875,-0.0803438
-4.699e-02,-3.9,-0.0831406
-4.696e-02,-3.91172,-0.085375
-4.693e-02,-3.96875,-0.0876406
-4.690e-02,-4.07656,-0.0903438
-4.686e-02,-4.09375,-0.0925
-4.683e-02,-4.12109,-0.095125
-4.680e-02,-4.20312,-0.09775
-4.677e-02,-4.2875,-0.100828
-4.674e-02,-4.32187,-0.103047
-4.670e-02,-4.4,-0.105375
-4.667e-02,-4.4875,-0.107375
-4.664e-02,-4.51328,-0.110344
-4.661e-02,-4.61953,-0.113047
-4.658e-02,-4.6875,-0.115656
-4.654e-02,-4.71641,-0.117984
-4.651e-02,-4.81953,-0.119922
-4.648e-02,-4.88516,-0.122344
-4.645e-02,-4.94297,-0.124656
-4.642e-02,-5.04609,-0.127359
-4.638e-02,-5.12578,-0.129234
-4.635e-02,-5.23437,-0.131594
-4.632e-02,-5.31172,-0.13375
-4.629e-02,-5.35312,-0.136406
-4.626e-02,-5.4875,-0.138344
-4.622e-02,-5.53203,-0.140359
-4.619e-02,-5.67344,-0.142594
-4.616e-02,-5.73359,-0.145
-4.613e-02,-5.85781,-0.146719
-4.610e-02,-5.94062,-0.148781
-4.606e-02,-6.0875,-0.150594
-4.603e-02,-6.16406,-0.152828
-4.600e-02,-6.31172,-0.154422
-4.597e-02,-6.42344,-0.156781
-4.594e-02,-6.51172,-0.158906
-4.590e-02,-6.65937,-0.160813
-4.587e-02,-6.78047,-0.162641
-4.584e-02,-6.90547,-0.164672
-4.581e-02,-7.05234,-0.166453
-4.578e-02,-7.18047,-0.169063
-4.574e-02,-7.31562,-0.170438
-4.571e-02,-7.46797,-0.173141
-4.568e-02,-7.63203,-0.174625
-4.565e-02,-7.75937,-0.176438
-4.562e-02,-7.93516,-0.178109
-4.558e-02,-8.0875,-0.179813
-4.555e-02,-8.2625,-0.181875
-4.552e-02,-8.45391,-0.1835
-4.549e-02,-8.62031,-0.185391
-4.546e-02,-8.76641,-0.186703
-4.542e-02,-8.92969,-0.188656
-4.539e-02,-9.12812,-0.190234
-4.536e-02,-9.30234,-0.191875
-4.533e-02,-9.46641,-0.193156
-4.530e-02,-9.65781,-0.194391
-4.526e-02,-9.83672,-0.19575
-4.523e-02,-9.97812,-0.196844
-4.520e-02,-10.1602,-0.198313
-4.517e-02,-10.3234,-0.199688
-4.514e-02,-10.4875,-0.201203
-4.510e-02,-10.6492,-0.202109
-4.507e-02,-10.7898,-0.202828
-4.504e-02,-10.9195,-0.203797
-4.501e-02,-11.0891,-0.205234
-4.498e-02,-11.2328,-0.206
-4.494e-02,-11.3117,-0.206578
-4.491e-02,-11.4203,-0.206625
-4.488e-02,-11.518,-0.208234
-4.485e-02,-11.6211,-0.209281
-4.482e-02,-11.7117,-0.209016
-4.478e-02,-11.8016,-0.20975
-4.475e-02,-11.8687,-0.210219
-4.472e-02,-11.9687,-0.210328
-4.469e-02,-12.0602,-0.210688
-4.466e-02,-12.1117,-0.212016
-4.462e-02,-12.1836,-0.211875
-4.459e-02,-12.2664,-0.212109
-4.456e-02,-12.2953,-0.212469
-4.453e-02,-12.3125,-0.213297
-4.450e-02,-12.3633,-0.213078
-4.446e-02,-12.4422,-0.213266
-4.443e-02,-12.4859,-0.213469
-4.440e-02,-12.4852,-0.213719
-4.437e-02,-12.5117,-0.213875
-4.434e-02,-12.5305,-0.214109
-4.430e-02,-12.5312,-0.214109
-4.427e-02,-12.5562,-0.214
-4.424e-02,-12.5766,-0.214234
-4.421e-02,-12.5898,-0.214297
-4.418e-02,-12.6305,-0.214344
-4.414e-02,-12.6406,-0.214234
-4.411e-02,-12.6242,-0.214531
-4.408e-02,-12.5969,-0.214234
-4.405e-02,-12.568,-0.21425
-4.402e-02,-12.5352,-0.214234
-4.398e-02,-12.5141,-0.214234
-4.395e-02,-12.4937,-0.214234
-4.392e-02,-12.468,-0.214234
-4.389e-02,-12.3875,-0.214109
-4.386e-02,-12.3141,-0.214109
-4.382e-02,-12.2875,-0.214125
-4.379e-02,-12.1914,-0.21375
-4.376e-02,-12.1117,-0.213609
-4.373e-02,-12.0609,-0.213469
-4.370e-02,-11.9516,-0.213297
-4.366e-02,-11.8875,-0.213516
-4.363e-02,-11.7492,-0.213078
-4.360e-02,-11.6836,-0.212938
-4.357e-02,-11.5539,-0.212703
-4.354e-02,-11.5055,-0.212047
-4.350e-02,-11.4375,-0.211875
-4.347e-02,-11.3172,-0.211578
-4.344e-02,-11.2406,-0.211141
-4.341e-02,-11.1211,-0.210734
-4.338e-02,-11.0555,-0.210688
-4.334e-02,-10.9477,-0.210234
-4.331e-02,-10.8758,-0.210313
-4.328e-02,-10.7461,-0.20975
-4.325e-02,-10.6875,-0.209641
-4.322e-02,-10.6109,-0.20975
-4.318e-02,-10.5062,-0.209141
-4.315e-02,-10.3914,-0.209047
-4.312e-02,-10.3102,-0.208297
-4.309e-02,-10.2172,-0.208438
-4.306e-02,-10.1062,-0.207469
-4.302e-02,-9.98125,-0.207375
-4.299e-02,-9.8875,-0.207063
-4.296e-02,-9.78047,-0.206594
-4.293e-02,-9.6875,-0.206234
-4.290e-02,-9.55703,-0.205859
-4.286e-02,-9.4875,-0.206
-4.283e-02,-9.36641,-0.205531
-4.280e-02,-9.2875,-0.205281
-4.277e-02,-9.19375,-0.205328
-4.274e-02,-9.10625,-0.205203
-4.270e-02,-9.00312,-0.203938
-4.267e-02,-8.87031,-0.203531
-4.264e-02,-8.75859,-0.203344
-4.261e-02,-8.65625,-0.202594
-4.258e-02,-8.50547,-0.202234
-4.254e-02,-8.4,-0.20175
-4.251e-02,-8.26328,-0.201594
-4.248e-02,-8.11172,-0.201359
-4.245e-02,-7.97969,-0.200172
-4.242e-02,-7.84219,-0.199719
-4.238e-02,-7.69375,-0.198719
-4.235e-02,-7.57187,-0.198313
-4.232e-02,-7.42656,-0.197938
-4.229e-02,-7.29766,-0.196922
-4.226e-02,-7.15234,-0.197
-4.222e-02,-7.01484,-0.196
-4.219e-02,-6.85859,-0.194594
-4.216e-02,-6.73047,-0.194422
-4.213e-02,-6.575,-0.193813
-4.210e-02,-6.45469,-0.193188
-4.206e-02,-6.31406,-0.192047
-4.203e-02,-6.18594,-0.191328
-4.200e-02,-6.05078,-0.190781
-4.197e-02,-5.92578,-0.189984
-4.194e-02,-5.78828,-0.188797
-4.190e-02,-5.67187,-0.188313
-4.187e-02,-5.54375,-0.187609
-4.184e-02,-5.44219,-0.186953
-4.181e-02,-5.33359,-0.18575
-4.178e-02,-5.22734,-0.184969
-4.174e-02,-5.08906,-0.184297
-4.171e-02,-4.97266,-0.183734
-4.168e-02,-4.86562,-0.182438
-4.165e-02,-4.74453,-0.181984
-4.162e-02,-4.64219,-0.181141
-4.158e-02,-4.52891,-0.180578
-4.155e-02,-4.42656,-0.1795
-4.152e-02,-4.3125,-0.178375
-4.149e-02,-4.18437,-0.178156
-4.146e-02,-4.07656,-0.177234
-4.142e-02,-3.96953,-0.177
-4.139e-02,-3.86719,-0.175141
-4.136e-02,-3.76641,-0.174422
-4.133e-02,-3.63672,-0.173281
-4.130e-02,-3.53359,-0.172719
-4.126e-02,-3.38203,-0.171078
-4.123e-02,-3.2875,-0.170375
-4.120e-02,-3.18672,-0.169563
-4.117e-02,-3.07266,-0.168297
-4.114e-02,-2.96641,-0.166859
-4.110e-02,-2.89375,-0.165984
-4.107e-02,-2.775,-0.165016
-4.104e-02,-2.67187,-0.163641
-4.101e-02,-2.56953,-0.162328
-4.098e-02,-2.47578,-0.161859
-4.094e-02,-2.3875,-0.161359
-4.091e-02,-2.29375,-0.159984
-4.088e-02,-2.23125,-0.158578
-4.085e-02,-2.11641,-0.158141
-4.082e-02,-2.06953,-0.156969
-4.078e-02,-1.93203,-0.155938
-4.075e-02,-1.87344,-0.154609
-4.072e-02,-1.77656,-0.15375
-4.069e-02,-1.68203,-0.153156
-4.066e-02,-1.60234,-0.152203
-4.062e-02,-1.51406,-0.1505
-4.059e-02,-1.4625,-0.149703
-4.056e-02,-1.33437,-0.148922
-4.053e-02,-1.2875,-0.147766
-4.050e-02,-1.21328,-0.146266
-4.046e-02,-1.10547,-0.14575
-4.043e-02,-1.04062,-0.143641
-4.040e-02,-0.929687,-0.142813
-4.037e-02,-0.8875,-0.141875
-4.034e-02,-0.811719,-0.140344
-4.030e-02,-0.711719,-0.138906
-4.027e-02,-0.657031,-0.138
-4.024e-02,-0.540625,-0.136688
-4.021e-02,-0.484375,-0.135203
-4.018e-02,-0.370312,-0.134125
-4.014e-02,-0.324219,-0.133078
-4.011e-02,-0.280469,-0.131047
-4.008e-02,-0.182812,-0.129641
-4.005e-02,-0.0976562,-0.12875
-4.002e-02,-0.0875,-0.127063
-3.998e-02,0.015625,-0.125609
-3.995e-02,0.0882813,-0.124516
-3.992e-02,0.1125,-0.122484
-3.989e-02,0.209375,-0.121078
-3.986e-02,0.288281,-0.119563
-3.982e-02,0.315625,-0.118172
-3.979e-02,0.353125,-0.116469
-3.976e-02,0.45625,-0.114672
-3.973e-02,0.488281,-0.113266
-3.970e-02,0.5125,-0.111172
-3.966e-02,0.559375,-0.109766
-3.963e-02,0.658594,-0.108219
-3.960e-02,0.685938,-0.106281
-3.957e-02,0.735938,-0.104875
-3.954e-02,0.813281,-0.102953
-3.950e-02,0.882031,-0.101875
-3.947e-02,0.894531,-0.0996719
-3.944e-02,0.9125,-0.09775
-3.941e-02,0.952344,-0.0961719
-3.938e-02,1.04922,-0.0943125
-3.934e-02,1.08828,-0.0925
-3.931e-02,1.11797,-0.0905781
-3.928e-02,1.14531,-0.0896406
-3.925e-02,1.24766,-0.0874063
-3.922e-02,1.28828,-0.0852031
-3.918e-02,1.30078,-0.0832969
-3.915e-02,1.32188,-0.0815781
-3.912e-02,1.35313,-0.0790313
-3.909e-02,1.43203,-0.0777344
-3.906e-02,1.48203,-0.0754844
-3.902e-02,1.48828,-0.07375
-3.899e-02,1.53047,-0.0714844
-3.896e-02,1.58359,-0.0695469
-3.893e-02,1.66094,-0.0664219
-3.890e-02,1.68828,-0.0648125
-3.886e-02,1.7125,-0.0622344
-3.883e-02,1.72422,-0.0604531
-3.880e-02,1.75625,-0.057875
-3.877e-02,1.81953,-0.0551094
-3.874e-02,1.88125,-0.0528438
-3.870e-02,1.88828,-0.0506563
-3.867e-02,1.9,-0.0480313
-3.864e-02,1.9125,-0.04575
-3.861e-02,1.91328,-0.0431875
-3.858e-02,1.95,-0.0416094
-3.854e-02,2.01406,-0.0383125
-3.851e-02,2.06094,-0.0363906
-3.848e-02,2.08203,-0.0340469
-3.845e-02,2.08516,-0.0318125
-3.842e-02,2.10625,-0.0299844
-3.838e-02,2.1125,-0.0270625
-3.835e-02,2.13203,-0.0252031
-3.832e-02,2.18672,-0.022875
-3.829e-02,2.21328,-0.0201875
-3.826e-02,2.26172,-0.0175781
-3.822e-02,2.2875,-0.0151094
-3.819e-02,2.30625,-0.0128906
-3.816e-02,2.3125,-0.0103594
-3.813e-02,2.33047,-0.0076875
-3.810e-02,2.41016,-0.00473438
-3.806e-02,2.44297,-0.00210937
-3.803e-02,2.47891,0.0008125
-3.800e-02,2.5,0.003125
-3.797e-02,2.53672,0.00564063
-3.794e-02,2.54219,0.00857813
-3.790e-02,2.59922,0.0103906
-3.787e-02,2.65391,0.0135938
-3.784e-02,2.68828,0.0165938
-3.781e-02,2.7125,0.0193594
-3.778e-02,2.71719,0.022125
-3.774e-02,2.75156,0.0245313
-3.771e-02,2.81406,0.0273906
-3.768e-02,2.88828,0.0300156
-3.765e-02,2.88828,0.0322344
-3.762e-02,2.91406,0.0346719
-3.758e-02,2.94609,0.0372344
-3.755e-02,2.97969,0.0400781
-3.752e-02,3.06016,0.04225
-3.749e-02,3.08828,0.045125
-3.746e-02,3.11563,0.0475781
-3.742e-02,3.12891,0.05
-3.739e-02,3.21406,0.0522344
-3.736e-02,3.28203,0.0549844
-3.733e-02,3.28828,0.0578125
-3.730e-02,3.31875,0.0604219
-3.726e-02,3.40391,0.0629531
-3.723e-02,3.45625,0.0658281
-3.720e-02,3.48828,0.0685156
-3.717e-02,3.51563,0.0709219
-3.714e-02,3.58516,0.0738906
-3.710e-02,3.66172,0.07625
-3.707e-02,3.68828,0.0788125
-3.704e-02,3.7125,0.0809531
-3.701e-02,3.74375,0.0836094
-3.698e-02,3.83359,0.0857656
-3.694e-02,3.89219,0.0885156
-3.691e-02,3.91563,0.0904688
-3.688e-02,3.98906,0.0934375
-3.685e-02,4.08594,0.0954219
-3.682e-02,4.10078,0.098125
-3.678e-02,4.13672,0.10075
-3.675e-02,4.21953,0.103703
-3.672e-02,4.27656,0.105766
-3.669e-02,4.33594,0.108125
-3.666e-02,4.43594,0.110875
-3.662e-02,4.50078,0.112969
-3.659e-02,4.54141,0.115953
-3.656e-02,4.64375,0.118328
-3.653e-02,4.69453,0.121313
-3.650e-02,4.74453,0.123016
-3.646e-02,4.85313,0.125641
-3.643e-02,4.9125,0.127984
-3.640e-02,4.99922,0.130391
-3.637e-02,5.08438,0.133
-3.634e-02,5.13516,0.134813
-3.630e-02,5.25469,0.136891
-3.627e-02,5.3125,0.139109
-3.624e-02,5.45,0.141688
-3.621e-02,5.50625,0.143734
-3.618e-02,5.62109,0.145766
-3.614e-02,5.68594,0.147594
-3.611e-02,5.78906,0.149766
-3.608e-02,5.90625,0.151609
-3.605e-02,6.04141,0.153844
-3.602e-02,6.1125,0.155938
-3.598e-02,6.26719,0.157875
-3.595e-02,6.4,0.160203
-3.592e-02,6.53359,0.162
-3.589e-02,6.68594,0.163828
-3.586e-02,6.77656,0.166344
-3.582e-02,6.93906,0.167891
-3.579e-02,7.1125,0.170016
-3.576e-02,7.2625,0.171172
-3.573e-02,7.40625,0.173641
-3.570e-02,7.53516,0.175359
-3.566e-02,7.73438,0.177188
-3.563e-02,7.90078,0.178609
-3.560e-02,8.04063,0.180563
-3.557e-02,8.24063,0.181766
-3.554e-02,8.39453,0.183875
-3.550e-02,8.55469,0.18575
-3.547e-02,8.71563,0.187
-3.544e-02,8.87969,0.189156
-3.541e-02,9.025,0.190125
-3.538e-02,9.17656,0.191859
-3.534e-02,9.33906,0.193609
-3.531e-02,9.52109,0.194578
-3.528e-02,9.67969,0.196
-3.525e-02,9.83125,0.197375
-3.522e-02,9.98438,0.198047
-3.518e-02,10.1359,0.199703
-3.515e-02,10.3094,0.201406
-3.512e-02,10.4664,0.202609
-3.509e-02,10.6383,0.203469
-3.506e-02,10.8055,0.204953
-3.502e-02,10.9844,0.206125
-3.499e-02,11.1125,0.207125
-3.496e-02,11.2805,0.208547
-3.493e-02,11.3367,0.209
-3.490e-02,11.4797,0.209844
-3.486e-02,11.5563,0.210016
-3.483e-02,11.675,0.21025
-3.480e-02,11.7391,0.211281
-3.477e-02,11.8445,0.212484
-3.474e-02,11.9031,0.212375
-3.470e-02,11.9883,0.213672
-3.467e-02,12.0719,0.213281
-3.464e-02,12.1094,0.213891
-3.461e-02,12.1563,0.214
-3.458e-02,12.2539,0.21425
-3.454e-02,12.2883,0.214344
-3.451e-02,12.3133,0.214781
-3.448e-02,12.3633,0.214578
-3.445e-02,12.4195,0.215141
-3.442e-02,12.4578,0.2155
-3.438e-02,12.4836,0.215609
-3.435e-02,12.4883,0.215141
-3.432e-02,12.5125,0.215797
-3.429e-02,12.525,0.216578
-3.426e-02,12.5242,0.216266
-3.422e-02,12.5578,0.216391
-3.419e-02,12.557,0.217
-3.416e-02,12.5617,0.216906
-3.413e-02,12.5578,0.216703
-3.410e-02,12.532,0.216734
-3.406e-02,12.5273,0.216922
-3.403e-02,12.5367,0.216594
-3.400e-02,12.5008,0.216672
-3.397e-02,12.4883,0.216313
-3.394e-02,12.4609,0.216344
-3.390e-02,12.3789,0.216313
-3.387e-02,12.3148,0.216188
-3.384e-02,12.2836,0.2155
-3.381e-02,12.1922,0.215266
-3.378e-02,12.1125,0.215375
-3.374e-02,12.0742,0.214734
-3.371e-02,11.9578,0.215016
-3.368e-02,11.9008,0.214688
-3.365e-02,11.8039,0.214328
-3.362e-02,11.7125,0.21425
-3.358e-02,11.6398,0.214453
-3.355e-02,11.532,0.214406
-3.352e-02,11.457,0.213766
-3.349e-02,11.3594,0.213766
-3.346e-02,11.2617,0.213625
-3.342e-02,11.1469,0.213313
-3.339e-02,11.0883,0.2135
-3.336e-02,10.9742,0.212859
-3.333e-02,10.8672,0.212125
-3.330e-02,10.743,0.211781
-3.326e-02,10.643,0.211703
-3.323e-02,10.5414,0.211594
-3.320e-02,10.4758,0.210906
-3.317e-02,10.3609,0.210625
-3.314e-02,10.2766,0.210859
-3.310e-02,10.1414,0.210125
-3.307e-02,10.0719,0.209688
-3.304e-02,9.93516,0.209656
-3.301e-02,9.88828,0.209281
-3.298e-02,9.75234,0.209141
-3.294e-02,9.68828,0.208375
-3.291e-02,9.58516,0.208266
-3.288e-02,9.50625,0.207828
-3.285e-02,9.43984,0.207391
-3.282e-02,9.3125,0.206797
-3.278e-02,9.24766,0.206469
-3.275e-02,9.12656,0.20625
-3.272e-02,9.05469,0.206125
-3.269e-02,8.94453,0.205766
-3.266e-02,8.87344,0.20525
-3.262e-02,8.73203,0.205047
-3.259e-02,8.63594,0.204406
-3.256e-02,8.50625,0.2035
-3.253e-02,8.35,0.202891
-3.250e-02,8.24609,0.202391
-3.246e-02,8.10625,0.201734
-3.243e-02,7.96094,0.201219
-3.240e-02,7.82656,0.200734
-3.237e-02,7.68359,0.199719
-3.234e-02,7.51563,0.198672
-3.230e-02,7.38438,0.198578
-3.227e-02,7.25313,0.197891
-3.224e-02,7.07578,0.197766
-3.221e-02,6.92813,0.197141
-3.218e-02,6.73828,0.196109
-3.214e-02,6.62813,0.195438
-3.211e-02,6.45078,0.194469
-3.208e-02,6.31484,0.193656
-3.205e-02,6.15703,0.193234
-3.202e-02,6.03281,0.192391
-3.198e-02,5.90078,0.190781
-3.195e-02,5.76094,0.190344
-3.192e-02,5.66484,0.190016
-3.189e-02,5.53828,0.189422
-3.186e-02,5.43984,0.188563
-3.182e-02,5.3125,0.187781
-3.179e-02,5.19219,0.186734
-3.176e-02,5.07188,0.185984
-3.173e-02,4.94844,0.185328
-3.170e-02,4.87734,0.184859
-3.166e-02,4.73672,0.183844
-3.163e-02,4.64219,0.182719
-3.160e-02,4.53281,0.182047
-3.157e-02,4.43281,0.181344
-3.154e-02,4.29141,0.180453
-3.150e-02,4.17578,0.179281
-3.147e-02,4.06094,0.178906
-3.144e-02,3.92656,0.178125
-3.141e-02,3.83984,0.177547
-3.138e-02,3.72344,0.176641
-3.134e-02,3.63984,0.175719
-3.131e-02,3.51563,0.174531
-3.128e-02,3.41563,0.173781
-3.125e-02,3.3,0.172453
-3.122e-02,3.17656,0.171484
-3.118e-02,3.08594,0.170656
-3.115e-02,2.98125,0.169766
-3.112e-02,2.8875,0.169094
-3.109e-02,2.76094,0.167672
-3.106e-02,2.67734,0.166984
-3.102e-02,2.575,0.165578
-3.099e-02,2.47188,0.164906
-3.096e-02,2.34688,0.163688
-3.093e-02,2.28281,0.162547
-3.090e-02,2.17969,0.161766
-3.086e-02,2.08828,0.161344
-3.083e-02,1.99141,0.159891
-3.080e-02,1.9125,0.158297
-3.077e-02,1.84219,0.157641
-3.074e-02,1.71406,0.156828
-3.070e-02,1.63906,0.15525
-3.067e-02,1.54141,0.15425
-3.064e-02,1.46563,0.153563
-3.061e-02,1.35625,0.152313
-3.058e-02,1.28828,0.151031
-3.054e-02,1.2625,0.150266
-3.051e-02,1.13828,0.1495
-3.048e-02,1.08281,0.147938
-3.045e-02,0.953906,0.146734
-3.042e-02,0.894531,0.146016
-3.038e-02,0.839063,0.145063
-3.035e-02,0.722656,0.143031
-3.032e-02,0.683594,0.14225
-3.029e-02,0.56875,0.141047
-3.026e-02,0.5125,0.139797
-3.022e-02,0.488281,0.138016
-3.019e-02,0.35,0.137328
-3.016e-02,0.3125,0.135297
-3.013e-02,0.267188,0.13425
-3.010e-02,0.138281,0.133281
-3.006e-02,0.1,0.131297
-3.003e-02,0.0523438,0.130016
-3.000e-02,-0.0710937,0.128828
-2.997e-02,-0.1,0.126734
-2.994e-02,-0.134375,0.125891
-2.990e-02,-0.24375,0.124406
-2.987e-02,-0.285937,0.122859
-2.984e-02,-0.3375,0.121313
-2.981e-02,-0.421875,0.119281
-2.978e-02,-0.485156,0.1175
-2.974e-02,-0.517187,0.116063
-2.971e-02,-0.586719,0.114109
-2.968e-02,-0.680469,0.113047
-2.965e-02,-0.715625,0.110703
-2.962e-02,-0.759375,0.109719
-2.958e-02,-0.857031,0.106953
-2.955e-02,-0.8875,0.105891
-2.952e-02,-0.911719,0.103922
-2.949e-02,-0.952344,0.10225
-2.946e-02,-1.03672,0.100625
-2.942e-02,-1.08203,0.0987188
-2.939e-02,-1.10625,0.0972031
-2.936e-02,-1.13437,0.0952813
-2.933e-02,-1.21641,0.093625
-2.930e-02,-1.28516,0.0923438
-2.926e-02,-1.2875,0.09025
-2.923e-02,-1.31719,0.0883594
-2.920e-02,-1.34766,0.0862813
-2.917e-02,-1.44531,0.0850781
-2.914e-02,-1.4875,0.0827031
-2.910e-02,-1.51172,0.0811563
-2.907e-02,-1.52812,0.0790625
-2.904e-02,-1.56016,0.0768906
-2.901e-02,-1.64844,0.0748438
-2.898e-02,-1.68672,0.07325
-2.894e-02,-1.71484,0.0712188
-2.891e-02,-1.72969,0.0686406
-2.888e-02,-1.75547,0.0659531
-2.885e-02,-1.84766,0.0636719
-2.882e-02,-1.875,0.0616563
-2.878e-02,-1.8875,0.0595469
-2.875e-02,-1.91172,0.0575313
-2.872e-02,-1.92031,0.0547031
-2.869e-02,-1.96016,0.0521406
-2.866e-02,-2.02187,0.0500156
-2.862e-02,-2.06016,0.0474688
-2.859e-02,-2.08359,0.0453281
-2.856e-02,-2.0875,0.0432344
-2.853e-02,-2.11172,0.0410938
-2.850e-02,-2.11172,0.0387344
-2.846e-02,-2.13281,0.0364844
-2.843e-02,-2.16797,0.0338906
-2.840e-02,-2.22187,0.0322344
-2.837e-02,-2.25,0.0296875
-2.834e-02,-2.27734,0.0275156
-2.830e-02,-2.2875,0.0245938
-2.827e-02,-2.31172,0.022
-2.824e-02,-2.31484,0.0195
-2.821e-02,-2.33984,0.0177188
-2.818e-02,-2.39922,0.0144375
-2.814e-02,-2.43516,0.0117031
-2.811e-02,-2.47422,0.009375
-2.808e-02,-2.48359,0.00710938
-2.805e-02,-2.50547,0.00423438
-2.802e-02,-2.52891,0.00165625
-2.798e-02,-2.54297,-0.00125
-2.795e-02,-2.61484,-0.00307813
-2.792e-02,-2.63984,-0.00671875
-2.789e-02,-2.6875,-0.00903125
-2.786e-02,-2.71172,-0.0125781
-2.782e-02,-2.72578,-0.0144531
-2.779e-02,-2.74062,-0.0171563
-2.776e-02,-2.82891,-0.0198125
-2.773e-02,-2.86719,-0.0224375
-2.770e-02,-2.8875,-0.0253125
-2.766e-02,-2.91172,-0.0276406
-2.763e-02,-2.92422,-0.0302344
-2.760e-02,-2.98672,-0.0328281
-2.757e-02,-3.05703,-0.0353594
-2.754e-02,-3.07969,-0.03775
-2.750e-02,-3.10547,-0.0406563
-2.747e-02,-3.13594,-0.0426406
-2.744e-02,-3.23125,-0.0456719
-2.741e-02,-3.25937,-0.0482344
-2.738e-02,-3.2875,-0.0510313
-2.734e-02,-3.31172,-0.0537344
-2.731e-02,-3.34062,-0.0561094
-2.728e-02,-3.41172,-0.0591406
-2.725e-02,-3.48594,-0.06175
-2.722e-02,-3.51172,-0.0646094
-2.718e-02,-3.57031,-0.0669219
-2.715e-02,-3.6375,-0.069875
-2.712e-02,-3.67734,-0.0726875
-2.709e-02,-3.71172,-0.0752188
-2.706e-02,-3.77578,-0.0773594
-2.702e-02,-3.8625,-0.07975
-2.699e-02,-3.88437,-0.082375
-2.696e-02,-3.91172,-0.0851563
-2.693e-02,-3.96016,-0.0878594
-2.690e-02,-4.05312,-0.0898594
-2.686e-02,-4.1,-0.093
-2.683e-02,-4.13281,-0.0950781
