TIME,CH1,CH2
2.664e-02,11.007,0.213063
2.667e-02,10.9031,0.212297
2.670e-02,10.7695,0.212438
2.674e-02,10.6852,0.211844
2.677e-02,10.5703,0.211016
2.680e-02,10.4883,0.210828
2.683e-02,10.3734,0.210531
2.686e-02,10.3063,0.210641
2.690e-02,10.1742,0.21
2.693e-02,10.0883,0.209922
2.696e-02,9.96797,0.209734
2.699e-02,9.89922,0.209688
2.702e-02,9.79063,0.209281
2.706e-02,9.70625,0.208625
2.709e-02,9.60469,0.208531
2.712e-02,9.5125,0.207844
2.715e-02,9.44922,0.207547
2.718e-02,9.325,0.206766
2.722e-02,9.26563,0.206375
2.725e-02,9.15859,0.20625
2.728e-02,9.08828,0.205859
2.731e-02,8.97266,0.205547
2.734e-02,8.88828,0.205188
2.738e-02,8.77188,0.204813
2.741e-02,8.67734,0.204609
2.744e-02,8.54688,0.203734
2.747e-02,8.40234,0.202625
2.750e-02,8.27266,0.202672
2.754e-02,8.13047,0.201766
2.757e-02,7.98125,0.201734
2.760e-02,7.85156,0.201203
2.763e-02,7.71797,0.200313
2.766e-02,7.56094,0.199453
2.770e-02,7.41953,0.198672
2.773e-02,7.27266,0.198359
2.776e-02,7.125,0.197734
2.779e-02,6.96328,0.197266
2.782e-02,6.82031,0.196578
2.786e-02,6.62969,0.195703
2.789e-02,6.50938,0.194984
2.792e-02,6.35547,0.19425
2.795e-02,6.20859,0.193281
2.798e-02,6.07188,0.192063
2.802e-02,5.93047,0.191891
2.805e-02,5.80703,0.191
2.808e-02,5.68359,0.19025
2.811e-02,5.57656,0.189594
2.814e-02,5.45313,0.188625
2.818e-02,5.33984,0.187594
2.821e-02,5.22422,0.186688
2.824e-02,5.10625,0.186406
2.827e-02,4.99375,0.185531
2.830e-02,4.87891,0.184844
2.834e-02,4.7875,0.184016
2.837e-02,4.66875,0.182859
2.840e-02,4.53672,0.181969
2.843e-02,4.45234,0.181531
2.846e-02,4.31406,0.180922
2.850e-02,4.20859,0.179922
2.853e-02,4.1,0.179156
2.856e-02,3.97578,0.178125
2.859e-02,3.87031,0.177766
2.862e-02,3.75156,0.176922
2.866e-02,3.65156,0.175422
2.869e-02,3.53359,0.174766
2.872e-02,3.45,0.173891
2.875e-02,3.325,0.173
2.878e-02,3.2,0.171641
2.882e-02,3.10078,0.170797
2.885e-02,3.00938,0.170156
2.888e-02,2.90625,0.169281
2.891e-02,2.80313,0.168156
2.894e-02,2.7125,0.166703
2.898e-02,2.6125,0.166125
2.901e-02,2.50938,0.165203
2.904e-02,2.4,0.163766
2.907e-02,2.3125,0.162781
2.910e-02,2.20938,0.162125
2.914e-02,2.125,0.161031
2.917e-02,2.02266,0.160578
2.920e-02,1.92422,0.159094
2.923e-02,1.86094,0.157891
2.926e-02,1.74375,0.156969
2.930e-02,1.68281,0.155609
2.933e-02,1.57578,0.154656
2.936e-02,1.48438,0.153516
2.939e-02,1.38828,0.153
2.942e-02,1.3125,0.151203
2.946e-02,1.26797,0.15025
2.949e-02,1.16797,0.149672
2.952e-02,1.08828,0.148734
2.955e-02,0.995313,0.147094
2.958e-02,0.90625,0.146125
2.962e-02,0.847656,0.145172
2.965e-02,0.76875,0.143297
2.968e-02,0.694531,0.14225
2.971e-02,0.576563,0.141156
2.974e-02,0.514844,0.139969
2.978e-02,0.488281,0.138578
2.981e-02,0.402344,0.137656
2.984e-02,0.31875,0.136438
2.987e-02,0.288281,0.134641
2.990e-02,0.164063,0.133781
2.994e-02,0.1,0.132609
2.997e-02,0.084375,0.130844
3.000e-02,-0.053125,0.128984
3.003e-02,-0.0875,0.127703
3.006e-02,-0.122656,0.125672
3.010e-02,-0.225781,0.124797
3.013e-02,-0.2875,0.122875
3.016e-02,-0.311719,0.122016
3.019e-02,-0.382031,0.119516
3.022e-02,-0.4625,0.117766
3.026e-02,-0.511719,0.116125
3.029e-02,-0.570312,0.114359
3.032e-02,-0.661719,0.113453
3.035e-02,-0.705469,0.110875
3.038e-02,-0.753906,0.109641
3.042e-02,-0.84375,0.108109
3.045e-02,-0.8875,0.105875
3.048e-02,-0.911719,0.104641
3.051e-02,-0.911719,0.102672
3.054e-02,-1,0.101219
3.058e-02,-1.06328,0.0989375
3.061e-02,-1.0875,0.0972813
3.064e-02,-1.12031,0.0954688
3.067e-02,-1.17109,0.094125
3.070e-02,-1.23672,0.0923281
3.074e-02,-1.28359,0.0903125
3.077e-02,-1.31172,0.0887813
3.080e-02,-1.33125,0.0866719
3.083e-02,-1.43906,0.0850156
3.086e-02,-1.475,0.0829531
3.090e-02,-1.49922,0.0815938
3.093e-02,-1.51172,0.0794219
3.096e-02,-1.55859,0.0773594
3.099e-02,-1.62969,0.0751875
3.102e-02,-1.68125,0.0739375
3.106e-02,-1.71172,0.0715156
3.109e-02,-1.72266,0.0694219
3.112e-02,-1.75781,0.066625
3.115e-02,-1.81094,0.0643594
3.118e-02,-1.85391,0.062
3.122e-02,-1.8875,0.0602031
3.125e-02,-1.90547,0.0577031
3.128e-02,-1.91172,0.0551563
3.131e-02,-1.94453,0.052875
3.134e-02,-1.98203,0.0503125
3.138e-02,-2.03437,0.0487969
3.141e-02,-2.05781,0.0460156
3.144e-02,-2.0875,0.0435156
3.147e-02,-2.10547,0.0415156
3.150e-02,-2.11172,0.0389219
3.154e-02,-2.13281,0.0374531
3.157e-02,-2.15,0.0347188
3.160e-02,-2.18984,0.0331094
3.163e-02,-2.24297,0.0303906
3.166e-02,-2.27109,0.0287188
3.170e-02,-2.28437,0.0254063
3.173e-02,-2.31562,0.0225781
3.176e-02,-2.31172,0.02025
3.179e-02,-2.31641,0.0181406
3.182e-02,-2.35469,0.0154063
3.186e-02,-2.41016,0.0125156
3.189e-02,-2.46172,0.0101719
3.192e-02,-2.48125,0.00726563
3.195e-02,-2.51172,0.00501563
3.198e-02,-2.51172,0.002375
3.202e-02,-2.56016,-0.0009375
3.205e-02,-2.61094,-0.00315625
3.208e-02,-2.66172,-0.0060625
3.211e-02,-2.6875,-0.00915625
3.214e-02,-2.71172,-0.0116875
3.218e-02,-2.71875,-0.014125
3.221e-02,-2.75391,-0.016875
3.224e-02,-2.80547,-0.0196406
3.227e-02,-2.87266,-0.0220156
3.230e-02,-2.8875,-0.0245469
3.234e-02,-2.90547,-0.0267969
3.237e-02,-2.91719,-0.0295313
3.240e-02,-2.97344,-0.0320156
3.243e-02,-3.04609,-0.0343125
3.246e-02,-3.075,-0.0371875
3.250e-02,-3.09297,-0.0395938
3.253e-02,-3.13203,-0.0421094
3.256e-02,-3.18125,-0.04525
3.259e-02,-3.25781,-0.0479375
3.262e-02,-3.28437,-0.0503125
3.266e-02,-3.31641,-0.0529375
3.269e-02,-3.33516,-0.05575
3.272e-02,-3.39453,-0.0579844
3.275e-02,-3.45078,-0.0610781
3.278e-02,-3.51172,-0.0639844
3.282e-02,-3.54687,-0.0664688
3.285e-02,-3.64375,-0.0697344
3.288e-02,-3.675,-0.0723438
3.291e-02,-3.71562,-0.0744531
3.294e-02,-3.75156,-0.0772344
3.298e-02,-3.85312,-0.0791563
3.301e-02,-3.88203,-0.081875
3.304e-02,-3.91172,-0.0845
3.307e-02,-3.96328,-0.0876094
3.310e-02,-4.04609,-0.0896094
3.314e-02,-4.0875,-0.0914531
3.317e-02,-4.12109,-0.0947031
3.320e-02,-4.18125,-0.0974688
3.323e-02,-4.27656,-0.0996875
3.326e-02,-4.31328,-0.102234
3.330e-02,-4.38437,-0.104547
3.333e-02,-4.47734,-0.107078
3.336e-02,-4.51172,-0.109594
3.339e-02,-4.5875,-0.111813
3.342e-02,-4.67578,-0.114703
3.346e-02,-4.71172,-0.116922
3.349e-02,-4.78516,-0.11875
3.352e-02,-4.85469,-0.121453
3.355e-02,-4.92578,-0.124203
3.358e-02,-5.01172,-0.126125
3.362e-02,-5.09375,-0.128906
3.365e-02,-5.17578,-0.130906
3.368e-02,-5.2875,-0.13375
3.371e-02,-5.32109,-0.135297
3.374e-02,-5.43906,-0.137594
3.378e-02,-5.51172,-0.139391
3.381e-02,-5.61172,-0.141875
3.384e-02,-5.69375,-0.144141
3.387e-02,-5.80234,-0.146
3.390e-02,-5.91406,-0.148625
3.394e-02,-6.05,-0.150328
3.397e-02,-6.12578,-0.152172
3.400e-02,-6.25859,-0.154234
3.403e-02,-6.35859,-0.156234
3.406e-02,-6.48672,-0.158188
3.410e-02,-6.60781,-0.160219
3.413e-02,-6.74141,-0.162109
3.416e-02,-6.8875,-0.163828
3.419e-02,-7.01094,-0.16625
3.422e-02,-7.12187,-0.168578
3.426e-02,-7.28516,-0.170016
3.429e-02,-7.41719,-0.172391
3.432e-02,-7.58984,-0.173984
3.435e-02,-7.71172,-0.176344
3.438e-02,-7.8875,-0.177625
3.442e-02,-8.04453,-0.179625
3.445e-02,-8.20156,-0.181234
3.448e-02,-8.38516,-0.182844
3.451e-02,-8.54141,-0.185359
3.454e-02,-8.71172,-0.186344
3.458e-02,-8.88516,-0.187922
3.461e-02,-9.07891,-0.189766
3.464e-02,-9.23828,-0.190766
3.467e-02,-9.42266,-0.192531
3.470e-02,-9.5875,-0.194063
3.474e-02,-9.7625,-0.194875
3.477e-02,-9.93203,-0.196484
3.480e-02,-10.1047,-0.197625
3.483e-02,-10.2852,-0.198922
3.486e-02,-10.4469,-0.200406
3.490e-02,-10.6109,-0.201625
3.493e-02,-10.7352,-0.202109
3.496e-02,-10.8875,-0.203469
3.499e-02,-11.0578,-0.205063
3.502e-02,-11.1961,-0.20575
3.506e-02,-11.2766,-0.206047
3.509e-02,-11.393,-0.206891
3.512e-02,-11.4875,-0.207531
3.515e-02,-11.5789,-0.208531
3.518e-02,-11.6875,-0.209141
3.522e-02,-11.7562,-0.209406
3.525e-02,-11.8617,-0.210234
3.528e-02,-11.9312,-0.210313
3.531e-02,-12.0555,-0.211156
3.534e-02,-12.0937,-0.211344
3.538e-02,-12.1617,-0.212188
3.541e-02,-12.2422,-0.212219
3.544e-02,-12.2859,-0.212531
3.547e-02,-12.3156,-0.212953
3.550e-02,-12.3508,-0.213078
3.554e-02,-12.4023,-0.213828
3.557e-02,-12.4523,-0.21325
3.560e-02,-12.4875,-0.213703
3.563e-02,-12.5117,-0.21375
3.566e-02,-12.5117,-0.213641
3.570e-02,-12.5516,-0.21375
3.573e-02,-12.5805,-0.214234
3.576e-02,-12.6055,-0.214234
3.579e-02,-12.6125,-0.214297
3.582e-02,-12.5953,-0.214359
3.586e-02,-12.6195,-0.214438
3.589e-02,-12.6195,-0.214422
3.592e-02,-12.6234,-0.214406
3.595e-02,-12.5852,-0.214391
3.598e-02,-12.5523,-0.214234
3.602e-02,-12.5117,-0.214563
3.605e-02,-12.5,-0.214234
3.608e-02,-12.482,-0.214234
3.611e-02,-12.4289,-0.214094
3.614e-02,-12.3437,-0.214234
3.618e-02,-12.2937,-0.213875
3.621e-02,-12.2453,-0.213656
3.624e-02,-12.1328,-0.21375
3.627e-02,-12.082,-0.213609
3.630e-02,-12.007,-0.213375
3.634e-02,-11.8867,-0.213125
3.637e-02,-11.8195,-0.213297
3.640e-02,-11.7117,-0.212906
3.643e-02,-11.6359,-0.212625
3.646e-02,-11.518,-0.212672
3.650e-02,-11.468,-0.212078
3.653e-02,-11.3328,-0.211641
3.656e-02,-11.2906,-0.211203
3.659e-02,-11.1664,-0.211016
3.662e-02,-11.0875,-0.210688
3.666e-02,-10.9742,-0.210406
3.669e-02,-10.8992,-0.210234
3.672e-02,-10.8195,-0.210234
3.675e-02,-10.7117,-0.210016
3.678e-02,-10.6352,-0.20975
3.682e-02,-10.518,-0.20975
3.685e-02,-10.4453,-0.209266
3.688e-02,-10.3125,-0.208391
3.691e-02,-10.2492,-0.208094
3.694e-02,-10.1117,-0.207609
3.698e-02,-10.0391,-0.207234
3.701e-02,-9.91172,-0.206672
3.704e-02,-9.82812,-0.206563
3.707e-02,-9.71094,-0.206234
3.710e-02,-9.63437,-0.206109
3.714e-02,-9.51172,-0.205984
3.717e-02,-9.45312,-0.205266
3.720e-02,-9.31172,-0.205313
3.723e-02,-9.25234,-0.205156
3.726e-02,-9.11172,-0.204375
3.730e-02,-9.03906,-0.204203
3.733e-02,-8.91172,-0.204031
3.736e-02,-8.81953,-0.203266
3.739e-02,-8.6875,-0.202656
3.742e-02,-8.56016,-0.202375
3.746e-02,-8.43281,-0.201875
3.749e-02,-8.29297,-0.20175
3.752e-02,-8.14453,-0.201609
3.755e-02,-8.02734,-0.20125
3.758e-02,-7.89141,-0.200141
3.762e-02,-7.74062,-0.199656
3.765e-02,-7.62969,-0.198344
3.768e-02,-7.47266,-0.198203
3.771e-02,-7.33594,-0.197672
3.774e-02,-7.17812,-0.196719
3.778e-02,-7.04766,-0.195922
3.781e-02,-6.90859,-0.195281
3.784e-02,-6.75469,-0.194328
3.787e-02,-6.63828,-0.193875
3.790e-02,-6.51172,-0.193359
3.794e-02,-6.36094,-0.192547
3.797e-02,-6.22891,-0.192063
3.800e-02,-6.08203,-0.190703
3.803e-02,-5.95391,-0.190234
3.806e-02,-5.8375,-0.189469
3.810e-02,-5.72109,-0.188953
3.813e-02,-5.58203,-0.187969
3.816e-02,-5.49141,-0.187203
3.819e-02,-5.35391,-0.186234
3.822e-02,-5.27734,-0.185625
3.826e-02,-5.13281,-0.185
3.829e-02,-5.01797,-0.183813
3.832e-02,-4.89922,-0.183156
3.835e-02,-4.80156,-0.182234
3.838e-02,-4.69766,-0.181438
3.842e-02,-4.56641,-0.181063
3.845e-02,-4.47187,-0.180297
3.848e-02,-4.34609,-0.178938
3.851e-02,-4.23516,-0.178031
3.854e-02,-4.12578,-0.177406
3.858e-02,-4.01328,-0.176453
3.861e-02,-3.91172,-0.175188
3.864e-02,-3.80781,-0.174578
3.867e-02,-3.68594,-0.17375
3.870e-02,-3.54141,-0.173031
3.874e-02,-3.4375,-0.171797
3.877e-02,-3.31406,-0.170641
3.880e-02,-3.23906,-0.169859
3.883e-02,-3.12656,-0.168422
3.886e-02,-3.01875,-0.167078
3.890e-02,-2.91562,-0.166063
3.893e-02,-2.80547,-0.165344
3.896e-02,-2.71562,-0.164313
3.899e-02,-2.60547,-0.162828
3.902e-02,-2.52187,-0.161953
3.906e-02,-2.40312,-0.161219
3.909e-02,-2.32109,-0.1605
3.912e-02,-2.24375,-0.158703
3.915e-02,-2.15156,-0.158109
3.918e-02,-2.07187,-0.157266
3.922e-02,-1.96016,-0.156109
3.925e-02,-1.89922,-0.154594
3.928e-02,-1.81016,-0.153953
3.931e-02,-1.72031,-0.153219
3.934e-02,-1.66328,-0.152344
3.938e-02,-1.53203,-0.150922
3.941e-02,-1.48281,-0.149719
3.944e-02,-1.39375,-0.149281
3.947e-02,-1.30547,-0.147813
3.950e-02,-1.25234,-0.146781
3.954e-02,-1.13125,-0.145766
3.957e-02,-1.08203,-0.144578
3.960e-02,-0.971875,-0.142813
3.963e-02,-0.89375,-0.141984
3.966e-02,-0.840625,-0.14125
3.970e-02,-0.724219,-0.139109
3.973e-02,-0.680469,-0.138281
3.976e-02,-0.584375,-0.137547
3.979e-02,-0.50625,-0.135938
3.982e-02,-0.45625,-0.13475
3.986e-02,-0.341406,-0.133563
3.989e-02,-0.284375,-0.131953
3.992e-02,-0.190625,-0.1305
3.995e-02,-0.111719,-0.129313
3.998e-02,-0.0875,-0.127594
4.002e-02,-0.0164062,-0.126031
4.005e-02,0.084375,-0.124813
4.008e-02,0.1125,-0.122609
4.011e-02,0.18125,-0.121688
4.014e-02,0.272656,-0.119922
4.018e-02,0.317188,-0.118453
4.021e-02,0.336719,-0.117234
4.024e-02,0.433594,-0.115125
4.027e-02,0.488281,-0.113563
4.030e-02,0.5125,-0.111875
4.034e-02,0.555469,-0.110234
4.037e-02,0.6375,-0.109188
4.040e-02,0.686719,-0.106734
4.043e-02,0.71875,-0.105563
4.046e-02,0.815625,-0.103641
4.050e-02,0.875,-0.101656
4.053e-02,0.891406,-0.0999844
4.056e-02,0.908594,-0.0981094
4.059e-02,0.949219,-0.0971875
4.062e-02,1.01719,-0.0948281
4.066e-02,1.07734,-0.0933438
4.069e-02,1.1125,-0.0908594
4.072e-02,1.14375,-0.089875
4.075e-02,1.19063,-0.0882969
4.078e-02,1.26953,-0.0862344
4.082e-02,1.28828,-0.0839531
4.085e-02,1.3125,-0.0821094
4.088e-02,1.33359,-0.0804219
4.091e-02,1.38516,-0.0781875
4.094e-02,1.47031,-0.0763281
4.098e-02,1.50625,-0.0743281
4.101e-02,1.51797,-0.0726875
4.104e-02,1.56563,-0.0699844
4.107e-02,1.63984,-0.0675313
4.110e-02,1.68594,-0.0654063
4.114e-02,1.68906,-0.0626875
4.117e-02,1.71875,-0.0609844
4.120e-02,1.74375,-0.0584844
4.123e-02,1.80859,-0.0559063
4.126e-02,1.86406,-0.0539844
4.130e-02,1.88516,-0.0511719
4.133e-02,1.90625,-0.0489063
4.136e-02,1.9125,-0.0463906
4.139e-02,1.92969,-0.0442656
4.142e-02,1.97109,-0.0418594
4.146e-02,1.98828,-0.0393125
4.149e-02,2.03125,-0.0369844
4.152e-02,2.07188,-0.0345781
4.155e-02,2.08828,-0.0327031
4.158e-02,2.11641,-0.0302813
4.162e-02,2.1125,-0.0278906
4.165e-02,2.11797,-0.02575
4.168e-02,2.16016,-0.0235938
4.171e-02,2.22578,-0.0206875
4.174e-02,2.26094,-0.0182344
4.178e-02,2.28828,-0.0160469
4.181e-02,2.30625,-0.0136563
4.184e-02,2.3125,-0.0112344
4.187e-02,2.32422,-0.0089375
4.190e-02,2.35781,-0.00609375
4.194e-02,2.42813,-0.00279687
4.197e-02,2.47031,-0.00059375
4.200e-02,2.48828,0.00176563
4.203e-02,2.51406,0.004875
4.206e-02,2.52891,0.00748438
4.210e-02,2.59219,0.0100625
4.213e-02,2.65469,0.0127969
4.216e-02,2.68828,0.0158281
4.219e-02,2.70625,0.0182813
4.222e-02,2.7125,0.0211875
4.226e-02,2.73828,0.0238594
4.229e-02,2.82344,0.0263906
4.232e-02,2.87422,0.0293438
4.235e-02,2.88828,0.0314531
4.238e-02,2.9125,0.0340469
4.242e-02,2.91328,0.0367969
4.245e-02,2.95547,0.038875
4.248e-02,3.05313,0.0415469
4.251e-02,3.07188,0.0437656
4.254e-02,3.10625,0.04625
4.258e-02,3.13125,0.0495938
4.261e-02,3.17188,0.051375
4.264e-02,3.26563,0.0543594
4.267e-02,3.28828,0.0573125
4.270e-02,3.3125,0.0600156
4.274e-02,3.36875,0.06225
4.277e-02,3.44844,0.0645938
4.280e-02,3.48828,0.0671875
4.283e-02,3.5125,0.0701406
4.286e-02,3.54453,0.0732344
4.290e-02,3.63125,0.0749219
4.293e-02,3.68828,0.0777656
4.296e-02,3.7125,0.0802813
4.299e-02,3.71641,0.0825313
4.302e-02,3.81016,0.0851719
4.306e-02,3.85156,0.0872813
4.309e-02,3.9125,0.0903281
4.312e-02,3.95859,0.0925
4.315e-02,4.03906,0.0947969
4.318e-02,4.08828,0.0972813
4.322e-02,4.12266,0.100281
4.325e-02,4.21563,0.102531
4.328e-02,4.28828,0.105016
4.331e-02,4.3125,0.107547
4.334e-02,4.40156,0.109953
4.338e-02,4.48672,0.112281
4.341e-02,4.5125,0.114922
4.344e-02,4.60313,0.117141
4.347e-02,4.67969,0.120328
4.350e-02,4.72422,0.122703
4.354e-02,4.84141,0.124938
4.357e-02,4.9,0.127172
4.360e-02,4.94141,0.129422
4.363e-02,5.06953,0.132234
4.366e-02,5.10625,0.134109
4.370e-02,5.2125,0.13675
4.373e-02,5.29453,0.138375
4.376e-02,5.35625,0.140594
4.379e-02,5.48828,0.142641
4.382e-02,5.56172,0.145172
4.386e-02,5.68828,0.146859
4.389e-02,5.74531,0.149234
4.392e-02,5.875,0.151
4.395e-02,5.95,0.153313
4.398e-02,6.08828,0.155656
4.402e-02,6.22266,0.157484
4.405e-02,6.34141,0.159094
4.408e-02,6.4875,0.161609
4.411e-02,6.62266,0.162953
4.414e-02,6.72344,0.165313
4.418e-02,6.90078,0.166781
4.421e-02,7.06094,0.169625
4.424e-02,7.20313,0.170844
4.427e-02,7.35313,0.173109
4.430e-02,7.5125,0.174453
4.434e-02,7.68672,0.17675
4.437e-02,7.86797,0.178328
4.440e-02,7.99531,0.180016
4.443e-02,8.16172,0.181703
4.446e-02,8.30625,0.183188
4.450e-02,8.5125,0.184969
4.453e-02,8.68828,0.18625
4.456e-02,8.83438,0.188359
4.459e-02,8.96016,0.190016
4.462e-02,9.1125,0.191219
4.466e-02,9.28828,0.192906
4.469e-02,9.47188,0.194609
4.472e-02,9.63359,0.195719
4.475e-02,9.74531,0.197125
4.478e-02,9.9125,0.198
4.482e-02,10.0883,0.199141
4.485e-02,10.2648,0.200859
4.488e-02,10.4094,0.202141
4.491e-02,10.5469,0.203031
4.494e-02,10.7297,0.204016
4.498e-02,10.9047,0.205813
4.501e-02,11.082,0.206516
4.504e-02,11.2289,0.207734
4.507e-02,11.3008,0.208703
4.510e-02,11.4453,0.209766
4.514e-02,11.5125,0.21025
4.517e-02,11.6414,0.2105
4.520e-02,11.6945,0.211094
4.523e-02,11.8078,0.211766
4.526e-02,11.8828,0.212688
4.530e-02,11.9469,0.212859
4.533e-02,12.0516,0.213016
4.536e-02,12.0883,0.213531
4.539e-02,12.1352,0.213766
4.542e-02,12.2219,0.214313
4.546e-02,12.2844,0.21425
4.549e-02,12.2906,0.21425
4.552e-02,12.3172,0.214609
4.555e-02,12.3719,0.21475
4.558e-02,12.4391,0.214719
4.562e-02,12.4813,0.21475
4.565e-02,12.4789,0.215891
4.568e-02,12.5125,0.216141
4.571e-02,12.5125,0.216453
4.574e-02,12.525,0.215953
4.578e-02,12.5516,0.216172
4.581e-02,12.5656,0.216344
4.584e-02,12.5563,0.216641
4.587e-02,12.5953,0.216906
4.590e-02,12.5695,0.216797
4.594e-02,12.5297,0.216531
4.597e-02,12.5313,0.216719
4.600e-02,12.5008,0.216359
4.603e-02,12.4828,0.216609
4.606e-02,12.4703,0.216203
4.610e-02,12.4063,0.215938
4.613e-02,12.3359,0.215813
4.616e-02,12.2883,0.21575
4.619e-02,12.2422,0.215703
4.622e-02,12.1352,0.215375
4.626e-02,12.0867,0.215156
4.629e-02,12.0078,0.214953
4.632e-02,11.9125,0.214734
4.635e-02,11.8703,0.214625
4.638e-02,11.7141,0.21425
4.642e-02,11.668,0.214266
4.645e-02,11.5555,0.213891
4.648e-02,11.4883,0.214125
4.651e-02,11.3914,0.213766
4.654e-02,11.3063,0.213625
4.658e-02,11.1891,0.213328
4.661e-02,11.1141,0.213328
4.664e-02,11.0266,0.213
4.667e-02,10.9063,0.212797
4.670e-02,10.7688,0.212188
4.674e-02,10.6883,0.211781
4.677e-02,10.5703,0.211219
4.680e-02,10.4883,0.211125
4.683e-02,10.3883,0.211047
4.686e-02,10.3063,0.210516
4.690e-02,10.1758,0.21
4.693e-02,10.1125,0.21025
4.696e-02,9.96172,0.209703
4.699e-02,9.90625,0.209625
4.702e-02,9.80078,0.209266
4.706e-02,9.7125,0.208797
4.709e-02,9.63516,0.208359
4.712e-02,9.5125,0.207875
4.715e-02,9.46484,0.207219
4.718e-02,9.32813,0.206438
4.722e-02,9.28828,0.206359
4.725e-02,9.15703,0.20625
4.728e-02,9.08438,0.206016
4.731e-02,8.96094,0.205734
4.734e-02,8.90625,0.205172
4.738e-02,8.77969,0.204953
4.741e-02,8.68359,0.204203
4.744e-02,8.55,0.204031
4.747e-02,8.41094,0.203234
4.750e-02,8.3,0.2025
4.754e-02,8.13594,0.202422
4.757e-02,8.00938,0.201688
4.760e-02,7.86563,0.200953
4.763e-02,7.71172,0.20075
4.766e-02,7.575,0.199188
4.770e-02,7.42734,0.198406
4.773e-02,7.28828,0.198297
4.776e-02,7.13594,0.197766
4.779e-02,6.97578,0.197406
4.782e-02,6.80547,0.196672
4.786e-02,6.67656,0.195172
4.789e-02,6.50625,0.194422
4.792e-02,6.35,0.19425
4.795e-02,6.225,0.19375
4.798e-02,6.07031,0.192453
4.802e-02,5.91953,0.191734
4.805e-02,5.81406,0.190531
4.808e-02,5.70625,0.19025
4.811e-02,5.58906,0.189672
4.814e-02,5.45469,0.189047
4.818e-02,5.33125,0.187953
4.821e-02,5.24844,0.186938
4.824e-02,5.11875,0.18625
4.827e-02,4.99688,0.185594
4.830e-02,4.9,0.184797
4.834e-02,4.77813,0.184203
4.837e-02,4.68828,0.182766
4.840e-02,4.55156,0.182375
4.843e-02,4.46875,0.182
4.846e-02,4.32344,0.181109
4.850e-02,4.21797,0.179672
4.853e-02,4.10625,0.178813
4.856e-02,3.9875,0.178453
4.859e-02,3.87031,0.177672
4.862e-02,3.75078,0.176891
4.866e-02,3.66641,0.176031
4.869e-02,3.54063,0.174672
4.872e-02,3.46016,0.174141
4.875e-02,3.34063,0.173328
4.878e-02,3.22109,0.172188
4.882e-02,3.11719,0.170719
4.885e-02,3.01094,0.17025
4.888e-02,2.9,0.169234
4.891e-02,2.83203,0.167891
4.894e-02,2.7125,0.166609
4.898e-02,2.60625,0.166344
4.901e-02,2.5,0.165125
4.904e-02,2.40938,0.163547
4.907e-02,2.3,0.162594
4.910e-02,2.20859,0.16225
4.914e-02,2.12656,0.161391
4.917e-02,2.04453,0.160297
4.920e-02,1.93203,0.158719
4.923e-02,1.85859,0.157766
4.926e-02,1.75391,0.157172
4.930e-02,1.68828,0.156016
4.933e-02,1.56016,0.154734
4.936e-02,1.49297,0.15375
4.939e-02,1.39922,0.152938
4.942e-02,1.31328,0.151656
4.946e-02,1.28203,0.150281
4.949e-02,1.16094,0.149766
4.952e-02,1.09922,0.148469
4.955e-02,1.01016,0.147234
4.958e-02,0.90625,0.146297
4.962e-02,0.860156,0.145281
4.965e-02,0.766406,0.143844
4.968e-02,0.688281,0.142609
4.971e-02,0.596094,0.141109
4.974e-02,0.51875,0.140234
4.978e-02,0.4875,0.138484
4.981e-02,0.378906,0.137672
4.984e-02,0.31875,0.135906
4.987e-02,0.271094,0.134641
4.990e-02,0.195313,0.133859
4.994e-02,0.117969,0.132578

