t;x;y;vx;vy;ax;ay;
1,183;4,957E-2;-0,154;2,602E-2;0,250;-3,134E-3;0,377
1,200;5,001E-2;-0,150;2,281E-2;0,254;-7,477E-2;0,198
1,217;5,033E-2;-0,145;2,207E-2;0,260;-4,170E-2;0,531
1,233;5,075E-2;-0,141;2,299E-2;0,269;4,508E-2;0,109
1,250;5,110E-2;-0,137;2,245E-2;0,269;-0,112;0,218
1,267;5,150E-2;-0,132;2,039E-2;0,269;-2,742E-2;-4,167E-2
1,283;5,178E-2;-0,128;1,995E-2;0,273;0,164;0,336
1,300;5,216E-2;-0,123;2,665E-2;0,275;0,123;-1,198E-2
1,317;5,267E-2;-0,118;2,542E-2;0,278;-4,967E-2;0,505
1,333;5,301E-2;-0,114;2,271E-2;0,286;-0,216;-3,091E-2
1,350;5,342E-2;-0,109;2,025E-2;0,285;5,986E-2;0,345
1,367;5,368E-2;-0,104;2,209E-2;0,288;-7,332E-2;0,117
1,383;5,416E-2;-9,923E-2;2,140E-2;0,298;5,403E-2;0,352
1,400;5,440E-2;-9,444E-2;2,003E-2;0,293;7,118E-2;-0,199
1,417;5,483E-2;-8,947E-2;2,642E-2;0,295;0,126;0,466
1,433;5,528E-2;-8,460E-2;2,397E-2;0,305;2,371E-2;0,421
1,450;5,563E-2;-7,930E-2;2,564E-2;0,314;6,892E-2;0,135
1,467;5,613E-2;-7,414E-2;2,829E-2;0,307;-3,699E-2;4,952E-2
1,483;5,657E-2;-6,907E-2;2,357E-2;0,314;-0,120;-4,941E-2
1,500;5,692E-2;-6,368E-2;2,340E-2;0,310;-0,149;0,305
1,517;5,735E-2;-5,873E-2;2,051E-2;0,316;4,719E-2;-9,244E-2
1,533;5,760E-2;-5,314E-2;2,204E-2;0,317;0,124;0,183
1,550;5,809E-2;-4,816E-2;2,764E-2;0,312;0,114;-3,134E-3
1,567;5,852E-2;-4,273E-2;2,466E-2;0,324;-0,138;0,752
1,583;5,891E-2;-3,736E-2;2,283E-2;0,333;-9,005E-2;9,178E-2
1,600;5,928E-2;-3,162E-2;2,191E-2;0,332;-1,758E-2;0,298
1,617;5,964E-2;-2,629E-2;2,198E-2;0,336;-4,910E-2;-4,230E-2
1,633;6,002E-2;-2,043E-2;2,085E-2;0,339;4,804E-3;0,151
1,650;6,033E-2;-1,499E-2;2,118E-2;0,334;0,102;-0,114
1,667;6,072E-2;-9,304E-3;2,494E-2;0,340;7,676E-2;0,469
1,683;6,116E-2;-3,677E-3;2,419E-2;0,346;2,826E-2;0,386
1,700;6,153E-2;2,243E-3;2,461E-2;0,355;4,464E-2;0,237
1,717;6,198E-2;8,162E-3;2,685E-2;0,353;5,833E-2;-2,237E-2
1,733;6,242E-2;1,402E-2;2,608E-2;0,354;-1,699E-2;-5,388E-2
1,750;6,285E-2;1,995E-2;2,621E-2;0,353;-2,545E-2;0,437
1,767;6,330E-2;2,578E-2;2,555E-2;0,365;-1,919E-2;0,403
1,783;6,370E-2;3,211E-2;2,510E-2;0,372;7,314E-2;0,169
1,800;6,413E-2;3,818E-2;2,800E-2;0,366;3,986E-2;-7,669E-3
1,817;6,464E-2;4,431E-2;2,739E-2;0,373;1,157E-2;8,744E-2
1,833;6,505E-2;5,060E-2;2,691E-2;0,371;-9,268E-2;0,146
1,850;6,554E-2;5,667E-2;2,588E-2;0,374;-1,739E-2;0,393
1,867;6,591E-2;6,305E-2;2,470E-2;0,387;3,112E-2;0,213
1,883;6,636E-2;6,958E-2;2,790E-2;0,382;0,112;-7,561E-2
1,900;6,684E-2;7,578E-2;2,846E-2;0,380;4,282E-2;0,224
1,917;6,731E-2;8,225E-2;2,894E-2;0,392;3,937E-2;0,202
1,933;6,780E-2;8,886E-2;3,006E-2;0,388;-1,559E-2;0,172
1,950;6,831E-2;9,519E-2;2,859E-2;0,393;-8,435E-2;0,329
1,967;6,876E-2;0,102;2,675E-2;0,404;-0,134;0,116
1,983;6,920E-2;0,109;2,460E-2;0,396;;
2,000;6,958E-2;0,115;;;;
