t;x;y;vx;vy;x_B;y_B;vx_B;vy_B;
2,683;1,089E-2;1,342E-2;-8,674E-2;-1,788E-2;0,364;-0,183;2,197E-2;-0,119
2,700;9,583E-3;1,312E-2;-8,785E-2;-1,617E-2;0,365;-0,185;4,043E-2;-0,124
2,717;7,962E-3;1,288E-2;-9,387E-2;-1,532E-2;0,365;-0,187;4,055E-2;-0,124
2,733;6,454E-3;1,261E-2;-9,267E-2;-1,585E-2;0,366;-0,190;4,057E-2;-0,129
2,750;4,873E-3;1,235E-2;-9,491E-2;-1,474E-2;0,367;-0,192;2,447E-2;-0,119
2,767;3,291E-3;1,211E-2;-9,445E-2;-1,804E-2;0,367;-0,193;2,344E-2;-0,116
2,783;1,725E-3;1,175E-2;-9,156E-2;-1,543E-2;0,367;-0,196;3,949E-2;-0,126
2,800;2,386E-4;1,160E-2;-9,133E-2;-1,447E-2;0,368;-0,198;4,146E-2;-0,126
2,817;-1,319E-3;1,127E-2;-8,623E-2;-2,021E-2;0,369;-0,200;4,156E-2;-0,126
2,833;-2,636E-3;1,093E-2;-8,760E-2;-1,710E-2;0,369;-0,202;2,315E-2;-0,120
2,850;-4,239E-3;1,070E-2;-9,023E-2;-1,674E-2;0,369;-0,204;2,320E-2;-0,115
2,867;-5,644E-3;1,037E-2;-8,713E-2;-1,793E-2;0,370;-0,206;4,082E-2;-0,123
2,883;-7,144E-3;1,010E-2;-8,878E-2;-1,646E-2;0,371;-0,208;3,987E-2;-0,128
2,900;-8,603E-3;9,819E-3;-8,832E-2;-1,779E-2;0,372;-0,210;2,368E-2;-0,117
2,917;-1,009E-2;9,506E-3;-8,437E-2;-1,359E-2;0,372;-0,212;2,486E-2;-0,114
2,933;-1,142E-2;9,367E-3;-8,323E-2;-1,341E-2;0,372;-0,214;4,023E-2;-0,125
2,950;-1,286E-2;9,059E-3;-8,443E-2;-1,980E-2;0,373;-0,216;3,744E-2;-0,117
2,967;-1,423E-2;8,707E-3;-8,679E-2;-1,935E-2;0,374;-0,218;3,495E-2;-0,118
2,983;-1,575E-2;8,414E-3;-8,698E-2;-1,664E-2;0,374;-0,220;1,668E-2;-0,121
3,000;-1,713E-2;8,152E-3;-8,556E-2;-1,509E-2;0,374;-0,222;1,704E-2;-0,121
3,017;-1,861E-2;7,911E-3;-8,896E-2;-1,715E-2;0,375;-0,224;3,443E-2;-0,128
3,033;-2,009E-2;7,580E-3;-8,448E-2;-1,925E-2;0,375;-0,226;3,693E-2;-0,129
3,050;-2,142E-2;7,269E-3;-8,745E-2;-1,819E-2;0,376;-0,228;2,155E-2;-0,118
3,067;-2,301E-2;6,974E-3;-8,855E-2;-1,706E-2;0,376;-0,230;2,136E-2;-0,114
3,083;-2,437E-2;6,701E-3;-8,296E-2;-1,533E-2;0,377;-0,232;3,859E-2;-0,126
3,100;-2,577E-2;6,463E-3;-8,354E-2;-1,610E-2;0,377;-0,234;3,694E-2;-0,118
3,117;-2,716E-2;6,164E-3;-8,759E-2;-2,005E-2;0,378;-0,236;3,296E-2;-0,120
3,133;-2,869E-2;5,795E-3;-8,805E-2;-1,823E-2;0,378;-0,238;1,476E-2;-0,121
3,150;-3,009E-2;5,556E-3;-8,495E-2;-1,707E-2;0,378;-0,240;1,586E-2;-0,119
3,167;-3,153E-2;5,226E-3;-8,699E-2;-1,753E-2;0,379;-0,242;3,504E-2;-0,129
3,183;-3,299E-2;4,972E-3;-8,713E-2;-1,911E-2;0,380;-0,244;2,159E-2;-0,115
3,200;-3,443E-2;4,589E-3;-8,461E-2;-1,932E-2;0,380;-0,246;2,015E-2;-0,116
3,217;-3,581E-2;4,328E-3;-3,418E-2;-4,003E-2;0,380;-0,248;3,589E-2;-0,114
3,233;-3,557E-2;3,254E-3;;;0,381;-0,250;;
